"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","locality","minimumElevationInMeters","maximumElevationInMeters","month","day","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","00720302","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","L. Andersson","M. Bang","2229","South America","Bolivia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720302","NY00720302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00720303","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","L. Andersson","H. H. Rusby","s.n.","South America","Bolivia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720303","NY00720303_01","1885","Near Yungas","1219","1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-28 09:00:00-03","NY","NYBG","880012","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens",NA,"L. Andersson",NA,"2229","South America","Bolivia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880012","NY00880012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","501881","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","S. C. de Sant'Ana","703","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501881","NY00501881_01","1998","Ca. de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras",NA,NA,"10","12","Bahia","Canavieiras","-39.1978562","-15.5102246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","517946","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","W. W. Thomas","10945","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517946","NY00517946_01","1995","7.3 km SW of Olivença on road to Vila Brasil",NA,NA,"05","21","Bahia","Ilhéus","-39.0408","-14.9839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","397701","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","L. Riedel","625","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397701","NY00397701_01","1832",NA,NA,NA,"04",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","686186","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","J. R. Pirani","3487","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686186","NY00686186_01","1994","ES-060, restinga da Praia de Setiba, ca. 15 km N de Guarapari",NA,NA,"12","08","Espírito Santo","Guarapari","-40.5108","-20.6581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","02886304","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","J. G. Jardim","P. Fiaschi","2062","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475270' target='other'> <mi>dwc_moreinfo</mi></a>","NY02886304","NY02886304_01","2004","Estrada Serra Grande/Uruçuca. Área do inventário do plano de manejo. Mata da torre do celular.","380","380","03","18","Bahia","Uruçuca","-39.115","-14.4997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","397697","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","C. Persson","J. R. Pirani","2495","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397697","NY00397697_01","1988","Rodovia Marataizes ES-490, a 6 km da BR-101",NA,NA,"02","25","Espírito Santo","Itapemirim","-41.03","-20.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","397699","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","D. A. Folli","2636","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397699","NY00397699_01","1995","Reserva Florestal de Linahres. Estrada Flamengo, km. 0,602. Ao lado da Trilha do Tatu Canastra",NA,NA,"07","31","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","517922","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","W. W. Thomas","9981","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517922","NY00517922_01","1993","10 km north of Prado on coast road to Cumuruxatiba",NA,NA,"10","19","Bahia","Prado","-39.3","-17.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03066070","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla",NA,"M. Gomes","1101","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287739' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066070","NY03066070_01","2014","Campos de Prova da Marambaia. próximo à Linha IV.","2","2","11","20","Rio de Janeiro","Rio de Janeiro","-43.5922222","-23.0447222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","397705","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","C. Persson","J. Miers","3314","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397705","NY00397705_01","1878",NA,NA,NA,"07",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","397704","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","A. F. M. Glaziou","6827","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397704","NY00397704_01","1873","Jurujuba",NA,NA,"01",NA,"Rio de Janeiro","Niterói","-43.1036","-22.8833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","397702","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","L. A. Mattos Silva","2025","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397702","NY00397702_01","1986","Km 6 da Rodovia Pontal / Buerarema, 1 km antes do Podovao do Couto",NA,NA,"04","14","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","501863","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","J. G. Jardim","2200","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501863","NY00501863_01","1999","Península de Maraú. Area de Preservaçao Ambiental (APA). Virgem Del Mar",NA,NA,"08","14","Bahia","Maraú","-38.9664","-14.0992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","397698","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete; C. Persson","D. A. Folli","1751","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397698","NY00397698_01","1992","Parque Ecológico de Setiba - Guarapari -. Próximo a Rodovia do Sol",NA,NA,"11","26","Espírito Santo","Guarapari","-40.5108","-20.6581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","517945","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","W. W. Thomas","10945","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517945","NY00517945_01","1995","7.3 km SW of Olivença on road to Vila Brasil",NA,NA,"05","21","Bahia","Ilhéus","-39.0408","-14.9839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281779","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","M. Gomes","C. Farney","3548","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742378' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281779","NY01281779_01","1996","José Gonçalves. Rancho Dez, área da antiga fazenda José Gonçalves, mata sobre tabuleiro arenoso.",NA,NA,"11","20","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","397703","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","T. C. Plowman","T. C. Plowman","12839","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397703","NY00397703_01","1983","Praia de Maricá",NA,NA,"02","18","Rio de Janeiro","Maricá","-42.9","-22.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","397700","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","J. H. Kirkbride Jr.","L. Riedel",NA,"South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397700","NY00397700_01","1821","Barra de Tijuca",NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","663252","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","P. G. Delprete","W. W. Thomas","12162","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663252","NY00663252_01","2000","Parque Estadual Serra do Condurú, trail to summit of Serra do Condurú.","210","210","09","28","Bahia","Uruçuca","-39.1057333","-14.48005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:18-03","UFRJ","RFA","38257","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","A.M. Paiva","M.S. Wängler; R.C. Lopes; D.F. Matsunaga","449",NA,"Brasil",NA,"Arbusto 1,5 m altura, folhas opostas, estípula inteira, frutos cápsulas","RFA53336",NA,"2011","APA Palmares, Área Zona de Vida Silvestre, Propriedade do Sr. Marão",NA,NA,"04","15","Rio de Janeiro","Paty do Alferes","-43.416389","-22.445833","2011","10","19","43º24'59''W","22º26'45''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:50-03","UFRJ","RFA","22551","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","Mário Gomes","J.V. Azevedo; et al.","24A",NA,"Brasil",NA,"Arbusto. Flores brancas.","RFA18558",NA,"1988","Barra de Maricá. Área C1",NA,NA,"10","25","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746","2005","11","09",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:22-03","UFRJ","RFA","20183","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","M. Gomes","P. Occhioni; Paulo R. Mesquiesi","9018",NA,"Brasil",NA,"Arbusto de 3 a 4 m altura. Flores alvas. Pouco frequente","RFA16983",NA,"1979","Restinga de Sernambetiba. Próximo ao km 8. Lagoa de Marapendi",NA,NA,"11","00","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","2005","10","26",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:22-03","UFRJ","RFA","5042","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","J.H. Kirkbride Jr.","E. Pereira","4412",NA,"Brasil",NA,"Arbusto de flores alvas.","RFA25437",NA,"1958","Restinga de Jacarepaguá",NA,NA,"10","15","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","1976",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:47:41-03","EAO","IAN","100528","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Fosberg, FR","Fosberg, FR","21292",NA,"Colômbia",NA,"Tree 15m. tall, 3dm. thick, fragrant, pink flowers. Bark sample.","IAN100528",NA,"1943","Cordillera Central Río Santo Domingo, 12km. E. of Tacueyo, west slopes of Nevada del Huilla massif, 21km. SE. of Corinto, depto. del Cauca. On wall of Canyon.","2960","2960","10","26",NA,NA,"-76.833333","3.666667",NA,NA,NA,"-76.833333","3.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:41-03","EAO","IAN","100529","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Fosberg, FR","Fosberg, FR","20065",NA,"Colômbia",NA,"Small tree 7m. tall; bark closely adherent, hard, leaf veins reddish, stipules erect. Fruits distorted and blistered by Elsinoe cinchonas jenkins.","IAN100529",NA,"1943","Cordillera Oriental. Lavaderos, ridge between Río Naranjo and Río Granadillo, 15km. S. of San Agustin. Common, chiefly as stump sprouts and seedling in patches of thick moist forest with clearing between.","2200","2200","02","11",NA,NA,"-76.283333","1.733333",NA,NA,NA,"-76.283333","1.733333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:47:41-03","EAO","IAN","100530","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Fosberg, FR","Fosberg, FR","19797",NA,"Colômbia",NA,"Tree 15m. tall, 3dm. thick; bark very thick below, pinkish white; leaves reddish beneath, red veined, stipules at first green ad erect, then red and reflexed. (Bark sample).","IAN100530",NA,"1943","Above Yucales, on Río Fortalecillas, 32km. E. of Neiva. Depto. del Huilla. Wet forest on steep sides of Valley.","1900","1900","01","19",NA,NA,"-74.95","2.933333",NA,NA,NA,"-74.95","2.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:47:41-03","EAO","IAN","39029","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Steere, WC","Steere, WC","7066",NA,"Colômbia",NA,"Roadside tree 6m. high.","IAN039029","IAN039029 IAN039029_1 IAN039029_1e IAN039029_2 IAN039029_2e IAN039029_e","1943","Depto. Santander, 22km. south of Barbosa, road to Chiquinquirá. Amostra 2.",NA,NA,"01","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:47:41-03","EAO","IAN","39044","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Killip, EP","Steere, WC","7054",NA,"Colômbia",NA,"Roadside fencepost sprouted to a tree 5m. high.&nf;Flowers pink, odor of vanilla.","IAN039044","IAN039044 IAN039044_e","1942","Depto. Santander, Just North of Vélez, road to Landázuri.",NA,NA,"12","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:47:41-03","EAO","IAN","39084","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Fosberg, FR","Pennock, W","B9",NA,"Bolívia",NA,"Fls. white, tree large, probably about 8 inches in diameter, 40 feet tall.","IAN039084",NA,"1942","In the Santiago property of Gunther, by an Indian.Is known locally.Was at lowest altitude of all samples collected, less than 3.000 feet, is quite abundant.(An unusually glabrous, thin leafed form.)","3000","3000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:47:41-03","EAO","IAN","39262","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Mosquera, EW","s.n.",NA,"Colômbia",NA,NA,"IAN039262",NA,"1943","Near Popayan, Cauca.",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:47:41-03","EAO","IAN","87978","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Fosberg, FR; Core, EL","21532",NA,"Colômbia",NA,"Tree 8m. tall, 15cm. thick, leaves dull green above, deep purple beneath, flowers red outside, center of lobes pink within, border white with white hairs, very fragrant (bark sample).","IAN087978",NA,"1944","Alto La Union, headwaters of Rio Dauro, 6km. S. of Alto El Plateado, 15km. NE. of Carmen de atrato, Chocó-Antioquia boundary. Edge of clearing, in full sun thick woods on north slope.","2600","2600","03","04",NA,NA,"-76.833333","5.966667",NA,NA,NA,"-76.833333","5.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:47:41-03","EAO","IAN","87982","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Fosberg, FR","21670",NA,"Colômbia",NA,"Tree 8m. tall, 15cm. thick, lvs. dull green, veins reddish beneath, fls. red without pale pink within, fragrant. (Bark sample).","IAN087982",NA,"1944","Cordillera Central, 7km. SW. of Rio Sucio, Caldas, open pasture.","2475","2475","03","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:47:41-03","EAO","IAN","87983","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Fosberg, FR","21875",NA,"Colômbia",NA,"Stump with several grown stump sprouts 6m. tall, leaf veins red, fls. fragrant, crinson red without, pink within with, white hair.","IAN087983",NA,"1944","Cordillera Oriental, 8km. E. of Hilo, 9km. W. of Facatativa, drainage of Quebradas Chiniata. Sparsely bushy slope.","2150","2150","05","01",NA,NA,"-74.45","4.833333",NA,NA,NA,"-74.45","4.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:47:41-03","EAO","IAN","87985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","John, HS","John, HS","20872",NA,"Colômbia",NA,"Fl. pink but margins of lobes white; cymes 6dm. long; fr. splitting from below, bark sample.","IAN087985",NA,"1944","Cordillera Occidental. Quebrada Farallona, Rio Apiá, depto. de Caldas. Remnants of forest in gulches with Vismia, white cecropia, etc.","1970","1970","11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:47:41-03","EAO","IAN","87987","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Fosberg, FR","21259",NA,"Colômbia",NA,"Tree 6m. tall, branched at base into 3 trunks about 10-15cm. thick, leaves with red veins (bark sample).","IAN087987",NA,"1943","Cordillera Occidental, Hills 1km. Sw. of Chachaguí, E. of Río Pasto, 18km. N. of Pasto. Depto. de Naraño. Steep slope.","2100","2100","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:47:41-03","EAO","IAN","87986","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Cinchona","pubescens","Cinchona pubescens officinalis","Vahl",NA,"Fosberg, FR","21660",NA,"Colômbia",NA,"Sterile sapling 4m. tall, leaves green, (bark sample).","IAN087986",NA,"1944","3km. NW. of Yarumal on road to Valdivia, top of pass between, alto de la Hundida and Moro Azul. Ravine.","2800","2800","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"officinalis",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:47:58-03","EAO","IAN","94027","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla",NA,"Glaziou, AFM","2104","Southern America","Brasil",NA,NA,"IAN094027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:23:42-03","UFBA","ALCB","121229","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Melanopsidium","nigrum","Melanopsidium nigrum","Colla","Gomes, FS","Gomes, FS","1448","Southern America","Brasil",NA,"Folhas cartáceas, face abaxial puberula.","ALCB049581","ALCB049581","2013",NA,NA,NA,"03","25","Bahia","Belmonte","-39.227778","-15.842778","2013","11",NA,"-39.227778","-15.842778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:23:05-03","NBC","NL-BOTANY","L.2903487","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl",NA,"Unreadable",NA,"Southern America","Peru",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2903487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2903487","NL-L2903487",NA,"Prov de Carabaya, Perou.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:23:05-03","NBC","NL-BOTANY","L.2903492","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Andersson BL","Hasskarl JC",NA,"Southern America","Peru",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2903492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2903492",NA,"1853","ai ora [?] Riogrande provinciae Carabayao.",NA,NA,"11","01","Puno",NA,NA,NA,"1994","09","01",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:23:00-03","NBC","NL-BOTANY","L 0000232","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Andersson BL","Lechler W",NA,"Southern America","Peru",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200000232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0000232","NL-L0000232",NA,"Der Ostseite der peruvianischen Anden bei San Gavan.",NA,NA,NA,NA,NA,NA,NA,NA,"1994","09","01",NA,NA,NA,NA,NA,"Magnoliopsidae","lectotype",NA,NA,NA,NA
"45","2020-02-08 09:23:00-03","NBC","NL-BOTANY","L 0000233","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Cinchona","pubescens","Cinchona pubescens","Vahl","Andersson BL","Lechler W",NA,"Southern America","Peru",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200000233 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0000233","NL-L0000233",NA,"Der Ostseite der peruvianischen Anden bei San Gavan.",NA,NA,NA,NA,NA,NA,NA,NA,"1994","09","01",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","908212826",NA,NA,NA
