"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"49","2021-03-01 16:24:42-03","UNICAMP","UEC","205664","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Pires, TP","Silva, BG; Padua, CN; Brocanello, BO; Pires, TP","524","2019","05","22",NA,"Brazil","São Paulo","Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiária e gramíneas nativas.","-47.495947","-23.269392",NA,"Hábito: Trepadeira. Altura: 1,0m. Outros: inflorescência branca, caule arroxeado piloso, sepalas verdes, possivel síndrome deficiente.","UEC164542","UEC164542 UEC164542_v01 UEC164542_v02 UEC164542_v03","Jundiaí",NA,NA,NA,NA,"2019","05","-47.495947","-23.269392","22",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:24:42-03","UNICAMP","UEC","205661","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Pires, TP","Pires, TP; Padua, CN; Brocanello, BO; Silva, BG","218","2019","05","22",NA,"Brazil","São Paulo","Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiárias.","-47.496456","-23.268983",NA,"Hábito: Trepadeira. Altura: 80cm. Outros: caule verde.","UEC164545","UEC164545 UEC164545_v01 UEC164545_v02","Jundiaí",NA,NA,NA,NA,"2019","05","-47.496456","-23.268983","22",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:24:42-03","UNICAMP","UEC","116552","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, M","Foster, W; Mazine, FF; Paranaguá, PA; Moura, C; Oliveira, RC; Silveira, ER; et al.","261","2000","04","18",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar - Estrada da Intermediária - Km 30/570m. 23°41'S; 45°37W. Beira de estrada.","-45.4099998474121","-23.6200008392334",NA,"Liana; frutos castanhos.; Floresta Ombrófila Densa Submontana de encosta.","UEC128393","UEC128393","Caraguatatuba",NA,NA,"30093","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:24:42-03","UNICAMP","UEC","86784","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Barroso, GM","Hoehne, W","3862","1953","07","13",NA,"Brazil","São Paulo","Praia Negra.","-45.4099998474121","-23.6200008392334",NA,"Trepadeira volúvel. Flores alvas.","UEC128398","UEC128398","Caraguatatuba",NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:24:42-03","UNICAMP","UEC","177676","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Kirizawa, M; Rapini, A; Costa, CB","3252","1996","03","19",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Cunha. 23°13'28 e 23°16'10 lat. Sul e 45°02'53 e 45°05'15 long. oeste Gr. Mata Tropical Pluvial de Altitude em fase de regeneração, altitude Média 1100m.&nf;Trilha para rio Bonito.","-44.9599990844727","-23.0699996948242",NA,"Trepadeira sobre árvore ca. 6,0m alt. Flores alvas.; Mata secundária com bambusal.","UEC128403","UEC128403","Cunha",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:24:42-03","UNICAMP","UEC","121333","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.",NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","267","2001","04","18",NA,"Brazil","São Paulo","Loteamento maramba II, 6 Km de Itanhaém em direção a Pruíbe. 24°13'51,1S; 46°55'20,3W. ca. 5-10 msm.","-46.7799987792969","-24.1800003051758",NA,"Liana, flores creme.; Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense cambess.) em alguns trechos.","UEC128397","UEC128397","Itanhaém",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-10 17:50:31-03","UNICAMP","UEC","102049","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Pereira, B","s.n.","1998","08",NA,NA,"Brazil","São Paulo","Bairro Betel.","-47.1500015258789","-22.7600002288818",NA,NA,"UEC128401","UEC128401","Paulínia",NA,NA,"11851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:24:42-03","UNICAMP","UEC","115799","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Oliveira, F","65","1984","05","04",NA,"Brazil","São Paulo","Vila Tupi.","-46.4000015258789","-24",NA,"Planta volúvel, capítulos em forma de glomérulos. Caule rufescente, toda a planta pubescente, planta medicinal.&nf;Exsicata referência de estudo quimico.","UEC128396","UEC128396","Praia Grande",NA,NA,"22363","auto","1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:24:42-03","UNICAMP","UEC","116547","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, M","Foster, W; Souza, VC; Batista, FRQ; Micheletto, F; Liesenfeld, MVA","306","2000","04","25",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. 23°38'S; 45°41'W. Borda da mata.","-45.8400001525879","-23.5300006866455",NA,"Liana, fruto maduro seco, a 1,5m do chão.; Borda da mata. Floresta ombrófila Densa Montana com perturbação.","UEC128394","UEC128394","Salesópolis",NA,NA,"18032","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:24:42-03","UNICAMP","UEC","103822","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Furlan, A; et al.","843","1989","07","16",NA,"Brazil","São Paulo","Picinguaba. Trilha do morro do Corsario.","-45.0699996948242","-23.4300003051758",NA,"Trepadeira. Inflorescencia creme - perfumada.","UEC128392","UEC128392","Ubatuba",NA,NA,"34265","auto","1999","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:24:42-03","UNICAMP","UEC","103948","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Moraes, MD","96","1995","07","27",NA,"Brazil","São Paulo","Planície litorânea de Picinguaba, 44°48'-44°52'W e 23°20'-23°22'S. trilha das três lagoas.","-45.0699996948242","-23.4300003051758",NA,"Liana. Em frutificação.; Planície litorânea.","UEC128395","UEC128395","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:24:42-03","UNICAMP","UEC","103947","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Moraes, MD","61","1995","06","28",NA,"Brazil","São Paulo","Planície litorânea de Picinguaba, 44°48'-44°52'W e 23°20'-23°22'S, trilha das três lagos.","-45.0699996948242","-23.4300003051758",NA,"Liana. Corola e ramos do estilete creme. Levemente fragrante. Pleno sol. Abundante.; Planície litorânea.","UEC128402","UEC128402","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:24:42-03","UNICAMP","UEC","103949","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Moraes, MD","Moraes, MD","55","1995","06","27",NA,"Brazil","São Paulo","Planície litorânea de Picinguaba, trilha da casa da farinha, 23°21'09S 44°51'10,04W.","-45.0699996948242","-23.4300003051758",NA,"Liana. Corola e ramos do estilete creme. Levemente fragrante. Pleno sol. Presença de lepdópteros, arapuá (Apis melifera).; Planície litorânea.","UEC128399","UEC128399","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:24:42-03","UNICAMP","UEC","89749","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Oliveira, CT","Kim, AC; et al.","30076","1993","11","14",NA,"Brazil","São Paulo","Praia do Cedro, 23°28'S45°02W.","-45.0699996948242","-23.4300003051758",NA,"Lianda. Infrutescência.; Encosta á beira mar.","UEC128390","UEC128390","Ubatuba",NA,NA,"34265","auto","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-05 16:45:09-03","UFOP","OUPR","24668","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Tonaco, A.C.","Tonaco, A.C.","19","2010","03","24",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Lagoa Seca","-43.488889","-20.04875",NA,"Em uma dolina de 20m de profundidade. Trepadeira. Flores com corola creme e cálice esverdeado. Ocorre cobrido parte do dossel da mata da dolina. Aromática",NA,NA,"Ouro Preto",NA,"1600",NA,NA,"2011","01","-43.488889","-20.04875",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-05 16:45:09-03","UFOP","OUPR","14616","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Lisboa, M.A.","Lisboa, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Ouro Preto",NA,NA,"44599","auto","1973","07",NA,NA,"05",NA,NA,NA,NA,NA,NA
"65","2019-11-05 16:45:09-03","UFOP","OUPR","14617","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Barroso, G.M.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão","-43.5080986022949","-20.2875003814697",NA,"Trepadeira. Flores pálidas",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1973","06",NA,NA,"29",NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:50:58-03","UCS","HUCS","16301","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Robinson, H.","Wasum, R.A.","267","1999","11","07",NA,"Brasil","Rio Grande do Sul","Linha São Paulo","-50.645","-29.379722",NA,"Sobre arbustos - beira da estrada",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,"2001","07","-50.645","-29.379722",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:50:58-03","UCS","HUCS","41426","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Ribas, O.S.","Silva, J.M.","7722","2011","02","24",NA,"Brasil","Paraná","Biscaia","-50.1618995666504","-25.0949993133545",NA,"encosta de paredões rochosos",NA,NA,"Ponta Grossa",NA,NA,"46557","auto","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:50:58-03","UCS","HUCS","12689","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Robinson, H.","Wasum, R.A.","s.n.","1998","08","24",NA,"Brasil","Rio Grande do Sul","Estrada para Guaporé","-51.5191993713379","-29.1714000701904",NA,"Sobre arbustos, no barrancos",NA,NA,"Bento Gonçalves",NA,NA,"21248","auto","1998","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:50:58-03","UCS","HUCS","14054","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Robinson, H.","Wasum, R.A.","177","1999","10","11",NA,"Brasil","Rio Grande do Sul","Linha São Paulo","-50.5835990905762","-29.4480991363525",NA,"Sobre arbustos - beira da estrada",NA,NA,"São Francisco de Paula",NA,NA,"76715","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-12 18:11:55-03","UFES","VIES","621","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Vinha, P.C.","s.n.","1984","07","10",NA,"Brasil","Espírito Santo",NA,"-40.6591987609863","-20.3633003234863",NA,NA,"VIES000621","VIES000621","Domingos Martins",NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-16 08:38:36-03","UTFPR","HCF","19964","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","O.S. Ribas","J.M. Silva","7722","2011","02","24",NA,"Brasil","PR","Biscaia","-50.1618995666504","-25.0949993133545",NA,"volúvel, capítulos creme. Encosta de paredões rochosos.",NA,NA,"Ponta Grossa",NA,NA,"46557","auto","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-06-29 09:29:32-03","UFRRJ","RBR","7282","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","L.F.T. Menezes","1138","2004","06","11",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Próximo a área demoitas Bravo VI.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007282","RBR00007282 RBR00007282_1","Mangaratiba",NA,NA,"17272","auto","2008","09",NA,NA,"26",NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:29:32-03","UFRRJ","RBR","32630","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","H.F. Baylão-Junior; V. Satiro","102","2004","08","12",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Trilha da Gruta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00032630","RBR00032630","Mangaratiba",NA,NA,"17272","auto","2008","11",NA,NA,"18",NA,NA,NA,NA,NA,NA
"74","2020-06-29 09:29:32-03","UFRRJ","RBR","23212","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","T.A. Amorim; J. Pereira-Junior","3","2005","09","29",NA,"Brasil","Rio de Janeiro","'Ilha da Marambaia, Trilha da Senzala.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00023212","RBR00023212","Mangaratiba",NA,NA,"17272","auto","2008","09",NA,NA,"26",NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:29:32-03","UFRRJ","RBR","14218","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","H. Monteiro","2036","1939","10","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"RBR00014218","RBR00014218","Bangu",NA,NA,NA,NA,"2017","04",NA,NA,"07",NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:29:32-03","UFRRJ","RBR","7854","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","M.M.S. Conde","S.C. Garcia",NA,"2003","05","22",NA,"Brasil","Rio de Janeiro","Parque Estadual da Ilha Grande.",NA,NA,NA,NA,"RBR00007854","RBR00007854","Ilha Grande",NA,NA,NA,NA,"2003","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-29 09:29:32-03","UFRRJ","RBR","5803","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","L.F.T. Menezes","243","1999","05","29",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, caminho da prais da Armação, Floresta de Encosta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00005803","RBR00005803","Mangaratiba",NA,NA,"17272","auto","2008","09",NA,NA,"26",NA,NA,NA,NA,NA,NA
"78","2020-06-29 09:29:32-03","UFRRJ","RBR","23246","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","T.A. Amorim","F.C. Nettesheim","204","2006","07","01",NA,"Brasil","Rio de Janeiro","'Ilha da Marambaia, Praça Sebastion Paul.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00023246","RBR00023246","Mangaratiba",NA,NA,"17272","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:16:34-03","MBM","MBM","346764","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Barroso, G.M.","Krieger, L.","8555","1970","05","14","Southern America","Brazil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,"Na beira da mata, fl. creme, cipó","MBM346764","MBM346764",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:16:34-03","MBM","MBM","284869","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Hind, D.J.N.","Jardim, J.G.; et al.; et al.","3079","2000","07","27","Southern America","Brazil","Bahia","Serra do Conduru","-39.2844009399414","-14.5930995941162",NA,NA,"MBM284869","MBM284869","Uruçuca",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:16:34-03","MBM","MBM","291806","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Hind, D.J.N.","Santana, S.C.; et al.; et al.","29","1991","08","29","Southern America","Brazil","Bahia","Reserva Estadual","-39.4794006347656","-13.686900138855",NA,NA,"MBM291806","MBM291806","Wenceslau Guimarães",NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:16:34-03","MBM","MBM","68731","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Holmes, W.C.","Kummrow, R.","1511","1981","03","18","Southern America","Brazil","Paraná","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM068731","MBM068731","Balsa Nova",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:16:34-03","MBM","MBM","248654","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Moraes, M.D.","Oliveira, F.","65","1984","05","04","Southern America","Brazil","São Paulo","Vila Tupi","-46.4000015258789","-24",NA,NA,"MBM248654","MBM248654","Praia Grande",NA,NA,"22363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:16:34-03","MBM","MBM","291805","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Hind, D.J.N.","Jardim, J.G.; et al.; et al.","3079","2002","10","29","Southern America","Brazil","Bahia","Parque Estadual da Serra do Conduru","-39.2844009399414","-14.5930995941162",NA,NA,"MBM291805","MBM291805","Uruçuca",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:16:34-03","MBM","MBM","394791","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Robinson, H.","Wasum, R.","s.n.","1998","08","24","Southern America","Brazil","Rio Grande do Sul","Estrada para Guaporé","-51.5191993713379","-29.1714000701904",NA,"Sobre arbustos, no barranco.","MBM394791","MBM394791","Bento Gonçalves","700","700","21248","auto","1998","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:16:34-03","MBM","MBM","133446","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Robinson, H.","Wasum, R.","6256","1989","10","21","Southern America","Brazil","Rio Grande do Sul","Otávio Rocha","-51.1817016601562","-29.0289001464844",NA,NA,"MBM133446","MBM133446","Flores da Cunha",NA,NA,"18321","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:16:34-03","MBM","MBM","251526","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Moraes, M.","Foster, W.; et al.; et al.","261","2000","04","18","Southern America","Brazil","São Paulo","Parque Estadual da Serra do Mar","-45.4099998474121","-23.6200008392334",NA,NA,"MBM251526","MBM251526","Caraguatatuba",NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:16:34-03","MBM","MBM","201328","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Barroso, G.M.","Hoehne, W.","3862","1953","07","13","Southern America","Brazil","São Paulo","Praia Negra","-45.4099998474121","-23.6200008392334",NA,NA,"MBM201328","MBM201328","Caraguatatuba",NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:28:01-03","PUC-RIO","FCAB","0968","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","J.C. Siqueira","P.E. Leite S.J.","s.n.","1948","06",NA,NA,"Brasil","Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"000968",NA,"Nova Friburgo",NA,NA,"33190","auto","1983","04",NA,NA,"01",NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:28:01-03","PUC-RIO","FCAB","4442","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","J.C. Siqueira","J.C. Siqueira","2417","1988","06","20",NA,"Brasil","Rio de Janeiro","Cascatinha, reserva da EMAHSA","-42.5311012268066","-22.2819004058838",NA,"Trepadeira, aparecendo em locais iluminado.","004442",NA,"Nova Friburgo",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:28:01-03","PUC-RIO","FCAB","4102","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","J.C. Siqueira","A.O.S. Vieira","107","1986","12","07",NA,"Brasil","Rio de Janeiro","Estrada Niteroí","-42.5311012268066","-22.2819004058838",NA,"Trepadeira com flores brancas, crescendo em beira da estrada.","004102",NA,"Nova Friburgo",NA,NA,"33190","auto","1987","01",NA,NA,"15",NA,NA,NA,NA,NA,NA
"92","2015-10-03 10:23:34-03","MNHN","RECOLNAT_MNHN_P","P00706609","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Gardner, G.",NA,"1838",NA,NA,NA,"Brésil",NA,"Serra dos Orgaos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706609' target='other'> <mi>dwc_moreinfo</mi></a>","P00706609","P00706609_01 P00706609_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"781",NA,NA,NA,NA
"93","2015-10-02 08:47:33-03","MNHN","RECOLNAT_MNHN_P","P00706610","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Gardner, G.",NA,"1838",NA,NA,NA,"Brésil",NA,"Serra dos Orgaos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706610' target='other'> <mi>dwc_moreinfo</mi></a>","P00706610","P00706610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"781",NA,NA,NA,NA
"94","2015-09-04 05:42:27-03","MNHN","RECOLNAT_MNHN_P","P02693682","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693682' target='other'> <mi>dwc_moreinfo</mi></a>","P02693682","P02693682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693715","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Weddell, H.A.",NA,"1843","1","1",NA,"Brasil","Rio de Janeiro","Brésil, environs de Rio-Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693715' target='other'> <mi>dwc_moreinfo</mi></a>","P02693715","P02693715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222",NA,NA,NA,NA
"96","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693718","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693718' target='other'> <mi>dwc_moreinfo</mi></a>","P02693718","P02693718_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186",NA,NA,NA,NA
"97","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693719","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","São Paulo","Brésil. Province de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693719' target='other'> <mi>dwc_moreinfo</mi></a>","P02693719","P02693719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423",NA,NA,NA,NA
"98","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693720","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"s.c.",NA,"1832","6","1",NA,"Brasil","Rio de Janeiro","Pr. Rio-Jan. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693720' target='other'> <mi>dwc_moreinfo</mi></a>","P02693720","P02693720_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"758",NA,NA,NA,NA
