"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","stateProvince","relatedCatalogItem","phylum","identifiedBy","yearIdentified","recordNumber","county","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"19","2021-04-07 11:45:48-03","UFMS","CGMS","9763","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A.Gray) Lewton",NA,"1999","11","01",NA,"Brasil","Periferia da cidade.","Flor rósea.","CGMS1015458",NA,"Mato Grosso do Sul",NA,NA,"A. Pott","2010",NA,"Porto Murtinho",NA,NA,"08","-57.8824996948242","-21.6989002227783",NA,NA,"25","185577","auto",NA,NA,NA,NA
"20","2020-12-21 16:33:07-03","MBM","MBM","147902","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Pedersen, T.M.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM147902","MBM147902",NA,NA,NA,NA,NA,"15629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:33:07-03","MBM","MBM","157575","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Petetin, C.A.; et al.; et al.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM157575","MBM157575",NA,NA,NA,"Krapovickas, A.",NA,"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:33:07-03","MBM","MBM","201807","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM201807","MBM201807",NA,NA,NA,"Krapovickas, A.",NA,"46540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:33:07-03","MBM","MBM","217597","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Krapovickas, A.; et al.; et al.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM217597","MBM217597",NA,NA,NA,"Krapovickas, A.",NA,"46847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:33:07-03","MBM","MBM","300347","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Zardini, E.M.; et al.; et al.","2001","11",NA,"Southern America","Paraguay","Presidente Hayes",NA,"MBM300347","MBM300347",NA,NA,NA,NA,NA,"57445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:33:07-03","MBM","MBM","322881","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Bacigalupo, N.M.; Deginani, N.B.; Deginani, N.B.","1985","02","14","Southern America","Argentina","La Paz a Estacas","Flor amarilla, centro rojo, estigmas rojizos.; Abundante a lo largo de la ruta.","MBM322881","MBM322881","Entre Ríos",NA,NA,"Krapovickas, A.","1996","89","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:33:07-03","MBM","MBM","294095","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","2004","03","15","Southern America","Brazil","Porto Murtinho, arredores",NA,"MBM294095","MBM294095","Mato Grosso do Sul",NA,NA,"Krapovickas, A.",NA,"77171","Porto Murtinho",NA,NA,NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,"185577","auto",NA,NA,NA,NA
"27","2014-11-13 12:32:00-02","MO","MOBOT","1749721","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Leongino Guerrero","2002","2","6","South America","Paraguay","Proposed Biosphere Reserve Gran Chaco Americano: Madrejon.",NA,NA,NA,"Alto Paraguay",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 58097",NA,NA,NA,NA,"-59.88","-20.6297223",NA,NA,NA,NA,NA,"1251","4",NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","187827","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|M. Velázquez","1990","2","25","South America","Paraguay","Río Salado, 7 km NE of Emboscada. Inundated savanna on clay.",NA,NA,NA,"Cordillera",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 19514",NA,NA,NA,NA,"-57.5","-25.11666",NA,NA,NA,NA,NA,"301","5",NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","187851","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|M. Velázquez","1989","12","23","South America","Paraguay","Río Salado basin, 7 km NE of Emboscada. Savanna on clay.",NA,NA,NA,"Cordillera",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 17451",NA,NA,NA,NA,"-57.5","-25.11666",NA,NA,NA,NA,NA,"239","4",NA,NA
"30","2013-08-23 04:12:00-03","MO","MOBOT","100200603","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Arturo E. Burkart|Nélida S. Troncoso","1970","3","27","South America","Argentina","Praderas ribereñas.",NA,NA,NA,"Entre Ríos",NA,NA,NA,NA,"Burkart 27867","Gualeguaychú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2009-11-05 10:31:00-02","MO","MOBOT","100225820","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","J. de Egea Juvinel","2004","3","30","South America","Paraguay","Estancia Vanguardia.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas",NA,"de Egea Juvinel 387",NA,NA,NA,NA,"-58.6611111","-24.2886111",NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2009-11-06 08:41:00-02","MO","MOBOT","100226239","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","M. Peña-Chocarro","2003","10","27","South America","Paraguay","Estancia Santa Asunción.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas",NA,"Peña-Chocarro 1608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2019-10-31 15:06:00-03","MO","MOBOT","100350721","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Émile Hassler","1903","10",NA,"South America","Paraguay","Gran Chaco: Ad. ripam oddidentalem flum.",NA,NA,NA,NA,NA,NA,"P. Fryxell",NA,"Hassler 2416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isosyntype",NA
"34","2020-03-02 04:36:00-03","MO","MOBOT","100361687","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","W. D. Stevens|Nélida Soria|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","12","South America","Paraguay","W end of Río Paraguay bridge at start of Ruta Transchaco; open disturbed thorn scrub",NA,NA,NA,"Presidente Hayes",NA,NA,NA,NA,"Stevens 31003",NA,"70.00000000",NA,NA,"-57.56","-25.1730556",NA,NA,NA,NA,NA,"1401","1",NA,NA
"35","2014-06-10 10:36:00-03","MO","MOBOT","1708460","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Leongino Guerrero","2001","11","1","South America","Paraguay","Around Concepión.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 57003",NA,"100.00000000",NA,NA,"-57.4697223","-23.4533333",NA,NA,NA,NA,NA,"1239","4",NA,NA
"36","2014-06-10 10:36:00-03","MO","MOBOT","1708481","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Leongino Guerrero","2001","11","1","South America","Paraguay","Around Concepión.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 57022",NA,"100.00000000",NA,NA,"-57.4697223","-23.4533333",NA,NA,NA,NA,NA,"1239","4",NA,NA
"37","2016-06-16 08:17:00-03","MO","MOBOT","1708605","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|M. Vera","2001","11","2","South America","Paraguay","Around Pozo Colorado.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 57145",NA,"150.00000000",NA,NA,"-58.7822223","-23.5105556",NA,NA,NA,NA,NA,"1240","4",NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1819708","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Leongino Guerrero","2003","1","23","South America","Paraguay","Around Pozo Colorado. Savannas and inundated savannas. Voucher for cuttings/seedlings for Ball Horticultural.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 59881",NA,NA,NA,NA,"-58.70166","-23.64083",NA,NA,NA,NA,NA,"1279","4",NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1819814","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Leongino Guerrero","2003","1","23","South America","Paraguay","Around Pozo Colorado. Savannas and inundated savannas. Voucher for cuttings/seedlings for Ball Horticultural.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 59917",NA,NA,NA,NA,"-58.70166","-23.64083",NA,NA,NA,NA,NA,"1279","4",NA,NA
"40","2014-12-11 11:49:00-02","MO","MOBOT","185044","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|C. Velázquez","1990","11","30","South America","Paraguay","Tavarory. Arroyo Avaí near confluence with Río Paraguay.",NA,NA,NA,"Central",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 24425",NA,NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,"477","4",NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","185176","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Tulio Tillería","1992","11","27","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry. Inundated savanna on clay.",NA,NA,NA,"Central",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 33915",NA,NA,NA,NA,"-57.56666","-25.6",NA,NA,NA,NA,NA,"786","4",NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","185185","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Tulio Tillería","1992","11","27","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry. Inundated savanna on clay.",NA,NA,NA,"Central",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 33992",NA,NA,NA,NA,"-57.56666","-25.6",NA,NA,NA,NA,NA,"786","4",NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","185236","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|P. Aquino","1992","12","16","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva. Inundated savanna on clay soil with patches of forest.",NA,NA,NA,"Central",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 34256",NA,NA,NA,NA,"-57.58333","-25.6",NA,NA,NA,NA,NA,"792","4",NA,NA
"44","2011-06-09 17:35:00-03","MO","MOBOT","185559","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Tulio Tillería","1993","5","19","South America","Paraguay","Estero del Ypoá: Villeta-Puerto Guyratí, between 11.5 km S of Villeta and Puerto Guyratí. Inundated savanna on clay soil.",NA,NA,NA,"Central",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 35633",NA,NA,NA,NA,"-57.6","-25.6",NA,NA,NA,NA,NA,"816","5",NA,NA
"45","2011-06-09 17:35:00-03","MO","MOBOT","186189","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Elsa M. Zardini|Tulio Tillería","1994","1","22","South America","Paraguay","(ex Nueva Asunción) Between Mariscal Estigarribia and road to Fortin Toledo. 30 km from Mariscal Estigarribia. Dry forest.",NA,NA,NA,"Boquerón",NA,NA,"A. Krapovickas (CTES)",NA,"Zardini 38127",NA,NA,NA,NA,"-60.4","-22.21666",NA,NA,NA,NA,NA,"873","4",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","186486","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","David R. Brunner","1985","11","11","South America","Paraguay","Km 85 de la Ruta 12 hacia Fortín Martínez. Bosque chaqueño bajo de hasta 10 m de altura. Suelo arsilloso, inundable.",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas (CTES)",NA,"Brunner 1350",NA,NA,NA,NA,"-58.43333","-24.8",NA,NA,NA,NA,NA,"85-16","2",NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1943948","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Cienfuegosia","drummondii","Cienfuegosia drummondii","(A. Gray) Lewton","Rosa Degen","1986","12","17","South America","Paraguay","Ruta transchaco, Km 30, camino a Cerrito",NA,NA,NA,"Presidente Hayes",NA,NA,"A. Krapovickas",NA,"Degen 82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
