"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","locality","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber","sex"
"12","2019-12-04 15:26:31-03","PUCPR","HUCP","23903","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W. Chase.","Almeida, ABR","007","2015","11","04",NA,"Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00002662","HUCP00002662",NA,NA,NA,"Smidt, EC",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:31-03","PUCPR","HUCP","23459","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W. Chase.","Kersten, RA","s.n.","2015","09","23",NA,"Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00002603","HUCP00002603",NA,NA,NA,"Kersten, RA",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:31-03","PUCPR","HUCP","25243","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W. Chase.","Oliveira, LRL","37","2016","01","24",NA,"Brasil","Santa Catarina","Corupá","-49.2430992126465","-26.4253005981445",NA,NA,"HUCP00025243","HUCP00025243",NA,NA,"Orquidário Seidel",NA,NA,NA,NA,"23917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:28:42-03","UFBA","ALCB","101077","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Hatschbach, G","64542","1996","03","18","Southern America","Brasil","Paraná","Candoi","-52.0558013916016","-25.5722007751465",NA,"Flor esverdeada.; Mata junto ao salto.","ALCB006964","ALCB006964",NA,NA,"Rio Jodão, Salto Tia Chica.","Stancik, JF","2007",NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:44-03","NBC","NL-BOTANY","U.1461451","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Lindeman JC; Haas JH de",NA,"1967","03","14","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1461451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1461451","NL-U1461451",NA,NA,"Flora Brasiliae australis. Hab. Est. Parana. Fazenda Reserva, ca.85 km S.W. of Guarapuava.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:41:14-03","MN","R","20149","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brade, A.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:41:14-03","MN","R","35895","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Dusén, P.K.H.",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pabst, G.F.J.","1959","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:41:14-03","MN","R","43941","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Sampaio, A.J.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:41:14-03","MN","R","43893","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Rosa, M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"Pabst, G.F.J.","1959","11","22","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-19 08:08:17-03","FPS","FPS","646","MachineObservation","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schwirkowski, P.","897","2015","01","17",NA,"Brasil","Santa Catarina","São Bento do Sul","-49.29917","-26.35814",NA,NA,"FPS00646","FPS00646_v01 FPS00646_v02",NA,NA,"Rio Natal. Trilhos próx. à igreja de Rio Natal.","Caetano, J.","2015","11","27",NA,NA,NA,"-49.29917","-26.35814",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-19 08:08:17-03","FPS","FPS","2402","MachineObservation","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schwirkowski, P.","1838","2016","09","07",NA,"Brasil","Santa Catarina","São Bento do Sul","-49.366298","-26.325219",NA,NA,"FPS02402,FURB51944","FPS02402_v01 FPS02402_v02 FPS02402_v03 FPS02402_v04 FPS02402_v05 FURB51944",NA,NA,"Sertãozinho. Recanto Buger Strass","Schwirkowski, P.","2016","09","07",NA,NA,NA,"-49.366298","-26.325219","voucher","FURB 51944",NA,NA,NA,NA,NA
"23","2019-08-27 13:26:31-03","IAP","PACA-AGP","114282","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M. W. Chase","Becker, Diego F.P.","16","2010","05","28",NA,"Brasil","RS","Caraá","-50.366889","-29.728361",NA,"Habitat: epifítico","PACA114282",NA,NA,NA,"Alto Vila Nova.","Singer, Rodrigo B.","2011","09","08",NA,NA,"Liliatae","50°22'00,8W","29°43'42,1S",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:26:31-03","IAP","PACA-AGP","2856.1","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M. W. Chase","C. Orth SJ",NA,NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,"Fenofase: flor","PACA002856-1",NA,NA,NA,NA,"J. L. Waechter","2005","05","11",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:26:31-03","IAP","PACA-AGP","493","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M. W. Chase","C. Orth SJ",NA,"1932","09","17",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA000493",NA,NA,NA,"Vila Manresa","J. L. Waechter","2005","05","11","29946","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:26:38-03","IAP","PACA-AGP","93600","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","K. Potter",NA,"1986","06","27",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"HEDU 845 Habitat: Erva epífita dentro da mata Fenofase: flor","PACA093600",NA,NA,NA,"Morro Santana","K. Potter",NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-07-05 11:14:14-03","FFCLRP","LBMBP","163","S","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W. Chase","A.W.C. Ferreira",NA,NA,NA,NA,NA,"Brasil","São Paulo","Analândia","-47.65","-22.116667",NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,"47°39'W","22°07'S",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:40:58-03","UFJF","CESJ","67833","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","D.E.F. Barbosa; G.A. Basilio","218","2014","11","15","América do Sul","Brasil","Minas Gerais","Lima Duarte","-43.913333","-21.698611",NA,"Epífita a 4m de altura. Flores vinho estriadas de bege. Interior de mata.","CESJ067833",NA,"1300","1300","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","L. Menini Neto","2014",NA,NA,NA,NA,NA,"-43.913333","-21.698611",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:20:02-03","UNICAMP","UEC","135351","S","Plantae","Liliopsida",NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Simões, AO; Belinello, R; Koehler, S","1030","2000","01","14",NA,"Brazil","Minas Gerais","Minduri","-44.6039009094238","-21.6819000244141",NA,"Epífita. Flores carnosas, púrpura, fragrantes (odor de fruta fermentada).","UEC096023","UEC096023","1300","1300","Mata Triste","Singer, RB","2005","05","14","15713","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:00:58-03","UNICAMP","UEC","25802","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Pereira, SC","1529","1981","12","02",NA,"Brazil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,"Epífita, flores vinho.","UEC001713","UEC001713",NA,NA,"Mata da Colina","Barros, F","1982","02","10",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:00:58-03","UNICAMP","UEC","139974","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Breier, TB; Umetsu, F; Stecke, M","1254","2004","12","29",NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,"Epífito.","UEC001716","UEC001716",NA,NA,"Pedra do Segredo",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:58-03","UNICAMP","UEC","116508","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Pansarin, ER","728","2000","10","09",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001709","UEC001709",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","Pansarin, ER","2000","11",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:00:58-03","UNICAMP","UEC","132313","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","saurocephala","Pleurothallis saurocephala","Lodd.","Pansarin, ER","1100","2003","11","19",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001711","UEC001711",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","Pansarin, ER","2003","11",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:03:51-03","FURB","FURB","14138","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Korte, A.; Kruger, A.","109","2009","09","14",NA,"Brasil","Santa Catarina","Vidal Ramos","-49.32","-27.45",NA,"Florística IFFSC 383 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor negra","FURB34328","FURB34328","761","761","Mulungu.","Mancinelli, WS","2010","01","25",NA,NA,NA,"-49.3200000","-27.4500000",NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:03:51-03","FURB","FURB","20195","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Korte, A.; Kniess, A.","2065","2010","02","25",NA,"Brasil","Santa Catarina","Rio do Campo","-50.1291667","-26.9086111",NA,"Florística IFFSC 682 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB34333","FURB34333","733","733","Tamanduá.","Mancinelli, WS","2010","10","10",NA,NA,NA,"-50.1291667","-26.9086111",NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:03:51-03","FURB","FURB","20208","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","1514","2009","10","09",NA,"Brasil","Santa Catarina","Taió","-50.1294445","-27.0002778",NA,"Epífita IFFSC e625a (Acima de 4m) - forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor verde clara","FURB34330","FURB34330","812","812","Passo Manso, Fazenda Tarumã.","Mancinelli, WS","2010","10","10",NA,NA,NA,"-50.1294445","-27.0002778",NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:03:51-03","FURB","FURB","25993","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2109","2010","04","27",NA,"Brasil","Santa Catarina","Praia Grande","-50.0744445","-29.205",NA,"Epífita IFFSC e01a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor escuro","FURB34327","FURB34327 FURB34327_1","330","330","Trilha do Rio do Boi.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,NA,NA,NA,"-50.0744445","-29.2050000",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-08 08:54:12-03","FURB","FURB","30649","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Verdi, M.; Caglioni, E. & Martins, E.M.","5296","2010","08","13",NA,"Brasil","Santa Catarina","Ituporanga","-49.5016667","-27.36",NA,NA,"FURB34329","FURB34329","708","708","Rio do Norte.","Siqueira, CE","2011","09","05",NA,NA,NA,"-49.5016667","-27.3600000",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:03:51-03","FURB","FURB","31028","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2781","2010","06","24",NA,"Brasil","Santa Catarina","Praia Grande","-50.0744445","-29.205",NA,"Epífita IFFSC e01b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor botão floral roxo","FURB34332","FURB34332","330","330","Trilha do Rio do Boi.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,NA,NA,NA,"-50.0744445","-29.2050000",NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:03:51-03","FURB","FURB","31048","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2839","2010","06","24",NA,"Brasil","Santa Catarina","Praia Grande","-50.0744445","-29.205",NA,"Epífita IFFSC e01b (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde; flor roxa","FURB34324","FURB34324","330","330","Trilha do Rio do Boi.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,NA,NA,NA,"-50.0744445","-29.2050000",NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:03:51-03","FURB","FURB","31060","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Stival-Santos, A.; Legal, E. & Silveira, S.","3155","2010","06","23",NA,"Brasil","Santa Catarina","Águas Mornas","-48.9608333","-27.8097222",NA,"Florística IFFSC 253 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita; flor botão floral","FURB34325","FURB34325","620","620","rio Cubatão.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,NA,NA,NA,"-48.9608333","-27.8097222",NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:03:51-03","FURB","FURB","32525","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Verdi, M.; Caglioni, E. & Martins, E.M.","5268","2010","08","10",NA,"Brasil","Santa Catarina","Apiúna","-49.4122222","-27.1788889",NA,NA,"FURB02674","FURB02674","783","783","Anta Gorda.","Siqueira, CE","2011","09","05",NA,NA,NA,"-49.4122222","-27.1788889",NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:03:51-03","FURB","FURB","35688","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Korte, A.","7058","2011","07","14",NA,"Brasil","Santa Catarina","Anitápolis","-49.14","-27.9",NA,"Florística IFFSC 222 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita; flor marrom","FURB34331","FURB34331","568","568","Rio das Pedras.","Moraes, M","2012","10","10",NA,NA,NA,"-49.1400000","-27.9000000",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-08 08:54:12-03","FURB","FURB","43877","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Caetano, J.O.","56","2013","11","20",NA,"Brasil","Santa Catarina","Benedito Novo","-49.4444444","-26.8263889",NA,NA,"FURB34322","FURB34322","486","486","Terreno de Sandro Klug - Bairro Liberdade.","Caetano, JO","2013","11","20",NA,NA,NA,"-49.4444444","-26.8263889",NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:51-03","FURB","FURB","51944","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Schwirkowski, P.","1838","2016","09","07",NA,"Brasil","Santa Catarina","São Bento do Sul","-49.3661111","-26.3252778",NA,"Epífita, flores amarronzadas","FURB51944","FURB51944","600","600","Sertãozinho. Recanto Buger Strass.","Schwirkowski, P.","2016","09","07",NA,NA,NA,"-49.3661111","-26.3252778",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:51-03","FURB","FURB","54450","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","saurocephala","Acianthera saurocephala","(Lodd.) Pridgeon & M.W.Chase","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","695","2017","07","12",NA,"Brasil","Santa Catarina","Rio Negrinho","-49.5905555","-26.4597222",NA,"botão floral Habitat: Borda da U.A. Habito: epífita","FURB54450","FURB54450","865","865",NA,"Kassner-Filho, A.","2017","08","18",NA,NA,NA,"-49.5905555","-26.4597222",NA,NA,NA,NA,NA,NA,NA
