"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00863347","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","8590","1965","09","23","South America","Brazil","Distrito Federal","Ca. 10 km S. of Brasília, on road to Belo Horizonte","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863347","NY00863347_01 NY00863347_02","-47.98","-16","G. Davidse","Brasília","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00895455","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Gardner","3526","1841",NA,NA,"South America","Brazil","Goiás","Prov. Goyaz, Brasilia Tropica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895455","NY00895455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","761882","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","J. R. Swallen","8458","1946","02","04","South America","Brazil","Paraná","Fazenda de Criacao, Ponta Grossa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761882","NY00761882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00895453","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","F. H. F. Oldenburger","1905","1975","11","28","South America","Brazil","Distrito Federal","Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895453","NY00895453_01","-47.9294","-15.7797",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00863352","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","E. P. Heringer","18253","1981","12","03","South America","Brazil","Distrito Federal","Proximidades da Escola Fazendaria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863352","NY00863352_01","-47.9294","-15.7797","T. de S. Filgueiras","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00863349","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","9814","1965","11","02","South America","Brazil","Goiás","Serra dos Cristais. 6 km S. of Cristalina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863349","NY00863349_01","-47.6","-16.80422","G. Davidse","Cristalina","1125","1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00895481","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","A. F. M. Glaziou","22489","1896",NA,NA,"South America","Brazil","Goiás","Brazil: Chiefly Province of Goyaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895481","NY00895481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00895477","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,"Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895477","NY00895477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00863324","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","10332","1965","11","16","South America","Brazil","Minas Gerais","Serra do Rio Preto, ca. 5 km E. of Goiás boundary on road to Garapauavá, M. G.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863324","NY00863324_01","-46.8","-15.88","G. Davidse",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00863378","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","M. A. Chase","10839","1930","02","07","South America","Brazil","Mato Grosso do Sul","Campo Grande","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863378","NY00863378_01","-54.6464","-20.4431",NA,"Campo Grande","540","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00863351","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","23560","1969","02","19","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 18 km west of Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863351","NY00863351_01","-42.9909","-16.65775","G. Davidse","Cristália","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00895483","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","M. A. Chase","10522","1930","01","06","South America","Brazil","Minas Gerais","Faria, Serra da Bocaina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895483","NY00895483_01",NA,NA,NA,NA,"1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00895480","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","A. F. M. Glaziou","22452","1896",NA,NA,"South America","Brazil","Goiás","Brazil: Chiefly Province of Goyaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895480","NY00895480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00895750","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Gardner","1888","1840",NA,NA,"South America","Brazil","Ceará","In Brasilia provincia Ceara","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895750","NY00895750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00895454","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. A. Weddell","2750","1844","09",NA,"South America","Brazil",NA,"Brésil Central (Sertao d'Amaroleité)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895454","NY00895454_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00863321","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","7948","1965","09","04","South America","Brazil","Distrito Federal","Chapada da Contagem","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863321","NY00863321_01","-47.9297","-15.7797","G. Davidse","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00863322","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","8382","1965","09","16","South America","Brazil","Distrito Federal","Córrego Capoeira do Balsamo, ca. 10 km E. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863322","NY00863322_01","-47.82337","-15.7833","G. Davidse","Brasília","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00863355","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","K. Mizoguchi","2662","1986","10","08","South America","Brazil","Mato Grosso","Fazenda de Paraiso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863355","NY00863355_01","-52.1583","-14.0503","T. de S. Filgueiras","Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00895459","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Eiten","6749","1965","11","21","South America","Brazil","Minas Gerais","Serra do Cipó (the highest part of the long narrow Serra do Espinhaço). Along the road at km 134-135 (5-6 km along road north from crossing of the stream, Rib. Andrequicé at Fazenda Palácio)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895459","NY00895459_01","-43.542","-19.233",NA,"Jaboticatubas","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00895478","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","L. Riedel","724",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895478","NY00895478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00895458","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Ad Lagoa Santa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895458","NY00895458_01","-43.8894","-19.6272","J. C. Döll","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00863325","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","10259","1965","11","13","South America","Brazil","Distrito Federal",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863325","NY00863325_01","-47.9167","-15.7833","G. Davidse","Brasília","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00863345","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","7302","1964","10","24","South America","Brazil","Goiás","Ca. 30 km. N. of Jataí, on rd. to Caiapônia. Serra do Caiapó.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863345","NY00863345_01","-51.7","-17.3","T. R. Soderstrom","Jataí","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00895479","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","A. F. M. Glaziou","22491","1894","09","08","South America","Brazil","Goiás","Morro Grande (Ablade)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895479","NY00895479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00895457","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","A. F. M. Glaziou","22492","1896",NA,NA,"South America","Brazil","Goiás","Brazil: Chiefly Province of Goyaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895457","NY00895457_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","761878","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","W. Ganev","2763","1994","01","10","South America","Brazil","Bahia","Agua Limpa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761878","NY00761878_01","-41.87","-13.28","S. A. Renvoize","Abaíra","1180","1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00863353","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","M. A. Chase","10244","1929","12","21","South America","Brazil","Minas Gerais","Hargreaves","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863353","NY00863353_01",NA,NA,NA,NA,"1350","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00863348","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","9197","1965","10","13","South America","Brazil","Distrito Federal","Between Brasília & Sobradinho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863348","NY00863348_01","-47.83","-15.68","G. Davidse","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00863320","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","6701","1964","10","09","South America","Brazil","Mato Grosso","Ca. 75 km. N. of Xavantina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863320","NY00863320_01","-52.3657","-13.585","T. R. Soderstrom",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00895456","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Gardner","3542","1841",NA,NA,"South America","Brazil","Goiás","Goyaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895456","NY00895456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00863323","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","9603","1965","10","27","South America","Brazil","Distrito Federal","Chapada da Contagem, ca. 20 km N.E. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863323","NY00863323_01","-47.78472222","-15.6555","G. Davidse","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00863346","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","H. S. Irwin","8231","1965","09","12","South America","Brazil","Distrito Federal","Summit of Chapada da Contagem, ca. 10 km. E. of Brasília.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863346","NY00863346_01","-47.82337","-15.7833","G. Davidse","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00863380","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Eiten","9044","1968","10","02","South America","Brazil","Mato Grosso","250 km along new road NNE of village of Xavantina. 7.5km due S of Royal Society-Royal Geographic Society Base Camp. Along path R-11 about 3.7 km S of Airstrip Campo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863380","NY00863380_01","-51.75","-12.85","G. Davidse","Barra do Garças","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","761880","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","S. M. de Campos","113","1959","11","22","South America","Brazil","São Paulo","Faz. Boa Vista 4-5 km. S.E. da Estaçao Eng° Hermilo, em linha reta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761880","NY00761880_01","-48.4154566","-23.6331785","J. R. Swallen","Angatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","761881","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","G. Eiten","1483","1959","12","03","South America","Brazil","São Paulo","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km. N of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761881","NY00761881_01","-47.142","-22.242","J. R. Swallen","Moji-Guaçu","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:54:03-03","EAO","IAN","100309","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","erianthum","Paspalum erianthum","Nees ex Trin.","Archer, WA","4088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN100309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
