"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"143","2019-08-27 13:29:11-03","IAP","PACA-AGP","105441","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1999","08","24","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA105441",NA,"Xiloteca nº 998&nf;Altura: 13,50m; Circunferência: 66cm; Fuste: 5,80m.",NA,"18075","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"144","2019-08-27 13:29:11-03","IAP","PACA-AGP","105410","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1999","01","21","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA105410",NA,"Xiloteca nº 966&nf;Altura: 17,30m; Circunferência: 1,10m; Fuste: 5,90m.",NA,"18075","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"145","2019-08-27 13:29:11-03","IAP","PACA-AGP","104817","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1996","01","10","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA104817",NA,"Xiloteca nº 737&nf;Altura: 6m; Circunferência: 74cm; Fuste: 5m.",NA,"18075","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"146","2019-08-27 13:29:11-03","IAP","PACA-AGP","93260","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","C. Mondin","2000","08",NA,"Mondin, C.","2000","08","22","Brasil","RS","São Leopoldo","Quartel","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA093260",NA,"árvore com cerca de 6 m de altura; HASU 10427","1978","10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"147","2019-08-27 13:29:11-03","IAP","PACA-AGP","105081","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1997","06","25","Brasil","SC","Itá",NA,"-52.3231010437012","-27.290599822998",NA,NA,NA,NA,"PACA105081",NA,"Xiloteca nº 819&nf;Altura: 4m; Circunferência: 15cm; Fuste: 2,50m.",NA,"15861","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"148","2019-08-27 13:29:11-03","IAP","PACA-AGP","11684","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","E. Leite","1943",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA011684",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"149","2019-08-27 13:29:11-03","IAP","PACA-AGP","1731","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","Rambo, B.","1934","11","05","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001731",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"150","2019-08-27 13:29:11-03","IAP","PACA-AGP","33783","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","08","31","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA033783",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"151","2019-08-27 13:29:11-03","IAP","PACA-AGP","34358","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","11",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA034358",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"152","2019-08-27 13:29:11-03","IAP","PACA-AGP","35443","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","09","27","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035443",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"153","2019-08-27 13:29:11-03","IAP","PACA-AGP","35989","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1947","01",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035989",NA,"Habitat: in silva campestri Fenofase: fruto",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"154","2019-08-27 13:29:11-03","IAP","PACA-AGP","37127","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1947",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA037127",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: fruto",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"155","2019-08-27 13:29:11-03","IAP","PACA-AGP","34325","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","12",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA034325",NA,"Habitat: in silva campestri Fenofase: fe",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"156","2019-08-27 13:29:11-03","IAP","PACA-AGP","47466","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","E. Schmitt SJ",NA,NA,NA,"Brasil","RS","São Leopoldo","Cristo Rei","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA047466",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"157","2019-08-27 13:29:11-03","IAP","PACA-AGP","65743","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Cuatrecasas","1957",NA,NA,"Reitz, R.","1954","09","30","Brasil","SC","Itajaí","Luiz Alves - Braco Joaquim","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065743",NA,"HBR 14540 Habitat: mata Ecossistema: Mata Atlântica","2169","27253","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"158","2019-08-27 13:29:11-03","IAP","PACA-AGP","65719","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","L. B. Smith","1958",NA,NA,"Reitz, R.","1958","03","07","Brasil","SC","Vidal Ramos","Sabia","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"PACA065719",NA,"HBR 16396 Habitat: mata Ecossistema: Mata Atlântica","216396","21797","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"159","2019-08-27 13:29:11-03","IAP","PACA-AGP","11684","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","E. Leite","1943",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA011684",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"160","2019-08-27 13:29:11-03","IAP","PACA-AGP","1731","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","Rambo, B.","1934","11","05","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001731",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"161","2019-08-27 13:29:11-03","IAP","PACA-AGP","33783","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","08","31","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA033783",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"162","2019-08-27 13:29:11-03","IAP","PACA-AGP","34358","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","11",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA034358",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"163","2019-08-27 13:29:11-03","IAP","PACA-AGP","35443","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","09","27","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035443",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"164","2019-08-27 13:29:11-03","IAP","PACA-AGP","35989","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1947","01",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035989",NA,"Habitat: in silva campestri Fenofase: fruto",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"165","2019-08-27 13:29:11-03","IAP","PACA-AGP","37127","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1947",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA037127",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: fruto",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"166","2019-08-27 13:29:11-03","IAP","PACA-AGP","34325","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","A. Steffen SJ","1946","12",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA034325",NA,"Habitat: in silva campestri Fenofase: fe",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"167","2019-08-27 13:29:11-03","IAP","PACA-AGP","47466","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium trigynum","Baill.","Emrich-Rambo","1954","07","31","E. Schmitt SJ",NA,NA,NA,"Brasil","RS","São Leopoldo","Cristo Rei","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA047466",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,"trigynum","Magnoliatae",NA,NA,NA,NA
"168","2020-12-20 21:17:02-03","UFV","VIC","041752","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.",NA,NA,NA,NA,"Fialho, I.F.; et al.",NA,NA,NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerradão sobre latossolo vermelho.","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"VIC041752",NA,NA,"s.n.","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-20 21:17:02-03","UFV","VIC","041725","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp",NA,NA,NA,NA,"Fialho, I.F.; et al.",NA,NA,NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"VIC041725","VIC041725",NA,"s.n.","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-08-20 10:11:41-03","UNICAMP","UEC","62702","S","Plantae","Euphorbiaceae","Tetrorchidium","dusenii","Tetrorchidium dusenii","Pax & K.Hoffm.","Webster, GL",NA,NA,NA,"Bernacci, LC","1990","09","19","Brazil","São Paulo","Campinas","Fazenda São Vicente, Mata mesófila semidecídua","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC189408","UEC189408","Arvoreta ca. 8 metros alt. Interior damata. Material vegetativo","25719","23900","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:29:45-03","UNICAMP","UEC","163023","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Lovato, MC","2003",NA,NA,"Lovato, MC","2003","09","25","Brazil","Paraná","Londrina","Fazenda Figueira-Paiquerê.","-50.975556","-23.540833","-50.975556","-23.540833",NA,NA,"UEC019489","UEC019489","Árvore 10 m; flores creme. Fragmento 19.","299",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:29:45-03","UNICAMP","UEC","173076","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","2001","01","19","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M3); área total: 20ha.","-46.866667","-22.916667","-46.866667","-22.916667","717","717","UEC084548","UEC084548","Árvore perenifólia, autocórica; altura total: 13m; altura do fuste: 9m; PAP: 69cm.; Floresta estacional semidecidual","3854",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-08-20 10:11:41-03","UNICAMP","UEC","133526","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Meireles, LD",NA,NA,NA,"Urbanetz, C","2003","11","18","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória","-47.916667","-24.883333","-47.916667","-24.883333","30","155","UEC189429","UEC189429","Fruto, Árvore de 15m.","236",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:29:45-03","UNICAMP","UEC","173078","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","2000","08","25","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M2); área total: 21ha.","-46.85","-22.9","-46.85","-22.9","777","777","UEC084549","UEC084549","Árvore perenifólia, autocórica; altura total: 5,5m; altura do fuste: 2,2m; PAP: 18cm.; Floresta estacional semidecidual","3456",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:29:45-03","UNICAMP","UEC","132879","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Meireles, LD",NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2003","10","01","Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-24.883333","-47.916667","-24.883333","-47.916667","100","100","UEC189420","UEC189420","Árvore de 20m, flores com estames amarelos.","161",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-08-20 10:11:41-03","UNICAMP","UEC","147740","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Campos, MCR","2007","09",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","2006","05","09","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"UEC189423","UEC189423","indivíduo E0802, altura 20m","603",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-08-20 10:11:41-03","UNICAMP","UEC","148850","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Aranha, BA","2008","10",NA,"Aranha, BA","2007","01","15","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380","UEC189421","UEC189421",NA,"362",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:29:45-03","UNICAMP","UEC","155792","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.",NA,NA,NA,NA,"Zipparro, VB","2008","07","25","Brazil","São Paulo","Ubatuba","Parque estadual da Ilha Anchieta","-45.033333","-23.516667","-45.033333","-23.516667",NA,NA,"UEC055132","UEC055132","Árvore com ca. de 8,5 m de altura, presença de frutos imaturos de coloração verde.; Trilha da Saco Grande, entrada paro o campo antrópico do bambu.","2469",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:29:45-03","UNICAMP","UEC","160948","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Cavalin, PO","2010","06",NA,"Cavalin, PO","2009","03","15","Brazil","São Paulo","Ubatuba","Sertão da Fazenda","-44.8325","-23.365556","-44.8325","-23.365556","64","89","UEC039332","UEC039332","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","60",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:29:45-03","UNICAMP","UEC","173074","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","2000","06","20","Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12.4ha;","-46.9","-22.9","-46.9","-22.9","887","887","UEC084547","UEC084547","Árvore perenifólia, autocórica; altura total:10m; altura do fuste: 8m; PAP: 51cm. 76-100% da copa infestada por lianas; Floresta estacional semidecidual","2305",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:29:45-03","UNICAMP","UEC","173077","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","1999","11","29","Brazil","São Paulo","Campinas","Mata Ribeirão da Cachoeira (Área C3); Área total: 244,9ha.","-46.916667","-22.816667","-46.916667","-22.816667","756","756","UEC084546","UEC084546","Árvore perenifólia, autocórica; altura total:12m; altura do fuste: 2m; PAP: 51cm. 01-25% da copa infestada por lianas; Floresta estacional semidecidual","720",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:29:45-03","UNICAMP","UEC","174087","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sanchez, M",NA,NA,NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1997","02","06","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","UEC089129","UEC089129","Árvore número 242 com 6m de altura, par de glândulas no pecíolo, vegetativo.; Mata Atlântica de Encosta, morro do Corisco.","1532",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:29:45-03","UNICAMP","UEC","174091","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sanchez, M",NA,NA,NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1997","02","06","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","UEC089134","UEC089134","Árvore número 144 com 25m de altura, par de glândulas no pecíolo, exudato translúcido, vegetativo.; Mata Atlântica de Encosta, morro do Corisco.","1530",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:29:45-03","UNICAMP","UEC","178160","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Sanchez, M",NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR","1997","02","06","Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","UEC002694","UEC002694","árvore número: 207; Árvore com 22m de altura, com um par de glândulas no pecíolo, com frutos imaturos.; Mata Atlântica de encosta.","1531",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-20 10:11:41-03","UNICAMP","UEC","4572","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Webster, GL","1984","08",NA,"Kuhlmann, M; Hoehne, W","1949","08","30","Brazil","São Paulo",NA,"Entre Mogi das Cruzes e Jacareí",NA,NA,NA,NA,NA,NA,"UEC189424","UEC189424","km 76 da estrada de rodagem","2002",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-08-20 10:11:41-03","UNICAMP","UEC","80429","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Rodrigues, RR; Cardoso-Leite, E",NA,NA,NA,"Cardoso-Leite, E; Oliveira, A","1994","09","20","Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecídua","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"UEC189422","UEC189422","7 m alt.","387",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-08-20 10:11:41-03","UNICAMP","UEC","95658","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","09","28","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinsk, Floresta Atlântica","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC189430","UEC189430","Árvore de 6 m. Casca externa branca, lisa. Flores.","433",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-08-20 10:11:41-03","UNICAMP","UEC","95660","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","08","25","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC., Floresta Atlântica","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"UEC189431","UEC189431","Árvore de 14 m. Casca externa fissurada longitudinalmente. Flores em botão.","317",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:11:41-03","UNICAMP","UEC","126424","S","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp.",NA,NA,NA,NA,"Pavão, OC","1999","08","11","Brazil","Paraná","Londrina","São Luis, Sítio Água Boa, Novo Rampazio","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC189428","UEC189428","Árvore 7 m; botões florais verdes; beira da mata.","26308","63728","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
