"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-04-05 14:33:25-03","UNESC","CRI","2834","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","R. M. Klein","R. M. Klein","1984","01","02","Brasil","Santa Catarina","Itajaí","Praça Arno Bauer.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","4","4","CRI006551","CRI006551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:37:10-03","E","E","326651","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa",NA,NA,"Gardner, George",NA,NA,NA,"BR","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"E00326651",NA,"isotype","992","E. Tropical South America","herbarium specimen of unspecif","BGBASE:386252","<a href=http://data.rbge.org.uk/herb/E00326651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:37:10-03","E","E","326652","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa",NA,NA,"Gardner, George",NA,NA,NA,"BR","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"E00326652",NA,"isotype","992","E. Tropical South America","herbarium specimen of unspecif","BGBASE:386254","<a href=http://data.rbge.org.uk/herb/E00326652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","02695730","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"Dionísio","1955","02","24","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY02695730","NY02695730_01",NA,"s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980709' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","378636","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","H. F. Martins","1963","09","12","Brazil","Rio de Janeiro","Rio de Janeiro","Rua Sao Miguel, Tijuca Praça","-43.2075","-22.9031",NA,NA,NA,NA,"NY00378636","NY00378636_01",NA,"336","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528686' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00836071","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. Gardner","1841",NA,NA,"Brazil","Piauí",NA,"Brasil trop. Prov. Piauhy.",NA,NA,NA,NA,NA,NA,"NY00836071","NY00836071_01",NA,"2559","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920092' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","378629","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","A. M. V. de Carvalho","1983","01","09","Brazil","Bahia","Ilhéus","Margem da Lagoa encantada., ca. 15 km na estrada para Castelo Novo","-39.0492","-14.7892",NA,NA,NA,NA,"NY00378629","NY00378629_01",NA,"1366","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528689' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","378630","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00378630","NY00378630_01",NA,"2559","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528692' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1462189","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","M. G. Chagas","D. M. Cavalcanti Ferreira","2010","11","12","Brazil","Pernambuco","Goiana","RPPN Fazenda Tabatinga. Próximo a residência.","-34.8206","-7.6061",NA,NA,NA,NA,"NY01462189","NY01462189_01",NA,"339","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551678' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","823311","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. T. Prance","1982","12","01","Brazil","Pernambuco",NA,"Fernando de Noronha, vicinity of praia do Sancho.","-32.443934","-3.854675",NA,NA,NA,NA,"NY00823311","NY00823311_01",NA,"28137","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940074' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","378633","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","R. S. Pinheiro","1967","11","16","Brazil","Bahia","Itapebi","Itaji. Pastaria","-39.5339","-15.9508",NA,NA,NA,NA,"NY00378633","NY00378633_01",NA,"448","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528684' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","823312","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. T. Prance","1982","12","01","Brazil","Pernambuco",NA,"Fernando de Noronha, vicinity of praia do Sancho.","-32.443934","-3.854675",NA,NA,NA,NA,"NY00823312","NY00823312_01",NA,"28137","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940077' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02695732","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"G. T. Prance","1974","04","29","Brazil","Amazonas","Manaus","Rua Terezena, Vila Municipal, Manaus","-60.025","-3.1019",NA,NA,NA,NA,"NY02695732","NY02695732_01",NA,"21007","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980714' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","378639","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","H. F. Martins","1963","09","12","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Rua Sao Miguel, Tijuca, Praça","-43.2075","-22.9031",NA,NA,NA,NA,"NY00378639","NY00378639_01",NA,"336","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528694' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 03:58:00-03","NY","NYBG","01254750","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa",NA,NA,"Pessoal do C. P. F.","1955","06","29","Brazil","Amazonas",NA,"Manaus, Vila Municipal. Adrianópolis.",NA,NA,NA,NA,NA,NA,"NY01254750","NY01254750_01",NA,"s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1526890' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","378635","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","J. P. P. Carauta","1980","01","24","Brazil","Bahia","Uruçuca","A margem da Lagoa Almada","-39.2842","-14.5933",NA,NA,NA,NA,"NY00378635","NY00378635_01",NA,"3391","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528688' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","378634","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","R. S. Pinheiro","1971","07","23","Brazil","Bahia","Ilhéus","Rod. Lagoa Encantada","-39.0492","-14.7892",NA,NA,NA,NA,"NY00378634","NY00378634_01",NA,"1492","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528685' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02447439","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"G. Pereira-Silva","2010","08","12","Brazil","Rondônia",NA,"Porto Velho. Canteiro de obra da UHE Jirau, em frente ao escritório da LEME.","-64.6119","-9.2572",NA,NA,"100",NA,"NY02447439","NY02447439_01",NA,"15609","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2620566' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01254751","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","J. F. Ramos","1974","02","02","Brazil","Amazonas","Manaus","INPA, Estrada do Aleixo, km 3, Manaus","-59.986249","-3.097461",NA,NA,NA,NA,"NY01254751","NY01254751_01",NA,"P20204","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1526893' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","378631","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. T. Prance","1967","04","15","Brazil","Pernambuco","Olinda","Rio Doce, near Recife","-34.8553","-8.0092",NA,NA,NA,NA,"NY00378631","NY00378631_01",NA,"4811","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528683' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02695772","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"C. F. Baker","1908","06","20","Brazil","Pará",NA,"Collected in the Botanic Garden of the Museu Goeldi.","-48.4765479","-1.4534887",NA,NA,NA,NA,"NY02695772","NY02695772_01",NA,"64","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982364' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00836095","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","G. Gardner","1841",NA,NA,"Brazil","Piauí",NA,"Brasil trop. Prov. Piauhy.",NA,NA,NA,NA,NA,NA,"NY00836095","NY00836095_01",NA,"2559","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920089' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02474133","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"L. Biral","2012","08","22","Brazil","São Paulo","Rio Claro","ASFAFI. Próximo ao parque junto alambrado.","-47.905","-22.6792",NA,NA,NA,NA,"NY02474133","NY02474133_01",NA,"757","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685528' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","378637","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","J. E. de Paula","1981","10","04","Brazil","Distrito Federal","Brasília","Jaboatao. Distrito de Candeias. Area arenosa do litoral Pernambucano","-47.9294","-15.7797",NA,NA,NA,NA,"NY00378637","NY00378637_01",NA,"1497","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528687' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","378632","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","J. L. Hage","1986","02","06","Brazil","Bahia","Ilhéus","Area de CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Regiao de Mata Higrófila Sul Baiana. Quadra A'. Próximo ao Lago","-39.221186","-14.7847377",NA,NA,"50","50","NY00378632","NY00378632_01",NA,"1896","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528690' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","378638","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","G. T. Prance","R. de Lemos Fróes","1940","09",NA,"Brazil","Maranhão","São Luís","Island of Sao Luiz","-44.201115","-2.577323",NA,NA,NA,NA,"NY00378638","NY00378638_01",NA,"11963","South America","sheet",NA,"Under the direction of B. A. Krukoff <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528693' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02695731","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"L. F. Coêlho","1955","06","29","Brazil","Amazonas","Manaus","Vila Municipal, estrada de Adrianopólis.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"NY02695731","NY02695731_01",NA,"s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980710' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","428594","PreservedSpecimen","Plantae","Chrysobalanaceae","Moquilea","tomentosa","Moquilea tomentosa","Benth.",NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00428594","NY00428594_01","isotype","992","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470064' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG508","S","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa",NA,NA,"Maielo - Silva, L.","2009","09","21","Brasil","Rio de Janeiro","Itaperuna","Itaperuna","-41.8877983093262","-21.2049999237061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nº Ibama (CTF) = 4477412",NA,NA,"32377","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","SEM362","S","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa",NA,NA,"M.F.V.Starling",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Prof. Antônio Aleixo, 82","-43.940833","-19.933889","43°56'27''W","19°56'02''S","929","929",NA,NA,NA,NA,NA,NA,NA,"Semente é comida por morcego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","30989","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch.",NA,"Bicudo, L.R.H.","1996","11","07","Brasil","São Paulo","Botucatu","Mata do Moro da Igreja de Santo Antonio Rubião, distrito de Rubião Júnior","-48.916667","-22.916667","48°55'w","22°55's",NA,NA,"BOTU030989",NA,NA,"1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","6076","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","Lopes, J.C.S.","Lopes, J.C.S.; Barros filho, B.A.","2019","11","04","Brasil","Piauí","Parnaíba","IFPI- Parnaíba","-41.731417","-2.947333","41°43'53,10''W","2°56'50,40''S",NA,NA,"HDELTA006076",NA,NA,"1",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiti",NA,NA,NA,NA,"2019","11","04",NA,NA,NA,NA,NA,NA
"33","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","4992","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","Cerqueira, E.C.","Cerqueira, E.C.; Lemos, J.R.","2015","09","21","Brasil","Piauí","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,NA,NA,"HDELTA004992",NA,NA,"34",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiti bravo",NA,NA,"22201","auto","2016","07","01",NA,NA,NA,NA,NA,NA
"34","2020-12-15 11:14:34-03","FUNED","FUNED-POL","3715","PreservedSpecimen","Plantae","Chrysobalanaceae","Moquilea","tomentosa","Moquilea tomentosa",NA,NA,"LAOC",NA,NA,NA,"Brasil","MG",NA,"UFV-API",NA,NA,NA,NA,NA,NA,"POL003715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-07-03 08:31:50-03","UNEMAT","TANG","1843","S","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fristch.","Silva, CA","Silva, CA","2012","08","08","Brasil","Mato Grosso","Tangará da Serra","Rod. MT-358, Km 5,5. Próx. ao Batalhão da Polícia Militar.","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001843",NA,NA,"516",NA,NA,NA,"Flores pequenas, brancas.",NA,NA,"175746","auto","2012","08","08",NA,NA,NA,NA,NA,NA
"36","2016-10-18 16:24:31-02","UNEMAT","TANG","228","S","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch.",NA,"Moraes, JQ","2009","08","06","Brasil","Mato Grosso","Tangará da Serra","UNEMAT-Campus de Tangará da Serra-MT","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000228",NA,NA,"8",NA,NA,NA,"folhas simples, alternas, arbóreo",NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:37:03-03","EAO","IAN","193821","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","Nascimento, MP do","Santos, LO; Mehlig, U; Bragança, VAN","2006","12","27","Brasil","Pará","Bragança","Ajuruteua, Salinas dos Rochas, área ruderal, próximo à casa demolida da antiga fazenda.","-46.682222","-0.914722","-46.682222","-0.914722",NA,NA,"IAN193821",NA,NA,"91","Southern America",NA,NA,"Árvore com folhas simples, alternas, margem inteira, elípticas a oblongas, ápice agudo, base cuneada. Estípulas estreitas. Indumento branco lanoso, se desprendendo facilmente, principalmente na parte adaxial. Fruto com 5,9 cm de diâmet","Dicotiledônea",NA,NA,NA,"2015","11","20",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:37:03-03","EAO","IAN","193897","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch","Mehlig, U; Santos, LO","Santos, LO; Mehlig, U; Lopes, MG; Bragança, VAN; Costa, AC","2007","08","02","Brasil","Pará","Bragança","Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à  casa demolida da antiga fazenda","-46.682111","-0.914694","-46.682111","-0.914694",NA,NA,"IAN193897",NA,NA,"411","Southern America",NA,NA,"Árvore. Folhas simples, alternasa, margem inteira, lanceolada a oblonga, ápice aguda, base cuneada. Inflorescência na axila das folhas. Flores amareladas.","Dicotiledônea",NA,NA,NA,"2007","08","02",NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:37:03-03","EAO","IAN","197110","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"Braga, DPP","2016","12","05","Brasil","Pará","Anapu","Propriedade de Damião, quintal, terra firme","-51.523333","-3.222056","-51.523333","-3.222056","71","71","IAN197110",NA,NA,"158","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:37:03-03","EAO","IAN","92111","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"Luis, J","1955","06","29","Brasil",NA,NA,"Vila Municipal de Adrianópolis.",NA,NA,NA,NA,NA,NA,"IAN092111",NA,NA,"1286","Southern America",NA,NA,"Árvore de 10m, planta cultivada, frutos amarelos, comestíveis.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:37:03-03","EAO","IAN","188130","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"Xavier-Júnior, SR","2012","10","04","Brasil","Minas Gerais","Lavras","Universidade Federal de Lavras-UFLA, na frente do prédio de Engenharia.","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"IAN188130",NA,NA,"139","Southern America",NA,NA,"Árvore bifurcada de 8m de altura, DAP estimado em 14cm, ritidoma cinza, flor com pétala verde translúcido com muitos estames.","Dicotiledônea",NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:37:03-03","EAO","IAN","102596","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","tomentosa","Licania tomentosa","(Benth.) Fritsch",NA,"Cavalcante, PB","1959","08","22","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN102596",NA,NA,"234","Southern America",NA,NA,"Árvore média, flor esbranquiçada, horto do Museu paraense E. Goeldi.","Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
