"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","yearIdentified","monthIdentified","dayIdentified","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","00922853","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","H. S. Irwin","6361","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922853","Mato Grosso",NA,"Ca. 2 km. N. of Xavantina.","-52.35","-14.63",NA,NA,"300","400","Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00922907","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","F. C. A. Oliveira","1100","2000","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922907","Goiás","Monte Alegre de Goiás","Fazenda Nica. Propietário: Sr. Cordeirinho.","-46.6589","-13.1492",NA,NA,"525","525","Magnoliophyta","Myrtales","Mart.","M. L. Fonseca","NY00922907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00922886","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","B. Dubs","1225","1991","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922886","Mato Grosso","Poconé","Near Porto Cercado.","-56.32","-16.48",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","B. Dubs","NY00922886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00922851","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","R. Goodland","463","1966","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922851","Goiás",NA,"134 km. before Rio Verde.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","J. A. Kallunki","NY00922851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00922893","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","P. W. Richards","6403","1968","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922893","Mato Grosso",NA,"Fazenda Agua Boa, road S of base camp.","-51.77","-12.82",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.",NA,"NY00922893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00922899","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","H. S. Irwin","13519","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922899","Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina.","-48","-17",NA,NA,"1200","1200","Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00922985","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","B. A. S. Pereira","2704","1995","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922985","Goiás","Padre Bernardo","Estrada Padre Bernardo/Niquelândia, km. 20.","-48.453339","-15.20039",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00922868","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","J. A. Ratter","R156","1967","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922868","Mato Grosso",NA,"c. 1/2 km E of Xavantina","-52.33","-14.73",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","J. A. Ratter","NY00922868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00922917","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","S. L. M. Moore","260","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922917","Mato Grosso",NA,"Iter Matogrossense",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","NY00922917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00922897","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","D. R. Hunt","5939","1966","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922897","Mato Grosso","Barra do Garças","Xavantina road, 25 km from Xavantina.","-52.2567","-15.8903",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","D. Philcox","NY00922897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00922916","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","G. Gardner","1595","1838","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922916","Ceará",NA,"Brasil. trop. Prov. Ceara.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","NY00922916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2026585","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","M. H. Nee","35028","1987","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165566' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026585","Rondônia","Porto Velho","15.5 km. E of Campo Novo on road to Ariquemes","-63.5","-10.58",NA,NA,"300","300","Magnoliophyta","Myrtales","Mart.",NA,"NY02026585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00922863","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","H. S. Irwin","21546","1968","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922863","Tocantins","Fortaleza do Tabocão","Ca. 12 km S. of Guará.","-48.52","-8.97",NA,NA,"550","550","Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1181919","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","C. A. Cid Ferreira","8920","1987","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1316556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181919","Rondônia",NA,"Porto Velho. Serra do Balateiro a 07 km da Vila Campo Novo.","-63.65","-10.583333",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","O. Kosovsky","NY01181919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00922994","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","T. B. Cavalcanti","1703","1995","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922994","Goiás","Ipameri","Fazenda Santo Antonio do Fundão; Irante para o Rio Corumba.","-48.1594","-17.7219",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00922879","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","G. Eiten","10786","1970","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922879","Maranhão","Lorêto","Ilha das Balsas region between the Balsas & Parnaíba Rivers. 35 km S of Loreto, several hundred meters WNW of main house of Fazenda Morros along trail to Gigante","-45.07","-7.38",NA,NA,"300","350","Magnoliophyta","Myrtales","Mart.","H. Balslev","NY00922879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00835358","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","B. S. Marimon","74A","1994","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=916996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835358","Mato Grosso","Nova Xavantina","Fazenda Boa Esperança, distante 20 km de N.X. próximo ao córrego lagedo","-52.3486111","-14.6902778",NA,NA,"350","350","Magnoliophyta","Myrtales","Mart.",NA,"NY00835358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00922889","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","J. A. Rizzo","9985","1974","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922889","Goiás",NA,"Atravessando o Rio Javaé até a Faz. S. Pedro as margens do Rio Araguaia. A 200 Mts. da sede",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","A. Litt","NY00922889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00922915","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","G. Gardner","2569",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922915","Piauí",NA,"Prov. Piauhy.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","NY00922915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00922872","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","D. C. Daly","D330","1980","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922872","Maranhão","São Mateus do Maranhão","Near Km 150-165 of Br 135. Approx. 15-30 km N of São Mateus.","-44.53","-3.77",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","D. C. Daly","NY00922872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00922888","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","J. A. Rizzo","8484","1972","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922888","Goiás","Monte Alegre de Goiás","A 8 km de Campos Belos. Para Taguatinga","-46.9006","-13.2567",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","A. Litt","NY00922888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00922864","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","H. S. Irwin","24565","1969","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922864","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 41 km north of Alto Paraíso de Goiás (formerly Veadeiros).","-47.5167","-13.74613",NA,NA,"1000","1000","Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","NY00922864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00922882","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","G. Schaller","55","1977","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922882","Mato Grosso",NA,"Pantanal, Fazenda Acurizal. Rio Paraguai.","-57.53","-17.87",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","S. H. K. Keel","NY00922882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00922877","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","W. W. Thomas","4663","1985","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922877","Mato Grosso","Caceres","45 km SE of Pontes e Lacerda on rd to Cáceres (BR 174)","-59.03","-15.47",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","S. A. Mori","NY00922877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00922911","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","B. A. S. Pereira","2788","1995","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922911","Tocantins","Novo Alegre","Km 27 da estrada Campos Belos/Novo Alegre.","-46.5","-12.67",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","B. A. S. Pereira","NY00922911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00922904","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","M. L. Fonseca","2392","2000","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922904","Goiás","Posse","Fazenda Principal. Propietário: José Gouveia.","-46.4986","-14.0808",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","M. L. Fonseca","NY00922904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02026580","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","A. F. C. P. Saint-Hilaire","s.n.","1816",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165561' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026580",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.",NA,"NY02026580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00922920","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","G. Gardner","3141",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922920","Goiás",NA,"Prov. Goyaz",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","NY00922920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1018852","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","B. M. T. Walter","2730","1995","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018852","Goiás","Niquelândia","Regiao da Serra Negra. Margem esquerda do Rio Bagagem, proximo a Faz. Aroeira, Apos a Codemin (Ca. 10 km desta)","-48.38","-14.05",NA,NA,"390","390","Magnoliophyta","Myrtales","Mart.",NA,"NY01018852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01112736","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","R. M. Harley","21446","1980","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112736","Bahia",NA,"Basin of the Upper Sao Francisco River. ca. 26 km NE of Bom Jesus da Lapa on the road to Calderão.","-43.22","-13.15",NA,NA,"500","500","Magnoliophyta","Myrtales","Mart.","G. Challen","NY01112736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00922878","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","fasciculata","Callisthene fasciculata","T. C. Plowman","8234","1980","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922878","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,"400","500","Magnoliophyta","Myrtales","Mart.","H. Balslev","NY00922878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
