"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber","sex"
"342","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26186","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Mexia, Y.","1929","12","16","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"BM000099853",NA,"4112","Shrub up to 2.5 m high; purplish white flower; fruit a berry. Common.; Brush land on slope.","Trail from Viçosa to São Geraldo.","600","600","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"343","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26188","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Mexia, Y.","1930","03","19","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"BM000099856",NA,"4482","Arborescent 5 m. high; fruit white when mature.; Small gulch off road.","Viçosa, Agricultural College lands. Road to São Miguel, near km. 3.","675","675","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"344","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26189","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Mexia, Y.","1930","03","16","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"BM000099855",NA,"4471","Wide spreading suffrutescent 2.5 m. high; dark green fruit; lilac flower, coming into flower. Common.; Old railroad; open grass country.","Viçosa, Direction of São Miguel.","675","675","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"345","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26190","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Blanchet, J.S.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099822",NA,"3028",NA,"[sin loc.]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"346","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26192","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Gardner, G.","1837","11",NA,"Brazil",NA,NA,NA,NA,NA,NA,"E00526107",NA,"1085","Common.","Pernambuco.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"347","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26192","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Gardner, G.","1837","11",NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099838",NA,"1085","Common.","Pernambuco.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"348","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26193","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Pickel, D.B.","1930","10",NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,"BM000099874",NA,"122","Damm.","Tapera.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"349","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26195","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Martius, C.F.P.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000935537",NA,"414",NA,"Locis apricis prope S. Georgii Insulanorum.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"350","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26197","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Glocker, E.F. von",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099845",NA,"8629E",NA,"[sin loc.]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"351","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26202","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Sellow, F.","1815","01","01","Brazil",NA,NA,NA,NA,NA,NA,"BM000099879",NA,"121",NA,"Rio de Janeiro.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"352","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26204","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Don, G.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099833",NA,"s.n.",NA,"Bahia.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"353","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26206","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Gardner, G.","1836","08",NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099837",NA,"86","Common about Rio de Janeiro.","Rio de Janeiro.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"354","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26206","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Gardner, G.","1836","08",NA,"Brazil",NA,NA,NA,NA,NA,NA,"E00526099",NA,"86","Common about Rio de Janeiro.","Rio de Janeiro.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"355","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26206","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Gardner, G.","1836","08",NA,"Brazil",NA,NA,NA,NA,NA,NA,"E00526097",NA,"86","Common about Rio de Janeiro.","Rio de Janeiro.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"356","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26207","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Blanchet, J.S.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099823",NA,"178",NA,"[sin loc.]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"357","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","28841","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","2007","01","01","Banks, J.; Solander, D.C.","1768","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"BM000846172",NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"358","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","34916","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","2009","01",NA,"Grossmann, K.","1904","01","01","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"sin. loc.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"359","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","39207","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Vorontsova, M.S.","2009","10",NA,"Kalkmann, ?","1820","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"sin. loc.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"360","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","39515","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","2009","10","16","Kalkmann, ?","1816","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Rio Janeiro",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"361","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","76408","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Agra, M.F.","2008","08","10","Agra, M.F.; Bohs, L.; Stern, S.; Silva, K.; Basilio, I.; Gois, G.","2008","08","10","Brazil","Paraiba",NA,"-34.907389","-7.150417","-34.907389","-7.150417",NA,NA,"7005","Shrub or small tree 2-3 m. Juvenile leaves very lobed, adult leaves almost entire. Corollas dirty white or pinkish, anthers yellow. Fruits light green with darker green stripes, hanging down.; Roadside in red clay soil.","Joao Pessoa, Alto do Mateus, outskirts of town.","60","60","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"362","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","76428","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Agra, M.F.","2008","08","15","Agra, M.F.; Bohs, L.; Stern, S.; Lima, J.R.","2008","08","15","Brazil","Pernambuco",NA,"-39.763333","-7.402722","-39.763333","-7.402722",NA,NA,"7024","Shrub 2-3 m. Corollas bluish, anthers yellow. Fruits green with darker mottling, hanging down. Mesocarp thin, sticky bitter.; Roadside in caatinga vegetation.","Border of Pernambuco and Ceara states, outside Exu on road to Crato. Near town of Posto da Serra in Chapada do Araripe.","875","875","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"363","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26209","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Macedo, A.","1950","10","15","Brazil","Minas Gerais","Ituiutaba","-49.465","-18.9689",NA,NA,"BM000099851",NA,"2634","Arbusto. Azuladas.; De terras cultivadas.","Localidade Canal.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,"50022","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"364","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26154","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1999","01","01","Pereira, E.A.S.; Alvaronsa, D.","1995","10","20","Brazil","Goiás","Alvorada do Norte","-46.5","-14.25","-46.5","-14.25","BM000935512",NA,"2916","Arbusto ca. 1.5 m de altura. Flores alvas.; Comum na margem da estrada.","Estrada Alvorada do Norte/Sítio da Abadia.","650","650","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"365","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26155","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Laurênio, A.; Oliveira, M.; Gomes, A.P.S.","1995","12","09","Brazil","Pernambuco","Inajá","-38.570833","-8.6","-38.570833","-8.6","BM000935513",NA,"375","Arbusto com ca. 1 m de alt.; cálice verde; corola lilás; estames amarelo-ouro; estigma alvo.; Vegetação arbustiva-arbórea densa; chapadão arenítico, solo areno-argiloso alaranjado. Borda da mata em área não sombreada.","Reserva Biológica de Serra Negra.","444","444","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"366","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26158","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Laurênio, A.; Gomes, A.P.S.","1995","12","09","Brazil","Pernambuco","Inajá","-38.570833","-8.6","-38.570833","-8.6","BM000935516",NA,"377","Arbusto com ca. 3 m de alt.; cálice verde-claro; pétalas liláses; estames e anteras amarelo-ouro; estigma alvo.; Vegetação arbustiva-arbórea densa; chapadão arenítico, solo areno-argiloso alaranjado. Subida da serra em área aberta n","Reserva Biológica de Serra Negra.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"367","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26166","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Laurênio, A.; Oliveira, M.; Gomes, A.P.S.","1995","12","11","Brazil","Pernambuco","Ibimirim","-38.570833","-8.6","-38.570833","-8.6","BM000935524",NA,"390","Arbusto com ca. 2.5 m de alt.; cálice verde-claro; pétalas liláses; anteras amarelo-ouro; estigma alvo.; Vegetação arbustiva-arbórea aberta; solo areno-argiloso alaranjado. Beira da estrada.","Estrada Ibimirim-Petrolâandia.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"368","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26201","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Sellow, F.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099880",NA,"s.n.",NA,"[sin loc.]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"369","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26161","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Campelo, M.J.","1996","02","08","Brazil","Pernambuco","Bezerros","-35.816667","-8.2","-35.816667","-8.2","BM000935519",NA,"531","Arbusto com ca. 2 m de alt.; cálice verde; corola lilás; estames e anteras amarelo-ouro.; Vegetação arbustiva-arbórea; solo argilo-arenoso de cor marrom escuro. Borda da mata.","Parque ecológico de Serra Negra.","471","471","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"370","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","20889","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","2007","03",NA,"Isern, J.","1862","09","11","Brazil","Bahia",NA,NA,NA,NA,NA,"MA556120",NA,"6294",NA,"Itaparica",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"371","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26147","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Oliveira, L.; Villarouco, F.M.","1995","11","29","Brazil","Pernambuco","Caruaru","-36","-8.31","-36","-8.31","BM000935505",NA,"352","Arbusto com ca. 3 m de alt.; cálice verde-claro; pétalas liláses; estames amarelo-ouro; anteras amarelo-ouro; gineceu alvo; botões esverdeados.; Mata arbórea densa; solo argiloso alaranjado. Borda da mata em área aberta não sombread","Murici, Brejo dos Cavalos.","1100","1100","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"372","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26150","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Freire, E.; Gomes, A.P.S.; Laurênio, A.","1995","11","03","Brazil","Pernambuco","Caruaru","-36","-8.31","-36","-8.31","BM000935508",NA,"333","Arbusto com ca. 2.5 m de alt.; cálice verde-claro; pétalas liláses; estames e anteras amarelo-ouro; estigma alvo.; Mata arbórea densa; solo argiloso alaranjado. Área aberta na borda da mata.","Murici, Brejo dos Cavalos.","1100","1100","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"373","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26157","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Hora, M.J.; Freire, E.","1995","12","28","Brazil","Pernambuco","São Vicente Férrer","-35.5","-7.583333","-35.5","-7.583333","BM000935515",NA,"484","Arbusto com ca. 0.7 m de alt.; cálice verde; corola alva; estames e anteras amarelo-ouro.; Vegetação arbórea; solo areno-argiloso coberto por matéria orgânica.","Mata do Estado.","600","600","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"374","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26196","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Martius, C.F.P.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099852",NA,"252",NA,"[sin loc.]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"375","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26164","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Campelo, M.J.","1996","02","08","Brazil","Pernambuco","Bezerros","-35.816667","-8.2","-35.816667","-8.2","BM000935522",NA,"534","Arbusto com ca. 3 m de alt.; cálice verde; corola lilás; estames e anteras amarelo-ouro.; Vegetação arbustiva-arbórea; solo argilo-arenoso de cor marrom escuro. Borda da mata.","Parque ecológico de Serra Negra.","471","471","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"376","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26153","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Laurênio, A.; Oliveira, M.; Gomes, A.P.S.","1995","12","09","Brazil","Pernambuco","Inajá","-38.570833","-8.6","-38.570833","-8.6","BM000935511",NA,"372","Arbusto com ca. 2.5 m de alt.; cálice verde-claro; pétalas liláses; estames e anteras amarelo-ouro; estigma alvo; botões verde-claros.; Vegetação arbustiva-arbórea densa; chapadão arenítico, solo areno-argiloso alaranjado. Subida da","Reserva Biológica de Serra Negra.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"377","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26168","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Silva, L.F.; Oliveira, M.; Silva, E.","1996","02","09","Brazil","Pernambuco","Bonito","-35.695833","-8.494444","-35.695833","-8.494444","BM000935526",NA,"133","Arbusto com ca. 2 m de alt.; corola lilás; anteras alaranjadas; estigma reduzido verde; fruto carnoso imaturo verde.; Solo argilo-arenoso; vegetação arbustiva arbórea aberta.","Reserva Municipal de Bonito.","444","444","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"378","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","26172","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Hora, M.J.; Silva, L.F.","1995","12","22","Brazil","Pernambuco","Bonito","-35.695833","-8.494444","-35.695833","-8.494444","BM000935530",NA,"407","Arbusto com ca. 1.5 m de alt.; cálice esbranquiçado; corola lilás; estames e anteras amarelo-ouro.; Solo argilo-arenoso; vegetação arbustiva arbórea aberta. Borda da mata em área não sombreada.","Reserva Municipal de Bonito.","444","444","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"379","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26175","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Inácio, E.; Marcon, A.B.","1996","03","15","Brazil","Pernambuco","Brejo da Madre de Deus","-36.370833","-8.15","-36.370833","-8.15","BM000935533",NA,"687","Subarbusto com cerca de 4.0 m de altura; cálice verde; colola lilás; estames amarelo-ouro; estilete alvo; estígma verde; botões verde-claros; frutos imaturos verdes.; Solo argilo-arenoso; vegetação arbustiva densa. Bituri de baixo.","Fazenda Bituri.","636","636","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"380","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26177","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Knapp, S.","1996","01","01","Tschá, M.C.; Hora, M.J.; Campelo, M.J.; Silva, L.F.","1996","01","04","Brazil","Pernambuco","Caruaru","-36","-8.31","-36","-8.31","BM000935535",NA,"500","Arbusto com ca. 1.5 m de alt.; cálice verde; estames e anteras amarelo-ouro; corola lilás; estigma alvo.; Mata arbórea densa; solo argiloso alaranjado. Borda da mata em área não sombreada.","Murici, Brejo dos Cavalos.","1100","1100","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"381","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26179","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Blanchet, J.S.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000815899",NA,"3834/82",NA,"Jamandua [unclear: int.[?]] Jacobina et St. Thome.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales","possible type ?",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"382","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26183","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Ridley, H.N.; Lea, T.S.; Ramage, G.A.","1887","01","01","Brazil",NA,NA,NA,NA,NA,NA,"BM000099875",NA,"80",NA,"Fernando do Noronha. San José, also from the Rua do Curral.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"383","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26187","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Mexia, Y.","1930","09","30","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"BM000099862",NA,"5127","Perennial herb 4 m. high, with long straggling branches; pale purple flower. Photo.; Open roadside.","Viçosa, Agricultural College lands. At base of northwest hill.","668","668","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"384","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26191","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Gardner, G.","1838","07",NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099839",NA,"1371",NA,"Banks of the Rio de San Francisco near Propiá.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"385","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26194","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Miers, J.","1838","01",NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099873",NA,"s.n.",NA,"Or. Mts. [Organ Mts.?]",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"386","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26199","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Lockhart, D.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"BM000099847",NA,"s.n.",NA,"Bahia.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"387","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26200","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Warming, J.E.B.","1863","08","27","Brazil",NA,NA,NA,NA,NA,NA,"BM000935538",NA,"s.n.",NA,"Ad Lagoa Santa.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"388","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26203","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1989","01","01","Williams, L.O.; Assis, V.","1945","09","22","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"BM000099885",NA,"8062","Shrub, 3 m. high; flowers blue.; In campo.","Morro das Pedras, near Belo Horizonte.","1000","1000","Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"389","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","26205","O","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Nee, M.","1995","01","01","Fox, H.S.; Fox Bunbury, C.J.","1858","01","01","Brazil",NA,NA,NA,NA,NA,NA,"BM000099836",NA,"s.n.","In clearing in the woods.","Rio de Janeiro.",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
