"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","infraspecificEpithet","individualCount","class","typeStatus"
"49","2020-09-02 16:34:21-03","Cenargen","CEN","24179","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Glocimar Pereira-Silva","1203",NA,"Brasil","GO","6,7 km ao Sul da GO-237; a 2 km da sede da Fazenda Ouro Fino. Área de influência da UHE Serra da Mesa.","Exsicatas","Botões castanho-vináceos.","CEN00024179","CEN00024179","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1992","07","08","NIQUELANDIA","-48.966666","-14.616666",NA,NA,"-48.966666","-14.616666","450","450",NA,"var. ovalis","3",NA,NA
"50","2020-09-02 16:34:21-03","Cenargen","CEN","31600","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Bruno Machado Teles Walter","3399",NA,"Brasil","GO","Estrada Campinaçu - Balsa do Alfredinho. No meio do caminho entre estes locais","Exsicatas","Arvoreta com casca lisa de cor creme. Área de influência do AHE Serra da Mesa.","CEN00031600","CEN00031600","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1996","08","18","CAMPINACU",NA,NA,NA,NA,NA,NA,"500","500",NA,"var. ovalis","4",NA,NA
"51","2020-09-02 16:34:21-03","Cenargen","CEN","32053","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Bruno Machado Teles Walter","3789",NA,"Brasil","GO","Região do antigo córrego Praia Grande. Arredores da Serra Negra (Lago em formação).","Exsicatas","Botões amarelo-vináceos. Futuro reservatório do AHE Serra da Mesa.","CEN00032053","CEN00032053","(Pohl) Engl.","R. G. Chacon","2010","06",NA,"1997","07","09","CAMPINACU",NA,NA,NA,NA,"-4835000.0","-1400000.0","430","430",NA,"var. ovalis","5",NA,NA
"52","2020-09-02 16:34:21-03","Cenargen","CEN","36775","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Roberto Fontes Vieira","1414",NA,"Brasil","GO","Beira de estrada, cerca de 5 km do rio Peixe. Futuro reservatório do aproveitamento Hidrelétrico Serra da Mesa.","Exsicatas","Frutos imaturos verdes, sobre base vermelha.","CEN00036775","CEN00036775","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1992","11","24","COLINAS DO SUL","-48.066666","-14.15",NA,NA,"-48.066666","-14.15","450","450",NA,"var. ovalis","2",NA,NA
"53","2020-09-02 16:34:21-03","Cenargen","CEN","60217","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Bruno Machado Teles Walter","5269",NA,"Brasil","TO","Região Norte; Fazenda Minnehaha; Arredores do Córrego do Cachorro ca. 70 km a nordeste da cidade de Almas.","Exsicatas","Árvore de porte ereto ;botões florais vináceos. Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Estado do Tocantins.","CEN00060217","CEN00060217","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2004","08","10","ALMAS","-47.129444","-11.115277",NA,NA,"-47.129444","-11.115277","400","400",NA,"var. ovalis","1",NA,NA
"54","2020-09-02 16:34:21-03","Cenargen","CEN","61812","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Taciana Barbosa Cavalcanti","3521",NA,"Brasil","GO","Ponte sobre o rio Tocantins - Cavalcante, km 79.","Exsicatas","Folhas glaucas. Crescendo ao lado de O. hexasperma (Cavalcanti et al. 3520)","CEN00061812","CEN00061812","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2004","08","30","CAVALCANTE","-47.876388","-13.680555",NA,NA,"-47.876388","-13.680555","810","810",NA,"var. ovalis","3",NA,NA
"55","2020-09-02 16:34:21-03","Cenargen","CEN","72164","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Vinícius Castro Souza","23937",NA,"Brasil","GO","Estrada que sai da Rodovia Uruaçu - Niquelândia ( cerca de 60 Km de Uruaçu) em direção a Barro Alto.","Exsicatas","Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. - Herbário ESA (66479).","CEN00072164","CEN00072164","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2000","07","15","NIQUELANDIA","-48.4597015380859","-14.4738998413086","74171","auto","-48697777.0","-14539444.0","600","600",NA,"var. ovalis","1",NA,NA
"56","2020-09-02 16:34:21-03","Cenargen","CEN","22569","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Bruno Machado Teles Walter","2461",NA,"Brasil","GO","Margem direita do rio Bagagem, 5 km da barra do Bagagem/Tocantins (Maranhão).","Exsicatas","Botões florais castanhos com faixas vináceas e amarelas. Bacia de inundação do AHE Serra da Mesa.","CEN00022569","CEN00022569","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1995","07","22","NIQUELANDIA","-48.4597015380859","-14.4738998413086","74171","auto",NA,NA,"360","360",NA,"var. ovalis","2",NA,NA
"57","2020-09-02 16:34:21-03","Cenargen","CEN","40031","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. glabrata","Glocimar Pereira-Silva","4351",NA,"Brasil","GO","Estrada Minaçu - balsa Porto dos Paulistas, cerca de 8,2 km de Minaçu (km marcados no rio Bonito).","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava.","CEN00040031","CEN00040031","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2000","11","07","MINACU","-48.155833","-13.516666",NA,NA,"-48.155833","-13.516666","380","380",NA,"var. glabrata","4",NA,NA
"58","2019-11-13 11:27:33-03","USP","SPF","188196","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Paula-Souza, J","8971",NA,"Brasil","Tocantins",NA,NA,NA,"SPF00188196",NA,"(Planch.) Engl.","Chacon, RG","2010","07",NA,"2007","10","05","Natividade","-48.167778","-12.144167",NA,NA,"-48.167778","-12.144167",NA,NA,NA,"glabrata",NA,NA,NA
"59","2019-11-13 11:27:33-03","USP","SPF","184245","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Dambrós, LA","354",NA,"Brasil","Tocantins",NA,NA,NA,"SPF00184245",NA,"(Planch.) Engl.","Chacon, RG","2010","07",NA,"2001","11","03","Palmas","-48.261944","-10.213333",NA,NA,"-48.261944","-10.213333","573","573",NA,"glabrata",NA,NA,NA
"60","2019-11-13 11:27:33-03","USP","SPF","188196","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Paula-Souza, J","8971",NA,"Brasil","Tocantins",NA,NA,NA,"SPF00188196",NA,"(Planch.) Engl.","Chacon, RG","2010","07",NA,"2007","10","05","Natividade","-48.167778","-12.144167",NA,NA,"-48.167778","-12.144167",NA,NA,NA,"glabrata",NA,NA,NA
"61","2019-11-13 11:27:33-03","USP","SPF","184245","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Dambrós, LA","354",NA,"Brasil","Tocantins",NA,NA,NA,"SPF00184245",NA,"(Planch.) Engl.","Chacon, RG","2010","07",NA,"2001","11","03","Palmas","-48.261944","-10.213333",NA,NA,"-48.261944","-10.213333","573","573",NA,"glabrata",NA,NA,NA
"62","2020-12-02 09:07:33-03","UNITINS","HUTO","7128","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Lemos, H.L.","124",NA,"Brasil","Tocantins","Bacia do rio Tocantins. Sub-bacia do rio Bagagem",NA,"Árvore com cerca de 3,50 m de altura. Flores e estames amarelos; Cerrado s.s. típico em latossolo.","HUTO007128",NA,"(Pohl) Engl.",NA,NA,NA,NA,"2017","08","21","Pindorama do Tocantins","-47.547778","-11.359444",NA,NA,"-47.547778","-11.359444",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-02 09:07:33-03","UNITINS","HUTO","2649","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Fonseca, M.L.","6194",NA,"Brasil","Tocantins","Bacia do Tocantins. Sub-bacia: Tocantins. Solo argilo-arenoso. Relevo ingreme",NA,"Arvoreta 3,50 m de altura e 6 cm de DAP. Casca amarelada. Folhas cartáceas, discolores. Botões florais avermelhadas. Rara; Cerrado","HUTO002649",NA,"(Pohl) Engl.","Fonseca, M.L.",NA,NA,NA,"2009","07","09","Palmeirópolis","-48.5275","-12.959722",NA,NA,"-48.5275","-12.959722","678","678",NA,NA,NA,NA,NA
"64","2020-12-02 09:07:33-03","UNITINS","HUTO","2738","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Santos, E.R.","2313",NA,"Brasil","Tocantins","Fazenda Ecológica, Centro Ecotropical (Serra do Lajeado)",NA,"Arbusto com cerca de 3 m de altura. Frutos jovens de cor verde e roxo quando madurosne receptáculo floral amarelo/ alaranjado.; Cerrado stricto sensu sobre solo pedregoso","HUTO002738",NA,"(Pohl) Engl.","Chacon, R.G.","2013","04",NA,"2011","02","17","Palmas","-48.145","-10.263611",NA,NA,"-48.145","-10.263611","671","671",NA,NA,NA,NA,NA
"65","2019-09-04 19:15:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","J. B. E. Pohl","1987","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]"
"66","2020-02-17 11:30:16-03","UEG","HUEG","13429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, J.E.Q.","5095","Southern America","Brasil","Goiás",NA,NA,"Arvoreta ca. 3 m de altura, botões florais amarelos pálidos, flores amarelas com odor adocicado.; Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio. Cerrado sensu stricto.","HUEG013429",NA,"Engl.","Chacon, R.G.","2015","08",NA,"2015","08","24","Alto Horizonte","-49.292222","-14.198333",NA,NA,"-49.292222","-14.198333","404","404",NA,NA,NA,NA,NA
"67","2019-11-01 15:07:13-03","UnB","UB","160766","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Chacon, RG; Oliveira, RC","611","Southern America","Brasil","Goiás","Ca. 20km do trevo de Niquelândia em direção a Colinas do Sul, lado direito da pista",NA,"Árvore 9m.; Cerrado",NA,NA,"Engl.",NA,NA,NA,NA,"2010","03","30","Niquelândia","-48.326944","-14.450556",NA,NA,"-48.326944","-14.450556",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 15:07:13-03","UnB","UB","174865","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Ribeiro, ARO; Munhoz, CBR; Silva, AS; Lima, AS; Amorim, PRF","284","Southern America","Brasil","Goiás","RPPN Serra do Tombador.",NA,"Erva, flor vermelha.; Cerrado Rupestre, solo arenoso.",NA,NA,"Engl.","Chacon, RG","2019","07",NA,"2011","10","29","Cavalcante","-47.818333","-13.634444",NA,NA,"-47.818333","-13.634444","857","857",NA,NA,NA,NA,NA
"69","2019-11-01 15:07:13-03","UnB","UB","214580","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ","5095","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio",NA,"Arvoreta ca. 3 m de altura, botões florais amarelos pálidos, flores amarelas com odor adocicado; Cerrado sensu stricto",NA,NA,"Engl.","Chacon, RG","2015","08",NA,"2015","08","24","Alto Horizonte","-49.292222","-14.198333",NA,NA,"-49.292222","-14.198333","404","404",NA,NA,NA,NA,NA
"70","2019-11-01 15:07:13-03","UnB","UB","170518","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ; Faria, DM","1526","Southern America","Brasil","Goiás","Margem da estrada de Alto Horizonte para a localidade do Jacaré, fazenda do senhor Bráulio",NA,"Arvoreta ca. 3 m de altura, botões amarelados e flores amarelas; Cerrado sensu stricto pedregoso",NA,NA,"Engl.","Chacon, RG","2013","07",NA,"2011","08","05","Alto Horizonte","-49.3386001586914","-14.1955995559692","27619","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-01 15:07:13-03","UnB","UB","191370","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ","2801","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio",NA,"Arvoreta ca. 2 m de altura, caule rugoso esbranquiçado, botões florais avermelhados, flor amarela; Cerrado sensu stricto pedregoso",NA,NA,"Engl.","Chacon, RG","2018","08","21","2012","09","09","Alto Horizonte","-49.3386001586914","-14.1955995559692","27619","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:07:13-03","UnB","UB","27427","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Ratter, JA","7949","Southern America","Brasil","Tocantins","4 Km de Natividade para Chapada",NA,NA,NA,NA,"Planch. & Engl.","Chacon, RG","2010","07","08","1997","11","07",NA,"-47.716667","-11.666667",NA,NA,"-47.716667","-11.666667",NA,NA,NA,"glabrata",NA,NA,NA
"73","2019-11-01 15:07:13-03","UnB","UB","170517","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ; Faria, DM","1525","Southern America","Brasil","Goiás","Margem da estrada de Alto Horizonte para a localidade do Jacaré, fazenda do senhor Bráulio",NA,"Arvoreta ca. 2 m de altura, botões amarelados e flores amarelas; Cerrado sensu stricto pedregoso",NA,NA,"Engl.","Chacon, RG","2013","07",NA,"2011","08","05","Alto Horizonte","-49.3386001586914","-14.1955995559692","27619","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-01 15:07:13-03","UnB","UB","27427","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Ratter, JA","7949","Southern America","Brasil","Tocantins","4 Km de Natividade para Chapada",NA,NA,NA,NA,"Planch. & Engl.","Chacon, RG","2010","07","08","1997","11","07",NA,"-47.716667","-11.666667",NA,NA,"-47.716667","-11.666667",NA,NA,NA,"glabrata",NA,NA,NA
"75","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Pohl, JBE","s.n","Southern America","Brazil",NA,"Habitat in prov.Goyazensis parte septentrionali,e. g. in campis inter arbores humiles circa Fazenda de Donna Severina.",NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Gardner, G","3635","Southern America","Brazil",NA,"Habitat in prov.Goyazensis parte septentrionali,e. g. in campis inter arbores humiles circa Fazenda de Donna Severina.",NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 16:27:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Gardner, G","4106","Southern America","Brazil",NA,"in eadem provincia.",NA,NA,NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
"78","2017-09-11 16:27:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Gardner, G","3082","Southern America","Brazil",NA,"in eadem provincia.",NA,NA,NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
"79","2017-09-11 16:27:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Gardner, G","4106","Southern America","Brazil",NA,"in eadem provincia.",NA,NA,NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
"80","2017-09-11 16:27:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis glabrata","Gardner, G","3082","Southern America","Brazil",NA,"in eadem provincia.",NA,NA,NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
