"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","individualCount","class"
"11","2020-11-04 11:02:11-03","ESALQ","ESA","78184","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Souza, V.C.; Romão, G.O.; Sampaio, D.",NA,"2002","03","01",NA,"Brasil","Minas Gerais","Estrada Santana do Riacho - Lapinha, ca. 7 km após Santana do Riacho. Campo rupestre. 1100 m.s.m.","-434.151","-190.743","1100","1100",NA,"Subarbusto, ca. 20 cm alt.; flores do raio alvos, flores do disco amarelas.","ESA078184","ESA078184","Roque, N.","Santana do Riacho",NA,"2016","07","-434,151","-190,743",NA,NA,"06",NA,NA
"12","2019-08-20 10:06:34-03","UNICAMP","UEC","129822","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Lewinsohn, TM; Silva, J; Prado, P; Santos, A","PIC95765","1995","12","13",NA,"Brazil","Minas Gerais","Estrada Cons. Matta","-43.853611","-18.3025",NA,NA,NA,NA,"UEC063987","UEC063987","Monge, M","Diamantina",NA,"2010","08","-43.853611","-18.3025",NA,NA,NA,NA,NA
"13","2021-03-25 09:27:02-03","UNICAMP","UEC","181696","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Monge, M; Shimizu, GH; Urbanetz, C","535","2008","10","01",NA,"Brazil","Minas Gerais","Serra do Cipó (Cardeal Mota), Estrada MG-010, Rio ?.","-44.210008","-19.285539",NA,NA,NA,"Erva ereta 50cm de altura. Flores do raio brancas, flores do disco lilases.","UEC082427","UEC082427","Monge, M","Santana do Riacho",NA,"2014","07","-44.210008","-19.285539",NA,NA,NA,NA,NA
"14","2021-03-01 16:25:10-03","UNICAMP","UEC","27737","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","CFSC7535","1981","10","06",NA,"Brazil","Minas Gerais","mun. de santana do riacho, Km 129 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.",NA,NA,NA,NA,NA,"Subarbusto 30 - 50 cm. Lígulas alvas a rosadas. Flores tubulosas rosadas. Brácteas involucrais cinereas.; Campo rupestre. Flora Serrá do Cipó","UEC055612","UEC055612","Roque, N",NA,"paratypus","1999",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:25:10-03","UNICAMP","UEC","2733","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, CA; Semir, J","2927","1972","08","20",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulo creme. Planta 30 cm.; Flora da Serra do Cipó","UEC055608","UEC055608","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"16","2021-03-01 16:25:10-03","UNICAMP","UEC","2743","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","4456","1973","10","18",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato do Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulos brancos. Altura 40 cm. (Tudo queimado).; Flora da Serra do Cipó","UEC055610","UEC055610","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"17","2021-03-01 16:25:10-03","UNICAMP","UEC","2730","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, AB; Semir, J","3571","1972","11","03",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Altura 45 cm. Capítulos brancos. (Foto).; Flora da Serra do Cipó.","UEC055609","UEC055609","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"18","2021-03-01 16:25:10-03","UNICAMP","UEC","2729","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","4511","1973","10","18",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulos brancos. Subarbusto mais ou menos 40 cm. Flores brancas.; Flora da Serra do Cipó","UEC055614","UEC055614","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"19","2021-03-01 16:25:10-03","UNICAMP","UEC","2726","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Semir, J; Sazima, M","3331","1972","09","03",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulo rosa - claro, altura 50 cm.; Flora da Serra do Cipó","UEC055611","UEC055611","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"20","2021-03-01 16:25:10-03","UNICAMP","UEC","2732","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Semir, J; Sazima, M","4684","1973","10","28",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulos rosas.; Flora da Serra do Cipó.","UEC055606","UEC055606","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"21","2021-03-01 16:25:10-03","UNICAMP","UEC","2727","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, AB; Semir, J","2977","1972","08","20",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto altura 30 cm. Flores creme - brancas.; Flora da Serra do Cipó.","UEC055605","UEC055605","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"22","2021-03-01 16:25:10-03","UNICAMP","UEC","2728","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Joly, AB; Semir, J","3284","1972","08","22",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Km 136 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Altura 30 a 40 cm.; Flora da Serra do Cipó.","UEC055607","UEC055607","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"23","2021-03-01 16:25:10-03","UNICAMP","UEC","46993","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Martins, E; et al.","19641","1987","09","09",NA,"Brazil","Minas Gerais","mun. de jaboticatubas, Serra do Cipó","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva 30 cm, flor aberta, botão, flor velha.","UEC055603","UEC055603","Roque, N","Diamantina","paratypus","1999",NA,NA,NA,"101169","auto",NA,NA,NA
"24","2021-03-01 16:25:10-03","UNICAMP","UEC","2731","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Semir, J; Sazima, M","3380","1972","09","06",NA,"Brazil","Minas Gerais","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Altura 40 cm.","UEC129488","UEC129488","Roque, N","Jaboticatubas",NA,"1999",NA,NA,NA,"31264","auto",NA,NA,NA
"25","2021-03-01 16:25:10-03","UNICAMP","UEC","118091","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Guerreiro, S; Semir, J; Sajo, MG; Belinello, R","41","2000","09","19",NA,"Brazil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto até 40 cm, capítulos com lígulas brancas, flores do disco arroxeada.; Local arenoso.","UEC129487","UEC129487","Franco, IM","Santana do Riacho",NA,"2013","04",NA,NA,"26557","auto",NA,NA,NA
"26","2021-03-01 16:25:10-03","UNICAMP","UEC","117764","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","CFSC7535","1981","10","06",NA,"Brazil","Minas Gerais","km 129 ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 30-50cm. Lígulas alvas e rosadas. Flores tubulosas rosadas. Brácteas involucrais cinéreas.; Campo rupestre","UEC117764","UEC117764","Roque, N","Santana do Riacho","isotypus","1999",NA,NA,NA,"26557","auto",NA,NA,NA
"27","2021-03-01 16:25:10-03","UNICAMP","UEC","125327","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Kinoshita, LS; Mansanares, ME","00180","2000","11","22",NA,"Brazil","Minas Gerais","Parque Nacional serra do Cipó, próximo à estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Inflorescência rosa.; Campo rupestre.","UEC129486","UEC129486","Franco, IM","Santana do Riacho",NA,"2013","04",NA,NA,"26557","auto",NA,NA,NA
"28","2020-12-21 16:17:05-03","MBM","MBM","243733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Cordeiro, I.; Kawasaki, M.L.; Pirani, J.R.; Furlan, A.; Kawasaki, M.L.; Pirani, J.R.; Furlan, A.","s.n.","1981","10","06","Southern America","Brazil","Minas Gerais","km 129 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 30-50cm. Lígulas alvas a rosadas. Flores tubulosas rosadas. Brácteas involucrais cinéreas.; Campo rupestre.","MBM243733","MBM243733","Roque, N.","Santana do Riacho","ISOTYPE","1999",NA,NA,NA,"26557","auto",NA,NA,NA
"29","2020-12-21 16:17:05-03","MBM","MBM","243733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Cordeiro, I.; et al.; et al.","7535","1981","10","06","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro, km 129","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 30-50 cm, Lígulas alvas e rosadas. Flores tubulosas rosadas. Brácteas involucrais cinéreas. Campo rupestre","MBM243733","MBM243733",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"30","2021-01-29 17:16:15-03","UFMG","BHCB","161033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Souza, FS; Miranda, E","1649","2012","08","31","Southern America","Brasil","Minas Gerais","Serra dos Alves, Cânion Boca da Serra","-43.477778","-19.491667","1100","1100",NA,"Herbácea com flores amarelas; Campo rupestre quartizítico","BHCB014652",NA,NA,"Itabira",NA,"2014","05","-43.477778","-19.491667",NA,NA,"29",NA,NA
"31","2021-01-29 17:16:15-03","UFMG","BHCB","362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Duarte, AP","s.n.","1950","09","16","Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,NA,"campo arenoso sobre formação cristlif. herbáceo.1ª identificação feita por D. Gziela, M. Barroso e conf. Barroso, G.M.; campo arenoso sobre formação cristlif. herbáceo","BHCB008852",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,"10",NA,NA
"32","2021-01-29 17:16:15-03","UFMG","BHCB","6018","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Giani, A","s.n.","1984","11","24","Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,NA,"Campo rupestre. Herbáceo.; campo rupestre herbaceo","BHCB008835",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,"10",NA,NA
"33","2021-01-29 17:16:15-03","UFMG","BHCB","88319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Viana, PL; Mota, NFO; Melo, PHA de; Morais, PO","1503","2004","04","02","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto., Base do Pico 2 Irmãos","-43.315833","-18.208333","1610","1610",NA,"Capítulos brancos","BHCB014653",NA,NA,"São Gonçalo do Rio Preto",NA,"2014","05","-43.315833","-18.208333",NA,NA,"29",NA,NA
"34","2021-01-29 17:16:15-03","UFMG","BHCB","103967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Teles, AM","270","2006","10","20","Southern America","Brasil","Minas Gerais","Cardial Mota. Parque Nacional da Serra do Cipó., Trilha para as Vellozia gigantea, ca. 23km da sede do IBAMA.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Plantas do Brasil. Subarbustivo, ca. 0,2m. Capítulos com flores brancas.",NA,NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"35","2021-01-29 17:16:15-03","UFMG","BHCB","50740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","7535","1981","10","06","Southern America","Brasil","Minas Gerais","Km 129 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Campo rupestre. Subarbusto 30-50 cm. Lígulas alvas a rosadas. Flores tububosas rosadas. Brácteas involucrais cinéreas.; Campo rupestre","BHCB000068","BHCB000068 BHCB000068_01",NA,"Santana do Riacho","Isotypus","1999",NA,NA,NA,"26557","auto",NA,NA,NA
"36","2021-01-29 17:16:15-03","UFMG","BHCB","50762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Abbud, V; Godoy, SAP; Salimena-Pires, FR","10740","1987","10","09","Southern America","Brasil","Minas Gerais","Serra do Cipó, Estrada entre a pensão Chapéu do Sol e Córrego 2 Pontinhas, à beira das estrada velha do Córrego Três Pontinhas.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva lenhosa 40 cm. Flores lilás-rosadas, as externas alvas","BHCB000069","BHCB000069",NA,"Santana do Riacho","Paratypus","1999",NA,NA,NA,"26557","auto",NA,NA,NA
"37","2021-01-29 17:16:15-03","UFMG","BHCB","56123","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Barreto, HLM","3821","1933","08","24","Southern America","Brasil","Minas Gerais","Serra do Cipó. Palácio, Km 128.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto, 0,4m. Muito frequente.; Campo na pedra.","BHCB008836","BHCB008836",NA,"Jaboticatubas",NA,"2013","07",NA,NA,"31264","auto","10",NA,NA
"38","2021-01-29 17:16:15-03","UFMG","BHCB","83824","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N.Roque","Magalhães, GM","4480","1943","10","22","Southern America","Brasil","Minas Gerais","Serra do Cipó. Palácio, Km 131.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Muito frequente. Arbusto, flor alva; Campo com cascalho","BHCB008928",NA,NA,"Jaboticatubas",NA,"2013","07",NA,NA,"31264","auto","09",NA,NA
"39","2019-08-09 04:34:00-03","MO","MOBOT","100223692","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","N. Roque","Nádia Roque|C. M. Sakuragui","Roque 13136","1993","5","1","South America","Brazil","Minas Gerais","Serra do Cipó, afloramento rochoso com densa população de Vellozia gigantea, a Norte da base do IBAMA do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"N. Roque","Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,"1",NA
"40","2021-03-04 11:04:32-03","UFRB","HURB","19506","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Roque, N.; Alves, M.; Campos,L. & Barres, L.","4703","2015","09","29",NA,"Brasil","Minas Gerais","Alto do Palacio; Trilha para Vellozia gigantea, ca. 2km à direita após a casa do ICMBIO","-43.519444","-19.247778","1301","1301",NA,"ALCB 120881.","HURB000019506",NA,"N.Roque","Santana do Riacho",NA,"2015","09","43º31'10W","19º14'52S",NA,NA,NA,NA,NA
"41","2020-06-15 15:28:54-03","UNESP-RC","HRCB","16157","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","caulescens","Richterago caulescens","Roque","Faria, G.M.","114","1990","09",NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Porte arbustivo. Habitat, regiões de afloramento. Flor rosa claro, floresce de setembro a novembro, especialmente em outubro.",NA,NA,"Roque, N.",NA,NA,"2016","07",NA,NA,NA,NA,"08",NA,NA
"42","2020-09-12 05:00:02-03","US","US","3371717","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","caulescens","Richterago caulescens",NA,"N. Roque & P. Hervencio","470","1998","9","28","South America - Neotropics","Brazil","Minas Gerais","Santana do Riacho, Serra do Cipo. Estrada Delo Horizonte-Conceicao do Mato Dentro, Corrego 2 Pontinhas",NA,NA,NA,NA,NA,NA,"US01209051","US01209051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"43","2020-09-12 05:00:02-03","US","US","3371720","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","caulescens","Richterago caulescens",NA,"N. Roque & P. Hervencio","480","1998","9","29","South America - Neotropics","Brazil","Minas Gerais","Santana do Riacho, Serra do Cipo, Estrada Delo Horizonte-Conceicao do Mato Dentro, (23.8 km da Ponte do Rio Cipo)",NA,NA,NA,NA,NA,NA,"US01209052","US01209052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"44","2020-09-12 05:00:02-03","US","US","2197198","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","caulescens","Richterago caulescens",NA,"A. Macedo","3756","1952","9","5","South America - Neotropics","Brazil","Minas Gerais","Mato Dento, Serra do Cipo",NA,NA,NA,NA,NA,NA,"US01209054","US01209054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"45","2020-09-12 05:00:02-03","US","US","2197192","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","caulescens","Richterago caulescens",NA,"A. Macedo","3750","1952","9","5","South America - Neotropics","Brazil","Minas Gerais","Mato Dento, Serra do Cipo",NA,NA,NA,NA,NA,NA,"US01209053","US01209053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"46","2020-09-12 05:00:02-03","US","US","2908846","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","caulescens","Richterago caulescens",NA,"R. M. King & L. E. Bishop","8455","1981","1","14","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo at Chapeu de Sol",NA,NA,"1006",NA,NA,NA,"US01209055","US01209055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
