"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","class"
"15","2020-09-12 05:00:02-03","US","US","3073022","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll. Arg.","D. Sucre & P. I. S. Braga","306","1968","3","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Petropolis, Rocio",NA,NA,NA,NA,"US02743118","US02743118_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"16","2019-11-13 11:30:34-03","USP","SPF","222843","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Bruniera, CP","387","2011","09","23",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha suspensa.","-42.999464","-22.455833",NA,NA,"SPF00222843",NA,"1194","1194","Bruniera, CP","2011","-42.999464","-22.455833",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-13 11:30:34-03","USP","SPF","226981","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Bruniera, CP","699","2012","03","27",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.614389","-22.43375",NA,NA,"SPF00226981","SPF00226981","1078","1078","Bruniera, CP","2012","-44.614389","-22.43375","03",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-13 11:30:34-03","USP","SPF","144359","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Fiaschi, P","542","2001","01","18",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-45.310001373291","-23.2199993133545",NA,NA,"SPF00144359",NA,NA,NA,"Zappi, DC","2006",NA,NA,NA,"27362","auto",NA,NA,NA,NA,NA
"19","2019-09-04 18:57:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis",NA,"A. Glaziou","6040",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae"
"20","2015-04-09 13:30:28-03","F","FMNH-SEEDPLANTS","V0293840F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293840F","V0293840F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"21","2019-09-04 19:47:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","organensis","Rudgea organensis",NA,"P. von Luetzelburg","6487","1915","11",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae"
"22","2020-02-20 14:37:26-03","IAC","IAC","45752","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","N.M. Ivanauskas et al.","5187","2005","02","14",NA,"Brasil","São Paulo","Natividade da Serra","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Base Vargem Grande, trilha do Corcovado","-45.4419","-23.3756",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2005","-45.4419","-23.3756","02",NA,NA,"14",NA,NA,NA,NA
"23","2019-06-24 08:11:42-03","IAC","IAC","5323","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","A.C. Smith","63","1939","09","01",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto)","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,"M. Gomes","1997","-45.0711","-23.4339","04",NA,NA,"25",NA,NA,NA,NA
"24","2020-07-23 12:21:22-03","CEPLAC","CEPEC","148348","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis",NA,"C.P. Bruniera","698",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"C.P. Bruniera",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"25","2021-02-23 13:23:08-03","MN","R-TIPOS","10443","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll. Arg.","Glaziou, A.F.M.","6040","1872","10","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,"R000010443","R000010443_001",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"Isotypus",NA,NA,NA
"26","2021-03-04 15:46:11-03","IF","SPSF","06153","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll Arg.","A.Custodio Filho & A.C.Dias","274","1980","07","10","América do Sul","Brasil","SP","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 5m altura; flores brancas.;",NA,NA,NA,NA,"D.Zappi","2000",NA,NA,"01","38855","auto","30",NA,NA,NA,"Magnoliopsida"
"27","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Glaziou, AFM","6040",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Prope Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Glaziou, AFM","604",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:18:36-03","IBt","SP","426977","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Pelissari, G; Zanuto, ARA; Silva, AH; Almeida Scabbia, RJ","80","2008","06","19",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, trilha no final da Rua Gago Coutinho","-46.347014","-23.753575",NA,NA,NA,NA,NA,NA,"Pelissari, G","2008","-46.347014","-23.753575","09",NA,NA,"29",NA,NA,NA,NA
"30","2019-11-21 10:18:36-03","IBt","SP","429386","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Santos, A; Almeida Scabbia, RJ; Yang, AMK; Costa, PO","66","2008","09","11",NA,"Brasil","São Paulo","Santo André","Parque Andreense, Rua Pombo Correio","-46.4345","-23.780386",NA,NA,NA,NA,NA,NA,"Pelissari, G","2008","-46.4345","-23.780386","10",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 09:30:07-03","IBt","SP","168228","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Custodio Filho, A; et al.","274","1980","07","07",NA,"Brasil","São Paulo","Cunha","Reserva Florestal","-44.933333","-23.25",NA,NA,NA,NA,"1200","1200","Zappi, DC","2000","-44.933333","-23.25","01",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 10:18:36-03","IBt","SP","266799","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Sylvestre, L; et al.","363","1990","10","26",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Caminho para os Pirineus","-42.05","-22",NA,NA,NA,NA,"1100","1100",NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 10:18:36-03","IBt","SP","358230","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Fiaschi, P; Lobão, A","542","2001","01","28",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, trilha para o Salto Grande, beirando o Rio Paraibuna","-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"Zappi, DC","2007",NA,NA,NA,"27362","auto",NA,NA,NA,NA,NA
"34","2020-11-19 09:30:07-03","IBt","SP","44077","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll.Arg.","Smith, C","s.n.","1939","09","01",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Zappi, DC","2001",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"35","2014-09-23 10:59:34-03","G","G","G00436665","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nobilis","Rudgea nobilis","Müll. Arg.","Glaziou, A. F. M.","6040",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436665",NA,NA,NA,"Zappi, D.C.","2007","-42.9125","-22.48222222","01",NA,NA,"01","ISOLECTOTYPUS of Rudgea nobilis Müll. Arg.",NA,NA,NA
