"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","identifiedBy","recordedBy","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","533468","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1999","01","21","Brazil","Rio Grande do Sul","Caxias do Sul","N. Sra. Caravagio.","-51.1792","-29.1683",NA,NA,"NY00533468","NY00533468_01","Magnoliophyta","Rosales","S. F. Smith","A. Kegler","118","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733149' target='other'> <mi>dwc_moreinfo</mi></a>","780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1017190","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1814",NA,NA,"Brazil","Goiás",NA,"Gouania.",NA,NA,NA,NA,"NY01017190","NY01017190_01","Magnoliophyta","Rosales","O. Kosovsky","J. Bowie","38","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:31-03","UNESP-IBB","BOTU","26166","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1993","03","29","Brasil","São Paulo","Piracicaba",NA,NA,NA,"9999","9999","BOTU026166",NA,NA,NA,"Capellari Jr., L.","Barreto, K.D.","171",NA,NA,"Mata mesófila semidecídua; nome vulgar - jacaré; trepadeira, borda da mata, flor creme, fruto ausente.",NA,NA,"1993","04","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:31-03","UNESP-IBB","BOTU","18640","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","urticifolia","Gouania urticifolia","Reissek","1992","06","28","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","BOTU018640",NA,NA,NA,NA,"Ribeiro, D.G.","75",NA,NA,"arbusto de 2m; frutos verde-amarronzados; folhas com a face abaxial esbranquiçada.; mata secundária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:11:00-03","UTFPR","DVPR","550","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","2002","06","13","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,"DVPR000550","DVPR000550","Magnoliophyta",NA,"Dias, MC","Dias, MC; Ronque, CW","48",NA,NA,"Trepadeira, com gavinhas, frutos imaturos verdes.; Borda da mata, 140 m do rio Tibagi.",NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:27-03","EAO","IAN","60685","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1947","02","16","Argentina","Gob. Misiones","Candelaria","Santa Ana",NA,NA,NA,NA,"IAN060685","IAN060685 IAN060685_e IAN060685_f","Dicotiledônea",NA,NA,"Schwindt, E","150","Southern America",NA,NA,"216","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:47:27-03","EAO","IAN","147280","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1974","02","12","Brasil","Pará",NA,"1-10km upriver (SE) from village of Pratatí. Dense inundated vegetation of trees and vines along edge of river at flood level.","-57.833333","-8","-57.833333","-8","IAN147280",NA,"Dicotiledônea",NA,"Kallunki, JA","Anderson, WR","10869","Southern America",NA,"Vine with tendril; flowers yellowish; fruit green.","300","300","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:27-03","EAO","IAN","25542","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.",NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,"IAN025542",NA,"Dicotiledônea",NA,NA,"Tweedie","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:27-03","EAO","IAN","59237","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1950","06","21","Brasil","Rio Grande do Sul",NA,"Próximo de Caxias. Piaí.",NA,NA,NA,NA,"IAN059237",NA,"Dicotiledônea",NA,NA,"Rambo, B","47177","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:27-03","EAO","IAN","87345","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1951","03","26","Brasil","Rio Grande do Sul","Porto Alegre","Vila Manresa.","-51.2299995422363","-30.0331001281738",NA,NA,"IAN087345",NA,"Dicotiledônea",NA,NA,"Rambo, B","50251","Southern America",NA,"In silva primaeva alte scandens.",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:27-03","EAO","IAN","6047","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","urticifolia","Gouania urticifolia","Reissek",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN006047",NA,"Dicotiledônea",NA,NA,"Sellow, F","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-27 11:22:06-03","PUCPR","HUCP","25359","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","2015","08","05","Brasil","Parana","Nova Tebas","Estação Ecológica Municipal Reinaldo Petrechen","-51.9555","-24.3719","-51.9555","-24.3719","HUCP00025359","HUCP00025359","Eudicotiledonea",NA,"E. Barboza; Cordeiro, J.","Caxambu, MG; E.L. Siqueira; Chagas, M.P.; Miranda, Y.C.","6680",NA,NA,"Trepadeira com gavinhas, heliófita. Frutos imaturos verdes. Orla da floresta. Relevo: ondulado.","606","606","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:43-03","PUCPR","HUCP","19416","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","2008","03","12","Brasil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista","-54.5881004333496","-25.5478000640869",NA,NA,"HUCP00017404","HUCP00017404","Eudicotiledonea",NA,NA,"Bolson, M","198",NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:43-03","PUCPR","HUCP","13769","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1997","03","22","Brasil","Paraná","Jataizinho","Rio Tibagi, Porto do Baianinho.","-50.9799995422363","-23.2541999816895",NA,NA,"HUCP00017661","HUCP00017661","Eudicotiledonea",NA,"Hatschbach, GG","Silva, JM; Ziller, S","1883",NA,NA,NA,NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:25:43-03","PUCPR","HUCP","19397","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","2008","03","12","Brasil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"Bolson, M","198",NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556607","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1937","01","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1556607","NL-U1556607",NA,"Rosales","Lima R","Tessmann G",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","04","01",NA,NA,"Magnoliopsidae","U 0081434",NA,NA,NA,NA,NA
"27","2020-02-08 10:25:54-03","NBC","NL-BOTANY","L.2331922","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1956","02","05","Brazil","Santa Catarina",NA,"Brasil, Santa Catarina, Ibirama",NA,NA,NA,NA,"NL-L2331922","NL-L2331922",NA,"Rosales","Johnston MC","Reitz R; Klein RM",NA,"Southern America",NA,"Capoeira<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2331922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0484903",NA,NA,NA,NA,NA
"28","2020-02-08 10:25:54-03","NBC","NL-BOTANY","L.4197897","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1983","02","01","Paraguay",NA,NA,"Paraguay-alto Parana: Puerto Stroessner.","-54.75","-25.583333","-54.75","-25.583333","NL-L4197897","NL-L4197897",NA,"Rosales",NA,"Stutz de Ortega LC",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4197897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:25:54-03","NBC","NL-BOTANY","L.4206517","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","2008","06","30","Uruguay",NA,NA,"RS-Mun. Marcelino Ramos-Estreito Rio Uruguai.",NA,NA,NA,NA,"NL-L4206517","NL-L4206517",NA,"Rosales",NA,"Butzke A; et al.",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1555814","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1993","09","06","Argentina",NA,NA,"Corrientes. Dep. Santo. Tome. Elec. Garruchos, destacamento de Prefectura a orillas del rio Uruguay. Borde de selva marginal.",NA,NA,NA,NA,"NL-U1555814","NL-U1555814",NA,"Rosales",NA,"Arbo MM; Ferrucci MS; Solís Neffa VG; Blanco S",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1555814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556603","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1966","03","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1556603","NL-U1556603",NA,"Rosales","Lima R","Lindeman JC; Haas JH de",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","04","01",NA,NA,"Magnoliopsidae","U 0081462",NA,NA,NA,NA,NA
"32","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556604","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1949","05","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1556604","NL-U1556604",NA,"Rosales","Lima R","Duarte AP; Pereira E",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","04","01",NA,NA,"Magnoliopsidae","U 0081431",NA,NA,NA,NA,NA
"33","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556605","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1874","02","08","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"NL-U1556605","NL-U1556605",NA,"Rosales","Lima R","Regnell AF",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","04","01",NA,NA,"Magnoliopsidae","U 0081432",NA,NA,NA,NA,NA
"34","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556606","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1966","06","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1556606","NL-U1556606",NA,"Rosales","Lima R","Lindeman JC; Haas JH de",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","04","01",NA,NA,"Magnoliopsidae","U 0081433",NA,NA,NA,NA,NA
"35","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556608","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","urticifolia","Gouania urticifolia","Reissek","1930","03","21","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822","NL-U1556608","NL-U1556608",NA,"Rosales","Standley PC","Mexia YEJ",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0081435",NA,NA,NA,NA,NA
"36","2020-02-08 10:25:54-03","NBC","NL-BOTANY","U.1556609","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","urticifolia","Gouania urticifolia","Reissek","1931","04","02","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"NL-U1556609","NL-U1556609",NA,"Rosales","Standley PC","Mexia YEJ",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0081436",NA,NA,NA,NA,NA
"37","2020-11-04 11:17:56-03","ESALQ","ESA","36789","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia",NA,"1995","12","26","Brasil","Rio Grande do Sul","Concórdia",NA,NA,NA,NA,NA,"ESA036789","ESA036789","Magnoliophyta",NA,NA,"Jarenkow, J.A.","2945.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:17:56-03","ESALQ","ESA","100600","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia",NA,"2004","08","27","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA100600","ESA100600","Magnoliophyta",NA,"Carneiro, J.S.","Carneiro, J.S.","274.0",NA,NA,NA,NA,NA,"2004",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:17:56-03","ESALQ","ESA","10353","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia",NA,"1993","03","29","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA010353","ESA010353","Magnoliophyta",NA,NA,"Barreto, K.D. et al.","171.0",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:17:56-03","ESALQ","ESA","10354","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia",NA,"1993","04","14","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA010354","ESA010354","Magnoliophyta",NA,NA,"Barreto, K.D. et al.","259.0",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-12-28 21:25:03-03","FPS","FPS","2825","MachineObservation","Plantae","Rhamnaceae","Gouania","cf. ulmifolia","Gouania cf. ulmifolia","Hook. & Arn..","2017","04","22","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea após a estação de trem.","-49.286831","-26.355205","-49.286831","-26.355205","FPS02825,MBM423661,FURB55551","FPS02825_v01 FPS02825_v02 FPS02825_v03 FPS02825_v04 FPS02825_v05 FPS02825_v06 FURB55551",NA,NA,"Molz, M.","Schwirkowski, P.","2253",NA,NA,NA,NA,NA,"2019","12","26",NA,NA,NA,"FURB 55551, MBM 423661","voucher",NA,NA,NA,NA
"42","2019-02-15 11:49:10-02","IPA","IPA","88194","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1992","04","09","Brasil","São Paulo","Campinas","Mata de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"IPA0088194",NA,"Plantae",NA,NA,"Ferreira, H.; et al.; et al.","26119","Southern America",NA,"Trepadeira, borda de mata, flor creme (tende a branca).",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-07-26 11:41:07-03","IPA","IPA","42094","S","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1933","02","28","Brasil","São Paulo","São Paulo","Capital, Cidade Jardim.","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0042094",NA,"Plantae",NA,"Lima, R.","Hoehne, W.","s.n.","Southern America",NA,NA,NA,NA,"1999","01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:49:10-02","IPA","IPA","42120","S","Plantae","Rhamnaceae","Gouania","urticifolia","Gouania urticifolia","Reisseck","1962","03","28","Brasil","São Paulo","São Carlos","Distrito Santa Eudoxia. Perto do Rio mogi-Guaçu. Cerrado fechado. Solo arenoso.","-47.8899993896484","-22.0100002288818",NA,NA,"IPA0042120",NA,"Plantae",NA,NA,"Labouriau, M.","47","Southern America",NA,"Hábito: trepadeira. Flor: corola e estames brancos.",NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:04-03","IAP","PACA-AGP","53499","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1953","01","10","Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,"PACA053499",NA,"Magnoliophyta","Rhamnales","Emrich-Rambo","Rambo, B.",NA,NA,NA,"Habitat: In silva primaeva Fenofase: flor",NA,NA,"1954","09","11","47841","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:32:04-03","IAP","PACA-AGP","102714","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1999","02","23","Brasil","PR","Ventania","sítio Santa Laura, ao lado da embratel","-50.2428016662598","-24.2458000183105",NA,NA,"PACA102714",NA,"Magnoliophyta","Rhamnales","D. A. Estevan","O. C. Pavão",NA,NA,NA,"Cipó; frutos imaturos verdes. Habitat: Borda de mata no pasto",NA,NA,"2004",NA,NA,"32424","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:32:04-03","IAP","PACA-AGP","94556","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","ulmifolia","Gouania ulmifolia","Hook. & Arn.","1992","09","07","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,"PACA094556",NA,"Magnoliophyta","Rhamnales","N. R. Bastos","Mauhs, J.","142",NA,NA,"HASU 6223.&nf;Quadro 4. Habitat: Interior de mata primária (?).",NA,NA,"1994",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
