"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","sex","class","typeStatus","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"18","2016-09-29 21:07:00-03","NY","NYBG","00858126","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,NA,NA,NA,NA,"J. A. Ratter","1980","08","17","Brazil","Minas Gerais",NA,"Near Unaí.","-46.82","-16.4",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858126","NY00858126_01","R.4365","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 10:29:00-03","NY","NYBG","632186","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"A. O. S. Vieira",NA,NA,NA,"E. M. Francisco","2001","03","27","Brazil","Paraná","Sertanópolis","Sitio Dois Irmaos","-51.0364","-23.0586",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632186","NY00632186_01",NA,"Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","448685","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","N. Laroda",NA,NA,NA,"G. Gardner","1838","08",NA,"Brazil","Ceará",NA,"Prop. Prov. Ceara",NA,NA,NA,NA,NA,NA,"Comm. Am. Shuttleworth 1840 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448685","NY00448685_01","1780","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 10:29:00-03","NY","NYBG","448707","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"N. Laroda",NA,NA,NA,"R. Reitz","1956","02","03","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448707","NY00448707_01","2604","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 10:29:00-03","NY","NYBG","448694","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"N. Laroda",NA,NA,NA,"J. C. Lindeman","1966","03","30","Brazil","Paraná","Terra Boa","Forest remnant near Boa Esperança, S of Rio Ivaí, ca. 30 km E of Cianorte","-52.4442","-23.7683",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448694","NY00448694_01","825","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","448710","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","N. Laroda",NA,NA,NA,"J. E. Leite","1941","01",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448710","NY00448710_01","278","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-02-24 11:31:00-03","NY","NYBG","02398722","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,NA,NA,NA,NA,"E. M. Zardini","2003","07","17","Paraguay","Alto Paraná",NA,"Itaipu Binacional Paraguay-Brazil: Tati Yupi Biological Refuge.","-54.6236","-25.3558",NA,NA,"220",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2606502' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398722","NY02398722_01","60071","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02398720","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.",NA,NA,NA,NA,"A. F. M. Glaziou","1884","11","10","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2606327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398720","NY02398720_01","14144","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 10:29:00-03","NY","NYBG","448681","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"N. Laroda",NA,NA,NA,"J. C. Lindeman","1967","07","19","Brazil","Pernambuco","Taquaritinga do Norte","Above Taquaritinga, W of Recife.","-36.0442","-7.9033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448681","NY00448681_01","6169","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 10:29:00-03","NY","NYBG","448603","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"S. F. de Andrade",NA,NA,NA,"L. R. M. Souza","1998","03","20","Brazil","Paraná","Marilândia do Sul","Marilândia do Sul. Beira da estrada","-51.3078","-23.7447",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448603","NY00448603_01","795","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 01:16:00-03","NY","NYBG","01132162","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"W. Hoehne",NA,NA,NA,"W. Hoehne","1951","06","18","Brazil","São Paulo",NA,"Estrada Limeira-Campinas.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1290913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132162","NY01132162_01","s.n.","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","482677","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","N. Laroda",NA,NA,NA,"H. S. Irwin","1966","06","06","Brazil","Mato Grosso",NA,"Ca. 60 km N of Xavantina",NA,NA,NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482677","NY00482677_01","16668","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","448609","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","N. Laroda",NA,NA,NA,"G. G. Hatschbach","1966","06","21","Brazil","Paraná","Alto Paraná","Alto Parana: Rod. do Cafe","-52.3189","-23.1292",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448609","NY00448609_01","14424","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 10:29:00-03","NY","NYBG","448699","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,NA,NA,NA,NA,"A. Gehrt","1936","05","26","Brazil","São Paulo","Itapira","Itapira","-46.809771","-22.434053",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448699","NY00448699_01","s.n.","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","448690","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma blancheti","I.M.Johnst.",NA,NA,NA,NA,"P. K. H. Dusén","1910","07","03","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448690","NY00448690_01","10024","Magnoliophyta","Boraginales","South America","sheet","blancheti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-29 10:29:00-03","NY","NYBG","448714","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"N. Laroda",NA,NA,NA,"R. P. Belém","1966","05","27","Brazil","Bahia","Jussari","Plantaçao de cacau","-39.4953","-15.1917",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448714","NY00448714_01","2308","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 01:10:00-03","NY","NYBG","01131901","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,NA,NA,NA,NA,"B. D. Sucre","1973","03","19","Brazil","Rio de Janeiro",NA,"Vertente sul da serra das Piabas.",NA,NA,NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281807' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131901","NY01131901_01","9909","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 10:29:00-03","NY","NYBG","501416","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"S. F. de Andrade",NA,NA,NA,"E. M. Francisco","2000","05","18","Brazil","Paraná","Tamarana","Cidade: Tamarana","-51.0969","-23.7233",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501416","NY00501416_01",NA,"Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","448716","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","D. Boshier",NA,NA,NA,"L. A. Mattos Silva","1979","04","03","Brazil","Bahia","Santa Cruz Cabrália","Estaçao Ecológica do Pau-Brasil, cerca de 16 km a W de Porto Seguro. Parcela n. 03 do arboreto, instalada em jun 72. Folha SE-24 (16-39c)","-39.1815805","-16.3721094",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448716","NY00448716_01","325","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 21:07:00-03","NY","NYBG","00858121","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"N. Taroda",NA,NA,NA,"J. M. Pires","1964","06","07","Brazil","Goiás",NA,"Entre Morrinhos e Itumbiára.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858121","NY00858121_01","57902","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","448702","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","J. A. Kallunki",NA,NA,NA,"L. Riedel","1832","03",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pr Rio Jan","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448702","NY00448702_01","572","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02398721","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.",NA,NA,NA,NA,"B. Rambo","1949","03","09","Brazil","Rio Grande do Sul",NA,"Sapucaia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2606341' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398721","NY02398721_01","40442","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","448718","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","E. F. Guimarães",NA,NA,NA,"S. A. Mori","1978","03","05","Brazil","Bahia","Poçoes","Km 10 da estrada que liga Poçoes (BR-116) ao povoado de Bom Jesus da Serra (ao W de Poçoes)","-40.3653","-14.5297",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448718","NY00448718_01","9511","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02147971","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.",NA,NA,NA,NA,"A. Kegler","1999","03","22","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Cristina.","-51.167635","-29.308783",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2297847' target='other'> <mi>dwc_moreinfo</mi></a>","NY02147971","NY02147971_01","232","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 10:29:00-03","NY","NYBG","448697","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"H. de F. Leitão Filho",NA,NA,NA,"F. R. Martins","1979","05","01","Brazil","São Paulo","Pirassununga","Estrada do Mamonal","-47.4197","-21.99",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448697","NY00448697_01","10064","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","448604","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","N. Laroda",NA,NA,NA,"R. P. Belém","1966","05","27","Brazil","Bahia","Jussari","Plantaçao de Cacau","-39.4953","-15.1917",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448604","NY00448604_01","2304","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02398723","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.",NA,NA,NA,NA,"J. C. Lindeman","1967","06","21","Brazil","Paraná",NA,"Across the Rio Parana from Brazilian Pôrto Mendes",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2606503' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398723","NY02398723_01","5483","Magnoliophyta","Boraginales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
