"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"14","2020-12-21 16:12:28-03","MBM","MBM","297255","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Souza, V.C.; et al.; et al.","25439","2001","07","08","Southern America","Brazil","Minas Gerais","Diamantina",NA,NA,"MBM297255",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Konno, T.",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:12:28-03","MBM","MBM","254418","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Mello-Silva, R.; et al.; et al.","1742","2000","01","29","Southern America","Brazil","Minas Gerais","Cachoeira dos Cristais",NA,NA,"MBM254418",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A.",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:12:28-03","MBM","MBM","243717","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Furlan, A.; et al.; et al.","3354","1982","04","11","Southern America","Brazil","Minas Gerais","Estrada para São João da Chapada",NA,NA,"MBM243717",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A.",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-11 15:59:07-03","UESC","UESC","13691","S","Plantae","Angiospermae","Florideophycidae","Asclepiadaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Konno & Rapini",NA,"Rapini, A.","1308","2006","09",NA,NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto rupícula","UESC0013691",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"18","2015-03-10 10:49:59-03","MNHN","RECOLNAT_MNHN_P","P00753691","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Duarte, A.P.",NA,"1966","3","25",NA,"Brésil",NA,"Minas Gerais, Diamantina, Rio dos Cristais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753691' target='other'> <mi>dwc_moreinfo</mi></a>","P00753691","P00753691_01",NA,NA,NA,"Rapini",NA,NA,NA,NA,NA,NA,NA,NA,"9707",NA,NA,NA
"19","2016-10-17 11:45:26-02","MNHN","RECOLNAT_MNHN_P","P01167573","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A.|Conceição|Andrade|Andrade, M.J.G.& M.I.",NA,"2003","9","13",NA,"Brésil","Minas Gerais","Minas Gerais, Diamantina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167573' target='other'> <mi>dwc_moreinfo</mi></a>","P01167573","P01167573_01",NA,NA,NA,"Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,"1118",NA,NA,NA
"20","2020-12-11 11:31:45-03","UFMG","BHCB","61064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae",NA,NA,"Mello-Silva, R de; Forzza, RC","1742","2000","01","29","Southern America","Brasil","Minas Gerais","Biribiri, Cachoeira dos Cristais.",NA,"Grande touceira. Flores creme. Frutos imaturos verdes. Látex branco-azulado.; Entre rochas.",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:31:45-03","UFMG","BHCB","52305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae",NA,NA,"Sano, PT; Lima, LR; Roque, N; Forzza, RC; Marcato, AC","753","1997","12","10","Southern America","Brasil","Minas Gerais","Estrada Guinda - São João da Chapada, 9km da rodovia Gouveia - Diamantina.",NA,"Arbuto muito ramificado e muito latescente. Flores creme com ápice amarelo no botão. Corona alva. Frutos imaturos verdes, maduros atrovináceos.; Campo com afloramentos rochosos.",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2012-02-07 05:09:00-02","MO","MOBOT","1179182","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete",NA,"Antonio Furlan|et al.","Furlan CFCR-3354","1982","4","11","South America","Brazil","Minas Gerais","Mpio. Diamantina, Estrada para Säo Joäo da Chapada, a 14 km do asfalto",NA,NA,NA,NA,NA,"-43.71666","-18.15","J. Fontella P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-06-17 15:03:00-03","MO","MOBOT","1179201","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P. Konno & Rapini",NA,"Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Hatschbach 36496","1975","2","25","South America","Brazil","Minas Gerais","Biri-Biri",NA,NA,NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","W.D. Stevens",NA,NA,"101169","auto",NA,NA,NA,NA,NA,"1",NA,NA
"24","2010-06-17 14:38:00-03","MO","MOBOT","1179174","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P. Konno & Rapini","Isotype","Apparicio P. Duarte","Duarte 9707","1966","3","25","South America","Brazil","Minas Gerais","Rio dos Cristais, Diamantina",NA,NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2011-12-23 04:58:00-02","MO","MOBOT","2824335","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P. Konno & Rapini",NA,"Renato de Mello-Silva|Rafaela C. Forzza","Mello-Silva 1742","2000","1","29","South America","Brazil","Minas Gerais","Diamantina; Biribiri, Cachoeira dos Cristais.",NA,NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2010-06-17 15:09:00-03","MO","MOBOT","2824515","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P. Konno & Rapini",NA,"M.A. Farinaccio|Renato de Mello-Silva|José R. Pirani|P.D. de Oliveira|J. Lovo|D.Y.A.C. dos","Farinaccio 677","2004","3","29","South America","Brazil","Minas Gerais","Diamantina; estrada para Birbiri, 10km da rodovia Diamantina-Couto de Magalhães de minas (BR 367). Campo limpo, brejo e pequenos afloramentos rochosos.",NA,NA,NA,NA,NA,"-43.6169445","-18.1580556","W.D. Stevens","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"27","2020-08-31 08:52:20-03","INPA","INPA","87992","S","Plantae","Dicotyledon","Gentianales","Asclepiadaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete",NA,"Hatschbach, GG","36496","1975","02","25","Southern America","Brasil","Minas Gerais","Biri-Biri.",NA,NA,"INPA0087992","INPA0087992 INPA0087992_e INPA0087992_e1","Diamantina","-43.6002998352051","-18.2493991851807","Fontella, J",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","40716",NA,"Plantae",NA,NA,"Acanthaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete","ISOTIPO","A.P. Duarte","9707","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais",NA,NA,"MBML040716","MBML040716","Diamantina","-43.6002998352051","-18.2493991851807","J.P.Fontella & N.F.da S.Marquete/VI-1975",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-15 15:28:26-03","UNESP-RC","HRCB","43054","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Farinaccio, M.A.","677","2004","03","29",NA,"Brasil","Minas Gerais",NA,NA,"Erva prostrada, folhas reflexas, latescente. Flores alvas a cremes. Frutos amarelo-esverdeados",NA,NA,"Diamantina","-43.616944","-18.158056","Farinaccio, M.A.","1000","1000",NA,NA,"2004","05",NA,NA,NA,NA,"43º37'01W","18º09'29S"
"30","2020-09-12 05:00:02-03","US","US","3671985","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete",NA,"A. P. Duarte","9707",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Brasil, Minas Gerais (MG), Diamantina, Rio dos Cristais.",NA,NA,"US03252865","US03252865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"31","2019-11-13 11:14:51-03","USP","SPF","187428","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete","isotype","Duarte, AP","9707","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais.",NA,NA,"SPF00187428",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Anônimo",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:15:13-03","USP","SPF","135738","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A","147","1998","12","23",NA,"Brasil","Minas Gerais","Coroado (Extração), 1 km da Gruta do Salitre. Topo de rocha.",NA,"Subarbusto cespitoso, ca. 30 cm alt., látex leitoso.","SPF00135738",NA,"Diamantina","-43.53","-18.277889","Rapini, A","1200","1200",NA,NA,"2008",NA,NA,NA,NA,NA,"-43.53","-18.277889"
"33","2019-11-13 11:15:13-03","USP","SPF","163694","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Farinaccio, MA","677","2004","03","29",NA,"Brasil","Minas Gerais","Estrada para Biribiri, 10 km da rodovia Diamantina - Couto de Magalhães de Minas (BR 367). Campo limpo, brejo e pequenos afloramentos rochosos.",NA,"Erva prostrada, folhas reflexas, latescente. Flores alvas a cremes. Frutos amarelo-esverdeados.","SPF00163694",NA,"Diamantina","-43.616944","-18.158056","Rapini, A","1000","1000",NA,NA,"2008",NA,NA,NA,NA,NA,"-43.616944","-18.158056"
"34","2019-11-13 11:15:13-03","USP","SPF","164647","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Souza, VC","25439","2001","07","08",NA,"Brasil","Minas Gerais","Estrada entre Diamantina e Conselheiro Mata, 22 km da Estrada Diamantina - Gouveia. Afloramento rochoso (paredão) com campo arenoso adjacente.",NA,"Erva; flores creme.","SPF00164647",NA,"Diamantina","-43.842778","-18.295278","Rapini, A","1180","1180",NA,NA,"2008",NA,NA,NA,NA,NA,"-43.842778","-18.295278"
"35","2019-11-13 11:15:13-03","USP","SPF","23560","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Furlan, A","CFCR3354","1982","04","11",NA,"Brasil","Minas Gerais","Estrada para São João da Chapada, a 14 km do asfalto.",NA,"Subarbusto, sobre pedreas, com látex alvo. Flores alvas.","SPF00023560",NA,"Diamantina","-43.716667","-18.15","Rapini, A","3346","3346",NA,NA,"2008",NA,NA,NA,NA,NA,"-43.716667","-18.15"
"36","2019-11-13 11:15:13-03","USP","SPF","19386","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Hatschbach, G","34496","1975","02","25",NA,"Brasil","Minas Gerais","Biribiri. Afloramentos de arenito, insolarados.",NA,"Planta ramosa, 35 cm, lacticifera, flora alva.","SPF00019386",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A",NA,NA,"101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:15:13-03","USP","SPF","140676","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Mello-Silva, R","1742","2000","01","29",NA,"Brasil","Minas Gerais","Biribiri, Cachoeira dos Cristais.",NA,"Grande touceira entre rochas. Flores creme. Frutos imaturos verdes. Látex branco-azulado.","SPF00140676",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A",NA,NA,"101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:15:13-03","USP","SPF","125863","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Forzza, RC","520","1997","12","08",NA,"Brasil","Minas Gerais","Estrada Diamantina-Biribiri.",NA,"Subarbusto, com ca. de 1 m de alt., entre rochas. Látex leitoso. Flores creme.","SPF00125863",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A",NA,NA,"101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:15:13-03","USP","SPF","128033","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Sano, PT","753","1997","12","10",NA,"Brasil","Minas Gerais","Estrada Guinda-São João da Chapada, 9 km da rod. Gouveia-Diamantina. Campo com afloramentos rochosos.",NA,"Arbusto muito ramificado e muito latescente. Flores creme com ápice amarelo no botão. Corona alva. Frutos imaturos verdes, maduros atrovináceos.","SPF00128033",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A",NA,NA,"101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:15:13-03","USP","SPF","131319","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Forzza, RC","668","1998","12","28",NA,"Brasil","Minas Gerais","Estrada para Biribiri, próximo ao Córrego Sentinela.",NA,"Arbusto entre rochas. Látex leitoso passando a azulado. Flores alvas.","SPF00131319",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A",NA,NA,"101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:15:13-03","USP","SPF","124434","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A","379","1997","10","02",NA,"Brasil","Minas Gerais","Serra dos Cristais, Distrito de Biribri.",NA,"Touceira ca. 30 cm alt., sobre rocha. Flores alvas e frutos secos.","SPF00124434",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Rapini, A","1050","1050","101169","auto","2008",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:13:13-03","UEFS","HUEFS","144283","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete",NA,"Duarte, A.P.","9707","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais.",NA,NA,"HUEFS0144283","HUEFS0144283","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"43","2019-10-07 09:13:37-03","UEFS","HUEFS","119721","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","221","2007","02","13",NA,"Brasil","Minas Gerais","Estrada para Conselheiro Mata, 22 Km após a entrada desta estrada na BR 259.",NA,"Campo rupestre, solo areno-pedregoso.","HUEFS0119721","HUEFS0119721","Diamantina","-43.837778","-18.295833",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,"43W50'16''","18S17'45''"
"44","2019-10-07 09:13:37-03","UEFS","HUEFS","162814","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","322","2008","02","07",NA,"Brasil","Minas Gerais","Cachoeira dos Cristais.",NA,"Campo rupestre.","HUEFS0162814","HUEFS0162814","Diamantina","-43.601111","-18.158611","A.Rapini","1070","1070",NA,NA,"2010","11",NA,"Asteranae",NA,NA,"43W36'4''","18S9'31''"
"45","2019-10-07 09:13:37-03","UEFS","HUEFS","162821","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","329","2008","02","08",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata.",NA,"Campo rupestre.","HUEFS0162821","HUEFS0162821","Diamantina","-43.853056","-18.310278","A.Rapini","1390","1390",NA,NA,"2010","11",NA,"Asteranae",NA,NA,"43W51'11''","18S18'37''"
"46","2019-10-07 09:13:37-03","UEFS","HUEFS","162871","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","379","2008","05","05",NA,"Brasil","Minas Gerais","Leste de Diamantina, estrada para o povoado de Boa Vista, após o povoado de Extração.",NA,"Campo rupestre.","HUEFS0162871","HUEFS0162871","Diamantina","-43.501389","-18.261944","A.Rapini","1070","1070",NA,NA,"2010","11",NA,"Asteranae",NA,NA,"43W30'5''","18S15'43''"
"47","2019-10-07 09:13:37-03","UEFS","HUEFS","175675","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A.","1935","2011","01","14",NA,"Brasil","Minas Gerais","Estrada para Biribiri, próximo à Cachoeira da Sentinela",NA,NA,"HUEFS0175675","HUEFS0175675","Diamantina","-43.616667","-18.166667","A.Rapini","1200","1200",NA,NA,"2011","08",NA,"Asteranae",NA,NA,"43W37'","18S10'"
