"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","439534","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","R. M. Harley","1974","01","23","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439534","Magnoliophyta","Santalales","A.DC.","15436",NA,"Middle slopes of the Pico das Almas, ca. 25 km W.N.W. of the town of Rio de Contas","-41.92","-13.53","NY00439534_01",NA,"1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01021526","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","W. R. Anderson","1973","05","16","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021526","Magnoliophyta","Santalales","A.DC.","10445","Cocalzinho de Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.80861","-15.7880556","NY01021526_01","J. A. Kallunki","1230","1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01021527","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","W. R. Anderson","1972","02","12","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021527","Magnoliophyta","Santalales","A.DC.","35872",NA,"Serra do Espinhaço, eastern slopes of Pico do Itambé","-43.392","-18.43185","NY01021527_01","J. A. Kallunki","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01021523","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1970","03","18","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102141' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021523","Magnoliophyta","Santalales","A.DC.","27868","Diamantina","Serra do Espinhaço, Ca. 18 km E. of Diamantina","-43.5367","-18.1838","NY01021523_01","J. A. Kallunki","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01021531","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","B. Maguire","1960","08","17","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102326' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021531","Magnoliophyta","Santalales","A.DC.","49254",NA,"Slopes and summit of Serra Grao Mogul.",NA,NA,"NY01021531_01","J. A. Kallunki","900","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01021520","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1969","03","19","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102130' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021520","Magnoliophyta","Santalales","A.DC.","24645","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km south of Alto Paraíso, road to São João de Aliança","-47.52","-14.28","NY01021520_01","J. A. Kallunki","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01021529","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","J. R. Pirani","1985","11","23","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102311' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021529","Magnoliophyta","Santalales","A.DC.","CFCR8662","Diamantina","Diamantina. Estrada para São João da Chapada.","-43.6003","-18.2494","NY01021529_01","J. R. Pirani","1180","1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01021519","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1969","01","19","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102129' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021519","Magnoliophyta","Santalales","A.DC.","22240",NA,"Ca. 16km SW of Diamantina. Serra do Espinhaço.","-43.7","-18.33","NY01021519_01","J. A. Kallunki","1370","1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00439537","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1969","01","21","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439537","Magnoliophyta","Santalales","A.DC.","22357",NA,"Ca. 20 km S.W. of Diamantina",NA,NA,"NY00439537_01","J. A. Kallunki","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","685050","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","R. M. Harley","1992","03","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685050","Magnoliophyta","Santalales","A.DC.","52584","Abaíra","Encosta da Serra do Rei","-41.9","-13.28","NY00685050_01","A. Furlan","1600","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01021518","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1968","02","18","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102127' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021518","Magnoliophyta","Santalales","A.DC.","20452",NA,"Serra do Cipó, ca. km. 112 (ca. 135km N. of Belo Horizonte).","-43.4","-18.95","NY01021518_01","J. A. Kallunki","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","439536","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","A. F. M. Glaziou","1889","04","19","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439536","Magnoliophyta","Santalales","A.DC.","17751","Moji das Cruzes","Mogi das Cruzes","-46.1883010864258","-23.5228004455566","NY00439536_01",NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01021525","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1971","03","19","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021525","Magnoliophyta","Santalales","A.DC.","32198a","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","NY01021525_01","J. A. Kallunki","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01021516","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1964","08","16","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021516","Magnoliophyta","Santalales","A.DC.","5185","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","NY01021516_01","J. A. Kallunki","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01021530","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","N. L. de Menezes","1986","01","29","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021530","Magnoliophyta","Santalales","A.DC.","CFCR9467","Diamantina","Estrada para São João da Chapada.","-43.6003","-18.2494","NY01021530_01","J. R. Pirani","1180","1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01021522","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1970","02","05","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021522","Magnoliophyta","Santalales","A.DC.","26072","Paracatú","Serra da Anta, summit of chapada, ca. 2 km N. of Paracatú","-46.8727","-17.22555","NY01021522_01","J. A. Kallunki","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00439538","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1972","01","15","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439538","Magnoliophyta","Santalales","A.DC.","34249","Corumbá de Goiás","Serra dos Pireneus, ca. 18 km E. of Pirenópolis","-48.8083","-15.9236","NY00439538_01","J. A. Kallunki","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01021517","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","H. S. Irwin","1968","01","27","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101973' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021517","Magnoliophyta","Santalales","A.DC.","19327","Cocalzinho de Goiás","20 km N.W. of Corumbá de Goiás, near Pico dos Pirineus. Serra dos Pirineus.","-48.95","-15.88","NY01021517_01","J. A. Kallunki","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:30-03","UFRJ","RFA","12726","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","P. Occhioni","1975","06","26",NA,"Brasil","Minas Gerais",NA,NA,"Planta 20 - 30cm - flor esverdeada -","RFA11823",NA,NA,"Mart. ex A. DC.","4960","Minas Gerais","Estrada da Conceição do Cerro, km 110 - 130, Serra do Cipó",NA,NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:54-03","UFRJ","RFA","11844","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","G.G. Hatschbach","1968","10","13",NA,"Brasil","Paraná",NA,NA,"Flor creme","RFA11339",NA,NA,"Mart. ex A. DC.","20060","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,"G.G. Hatschbach",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:48:47-03","EAO","IAN","138011","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","01","31","Southern America","Brasil","Distrito Federal",NA,NA,"Erect, to ca. 1m tall. Flowers yellow-green.","IAN138011","Dicotiledônea",NA,"Mart.","12166",NA,"Cerrado. Chapada da Contagem, ca. 25km N.E. of Brasília.",NA,NA,NA,"Barroso, GM","1100","1100",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:48:47-03","EAO","IAN","138016","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","02","09","Southern America","Brasil","Goiás",NA,NA,"Slender wiry herb to ca. 60cm tall. Flowers brown-orange.","IAN138016","Dicotiledônea",NA,"Mart.","12377",NA,"Wet campo, Chapada dos Veadeiros, ca. 15km W of Veadeiros.",NA,NA,NA,"Barroso, GM","1000","1000",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:48:47-03","EAO","IAN","94626","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Duarte, AP","1952","10","25","Southern America","Brasil","Minas Gerais",NA,NA,"Planta de brejo, ácido.","IAN094626","Dicotiledônea",NA,"Mart.","3586","Carandaí","Santa Cecília. Solo turfoso profundo, associação muito variada.","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:48:47-03","EAO","IAN","63441","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Pires, JM; Black, GA","1951","01","10","Southern America","Brasil","Minas Gerais",NA,NA,NA,"IAN063441","Dicotiledônea",NA,"Mart.","3231","Viçosa",NA,"-42.8819007873535","-20.7539005279541","IAN063441 IAN063441_e",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:47-03","EAO","IAN","63190","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","Pires, JM; Black, GA","1951","01","13","Southern America","Brasil","Minas Gerais",NA,NA,"Parasitando raiz de Vellosia.","IAN063190","Dicotiledônea",NA,"DC.","2733","Serra do Cipó",NA,NA,NA,"IAN063190 IAN063190_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:24:26-03","UFBA","ALCB","122010","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Guedes, ML; Casaes, M","2015","08","20","Southern America","Brasil","Bahia",NA,NA,"Folhas escamiformes, apressas aos ramos. Inflorescência em espigas simples. Flores alvo-amareladas.","ALCB004968","Dicotyledon",NA,"Mart. ex A.DC.","23923","Mucugê","Chapada Diamantina, Caminho para o Córrego Boiadeiro.","-41.366667","-13","ALCB004968","Guedes, ML",NA,NA,NA,NA,"2015","09","-41.366667","-13",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:24:26-03","UFBA","ALCB","97447","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Roque, N; Alves, M; Moura, L; Alunos de Botânica III","2010","10","23","Southern America","Brasil","Bahia",NA,NA,"ca. de 1m altura. Ramos verdes, flores amarelas.",NA,"Dicotyledon",NA,"Mart. ex A.DC.","2959","Mucugê","Chapada Diamantina, Trilha para Cachoeira do Cardoso","-41.3708000183105","-13.0052995681763",NA,"Guedes, ML",NA,NA,"52493","auto","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:28:50-03","NBC","NL-BOTANY","L.1656033","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Hatschbach GG","1968","10","13","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1656033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1656033",NA,"Santalales","Mart. ex A.DC.",NA,NA,"Est Paraná Mun Jaguariaiva Fda. Cajuru.",NA,NA,"NL-L1656033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:28:50-03","NBC","NL-BOTANY","WAG.1324349","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Irwin HS; Grear JW; Souza R; Reis dos Santos R","1966","02","09","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1324349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1324349",NA,"Santalales","Mart. ex A.DC.",NA,NA,"Chapada dos Veadeiros, Estado de Goiás, ca. 15 km W. of Veadeiros.",NA,NA,"NL-WAG1324349",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:28:50-03","NBC","NL-BOTANY","AMD.106907","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","Weevers T","1925","08","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.106907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD106907",NA,"Santalales","A.DC.",NA,NA,"Campos, San Paulo Brasilie.",NA,NA,"NL-AMD106907",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:28:50-03","NBC","NL-BOTANY","L.1655911","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da","1969","01","21","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1655911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1655911",NA,"Santalales","A.DC.",NA,NA,"Estado de Minas Gerais Serra do Espinhaco. Ramose subshrub.",NA,NA,"NL-L1655911",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:28:50-03","NBC","NL-BOTANY","U.1579237","PreservedSpecimen","Plantae","Santalaceae","Thesium","brasiliense","Thesium brasiliense","Kuhlmann M","1939","10","10","Southern America","Brazil","São Paulo",NA,NA,"Campo seco.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1579237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1579237",NA,"Santalales","A.DC.",NA,NA,"Brasil, São Paulo, capital, Parque Jabaquara.","-46.633333","-23.55","NL-U1579237","Gehrt A",NA,NA,NA,NA,NA,NA,"-46.633333","-23.55","Magnoliopsidae","U 0246256",NA,NA,NA,NA
