"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","continentOcean","occurrenceRemarks"
"1","2019-06-27 10:23:49-03","UFES","VIES","24780","S","Plantae","Amaranthaceae","Lecosia","oppositifolia","Lecosia oppositifolia","Pedersen","Pedersen, T.M.","Isotipo","Hatschbach, G.; Cervi, A.C.","51339","1988","08","20","Brasil","Espírito Santo","Conceição do Castelo","Providência.","-41.2439002990723","-20.3682994842529","17824","VIES024780","VIES024780","auto",NA,NA
"2","2020-12-21 16:11:27-03","MBM","MBM","124129","PreservedSpecimen","Plantae","Amaranthaceae","Lecosia","oppositifolia","Lecosia oppositifolia","Pedersen","Pedersen, T.M.","HOLOTYPE","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","51339","1988","08","20","Brazil","Espírito Santo","Conceição do Castelo","Providência","-41.2439002990723","-20.3682994842529","17824","MBM124129","MBM124129","auto","Southern America","Erva alta 70 cm.; Mata pluvial."
