"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"136","2021-04-07 11:48:11-03","UFMS","CGMS","14136","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"E.L. Jacques; A. Sciamarelli; Cavalcante; C.S.C. Arruda; F.G. Kuhn","1337",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"Planta apresenta floração. Botões esverdeados. Ciófita. Ripária.","CGMS1043596","2004","04","16",NA,NA,"Müll.Arg.","Aporé","-51.0891666","-19.3047222",NA,"U.M. Resende","-51,0891666","-19,3047222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:48:11-03","UFMS","CGMS","13842","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Sciamarelli; C.S.C. Arruda; F.G. Kuhn","1641",NA,"Brasil","Mato Grosso do Sul","Fazenda Mimoso.",NA,NA,NA,NA,"Fruto de cor maravilha. Planta mesófita; ripária. Habitat: Borda e interior demata;rara. Habito: Árvore.","CGMS1043293","2004","04","11",NA,NA,"Müll.Arg.","Paraíso","-52.9855555","-19.0544444",NA,"A. Pott","-52,9855555","-19,0544444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-04-07 11:48:11-03","UFMS","CGMS","72054","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"S. Aragaki; D.R. Espírito Santo","1066",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"Fruto verde. Habitat: heliófita. Habito: Arbusto. 2m de altura.","CGMS1104857","2004","04","05",NA,NA,"Müll.Arg.","Mato Grosso do Sul",NA,NA,NA,"S. Aragaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 11:48:11-03","UFMS","CGMS","28255","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"L.C.S. Magalhães; T.S. Yule","297",NA,"Brasil","Mato Grosso do Sul","Assentamento Andalucia.","202","202",NA,NA,"Fruto verde. Habitat: Floresta Estacional Decídua. Habito: Arbusto. 0,80 de altura.","CGMS1057703","2009","02","08",NA,NA,"Müll.Arg.","Nioaque","-55.7513889","-20.7927777",NA,"A.Pott.","-55,7513889","-20,7927777",NA,NA,"2009","09","15",NA,NA,NA,NA
"140","2021-04-07 11:48:12-03","UFMS","CGMS","8862","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"U.M. Resende; V.F. Kinupp","1658",NA,"Brasil","Mato Grosso","Reserva Serra das Araras.",NA,NA,NA,NA,"Frutos imaturos verdes, e maduros vermelhos pilosos. Habitat: Borda da mata ciliar. Heliófito. Habito: Arbusto cespitoso.","CGMS1014452","2002","02","27",NA,NA,"Müll.Arg.","Ponto Estrela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-07 11:48:11-03","UFMS","CGMS","48710","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","420",NA,"Brasil","Mato Grosso do Sul","A caminho da Base de Estudos do Pantanal (BEP - UFMS), no trilho do trem.","115","115",NA,NA,NA,"CGMS1078659","2014","12","11",NA,NA,"Müll.Arg.","Miranda","-56.7644444","-20.0794445",NA,"T.R.F. Sinani","-56,7644444","-20,0794445",NA,NA,"2014","12","11",NA,NA,NA,NA
"142","2021-04-07 11:48:11-03","UFMS","CGMS","48798","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","389",NA,"Brasil","Mato Grosso do Sul","Arredores do Pesqueiro Papi.","113","113",NA,NA,NA,"CGMS1078748","2014","12","11",NA,NA,"Müll.Arg.","Aquidauana","-55.8233334","-20.4611111",NA,"T.R.F. Sinani","-55,8233334","-20,4611111",NA,NA,"2014","12","11",NA,NA,NA,NA
"143","2021-04-07 11:48:11-03","UFMS","CGMS","14991","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","172",NA,"Brasil","Mato Grosso do Sul","Fazenda Fortuna.",NA,NA,NA,NA,"Flor lilás. Fruto lilás. Prostrada. Habitat: Vereda. Relevo plano com drenagem. Habito: Erva.","CGMS1044491","2004","10","29",NA,NA,"Müll.Arg.","Costa Rica","-52.9925","-18.4011111",NA,NA,"-52,9925","-18,4011111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:48:12-03","UFMS","CGMS","72679","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott; V.C. Souza & R. Tsuji","12666",NA,"Brasil","Mato Grosso do Sul","Reserva Ecológica Baía Bonita, Aquário Natural, 6 Km SE de Bonito.","280","280",NA,NA,"Flor branca. Fruto ausente. Habitat: Vegetação secundária de floresta decidual c/ Myracrodroun. Solo argiloso eutrófico. Relevo plano. Frequente. Habito: Arbusto escandente 2,5 m alt.","CGMS1105486","2005","03","09",NA,NA,"Müll.Arg.","Bonito","-56.4386111","-21.1608333",NA,NA,"-56,4386111","-21,1608333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:48:12-03","UFMS","CGMS","8365","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","320",NA,"Brasil","Mato Grosso do Sul","Bairro de Jupiá. Margem direita do Rio Paraná.",NA,NA,NA,NA,"Frutos verdes.","CGMS1014453","1999","04","07",NA,NA,"Müll.Arg.","Três Lagoas","-51.6316667","-20.8788889",NA,NA,"-51,6316667","-20,8788889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:48:11-03","UFMS","CGMS","55104","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott","14809",NA,"Brasil","Mato Grosso do Sul","Acesso à Chácara Mimosa, 1 km E da Rodovia MS-345.","265","265",NA,NA,"Flor branca. Fruto ausente. Flor com odor suave. Habitat: Transição cerradão/floresta decidual. Solo areno-argiloso litólico rico em cálcio. Relevo suave ondulado entre morrotes com quartzo. Frequente. Habito: Arbusto semi-escandente","CGMS1085072","2007","12","03",NA,NA,"Müll.Arg.","Bonito","-56.4427777","-21.0383333",NA,NA,"-56,4427777","-21,0383333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:48:11-03","UFMS","CGMS","14122","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"E.L. Jacques; A. Sciamarelli; Cavalcante; C.S.C. Arruda; F.G. Kuhn","1323",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"Fruto vermelho. Planta apresenta frutificação. Endocárpo alvo, há alguns indivíduos com espinhos. Habitat: Abundante. Habito: Árvore.","CGMS1043581","2004","04","16",NA,NA,"Müll.Arg.","Aporé","-51.0891666","-19.3047222",NA,"E.L. Jacques","-51,0891666","-19,3047222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:48:11-03","UFMS","CGMS","48768","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","359",NA,"Brasil","Mato Grosso do Sul","Estrada vicinal, próximo a 1,3 km da Rodovia MS-162.","282","282",NA,NA,NA,"CGMS1078718","2014","12","10",NA,NA,"Müll.Arg.","Dois Irmãos do Buriti","-55.3216667","-20.6741667",NA,"T.R.F. Sinani","-55,3216667","-20,6741667",NA,NA,"2014","12","10",NA,NA,NA,NA
"149","2021-04-07 11:48:11-03","UFMS","CGMS","28029","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"L.C.S. Magalhães; R.G. Fernandes","71",NA,"Brasil","Mato Grosso do Sul","Assentamento Andalucia.",NA,NA,NA,NA,"Flor branca. Habitat: Floresta Estacional Decídua. Habito: Arbusto. 2,20m de altura.","CGMS1057474","2008","11","07",NA,NA,"Müll.Arg.","Nioaque","-55.735","-20.7961111",NA,"A.Pott","-55,735","-20,7961111",NA,NA,"2009","10","28",NA,NA,NA,NA
"150","2021-04-07 11:48:11-03","UFMS","CGMS","28191","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"L.C.S. Magalhães; T.S. Amaral","233",NA,"Brasil","Mato Grosso do Sul","Assentamento Andalucia.","202","202",NA,NA,NA,"CGMS1057637","2009","01","09",NA,NA,"Müll.Arg.","Nioaque","-55.7513889","-20.7927777",NA,"A. Pott","-55,7513889","-20,7927777",NA,NA,"2009","07","25",NA,NA,NA,NA
"151","2021-04-07 11:48:11-03","UFMS","CGMS","71911","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott","15284",NA,"Brasil","Mato Grosso do Sul","RPPN da UFMS, próximo ao Lago do Amor, início da passarela.","545","545",NA,NA,"Flor branca. Habitat: Vegetação secundária de mata ciliar; Solo argiloso; Relevo encosta suave inferior. Habito: Arbusto escandente. 4,00 m de altura. Frequente.","CGMS1104714","2008","12","01",NA,NA,"Müll.Arg.","Campo Grande","-54.6147222","-20.5055556",NA,"A. Pott","-54,6147222","-20,5055556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:48:11-03","UFMS","CGMS","28201","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"L.C.S. Magalhães; T.S. Yule","243",NA,"Brasil","Mato Grosso do Sul","Assentamento Andalucia.","202","202",NA,NA,"Flor branca. Habitat: Floresta Estacional Decídua. Habito: Arbusto.","CGMS1057648","2009","02","08",NA,NA,"Müll.Arg.","Nioaque","-55.7513889","-20.7927777",NA,"A.Pott","-55,7513889","-20,7927777",NA,NA,"2009","07","25",NA,NA,NA,NA
"153","2021-04-07 11:48:11-03","UFMS","CGMS","41178","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"I.V.R. Otero","8",NA,"Brasil","Mato Grosso do Sul","Furnas do Dionísio; Parcela 1.",NA,NA,NA,NA,"Flor vermelha. Fruto verde imaturo. Habitat: Floresta estacional decidual. Encosta de escarpa. Habito: Arbusto. 2,00m de altura.","CGMS1071165","2011","03","27",NA,NA,"Müll.Arg.","Jaraguari","-54.5719445","-20.1461111",NA,"V.A. Assunção","-54,5719445","-20,1461111",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:48:11-03","UFMS","CGMS","65688","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott","17269",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Nascentes do Rio Taquari (PENT).","420","420",NA,NA,"Flor branca. Fruto imaturo. Flor com odor de jasmim. Habitat: Regeneração de cerradão/floresta estacional semidecidual. Solo arenoso. Relevo suave ondulado. Habito: Arbusto. 3,0 m de altura. Freqüente.","CGMS1098649","2016","06","30",NA,NA,"Müll.Arg.","Alcinópolis","-53.4233334","-18.1458333",NA,"A. Pott","-53,4233334","-18,1458333",NA,NA,"2016","06","30",NA,NA,NA,NA
"155","2021-04-07 11:48:11-03","UFMS","CGMS","13725","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"S. Aragaki; D.R. Espírito Santo","1043",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul. Faz. Potreiros do Sucuriú, Sítio 3, Ponto 1.",NA,NA,NA,NA,"Fruto verde. Habitat: Mata ciliar. Mesófita. Ripária. Habito: Arbusto. 4,00m de altura.","CGMS1043178","2004","04","04",NA,NA,"Müll.Arg.","Costa Rica","-53.1927777","-19.0244445",NA,"S. Aragaki","-53,1927777","-19,0244445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-07 11:48:11-03","UFMS","CGMS","17395","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"V.R.B. Maria; F.S. Maria","98",NA,"Brasil","Mato Grosso do Sul","Fazenda Baía Bonita - rio Formoso.","210","210",NA,NA,NA,"CGMS1046693","2004","11","25",NA,NA,"Müll.Arg.","Bonito","-56.4391666","-21.1663889",NA,"M.R. Barbosa","-56,4391666","-21,1663889",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"157","2021-04-07 11:48:11-03","UFMS","CGMS","37365","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott","13547",NA,"Brasil","Mato Grosso","Cerca de 80Km Sul do Poconé, rodovia Transpantaneira MT-060, sub-região de Poconé, Pantanal.",NA,NA,NA,NA,"Flor branca. Fruto ausente. Flor odorosa. Habitat: Vegetação secundária em área de floresta inundável de cambará (Vochysia divergens). Solo argilo. Relevo plano. Habito: Arbusto escandente. Esparsa.","CGMS1066775","2005","11","11",NA,NA,"Müll.Arg.","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"158","2021-04-07 11:48:11-03","UFMS","CGMS","28623","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"S.A. Cunha","259",NA,"Brasil","Mato Grosso do Sul","Assentamento Monjolinho, lote 77.","200","200",NA,NA,"Flor branca. Fruto avermelhado. Coordenadas originais 20°77#?#S 55°65#?#W Habitat: Cerrado Habito: Arvoreta 2,5m altura","CGMS1058077","2009","01","11",NA,NA,"Müll.Arg.","Anastácio","-55.8069000244141","-20.4836006164551",NA,"M.R. Barbosa",NA,NA,"80799","auto","2012",NA,NA,NA,NA,NA,NA
"159","2021-04-07 11:48:11-03","UFMS","CGMS","3439","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"C.A. Conceição","2761",NA,"Brasil","Mato Grosso do Sul","Distrito de Piraputanga. Margem direita do rio Palmeiras, próximo a ponte.",NA,NA,NA,NA,"Flor alva. Folha membranácea. Arbusto armado. Habitat: Solo de origem arenítica. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1014456","1990","11","18",NA,NA,"Müll.Arg.","Aquidauana","-55.7872009277344","-20.4710998535156",NA,"M.R. Barbosa",NA,NA,"212961","auto","2012",NA,NA,NA,NA,NA,NA
"160","2021-04-07 11:48:11-03","UFMS","CGMS","4097","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"D.S. Pinto; M. Sugiyama",NA,NA,"Brasil","Mato Grosso do Sul","Km 48 da estrada de ferro.",NA,NA,NA,NA,"Flor creme. Habitat: Cerrado. Habito: Subarbusto. 1,00m de altura.","CGMS1014455","1987","11","05",NA,NA,"Müll.Arg.","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"161","2021-04-07 11:48:11-03","UFMS","CGMS","37364","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott","8461",NA,"Brasil","Mato Grosso do Sul","Reserva da Embrapa Gado de Corte.",NA,NA,NA,NA,"Flor branca. Flor odorosa; Duplicata CPAP;CEN. Habitat: Mata de Galeria perturbada em área de Cerradão. Solo argiloso (latossolo). Relevo vale. Habito: Arbusto multicaule, ereto ou escandente, espinhoso. Frequente. 2,00-5,00m de altu","CGMS1066774","2000","11","15",NA,NA,"Müll.Arg.","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"A. Pott",NA,NA,"161190","auto","2000",NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:48:11-03","UFMS","CGMS","35194","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott","8461",NA,"Brasil","Mato Grosso do Sul","Reserva da Embrapa Gado de Corte.",NA,NA,NA,NA,"Flor branca. Flor odorosa. Duplicata no CPAP; CEN. Habitat: Mata de galeria em área de cerradão. Solo argiloso (latossolo). Relevo vale. Habito: Arbusto multicaule, ereto ou escandente. 2,00-5,00m de altura. Espinhoso. Frequente.","CGMS1064592","2000","11","15",NA,NA,"Müll.Arg.","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"A. Pott",NA,NA,"161190","auto","2000",NA,NA,NA,NA,NA,NA
"163","2021-04-07 11:48:11-03","UFMS","CGMS","10351","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"R.S. de Arruda","747",NA,"Brasil","Mato Grosso do Sul","Capão 26. Pantanal de Miranda e Abobral.",NA,NA,NA,NA,NA,"CGMS1039639","1996","10","12",NA,NA,"Müll.Arg.","Corumbá","-57.6533012390137","-19.0091991424561",NA,"M.R. Barbosa",NA,NA,"295160","auto","2012",NA,NA,NA,NA,NA,NA
"164","2021-04-07 11:48:11-03","UFMS","CGMS","10822","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"G.R. Julião",NA,NA,"Brasil","Mato Grosso do Sul","Passo do Lontra. Pantanal Miranda/Abobral.",NA,NA,NA,NA,NA,"CGMS1040127","1998","04",NA,NA,NA,"Müll.Arg.","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"165","2021-04-07 11:48:11-03","UFMS","CGMS","13233","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo","11597",NA,"Brasil","Mato Grosso do Sul","Cachoeira do Rio Sucuriú.","600","600",NA,NA,"Flor ausente. Fruto vermelho. Habitat: Vegetação secundária. Solo litólico. Relevo borda de cachoeira. Habito: Arbusto. Esparso. 2,00 m de altura.","CGMS1042636","2004","03","30",NA,NA,"Müll.Arg.","Costa Rica","-53.1291999816895","-18.5438995361328",NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA
"166","2021-04-07 11:48:12-03","UFMS","CGMS","77865","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P.F. Oliveira; A.K.P. Santos, M. Arouche, A.L.B. Sartorio","114",NA,"Brasil","Mato Grosso do Sul","Borda da Mata Paludosa da Fazenda Vaca Branca.",NA,NA,NA,NA,"Habitat: Borda da mata paludosa","CGMS1110853","2019","10","02",NA,NA,"Müll.Arg.","Naviraí","-54.190601348877","-23.0650005340576",NA,"A.L.B. Sartori",NA,NA,"54855","auto","2019","10","02",NA,NA,NA,NA
"167","2021-04-07 11:48:11-03","UFMS","CGMS","70937","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. Pott","14147",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo.",NA,NA,NA,NA,"Flor branca; Fruto vermelho. Habitat: Vegetação secundária de cerradão em pastagem cultivada; Solo argiloso sob basaltos. Habito: Arbusto semi-escandente 2-4m de alt. Frequente.","CGMS1103589","2006","04","01",NA,NA,"Müll.Arg.","Terenos","-54.8602981567383","-20.4421997070312",NA,"A. Pott",NA,NA,"52758","auto",NA,NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:39:09-03","UNICAMP","UEC","171215","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Santos, K; Belinello, R","1270",NA,"Brazil","São Paulo","Mata Ribeirão Cachoeira (Área C1); área total: 244,9ha.","653","653",NA,NA,"Árvore decídua, zoocórica, altura total: 3m; altura do fuste: 1,2m; PAP: 18cm. 76-100% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC073066","2000","05","05","Magnoliopsida",NA,"Müll.Arg.","Campinas","-46.916667","-22.816667","UEC073066","Sigrist, MR","-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:39:09-03","UNICAMP","UEC","35141","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Pereira, BAS","367",NA,"Brazil","Distrito Federal","Bacia do rio São Bartolomeu, mata junto a ponte próximo à fazenda do Sr. Ebrair.",NA,NA,NA,NA,"Arbusto com ramos um pouco pendentes; flores alvas.; Beira de mata ciliar; ribeirão Papuda.","UEC104266","1983","10","25","Magnoliopsida",NA,"Müll.Arg.","Brasília","-47.9296989440918","-15.7797002792358","UEC104266",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:39:09-03","UNICAMP","UEC","42068","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Heringer, EP; Paula, JE; Mendonça, RC; Salles, AEH","1173",NA,"Brazil","Distrito Federal","Coleta feita no Córrego Papuda.",NA,NA,NA,NA,"Árvore com 5m de altura; folhas membranáceas, glabras; frutos jovens de cor verde e maduro de cor preta, fruto com sabor de iodex, quando ingerido adormece parcialmente a língua. Conhecido vulgarmente como espinho de judeu.","UEC104257","1979","04","17","Magnoliopsida",NA,"Müll.Arg.","Brasília","-47.9296989440918","-15.7797002792358","UEC104257","Kirkbride Jr, JH",NA,NA,"70570","auto","1982",NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:39:09-03","UNICAMP","UEC","173999","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Morais, FF; Monteiro, R","177",NA,"Brazil","Mato Grosso","BR 070 Estrada São Domingos, Fronteira Brasil/Bolívia - UTM 21 K X 03.60.231; Y 81.90.633",NA,NA,NA,NA,"Arbusto, 70 cm de altura.&nf;Flores gamopétalas brancas e quando maduras amareladas.; Cerrado Senso Stricto.","UEC089410","2009","11","08","Magnoliopsida",NA,"Müll.Arg.","Cáceres","-57.6789016723633","-16.0706005096436","UEC089410",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:39:09-03","UNICAMP","UEC","95134","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Nogueira-Borges, HB","35430",NA,"Brazil","Mato Grosso","Fazenda Experimental UFMT.",NA,NA,NA,NA,"Arbusto de + ou - 1,7m de altura; armada; flores, frutos imaturos e maduros. Corola branca, odor imperceptível. Frutos maduros com epicarpo negro; polpa suculenta, adocicado e verde, odor ativo.; Cerrado.","UEC107097","1996","11","08","Magnoliopsida",NA,"Müll.Arg.","Santo Antônio do Leverger","-56.0766983032227","-15.8655996322632","UEC107097",NA,NA,NA,"183847","auto",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:39:09-03","UNICAMP","UEC","122902","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Corrêa, AM; Silva, EA","02/46",NA,"Brazil","Mato Grosso do Sul","Jardim das Acácias.",NA,NA,NA,NA,"Arbusto, 1,5m de altura; inflorescência com botões brancos.","UEC104258","2002","01","21","Magnoliopsida",NA,"Müll.Arg.","Três Lagoas","-51.6782989501953","-20.7511005401611","UEC104258","Jung-Mendaçolli, SL",NA,NA,"150618","auto","2002","05","29",NA,NA,NA,NA
"174","2021-03-01 16:39:09-03","UNICAMP","UEC","183753","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Silva, ACB","138",NA,"Brazil","Minas Gerais","Estância Carmem sílvia.",NA,NA,NA,NA,"Arbusto, ca. 4,5m alt., cálice verde, corola alva.","UEC108612","1999","12","21","Magnoliopsida",NA,"Müll.Arg.","Delfinópolis","-46.8539009094238","-20.343900680542","UEC108612","Silva, ACB",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:39:09-03","UNICAMP","UEC","183754","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Silva, ACB","648",NA,"Brazil","Minas Gerais","Estância Carmem Silvia.",NA,NA,NA,NA,"Árvore, ca. 5m alt, flores creme-esverdeadas","UEC108592","2000","11","21","Magnoliopsida",NA,"Müll.Arg.","Delfinópolis","-46.8539009094238","-20.343900680542","UEC108592","Silva, ACB",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:39:09-03","UNICAMP","UEC","183756","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Silva, ACB","133",NA,"Brazil","Minas Gerais","Estância Carmem Silvia.",NA,NA,NA,NA,"Arbusto, ca. 4m alt, cálice verde piloso, pétalas amareladas.","UEC108594","1999","12","21","Magnoliopsida",NA,"Müll.Arg.","Delfinópolis","-46.8539009094238","-20.343900680542","UEC108594","Silva, ACB",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:39:09-03","UNICAMP","UEC","183806","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Silva, ACB","638",NA,"Brazil","Minas Gerais","Estância Carmem Sílvia.",NA,NA,NA,NA,"Arbusto, ca. 3m alt. flores creme-esverdeado.","UEC104633","2000","11","21","Magnoliopsida",NA,"Müll.Arg.","Delfinópolis","-46.8539009094238","-20.343900680542","UEC104633","Silva, ACB",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:39:09-03","UNICAMP","UEC","183594","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Silva, ACB","186",NA,"Brazil","Minas Gerais","fazenda santa barbára",NA,NA,NA,NA,"arbusto 1,5m. corola lilás, cálice verde","UEC011127","2000","01","20","Magnoliopsida",NA,"Müll.Arg.","Delfinópolis","-46.8539009094238","-20.343900680542","UEC011127",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:39:09-03","UNICAMP","UEC","43340","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"DAC; et al.","ESAL3400",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Arbusto, 2m de altura.; Cerrado.","UEC104259","1983","12","28","Magnoliopsida",NA,"Müll.Arg.","Pimenta","-45.798900604248","-20.4839000701904","UEC104259","Tamashiro, JY",NA,NA,"21095","auto","1984","04",NA,NA,NA,NA,NA
"180","2021-03-01 16:39:09-03","UNICAMP","UEC","23329","S","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"Mathes, LAF; et al.","667",NA,"Brazil","Minas Gerais","Fonte dos Amores.",NA,NA,NA,NA,"Árvore até 10m de altura; frutos verdes, imaturos, quando maduros enegrecidos.; Mata de Encosta.","UEC104261","1981","01","12","Magnoliopsida",NA,"Müll.Arg.","Poços de Caldas","-46.5614013671875","-21.7877998352051","UEC104261","Tamashiro, JY",NA,NA,"23696","auto","1983","10",NA,NA,NA,NA,NA
