"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"51","2015-09-04 02:51:07-03","MNHN","RECOLNAT_MNHN_P","P00468222","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Sagot",NA,"1856","6","1",NA,"Guiana",NA,"Karouany. Guiana, América do Sul","hb",". . Donné par se veuve en 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468222' target='other'> <mi>dwc_moreinfo</mi></a>","P00468222","P00468222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-04 02:51:07-03","MNHN","RECOLNAT_MNHN_P","P00468226","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Sagot",NA,"1856","6","1",NA,"Guyane française",NA,"Acarouany. Guiana Francesa","hb",". . Donné par sa veuve en 1888. Vulgo Courbaril <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468226' target='other'> <mi>dwc_moreinfo</mi></a>","P00468226","P00468226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 02:51:36-03","MNHN","RECOLNAT_MNHN_P","P00468261","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468261' target='other'> <mi>dwc_moreinfo</mi></a>","P00468261","P00468261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 02:51:36-03","MNHN","RECOLNAT_MNHN_P","P00468262","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Hoehne, F.C.",NA,"1931","12","4",NA,"Brésil",NA,"S. Paulo Jardin Botanique","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468262' target='other'> <mi>dwc_moreinfo</mi></a>","P00468262","P00468262_01 P00468262_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","28566",NA
"55","2015-09-04 02:51:36-03","MNHN","RECOLNAT_MNHN_P","P00468263","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Kuhlmann, J.G.",NA,"1927","12","6",NA,"Brésil",NA,"Rio de Janeiro. Ad urbem in silvis inter vista Chineza et Norto Florestal","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468263' target='other'> <mi>dwc_moreinfo</mi></a>","P00468263","P00468263_01 P00468263_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","21486",NA
"56","2015-09-04 02:51:36-03","MNHN","RECOLNAT_MNHN_P","P00468264","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Kuhlmann, J.G.",NA,"1926","12","2",NA,"Brésil",NA,"Rio de Janeiro ad urban. silva inter Silvestre et Sumari","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468264' target='other'> <mi>dwc_moreinfo</mi></a>","P00468264","P00468264_01 P00468264_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","25423",NA
"57","2015-09-04 15:05:21-03","MNHN","RECOLNAT_MNHN_P","P00468326","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. de Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468326' target='other'> <mi>dwc_moreinfo</mi></a>","P00468326","P00468326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1031",NA
"58","2020-12-11 11:36:02-03","UFMG","BHCB","143605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altíssima","(Ducke) Y.T.Lee & Lang.",NA,"Souza, DT","1060","2010","01","24","Southern America","Brasil","Minas Gerais","Rio Suaçuí, Margens do rio",NA,"Árvore, 6 metros isolada em pasto, frutos imaturos verdes.; Formações de matas ciliares e pastagens","BHCB013720",NA,"altíssima","Mathias Lobato","-41.961389","18.556111","2014","03","27",NA,NA,"-41.961389","18.556111",NA,NA,NA,NA,NA,NA,NA
"59","2020-08-31 08:51:46-03","INPA","INPA","86147","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Hymenaea","altissima","Hymenaea altissima","L.","Pinto, RB","Lee, YT","133","1972",NA,NA,"Southern America","Brasil","São Paulo","On the grounds of Instituto de Botânica São Paulo.",NA,NA,"INPA0086147","INPA0086147 INPA0086147_e INPA0086147_e1 INPA0086147_nd INPA0086147_num",NA,NA,NA,NA,"2015","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-01-10 20:42:10-03","INPA","INPA","86154","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Hymenaea","altissima","Hymenaea altissima","L.","Pinto, RB","Langenheim, JH","5673","1969","11","26","Southern America","Brasil","São Paulo","Botanical Gardens, Instituto de Botanica.",NA,NA,"INPA0086154","INPA0086154 INPA0086154_e",NA,NA,NA,NA,"2015","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-10 20:42:10-03","INPA","INPA","86195","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Hymenaea","altissima","Hymenaea altissima","L.","Pinto, RB","Langenheim, JH","5667","1969","11","24","Southern America","Brasil","São Paulo","Botanical Gardens, Instituto de Botanica.",NA,NA,"INPA0086195","INPA0086195 INPA0086195_e INPA0086195_nd INPA0086195_num",NA,NA,NA,NA,"2015","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 16:08:49-03","UENF","HUENF","11779","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","E.A Fortes","Elenice A. Fortes; Herick B. M. Viana, Mel de C. Camelo, Nilson B. Neves Neto","89","2018","12","12",NA,"Brasil","Rio de Janeiro","Na borda da mata, estrada de aceiro que contorna a faixa leste da mata, depois da entrada da P1 PPBio e trilha da Pitomba. Floresta Estacional Semidecidual. Na borda da mata, estrada de aceiro que contorna a faixa leste da mata, depois da entrada da P4 PP",NA,"Árvore ca. 8 m alt. Tronco com casca lisa, com estrias superficiais avermelhadas, ramificado na base, DAP ca. 10+11+37 cm. Ramos castanho-alvacento. Folhas discolor. Com botões florais castanho ferruginoso.","HUENF00012613",NA,NA,"São Francisco de Itabapoana","-41.083889","-21.3875",NA,NA,NA,NA,NA,"41º5'2''W","21º23'15''S","8","8",NA,NA,NA,NA,NA
"63","2021-04-07 16:08:49-03","UENF","HUENF","11337","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","C. Baez","C. Baez; E. P. Fernandez & R. C. Gomes","1589","2018","04","07",NA,"Brasil","Rio de Janeiro","Guapiaçu. Guapiaçu. REGUA - Trilha verde-claro. Parque Estadual dos Três Picos/Reserva Ecológica de Guapiaçu",NA,"Árvore matriz nº 170; CAP 220 cm. Tronco com lenticelas. Corte rosado. Folhas glabras discolores. Estéril.","HUENF00012183",NA,NA,"Cachoeiras de Macacu","-42.743333","-22.406111",NA,NA,NA,NA,NA,"42º44'36''W","22º24'22''S","471","471",NA,NA,NA,NA,NA
"64","2021-04-07 16:08:49-03","UENF","HUENF","11323","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","H.C. de Lima","Elenice A. Fortes; Haroldo C. de Lima, Mariana A. Faitanin, Herick B.M. Viana, Nilson B. Neves Neto","49","2018","07","19",NA,"Brasil","Rio de Janeiro","Estação Estadual Ecológica de Guaxindiba. Na Trilha da Educação Ambiental. Floresta estacional. Estação Ecológica Estadual de Guaxindiba",NA,"Árvore cerca de 25 metros de altura, tronco cilíndrico, com casca lisa esbranquiçada, DAP 46 cm. Frutos passados no chão. Amostra banco DNA. Fotos EAF. RBcarpo 8679","HUENF00012173",NA,NA,"São Francisco de Itabapoana","-41.095","-21.375278",NA,NA,NA,NA,NA,"41º5'42''W","21º22'31''S","15","15",NA,NA,NA,NA,NA
"65","2021-04-07 16:08:49-03","UENF","HUENF","11778","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","E.A. Fortes & H.C Lima","Elenice A. Fortes; Haroldo C. de Lima, Herick B. M. Viana, Mariana A. Faitanin","95","2019","01","08",NA,"Brasil","Rio de Janeiro","EEEG. Na borda da mata, estrada de aceiro que contorna a faixa leste da mata, depois da entrada da P1 PPBio e trilha da Pitomba. Floresta Estacional Semidecidual sobre tabuleiro. EEEG. Na borda da mata, depois da entrada da P4 PPBio e trilha da Pitomba. F",NA,"Árvore ca. 8 m alt. Tronco com estrias superficiais avermelhadas, ramificado na base, DAP ca. 10+11+37 cm. Ramos castanho-alvacentos. Folhas discolor. Inflorescência ereta, eixo castanho esverdeado, botões florais castanho-ferrugin","HUENF00012612",NA,NA,"São Francisco de Itabapoana","-41.083889","-21.3875",NA,NA,NA,NA,NA,"41º5'2''W","21º23'15''S","17","17",NA,NA,NA,NA,NA
"66","2021-02-09 10:13:13-03","UENF","HUENF","11152","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Elenice, A. Fortes; M.A. Faitanin, H.B.M. Viana; N.B. Neves Neto","5","2018","04","28",NA,"Brasil","Rio de Janeiro","E.E.E.G. Na borda da mata, onde passa a estrada de aceiro que contorna a faixa leste da mata, próximo à entrada da Trilha da Pitomba e Parcela 3 PPBio. Floresta estacional.",NA,"Árvore ca. 8 m alt. Tronco com casca lisa, com estrias superficiais avermelhadas, ramificado na base, DAP ca. 10+11+37 cm. Resina esbranquiçada nas bifurcações dos ramos. Com cicatrizes de ramos foliares ao longo dos ramos principa","HUENF00011976",NA,NA,"São Francisco do Itabapoana","-41.083889","-21.387222",NA,NA,NA,NA,NA,"41º5'2''W","21º23'14''S",NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 16:08:49-03","UENF","HUENF","11756","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","H.C. de Lima","Haroldo C. de Lima; Marcelo T. Nascimento, Davi N.S. Machado, Herick B.M. Viana, Patrícia M. Santos","8915","2019","07","18",NA,"Brasil","Rio de Janeiro","Fazenda Santo Antônio. Fragmento de Floresta Estacional Semidecidual de Tabuleiro. Fazenda Santo Antônio. Fragmento de Floresta Estacional Semidecidual de Tabuleiro.",NA,"Árvore com 10 m alt. Tronco com casca lisa. Ocasional. Amostra em sílica-gel.","HUENF00012593",NA,NA,"São Francisco de Itabapoana","-41.091111","-21.299722",NA,NA,NA,NA,NA,"41º5'28''W","21º17'59''S","24","24",NA,NA,NA,NA,NA
"68","2021-02-09 10:13:13-03","UENF","HUENF","10525","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","E.A. Fortes","Souza, T.P.","155","2012","09","13",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,"Parcela 13","HUENF00011172",NA,NA,"Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","2019","10","09","62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 16:08:49-03","UENF","HUENF","9932","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","Lima, H.C. & D.N.S. Machado","Lima, H.C.; Nascimento, M.T.; Pennington, I.; Dexter, K.; Rodrigues, P.J. & Souza, T.P.",NA,"2016","04","16",NA,"Brasil","Rio de Janeiro","Estação Ecológica de Guaxindiba, E.E.E. Guaxindiba, estrada principal, ca 1km do portão de entrada.",NA,"Árvore com 9m de alt, tronco com casca levemente fissurada e parda-acinzentada, DAP ca 30 cm. Fruto imaturo esverdeado e maduro castanho-escuro. Ocasional","HUENF00010479",NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475",NA,NA,NA,"48091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-25 10:12:04-03","CVRD","CVRD","8553","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Rafael B. Pinto","Folli, D.A.","4739","2004","01","20","América do Sul","BRASIL","ES",NA,NA,"aceiro antigo projeto 02 <ll>dwc_commonname:</ll> Jatobá preto","CVRD008553","CVRD008553",NA,"Linhares","-40.0722007751465","-19.3910999298096","2014","10","15","48094","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"71","2021-02-25 10:12:04-03","CVRD","CVRD","498","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Rafael B. Pinto","Folli, D.A.","181","1979","12","19","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Jatobá preto","CVRD000498",NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","2014","10","15","48094","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"72","2021-02-25 10:12:04-03","CVRD","CVRD","3401","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Rafael B. Pinto","Souza, V.D.","183","1991","08","27","América do Sul","BRASIL","ES","Localizada na chácara.",NA,"<ll>dwc_commonname:</ll> Jatobá preto","CVRD003401",NA,NA,"Santa Teresa","-40.6002998352051","-19.9356002807617","2014","10","15","23813","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","1618760","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"J. G. Kuhlmann","21486","1927","12","6","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro ad urbem in silvis inter Vista (Dineza) et Horta Florestal.",NA,NA,"US00001087","US00001087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"Isosyntype",NA,"1"
"74","2020-09-12 05:00:02-03","US","US","1618769","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"J. G. Kuhlmann","25423","1926","2","12","South America - Neotropics","Brazil","Rio de Janeiro","Rio de janeiro and city, woods within sylvestre and sumare",NA,NA,"US00222648","US00222648_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","2864761","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"J. H. Langenheim","5673","1969","11","26","South America - Neotropics","Brazil","São Paulo","Botanical garden, instituto de botanica sao paulo",NA,NA,"US00222645","US00222645_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","2864760","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"J. H. Langenheim","5667","1969","11","24","South America - Neotropics","Brazil","São Paulo","Botanical garden, instituto de botanica sao paulo",NA,NA,"US00222646","US00222646_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","2678525","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"A. Gehrt","s.n.","1936","2","19","South America - Neotropics","Brazil","São Paulo","Sao paulo (capital)",NA,NA,"US00222557","US00222557_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","2579765","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"F. C. Hoehne","28566","1931","12","4","South America - Neotropics","Brazil","São Paulo","Sao paulo, jardim botanico",NA,NA,"US00222647","US00222647_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2864759","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,"Y. T. Lee","135","1972","1","2","South America - Neotropics","Brazil","São Paulo","On the grounds of the instituto de botanica sao paulo (near the library)",NA,NA,"US00222644","US00222644_01","altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"80","2019-11-13 11:22:22-03","USP","SPF","204283","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Pessoal do Horto Florestal","s.n.","1927","11","26",NA,"Brasil","Rio de Janeiro","Mata da Vista Chinesa perto da sede do Horto Florestal.",NA,NA,"SPF00204283",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","2015","10",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:22:22-03","USP","SPF","79386","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","Souza, LM","Hoehne, FC","s.n.","1931","12","04",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo",NA,NA,"SPF00079386",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","2014","03",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-13 11:22:22-03","USP","SPF","226193","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T.Lee & Langenh.","Correia, C; Lima, HC","Lima, HC","3510","1989","04","18",NA,"Brasil","Rio de Janeiro","Boca do mato, km 52 da estrada para N. Friburgo, margens do Rio Macacu, Parado Gaúcho.",NA,NA,"SPF00226193",NA,"altissima","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303","1989","06",NA,"32671","auto",NA,NA,"350","350",NA,NA,NA,NA,NA
"83","2020-05-08 11:11:29-03","UEFS","HUEFS","173599","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke","R.B.Pinto","Pessoal do Horto Florestal","23","1927","11","26",NA,"Brasil","Rio de Janeiro","Mata da Vista Chinesa perto da sede do horto florestal do rio.",NA,"Floresta.","HUEFS0173599","HUEFS0173599",NA,NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"84","2020-05-08 11:11:29-03","UEFS","HUEFS","235078","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Souza, I.M.","397","2016","10","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0235078","HUEFS0235078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"85","2020-05-08 11:11:29-03","UEFS","HUEFS","237471","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Fortes, E.A.","89","2018","12","12",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual Guaxindiba. EEEG. Na borda da mata, estrada de aceiro que contorna a faixa leste da mata, depois da entrada da P4 PPBio e trilha da Pitomba.",NA,"Floresta Estacional Semidecidual.","HUEFS0237471",NA,NA,"São Francisco de Itabapoana","-41.083889","-21.3875",NA,NA,NA,NA,NA,"41W5'2''","21S23'15''","8","8","Rosanae",NA,NA,NA,NA
"86","2020-05-08 11:11:29-03","UEFS","HUEFS","237473","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Fortes, E.A.","95","2019","01","08",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual Guaxindiba. EEEG. Na borda da mata, depois da entrada da P1 PPBio e trilha da Pitomba.",NA,"Floresta Estacional Semidecidual sobre tabuleiro.","HUEFS0237473",NA,NA,"São Francisco de Itabapoana","-41.083889","-21.3875",NA,NA,NA,NA,NA,"41W5'2''","21S23'15''","17","17","Rosanae",NA,NA,NA,NA
"87","2020-05-08 11:11:29-03","UEFS","HUEFS","246712","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Baez, C.","1589","2018","04","07",NA,"Brasil","Rio de Janeiro","Parque Estadual dos Três Picos/Reserva Ecológica de Guapiaçu. Guapiaçu. REGUA-Trilha verde-claro.",NA,"Floresta Ombrófila Densa em avançado estágio de regeneração.","HUEFS0246712",NA,NA,"Cachoeiras de Macacu","-42.743333","-22.406111",NA,NA,NA,NA,NA,"42W44'36''","22S24'22''","471","471","Rosanae",NA,NA,NA,NA
"88","2020-05-08 11:11:29-03","UEFS","HUEFS","235061","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Souza, I.M.","380","2016","10","13",NA,"Brasil","Bahia","Distrito ao Norte da BR 101, 8 Km ao Norte de Panelinha, 10 Km da entrada de Camacan.",NA,NA,"HUEFS0235061","HUEFS0235061",NA,"Camacan","-39.4958000183105","-15.4191999435425",NA,NA,NA,"22686","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"89","2015-03-07 08:40:25-03","F","FMNH-SEEDPLANTS","V0111709F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0111709F","V0111709F_01","altissima",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"90","2018-04-24 13:17:58-03","F","FMNH-SEEDPLANTS","V0365432F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima",NA,"RRC ID Flag","F. C. Hoehne","28566","1931","4","12","South America","Brazil","São Paulo",NA,NA,NA,"V0365432F","V0365432F_01","altissima",NA,"-49","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"28566",NA
"91","2019-01-25 15:40:49-02","IAC","IAC","41057","S","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","R.B. Pinto","F.C. Hoehne","s/nº","1931","12","04",NA,"Brasil","São Paulo","Nativa no Jardim Botânico",NA,"os frutos levam anos para o seu completo desenvolvimento",NA,NA,NA,"São Paulo","-46.6361","-23.5475","2015","11","04",NA,NA,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA
"92","2019-01-25 15:40:49-02","IAC","IAC","49787","S","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","R.B. Pinto","J.A.M.A. Gomes; F. Benedetti; J.F. Benedito & O. Santos","s/nº","2008","04","02",NA,"Brasil","São Paulo","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",NA,NA,NA,NA,NA,"Ubatuba","-45.081466","-23.373288","2015","11","24",NA,NA,"-45.081466","-23.373288",NA,NA,NA,NA,NA,NA,NA
"93","2019-01-25 15:40:49-02","IAC","IAC","50310","S","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","R.B. Pinto","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","484","2008","01","02",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"subparcela 17, indivíduo I 0360",NA,NA,NA,"Ubatuba","-45.083511","-23.367009","2015","11","24",NA,NA,"-45.083511","-23.367009",NA,NA,NA,NA,NA,NA,NA
"94","2019-01-25 15:40:49-02","IAC","IAC","50311","S","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","R.B. Pinto","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","483","2008","01","02",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"subparcela 9, indivíduo I 0216",NA,NA,NA,"Ubatuba","-45.083511","-23.367009","2015","11","02",NA,NA,"-45.083511","-23.367009",NA,NA,NA,NA,NA,NA,NA
"95","2020-07-23 12:01:58-03","CEPLAC","CEPEC","88951","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Hymenaea","altissima","Hymenaea altissima",NA,"R. B. Pinto","R. H. R. Sambuichi","1169","2001","04","10",NA,"Brasil","Bahia","Fazenda Santa Maria.",NA,"<ll>dwc_commonname:</ll> Jatobá",NA,NA,NA,"ILHÉUS",NA,"-14.709167",NA,NA,NA,NA,NA,"39N11'7","14S42'33",NA,NA,NA,"30/06/2009",NA,NA,NA
"96","2019-11-01 14:59:44-03","UnB","UB","127904","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Mantovani, W","Hoehne, FC","s.n.","1931","12","04","Southern America","Brasil","São Paulo","Jardim Botânico",NA,"Árvore.",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","1980",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-23 13:22:28-03","MN","R-TIPOS","21347","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Lee, Y.T. & Langenheim, J.H.","Ducke, W.A.","s.n.","1930",NA,NA,NA,"Brasil","Rio de Janeiro","Avelar",NA,NA,"R000021347","R000021347_001",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","1971","12",NA,"57442","auto",NA,NA,NA,NA,NA,NA,"Isolectotypus",NA,NA
