"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"122","2019-11-19 15:44:17-03","UNEB","HUNEB","12321","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","Mart",NA,"Guedes, M.L.","15859","2009","08",NA,"Brasil","Bahia","Caminho para Espinosa","-42.675833","-14.774167",NA,NA,"HUNEB0012321",NA,NA,"05","Urandi",NA,NA,NA,NA,NA,"42W40'33''","14S46'27''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"123","2019-11-19 15:44:17-03","UNEB","HUNEB","9551","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","Mart.",NA,"Guedes, M.L.","11467ALCB69026","2005","07",NA,"Brasil","Bahia","Região Metropolitana de Salvador, Baía de Aratu.","-38.452778","-12.800556",NA,"Área antropizada em regeneração.","HUNEB0009551",NA,NA,"04","Simões Filho",NA,NA,NA,NA,NA,"38W27'10''","12S48'2''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"124","2019-11-19 15:44:17-03","UNEB","HUNEB","2087","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","Mart.",NA,"Nascimento, A.F.S.","39633","1998","10",NA,"Brasil","Bahia","lItoral Norte, Lamarão do Passé, ponto 3, ao lado da represa.","-38.4953002929688","-12.5124998092651",NA,"substrato areno-argiloso, com muito liter.","HUNEB0002087",NA,NA,"18","São Sebastião do Passé",NA,NA,NA,"18909","auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"125","2021-03-30 12:43:14-03","EAO","IAN","147294","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Anderson, WR","10883","1974","02","Southern America","Brasil","Pará","1-10km uprivver (SE) from village of Pratatí. Dense inundated vegetation of trees and vines along edge of river at flood level.","-57.833333","-8",NA,"Brittle parasitic shrub; fruit yellow.","IAN147294",NA,"Caires, CS","12",NA,"300","300",NA,NA,NA,"-57.833333","-8","2011","04","30",NA,NA,NA,NA,NA
"126","2021-03-30 12:43:14-03","EAO","IAN","105291","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Ledoux, PVD","115","1958","08","Southern America","Brasil",NA,"Estação Experimental de Mazagão, terra firme.",NA,NA,NA,"Semiparasita sobre árvore de ccapoeira velha de mais ou menos 20 anos.","IAN105291",NA,"Caires, CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"127","2021-03-30 12:43:14-03","EAO","IAN","107242","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Lanjouw, J; Lindeman, JC","1994","1949","02","Southern America","Suriname",NA,"On island in Armina falls, Marawijne river.","-56.5","3.6",NA,"Half parasite on Dalbergia glauca; flowers yellowish-green; fruits brown, seeds frequent on Zigia glomerata.","IAN107242",NA,"Caires, CS","09",NA,NA,NA,NA,NA,NA,"-56.5","3.6","2011","04","30",NA,NA,NA,NA,NA
"128","2021-03-30 12:43:14-03","EAO","IAN","109078","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Irwin, HS; Pires, JM","47906","1960","08","Southern America","Brasil","Amapá","Islands of the 1st Cachoeira on Rio Iaue, 0,5km east of confluence with Rio Oiapoque. Occasional.","-52.366667","2.883333",NA,"Parasitic on Licania sp. and other shurbs; fruit red.","IAN109078",NA,"Caires, CS","28","Oiapoque",NA,NA,NA,NA,NA,"-52.366667","2.883333","2011","06","30",NA,NA,NA,NA,NA
"129","2021-03-30 12:43:14-03","EAO","IAN","109399","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Irwin, HS; Pires, JM","48350","1960","09","Southern America","Brasil","Amapá","About 4km southeast of mouth of Rio Ingarari. Occasional.","-52.683333","2.3",NA,"Parasitic on Licania sp., about 3m above rocks; flowers reddish-brown; fruits green.","IAN109399",NA,"Caires, CS","18","Oiapoque",NA,NA,NA,NA,NA,"-52.683333","2.3","2011","04","30",NA,NA,NA,NA,NA
"130","2021-03-30 12:43:14-03","EAO","IAN","114949","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Oliveira, E","2132","1962","10","Southern America","Brasil","Amazonas","Uaupés, Rio Negro.",NA,NA,NA,"Planta sobre árvore; frutos pequenos ovais.","IAN114949",NA,"Caires, CS","07",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"131","2021-03-30 12:43:14-03","EAO","IAN","144597","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Pires, JM","s.n.",NA,NA,"Southern America","Brasil",NA,"Bacia do Rio Branco.",NA,NA,NA,NA,"IAN144597",NA,"Caires, CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"132","2021-03-30 12:43:14-03","EAO","IAN","150067","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Nascimento, OC do; Pires, JM","221","1975","06","Southern America","Brasil","Amazonas","Cucuí.",NA,NA,NA,"Epífita; inflorescência vermelha.","IAN150067",NA,"Caires, CS","24",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"133","2021-03-30 12:43:14-03","EAO","IAN","154779","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Maguire, B; Wurdack, JJ","34886","1953","04","Southern America","Brasil","Amazonas","Frequent un clearing ar Laja Arapacua, rio Pacimoni.",NA,NA,NA,"Parasitic epiphyte on Miconia aplostachya (Bonpl) DC. Flowers Green; fruit purple-brown.","IAN154779",NA,"Rizzini, CT","06",NA,"110","110",NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:43:14-03","EAO","IAN","154816","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Irwin, HS; Pires, JM","47906","1960","08","Southern America","Brasil","Amapá","Islands of the 1st Cachoeira on Rio Iaue, 0,5km east of confluence with Rio Oiapoque. Occasional.","-52.366667","2.883333",NA,"Parasitic on Licania sp. and other shurbs; fruit red.","IAN154816",NA,"Caires, CS","28","Oiapoque",NA,NA,NA,NA,NA,"-52.366667","2.883333","2011","06","30",NA,NA,NA,NA,NA
"135","2021-03-30 12:43:14-03","EAO","IAN","154820","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Irwin, HS; Pires, JM","48350","1960","09","Southern America","Brasil","Amapá","About 4km southeast of mouth of Rio Ingarari. Occasional.","-52.683333","2.3",NA,"Parasitic on Licania sp., about 3m above rocks; flowers reddish-brown; fruits green.","IAN154820",NA,"Caires, CS","18","Oiapoque",NA,NA,NA,NA,NA,"-52.683333","2.3","2011","04","30",NA,NA,NA,NA,NA
"136","2021-03-30 12:43:14-03","EAO","IAN","196756","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Braga, DPP","185","2016","12","Southern America","Brasil","Pará","Propriedade de Damião, pasto, terra firme","-51.523333","-3.222056",NA,NA,"IAN196756",NA,NA,"06","Anapu","71","71",NA,NA,NA,"-51.523333","-3.222056",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:43:14-03","EAO","IAN","28280","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Pires, JM","324","1947","04","Southern America","Brasil","Amazonas","Rio Negro; próximo de Caburú.",NA,NA,NA,"Flores pequenas, vermelhas.","IAN028280","IAN028280","Caires, CS","13",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"138","2021-03-30 12:43:14-03","EAO","IAN","28315","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Pires, JM","360","1947","04","Southern America","Brasil","Amazonas","Rio Negro.",NA,NA,NA,"Epífita.","IAN028315","IAN028315","Caires, CS","17","Camanaus",NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"139","2021-03-30 12:43:14-03","EAO","IAN","28608","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Pires, JM","234","1947","04","Southern America","Brasil","Amazonas","Rio Negro.",NA,NA,NA,"Flor muito pequena; pátala vermelho-escuro.","IAN028608","IAN028608","Caires, CS","08","Tapuruquara",NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"140","2021-03-30 12:43:14-03","EAO","IAN","30358","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Pires, JM","907","1947","11","Southern America","Brasil","Amazonas","Uaupés, Taraquá.",NA,NA,NA,"Flores pequeninas e cremes.","IAN030358","IAN030358 IAN030358_1 IAN030358_e","Caires, CS","08",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"141","2021-03-30 12:43:14-03","EAO","IAN","52479","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Huber, J","s.n.","1986","05","Southern America","Brasil","Pará","Herbário do Museu, 129.",NA,NA,NA,NA,"IAN052479",NA,"Caires, CS","05",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"142","2021-03-30 12:43:14-03","EAO","IAN","55094","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Fróes, RL","26319","1950","06","Southern America","Brasil","Amazonas","Rio Tefé; Assahituba; igapó.",NA,NA,NA,"Epífita ou parasita; folhas pequenas; flores avermelhadas; fruto salmon.","IAN055094",NA,"Caires, CS","18",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"143","2021-03-30 12:43:14-03","EAO","IAN","86157","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Philipson, WR; Idrobo-Muñoz, JM","1659","1949","12",NA,"Colômbia",NA,"Dense forest on river bank. Intendencia del Meta Sierra de La Macarena: Rio Guapaya.",NA,NA,NA,"Parasite on Ochroma. Stigmas red.","IAN086157",NA,"Caires, CS","01",NA,"450","450",NA,NA,NA,NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"144","2021-03-30 12:43:14-03","EAO","IAN","55725","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Black, GA; Lobato, LCB","9623","1950","04","Southern America","Brasil","Amapá","Fazenda Queimadas; capoeira.","-51.0663986206055","-0.366667002439499",NA,"Parasita.","IAN055725",NA,"Caires, CS","26","Macapá",NA,NA,NA,"225229","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"145","2021-03-30 12:43:14-03","EAO","IAN","64211","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Fróes, RL; Black, GA","27190","1951","07","Southern America","Brasil","Amapá","Rio Macaçoari; São Benedito do Braço.","-51.0663986206055","-0.366667002439499",NA,NA,"IAN064211","IAN064211 IAN064211_e","Caires, CS","04","Macapá",NA,NA,NA,"225229","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"146","2021-03-30 12:43:14-03","EAO","IAN","38992","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Krukoff, BA","6283","1934","09","Southern America","Brasil","Amazonas","Near Tres Casas. On varzea land.","-63.0208015441895","-7.50611019134521",NA,"Epiphytic parsite.","IAN038992","IAN038992 IAN038992_e","Caires, CS","14","Humaitá",NA,NA,NA,"202650","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"147","2021-03-30 12:43:14-03","EAO","IAN","43413","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Ducke, A","s.n.","1942","08","Southern America","Brasil","Amazonas","Estrada do Aleixo km 13.","-60.0250015258789","-3.10193991661072",NA,NA,"IAN043413",NA,NA,"11","Manaus",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-30 12:43:14-03","EAO","IAN","151875","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Ribeiro, BGS; Pinheiro, GS","1216","1976","01","Southern America","Brasil","Maranhão",NA,"-44.619701385498","-3.26444005966187",NA,"Planta epífita; frutos verdes.","IAN151875",NA,"Caires, CS","26","Anajatuba",NA,NA,NA,"26153","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"149","2021-03-30 12:43:14-03","EAO","IAN","89529","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Black, GA","18624","1955","08","Southern America","Brasil","Pará","Perto de Alenquer.","-54.7383003234863","-1.94166994094849",NA,"Parasita sobre árvore de Cassia.","IAN089529",NA,"Caires, CS","13","Alenquer",NA,NA,NA,"394828","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"150","2021-03-30 12:43:14-03","EAO","IAN","187791","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Caires, CS; Nascimento, MP do","s.n.","2009","12","Southern America","Brasil","Pará","sede da Embrapa próx. do restaurante","-48.5043983459473","-1.4558299779892",NA,NA,"IAN187791",NA,NA,"09","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-30 12:43:14-03","EAO","IAN","62031","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Black, GA; Ledoux, PVD","10736","1950","11","Southern America","Brasil","Pará","Beira do Rio Jamundá, várzea; acima de São Jorge.","-56.7449989318848","-2.17139005661011",NA,"Parasita.","IAN062031","IAN062031 IAN062031_e IAN062031_e1","Caires, CS","12","Faro",NA,NA,NA,"342029","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"152","2021-03-30 12:43:14-03","EAO","IAN","52512","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Ducke, A","s.n.","1907","08","Southern America","Brasil","Pará","Herbário do Museu Goeldin n 8.401.","-56.7449989318848","-2.17139005661011",NA,NA,"IAN052512",NA,"Caires, CS","20","Faro",NA,NA,NA,"342029","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"153","2021-03-30 12:43:14-03","EAO","IAN","179695","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Leão, DCS; Carmo, NAS do; Nascimento, MP do; Oliveira, JCL de","06","2004","03","Southern America","Brasil","Pará","Campo Experimental da Embrapa Amazônia Oriental, Km 34 da PA 150.","-48.7689018249512","-1.88389003276825",NA,"Cipó; ritidoma quebradiço. Frutos carnosos maduro alaranjado, imaturo verde.","IAN179695",NA,"Cordeiro, MR","10","Moju",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-30 12:43:14-03","EAO","IAN","52483","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Ducke, A","s.n.","1908","12","Southern America","Brasil","Pará","Herbário do Museu Goeldi nº 9838.","-54.0691986083984","-2.00778007507324",NA,NA,"IAN052483",NA,NA,"11","Monte Alegre",NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-30 12:43:14-03","EAO","IAN","90060","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Fróes, RL","32308","1955","11","Southern America","Brasil","Pará","Rio Xingú; em frente Souzel. Região onde foi feito o levantamento estatístico florestal pelo IAN, SPVEA e FAO.","-52.2383003234863","-1.74832999706268",NA,"Planta herbácea, epífita. Encontrada na praia do barranco da margem esquerda do rio.","IAN090060",NA,"Caires, CS","17","Porto de Moz",NA,NA,NA,"154178","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"156","2021-03-30 12:43:14-03","EAO","IAN","152382","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Tiegh.",NA,"Cordeiro, MR","845","1976","04","Southern America","Brasil","Rondônia","Guajará-Mirim, Sub-base Projeto RADAM, estrada do Palheta, fronteira Brasi/Bolívia.","-63.9039001464844","-8.76194000244141",NA,"Epífita sobre árvore; frutos amarelos.","IAN152382",NA,"Caires, CS","23","Porto Velho",NA,NA,NA,"333357","auto",NA,NA,"2011","04","30",NA,NA,NA,NA,NA
"157","2021-03-30 12:43:14-03","EAO","IAN","52513","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Oryctanthus","granulosus","Oryctanthus granulosus","Huber","isotipo","Ducke, A","s.n.","1901","12","Southern America","Brasil","Pará","Ilha do Marajó.",NA,NA,NA,"Herbário do Museu Goeldi nº2.530.","IAN052513",NA,"Caires, CS","03",NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-30 12:43:17-03","EAO","IAN","129701","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","11762","1966","01","Southern America","Brasil","Goiás","Campo and cerrado, sandstone summit, Serra Dourada, 20km S.E. of Goiás Velho.","-50","-14",NA,"Parasitic on melastome tree (Irwin et Al. 11761). Flowers white. Fruit green.","IAN129701",NA,"Rizzini, CT","19",NA,"800","800",NA,NA,NA,"-50","-14","1970",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-30 12:43:17-03","EAO","IAN","129604","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","10770","1965","11","Southern America","Brasil","Goiás","Rocky cerrado, cangasoil, ca. 14km S of Corumbá de Goiás.","-49","-16",NA,"Prasitic on undetermined tree. Fruit green.","IAN129604",NA,"Rizzini, CT","30",NA,"975","975",NA,NA,NA,"-49","-16","1970",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-30 12:43:17-03","EAO","IAN","129605","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","10771","1965","11","Southern America","Brasil","Goiás","Rocky cerrado, cangasoil ca. 14km S of Corumbá de Goiás.","-49","-16",NA,"Parasitic oc Casearia sp. Flowers yellow-green.","IAN129605",NA,"Rizzini, CT","30",NA,"975","975",NA,NA,NA,"-49","-16","1970",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-30 12:43:17-03","EAO","IAN","129640","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","11143","1965","12","Southern America","Brasil","Distrito Federal","Cerrado immediately E of Lagoa Paranoá.",NA,NA,NA,"Parasitic on Melastomaceous tree (Irwin et Al 11142). Flowers white. Fruit green.","IAN129640",NA,"Rizzini, CT","09",NA,"975","975",NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA
"162","2021-03-30 12:43:17-03","EAO","IAN","129905","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","13529","1966","03","Southern America","Brasil","Goiás","Campo, ca. 10km W of Cristalina.","-48","-17",NA,"Parasitic on Mimosa. Fruit green, maturing orange.","IAN129905",NA,"Rizzini, CT","05",NA,"1200","1200",NA,NA,NA,"-48","-17","1970",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-30 12:43:17-03","EAO","IAN","138205","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","8754","1965","09","Southern America","Brasil","Distrito Federal","Gallery forest, immediately W. of Planaltina.",NA,NA,NA,"On Dispyros sp. (Irwin et Al 8742). Flowers green.","IAN138205",NA,"Rizzini, CT","28",NA,"950","950",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-30 12:43:17-03","EAO","IAN","138233","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","9963","1965","11","Southern America","Brasil","Goiás","Cerrado, ca. 20km west of Cristalina.","-48","-17",NA,"Parasitic on Mimosa sp. (Irwin et Al 9764). Flowers yellow-green.","IAN138233",NA,"Rizzini, CT","05",NA,"1000","1000",NA,NA,NA,"-48","-17","1972",NA,NA,NA,NA,NA,NA,NA
"165","2021-03-30 12:43:17-03","EAO","IAN","138252","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Soderstrom, TR","5972","1964","09","Southern America","Brasil","Distrito Federal","Gallery forest, ca. 23km S.W.of Brasília, on road to Anapólis.",NA,NA,NA,"Forming tangled mass in crown of tree, ca. 4m above. Flowers light green. Fruit green.","IAN138252",NA,"Rizzini, CT","04",NA,"1000","1000",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"166","2021-03-30 12:43:17-03","EAO","IAN","138627","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Onishi, E","25719","1970","01","Southern America","Brasil","Minas Gerais","Common. Cerrado, ca. 4km N of Patrocinio.",NA,NA,NA,"Parasitic various trees and shrubs. Perianth cream. Fruit green, maturing orange.","IAN138627",NA,"Rizzini, CT","31",NA,"1000","1000",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-30 12:43:17-03","EAO","IAN","138691","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Fonsêca, SF","28067","1970","03","Southern America","Brasil","Minas Gerais","Cerrado, ca. 20km E of Diamatina.",NA,NA,NA,"Parasitic on various shrubs and trees. Leaves and fruitdark green.","IAN138691",NA,"Rizzini, CT","22",NA,"900","900",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"168","2021-03-30 12:43:17-03","EAO","IAN","138698","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Fonsêca, SF","28198","1970","03","Southern America","Brasil","Minas Gerais","Cerrado. Cerrado and wooded slopes, ca. 4km N of São João da Chapada.",NA,NA,NA,"Parasitizing Myrtaceous shrub (28105). Leaves and fruit dark green.","IAN138698",NA,"Rizzini, CT","23",NA,"1200","1200",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"169","2021-03-30 12:43:17-03","EAO","IAN","35894","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Lima, AS","s.n.","1943","12","Southern America","Brasil","São Paulo","Estação Experimental de Monte Alegre.",NA,NA,NA,"Parasita.","IAN035894","IAN035894 IAN035894_e",NA,"11","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-30 12:43:17-03","EAO","IAN","68124","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Lima, AS","s.n.","1943","08","Southern America","Brasil","São Paulo","Estação Experimental de Monte Alegre.",NA,NA,NA,"Parasita.","IAN068124",NA,"Rizzini, CT","11","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-30 12:43:17-03","EAO","IAN","137963","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","(Mart.) Mart.",NA,"Irwin, HS; Souza, R","10390","1965","11","Southern America","Brasil","Goiás","Cerrado, rocky ridge ca. 15km E of cabeceiras.","-47","-16",NA,"Parasitic on Rubiaceous tree (Irwin et Al 10411). Flowers green.","IAN137963",NA,"Rizzini, CT","17",NA,"1000","1000",NA,NA,NA,"-47","-16","1972",NA,NA,NA,NA,NA,NA,NA
