"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"104","2020-06-17 15:25:19-03","UNESP-RC","HRCB","20688","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","M. Sobral",NA,NA,NA,"Assis, M. A. de",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"105","2020-06-17 15:25:19-03","UNESP-RC","HRCB","31440","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","M. Sobral",NA,NA,NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"106","2020-06-17 15:25:19-03","UNESP-RC","HRCB","51325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","M. Sobral",NA,NA,NA,"Prata, E. M. B.","s/n",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"107","2021-03-03 13:56:22-03","UFF","NIT","NIT1002","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"L.G. Quintanilha","174","2013","09","27","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"NIT00001011",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"108","2021-02-25 10:13:04-03","CVRD","CVRD","14660","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","O.T. Aguiar","1990","01","05","Aguiar, O.T.","434","1990","01","05","BRASIL","SP","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"região do pinheirinho, área 01 <ll>dwc_commonname:</ll> Batinga cereja","CVRD014660","CVRD014660","Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"109","2020-09-12 05:00:02-03","US","US","2403439","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","8371","1959","1","26","Brazil","Santa Catarina","Rio do Sul","Alto Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,"US01897774","US01897774_01 US01897774_02",NA,"Myrtales","South America - Neotropics",NA,"800",NA,NA,"15163","auto","Dicotyledonae",NA,NA,"1",NA
"110","2020-09-12 05:00:02-03","US","US","2403140","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","5715","1957","12","18","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456001281738","-26.3043994903564",NA,NA,NA,"US01897778","US01897778_01 US01897778_02",NA,"Myrtales","South America - Neotropics",NA,"600",NA,NA,"37150","auto","Dicotyledonae",NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","2748283","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"O. Handro",NA,"1936","11","8","Brazil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01897773","US01897773_01 US01897773_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"53584","auto","Dicotyledonae",NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","2403071","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","4070","1958","10","18","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,"US01891509","US01891509_01 US01891509_02",NA,"Myrtales","South America - Neotropics",NA,"350",NA,NA,"15163","auto","Dicotyledonae",NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","2403153","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. Reitz","6131","1958","12","30","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,"US01890008","US01890008_01 US01890008_02",NA,"Myrtales","South America - Neotropics",NA,"350",NA,NA,"15163","auto","Dicotyledonae",NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","2403331","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","7626","1958","11","2","Brazil","Santa Catarina","Rio do Sul","Serra do Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,"US01897776","US01897776_01 US01897776_02",NA,"Myrtales","South America - Neotropics",NA,"550",NA,NA,"15163","auto","Dicotyledonae",NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","2321281","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"R. M. Klein","833","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,"US01897779","US01897779_01 US01897779_02",NA,"Myrtales","South America - Neotropics",NA,"15",NA,NA,"27253","auto","Dicotyledonae",NA,NA,"1",NA
"116","2019-11-13 11:26:43-03","USP","SPF","229244","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Giaretta, A","2016","06",NA,"Faria, JEQ","2992","2012","10","26","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascente de Paranapiacaba","-46.286944","-23.434722","-46.286944","-23.434722",NA,"SPF00229244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-13 11:26:43-03","USP","SPF","112438","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","1993",NA,NA,"Hatschbach, G","17194","1967","09","14","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,"SPF00112438",NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"118","2019-11-13 11:26:43-03","USP","SPF","109275","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","1993",NA,NA,"Hatschbach, G","54349","1990","10","09","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,"SPF00109275",NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"119","2019-11-13 11:26:43-03","USP","SPF","95785","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2004",NA,NA,"Kiyama, CY","37","1994","09","04","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,"SPF00095785",NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"120","2019-11-13 11:26:43-03","USP","SPF","65113","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","1992",NA,NA,"Handro, O","s.n.","1936","11","08","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00065113",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"121","2019-11-13 11:26:43-03","USP","SPF","229276","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M",NA,NA,NA,"Prata, EMB","s.n.","2007","06","16","Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00229276",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"122","2021-03-25 13:52:46-03","UNIVILLE","JOI","11308","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","M. Sobral","2009","07","17","Verdi, M.","1288","2008","11","11","Brasil","Santa Catarina","Pouso Redondo","Corruchel.","-49.942222","-27.334444","49º56'32''W","27º20'4''S","; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI011308","JOI011308",NA,NA,NA,NA,"616","616",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-25 13:52:46-03","UNIVILLE","JOI","15435","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"F.C.S. Vieira","1335","2005","10","20","Brasil","Santa Catarina","Garuva","Monte Crista, rio 3 Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: mata ciliar; HABITO: arbusto, terrestre; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI015435","JOI015435",NA,NA,NA,NA,"30","30",NA,"22441","auto",NA,NA,NA,NA,NA
"124","2021-03-25 13:52:46-03","UNIVILLE","JOI","890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","M.E.G. Sobral","2004","10","30","F.C.S. Vieira","201","2004","01","16","Brasil","Santa Catarina","Garuva","Monte Crista, Três Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: mata ciliar; HABITO: árvore, terrestre; TIPO VEGETACIONAL: terras baixas","JOI000890","JOI000890",NA,NA,NA,NA,"15","15",NA,"22441","auto",NA,NA,NA,NA,NA
"125","2021-03-25 13:52:46-03","UNIVILLE","JOI","5026","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","F.C.S. Vieira","2007","05","09","F.C.S. Vieira","1887",NA,NA,NA,"Brasil","Santa Catarina","Garuva","Três Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"Data de coleta: 1/2007; HABITAT: rio; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI005026","JOI005026",NA,NA,NA,NA,"15","15",NA,"22441","auto",NA,NA,NA,NA,NA
"126","2019-10-07 09:35:13-03","UEFS","HUEFS","87298","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Ilegível",NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087298",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"Tipo",NA,NA,"Rosanae",NA,NA,NA,NA
"127","2019-10-07 09:35:13-03","UEFS","HUEFS","87656","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Sem coletor",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087656",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"Parátipo",NA,NA,"Rosanae",NA,NA,NA,NA
"128","2019-10-07 09:35:13-03","UEFS","HUEFS","17423","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.","54349","1990","10","05","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUEFS0017423",NA,"Angiospermae","Myrtales",NA,NA,"10","20",NA,"45291","auto","Rosanae",NA,NA,NA,NA
"129","2019-10-07 09:35:13-03","UEFS","HUEFS","16669","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.","25940","1970","12","29","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,"HUEFS0016669",NA,"Angiospermae","Myrtales",NA,NA,"900","900",NA,"25228","auto","Rosanae",NA,NA,NA,NA
"130","2019-10-07 09:35:13-03","UEFS","HUEFS","29403","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.","17194","1967","09","14","Brasil","Paraná","Guaraqueçaba","Serrinha.","-48.3288993835449","-25.3066997528076",NA,NA,"Mata pluvial da encosta do morro.","HUEFS0029403",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,"37295","auto","Rosanae",NA,NA,NA,NA
"131","2019-10-07 09:35:20-03","UEFS","HUEFS","87429","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","paranaguensis","Eugenia paranaguensis","Mattos & D.Legrand",NA,NA,NA,NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087429",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"Isótipo",NA,NA,"Rosanae",NA,NA,NA,NA
"132","2018-05-14 16:13:09-03","F","FMNH-SEEDPLANTS","V0348897F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"RRC ID Flag",NA,NA,NA,"G. G. Hatschbach","17194","1967","9","14","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,NA,"V0348897F","V0348897F_01 V0348897F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"17194",NA,NA
"133","2018-05-14 16:10:28-03","F","FMNH-SEEDPLANTS","V0348898F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"RRC ID Flag",NA,NA,NA,"R. Reitz","4070","1958","10","18","Brazil","Santa Catarina",NA,NA,"-50","-27",NA,NA,NA,"V0348898F","V0348898F_01 V0348898F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"4070",NA,NA
"134","2019-01-25 15:35:33-02","IAC","IAC","43126","S","Plantae","Myrtaceae-2.Myrtoideae","Eugenia","cereja","Eugenia cereja","D.Legrand","L.C. Bernacci et al.","2001","12","06","L.C. Bernacci; G.F. Árbocz; V.S. Ramos & E. Furlan","3419","2001","12","06","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Nelson, indivíduo O 26.4","-47.100922","-23.710157","-47.100922","-23.710157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-23 11:39:08-03","IAC","IAC","56481","S","Plantae","Myrtaceae-2.Myrtoideae","Eugenia","cereja","Eugenia cereja","D.Legrand","A.C.O. Souza et al.","2011","07","18","A.C.O. Souza; L.C. Bernacci & R. Belinelo","103","2011","07","18","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-07-23 12:15:44-03","CEPLAC","CEPEC","92866","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"M. Sobral",NA,NA,NA,"W. W. Thomas","12721","2001","12","02","Brasil","Bahia","UNA","Fazenda Bolandeira, ca. 5Km ao N de Comandatuba, na da Fazenda paralela ao canal entre a estra de terra e a Ilha de Comandatuba.","-39","-15.3","39W0'","15S18'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"137","2019-02-27 14:02:44-03","UFSJ","HUFSJ","4563","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2012",NA,NA,"Thomas, WW; Carvalho, AM; Sant'ana, S","s.n.","2001","11","02","Brasil","Bahia","Una","Fazenda Bolandeira, ca. 5Km of Camanducaia on fazenda road paralleling canal between mainland and Ilha de Camanducaia.","-39.0752983093262","-15.2932996749878",NA,NA,"Tree, 7m. Leaves bright green above, slightly, paler beneath; old flowers pale green; fruit becoming bright orange, edible.","HUFSJ004563",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA
"138","2019-02-27 14:02:44-03","UFSJ","HUFSJ","2263","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2011",NA,NA,"Cervi, AC; Silva, JM","8813","2004","12","22","Brasil","Santa Catarina","Garuva","Garuva, estrada para Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,"Árvore, aproximadamente 7m, fruto vinoso. Beira do rio.","HUFSJ002263",NA,NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"139","2019-02-27 14:02:44-03","UFSJ","HUFSJ","7044","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2014",NA,NA,"Vieira, FCS","1335","2005","10","20","Brasil","Santa Catarina","Garuva","Monte Crista, Rio 3 barras.","-48.8549995422363","-26.0266990661621",NA,NA,"Arbusto de 2m de altura.","HUFSJ007044",NA,NA,NA,NA,NA,"30","30",NA,"22441","auto",NA,NA,NA,NA,NA
"140","2020-11-04 17:29:55-03","UEM","HUEM","6239","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2009","08","01","Souza, VC; Souza, JP","9225","1995","10","08","Brasil","São Paulo","Itanhaém","Fazenda São Luís, Mata Atlântica","-46.7799987792969","-24.1800003051758",NA,NA,"Arvoreta, até 5 m alt.; frutos imaturos vermelhos.","HUEM000008332","HUEM000008332",NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"141","2019-07-02 15:56:08-03","UEM","HUEM","7211","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","F.F.Mazine","2003","01",NA,"Moraes, Pedro L.R. de","731","1992","11","17","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Borda da mata","-47.9900016784668","-23.8700008392334",NA,NA,"Árvore ca. de 25 m de altura; tronco estriado; sem placas escamantes","HUEM000008333","HUEM000008333",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"142","2020-11-12 17:01:51-03","UEL","FUEL","36101","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, MEG","2009","07","17","Verdi, M","1288","2008","11","11","Brasil","Santa Catarina","Pouso Redondo","Corruchel","-49.942244","-27.340089","-49.942244","-27.340089",NA,"FUEL008424",NA,"Tracheophyta","Myrtales",NA,NA,"616","616",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-12 17:01:51-03","UEL","FUEL","24766","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","2002",NA,NA,"Hatschbach, G","32670","1973","10","12","Brasil","Paraná","Antonina","Rio Nunes","-48.7118988037109","-25.4286003112793",NA,NA,NA,"FUEL009172",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"144","2019-11-01 15:05:29-03","UnB","UB","130272","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","1993",NA,NA,"Hatschbach, G","17194","1967","04","14","Brasil","Paraná ","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Flor alva, perfumada.; Árvore 18m.; Mata pluvial",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"145","2019-11-01 15:05:29-03","UnB","UB","174319","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"Campos, MCR; Assis, M; Guaraldo, A; Belinello, R","540","2006","05","08","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM; Trilha da Casa da Farinha.","-45.0699996948242","-23.4300003051758",NA,NA,"Altura 8,0 m. Com botões brancos.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"146","2019-10-03 10:04:10-03","UFSCar","SORO","3288","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"Bianchini, R.S.; Grantsau, L.W.; Simone, A.; Costa,V.","1536","2003","06","20","Brasil","São Paulo","Santo André","Trilha de Água Fria, topo da Subida","-49.201667",NA,"49°12'06W","23°30'56'N","Arbusto 2,5m alt., flores alvas com cheiro forte, desagradável.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-03 10:04:10-03","UFSCar","SORO","2536","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,NA,"513",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho","-47.924722","-24.169139","47°55'29''W","24°10'8,9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-10-03 10:04:10-03","UFSCar","SORO","5318","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"Mazine, F.F.; Capelo, F.A.; Lucas, E.; Silva, J.M.","989","2003","11","07","Brasil","Paraná","Quatro Barras","Morro sete, trilha próximo à estrada da Graciosa.","-49.0769004821777","-25.3656005859375",NA,NA,"Arbusto ca. 3m, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"149","2019-10-03 10:04:10-03","UFSCar","SORO","4971","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"Campus, M.C.R.; Guilherme, F.A.G.; Assis, M.A.; Mania, L.","52","2006","03","27","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM; Trilha da Casa da Farinha; parcela E, subparcela 6.","-45.0699996948242","-23.4300003051758",NA,NA,"Indivíduo E0066, altura 9m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"150","2019-10-03 10:04:10-03","UFSCar","SORO","6744","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cf. cereja","Eugenia cf. cereja","D. Legrand","M. Sobral","1992",NA,NA,NA,NA,"1936","11","08","Brasil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore da mata, flores alvas. (Planta viva n° 491).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"151","2020-08-20 14:58:15-03","UFSC","FLOR","40836","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Ribeiro, C.L.","2019","12","16","Verdi, M.","1288","2008","11","11","Brasil","Santa Catarina","Pouso Redondo","Corruchel.","-49.942222","-27.334444","49º56'32''W","27º20'4''S","árvore, Fruto Maduro, vinho. Recebida de FURB Nº 10516. Habitat: Floresta Ombrófila Densa","FLOR0040836",NA,NA,"Myrtales",NA,NA,"616","616",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-08-20 14:58:15-03","UFSC","FLOR","3803","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","7972","1968","11","20","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, flor branca, 20m altura","FLOR0003803",NA,NA,"Myrtales",NA,NA,"400","400",NA,"27000","auto",NA,NA,NA,NA,NA
"153","2020-08-20 20:40:26-03","UFSC","FLOR","1693","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.","1993",NA,NA,"Klein, R.M.; Bresolin, A.","7972","1968","12","20","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, flor branca, 20m altura","FLOR0001693",NA,NA,"Myrtales",NA,NA,"400","400",NA,"27000","auto",NA,NA,NA,NA,NA
"154","2020-08-20 14:58:15-03","UFSC","FLOR","1259","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de","8082","1969","01","21","Brasil","Santa Catarina","Florianópolis","Morro da Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, Fruto Maduro, arroxeado, 15m altura","FLOR0001259",NA,NA,"Myrtales",NA,NA,"450","450",NA,"27000","auto",NA,NA,NA,NA,NA
"155","2020-08-20 20:40:26-03","UFSC","FLOR","3801","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, C.D.","1976",NA,NA,"Bresolin, A.; Andrade-Lima, D.","609","1972","10","06","Brasil","Santa Catarina","Florianópolis","Represa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, 15m altura","FLOR0003801",NA,NA,"Myrtales",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"156","2020-08-20 20:40:26-03","UFSC","FLOR","3520","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, C.D.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","9861","1971","10","20","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"árvore, flor branca, 12m altura. Isotypus Eugenia cereja.","FLOR0003520",NA,NA,"Myrtales",NA,NA,"700","700","Isotypus","31105","auto",NA,NA,NA,NA,NA
"157","2021-03-04 15:45:21-03","IF","SPSF","12769","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"O.T. Aguiar","1990","01","05","O.T. Aguiar","434","1990","01","05","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 7 m, pétalas brancas; GEOGRAFIA: Área 1;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
