"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","class","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","locality","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","previousCatalogNumber"
"53","2020-12-11 11:44:45-03","UFMG","BHCB","92486","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2002","07","24",NA,"Planta coletada em mata de galeria; erva epífita; flores lilases.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Mota, RC da","Brasil","Minas Gerais","Serro","-43.3793983459473","-18.604700088501","37754","auto","2607","Milho Verde","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:44:45-03","UFMG","BHCB","90462","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2004","08","08",NA,"rupícola, próxima a Lapa do Anísio. Flores roxas.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Viana, PL; Mota, NFO","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895","26697","auto","1849","PE do Rio Preto","Southern America",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"55","2020-12-11 11:44:45-03","UFMG","BHCB","111725","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2007","07","11",NA,"Erva epífita em Vellozia auriculata. Flores lilases. Campo rupestre subindo para o pico. Planta prensada e armazenada com álcool.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Mota, NFO","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895","26697","auto","826","PE do Rio Preto. Chapada do Couto, subida para o p","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:44:45-03","UFMG","BHCB","181986","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,NA,NA,NA,NA,"Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG número MHNJB00160.; Erva epífita associada a mata de galeria.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Borges, KS","Brasil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605","21143","auto","s.n.","Pedreira do Guilherme","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:44:45-03","UFMG","BHCB","134715","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2006","04",NA,NA,"Em cultivo no MHNJB-UFMG (MHNJB00160). Cerrado, mata de galeria.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase",NA,"Brasil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605","21143","auto","s.n.","Pedreira do Guilherme","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:44:45-03","UFMG","BHCB","26098","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"1994","09","15",NA,"coletada sobre arvore entre aflorameno de quartzito, local de água corrente.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Teixeira, WA","Brasil","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","20553","auto","s.n.","Pico do Itabirito","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:44:45-03","UFMG","BHCB","53264","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2003","11","24","1999","08","18",NA,"flor lilas, epífita",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Mota, RC da","Brasil","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto","62","P.N. da Serra da Canastra","Southern America",NA,"BHCB001405","BHCB001405",NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:44:45-03","UFMG","BHCB","93515","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2005","08","20",NA,"mata de galeria sazonal, proximo da gruta do Padre caio; erva rupestre, perianto lilás coluna vinácea.",NA,NA,"(Lindl.) Van den Berg & M.W.Chase","Mota, RC da","Brasil","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555","11966","auto","2940","Serra do Caraça","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:20:57-03","UFPR","UPCB","93738","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2018","07",NA,"2018","07",NA,NA,"Epífita.","A.L.V. Toscano de Brito",NA,"(Lindl.) van den Berg & M.W.Chase","Bolson, M. | Noguchi, R.G.","Brasil","Paraná",NA,NA,NA,NA,NA,"666",NA,NA,NA,"UPCB0041869","UPCB0041869",NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:20:57-03","UFPR","UPCB","71657","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2010","08",NA,"2010","08",NA,NA,"Foto e banco de DNA..","Smidt, E.C.",NA,"(Lindl.) C.Van den Berg & M.W.Chase","Smidt, E.C.","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","1005","Parque Estadual do Guartelá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:21:02-03","UFPR","UPCB","28144","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","1996","08",NA,"1996","08","03",NA,"Flor rósea. Afloramentos areníticos..","Cervi, A.C.",NA,"(Lindl.) Schltr.","Cervi, A.C.","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","auto","6138","Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-03-25 14:55:00-03","MO","MOBOT","100802247","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,"1914","7","6","1",NA,"M. Peña",NA,"Lindl.","Per Dusén","Brazil","Paraná",NA,NA,NA,NA,NA,"Dusén 15281","Villa Velha in saxis.","South America",NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA
"65","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","38444",NA,"Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2004","07","04",NA,"Rupícola na sombra. Flores lilás.Afloramentos próximos ao cruzeiro.","H.L. Silva/17-01-2020",NA,"(Lindl.) Van den Berg & M.W.Chase","D.R. Couto; F.C.Guerra Jr.","Brasil","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752","26101","auto","143","Pedra das Laranjeiras",NA,NA,"MBML038444","MBML038444","700","700",NA,NA,NA,NA
"66","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","15137",NA,"Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2001","07","04",NA,"Encontrada no chão.","A. P. Fontana/21-05-2005",NA,"(Lindl.) Van Den Berg & M.W.Chase","M. F. dos Santos","Brasil","Espírito Santo","Santa Teresa","-40.65","-19.915556",NA,NA,NA,"São Lourenço, (Vargem Alta)",NA,NA,"MBML015137","MBML015137",NA,NA,"40W38'60","19S54'56",NA,NA
"67","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","23636",NA,"Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2001","04","14",NA,"Caído no chão, peseudobulbos verdes, folhas verdes. A planta morreu em cultivo, herbarizada estéril.","A. P. Fontana/21-05-2005",NA,"(Lindl.) Van Den Berg & M.W.Chase","A. P. Fontana; et al","Brasil","Espírito Santo","Santa Teresa","-40.681389","-19.805556",NA,NA,"116","São João de Petrópolis, E.A.F.S.T.",NA,NA,"MBML023636","MBML023636",NA,NA,"40W40'53","19S48'20",NA,NA
"68","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","24097",NA,"Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2004","11","01",NA,"Rupestre, heliófila, folhas verdes, pseudobulbos arroxeados. P/F.","A. P. Fontana/01-11-2004",NA,"(Barb. Rodr.) Van Den Berg & M.W.Chase","A. P. Fontana; et al","Brasil","Espírito Santo","Castelo","-41.100556","-20.519167",NA,NA,"1021","Parque Estadual do Forno Grande",NA,NA,"MBML024097","MBML024097",NA,NA,"41W6'2","20S31'9",NA,NA
"69","2021-03-01 11:50:07-03","UFPE","UFP","86145","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violaceae","Isabelia violaceae","2016","09",NA,"2016","09","15",NA,"Epífita com flores rosea.","Pessoa, E",NA,NA,"Pessoa, E; Alves, M; Bazante, ML","Brasil","Bahia","Morro do chapéu","-41.1561012268066","-11.5500001907349","98143","auto","1331",NA,NA,NA,"UFP086145",NA,NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","3231896","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Sophronitella","violacea","Sophronitella violacea",NA,NA,NA,"1990","8","13","1",NA,NA,"Monocotyledonae",NA,"J. M. Silva & I. Rauscher","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto","874",NA,"South America",NA,"US00459899","US00459899_01",NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2567270","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Sophronitella","violacea","Sophronitella violacea",NA,NA,NA,"1964","9","12","1",NA,NA,"Monocotyledonae",NA,"G. T. Prance & N. T. Silva","Brazil",NA,NA,NA,NA,NA,NA,"59005",NA,"South America - Neotropics",NA,"US00459900","US00459900_01",NA,NA,NA,NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US","762699","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Sophronitella","violacea","Sophronitella violacea",NA,NA,NA,"1915","8","1","1",NA,NA,"Monocotyledonae",NA,"J. N. Rose & P. G. Russell","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"20663",NA,"South America - Neotropics",NA,"US00459901","US00459901_01",NA,NA,NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","209756","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Sophronitella","violacea","Sophronitella violacea",NA,NA,NA,"1861","8","27","1",NA,NA,"Monocotyledonae",NA,"A. F. Regnell","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"268",NA,"South America - Neotropics",NA,"US00459902","US00459902_01",NA,NA,NA,NA,NA,NA
"74","2020-09-02 16:35:17-03","Cenargen","CEN","49147","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"2002","09","11","1","Erva ciófila, fixa em pedaço de galho de árvore caindo na mata; fruto imaturo verde, resto da flor rosa escuro. Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Distrito Federal.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Roberta Cunha de Mendonça","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","4990","Área de Proteção Ambiental (APA) de Gama - Cabeça de Veado, Fazenda Água Limpa - UnB, RA - Lago sul; mata de galeria no Ribeirão do gama, próximo à barra do Córrego do Taguara,",NA,"Exsicatas","CEN00049147","CEN00049147","955","955",NA,NA,NA,NA
"75","2020-09-02 16:35:17-03","Cenargen","CEN","88966","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2010","10",NA,"2010","10","07","1",NA,"R. de Paula",NA,"(Lindl.) Van den Berg & M.W.Chase","Rodolfo de Paula Oliveira","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","17","Fazenda Sucupira",NA,"Exsicatas","CEN00088966","CEN00088966",NA,NA,NA,NA,NA,NA
"76","2020-09-02 16:35:17-03","Cenargen","CEN","88951","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2008","06","11","1","A coleta de material estéril foi feita com fins de estudo fitossociológico da comunidade de epífitas.","L. B. Bianchetti",NA,"(Lindl.) Van den Berg & M.W.Chase","Rodolfo de Paula Oliveira","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","2","Fazenda Sucupira",NA,"Unicata","CEN00088951","CEN00088951",NA,NA,NA,NA,NA,NA
"77","2020-09-02 16:35:17-03","Cenargen","CEN","28587","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"1993","08","15","2","Doação do Herbário Ezechias Paulo Heringer - HEPH (8229). Jardim Botânico de Brasília - Flora do Brasil.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Ivete Valente Lima","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","117","Mata de Galeria do Córrego Cabeça de Veado. Jardim Botânico de Brasília - 20 km de Brasília. Alt.: 1025/1150 m.",NA,"Exsicatas","CEN00028587","CEN00028587",NA,NA,NA,NA,NA,NA
"78","2020-09-02 16:35:17-03","Cenargen","CEN","65701","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"1999","08","16","2","Ocorrendo sobre tronco de árvore morta.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Aécio Amaral-Santos","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","426","Parque Nacional de Brasília, Mata das Três Barras.Transecto 3 parcela 26.",NA,"Exsicatas","CEN00065701","CEN00065701",NA,NA,NA,NA,NA,NA
"79","2020-09-02 16:35:17-03","Cenargen","CEN","34427","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"1999","08","31","2","Erva epífita, em mata ciliar inundada fechada e mata ciliar seca. Sobre a parte mediana e alta das árvores. Ocasional pelo local. Material coletado de um galho caído. Em final de floração. Flores roxas.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","João Aguiar Nogueira Batista","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","937","Reserva Ecológica do Guará. Atrás do Guará I. Trecho entre a EPTG e o final da reserva onde a mata é cortada pelo metro. Lado da mata voltado para o Guará.",NA,"Exsicatas","CEN00034427","CEN00034427",NA,NA,NA,NA,NA,NA
"80","2020-09-02 16:35:17-03","Cenargen","CEN","45390","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"2002","08","24","1","Doação. Flora do Brasil - Distrito Federal.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Keiko Fueta Pellizzaro","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","24","Reserva Ecológica do IBGE, mata de Galeria do Córrego Monjolo.",NA,"Exsicatas","CEN00045390","CEN00045390",NA,NA,NA,NA,NA,NA
"81","2020-09-02 16:35:17-03","Cenargen","CEN","51722","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"2003","02","21","1","Mata de galeria sombreada. Longe do córrego. Muda coletada em 21/02/2003 e mantida em cultivo no Cenargen.Floração em agosto/setembro 2003. Exsicata em 04 set. 2003.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Keiko Fueta Pellizzaro","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","56","Reserva Ecológica do IBGE. Mata do Córrego Monjolo. Trilhas de Pitfalls do Prof. Guarino Colli. Grid 3.",NA,"Unicata","CEN00051722","CEN00051722",NA,NA,NA,NA,NA,NA
"82","2020-09-02 16:35:17-03","Cenargen","CEN","63546","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"2003","02","21","1","Muda coletada em 21/02/2003 e matida em cultivo no Cenargen. Material devidamente herborizado em 16/08/2006.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Keiko Fueta Pellizzaro","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","58","Reserva Ecológica do IBGE. Mata do Córrego Monjolo. Trilhas do Guarino Colli. Grid 3.",NA,"Unicata","CEN00063546","CEN00063546",NA,NA,NA,NA,NA,NA
"83","2020-09-02 16:35:17-03","Cenargen","CEN","89055","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2013","02",NA,"2013","02","17","1",NA,"R. de Paula",NA,"(Lindl.) Van den Berg & M.W.Chase","Rodolfo de Paula Oliveira","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","101","Fazenda Água Limpa (Córrego Capetinga)",NA,"Unicata","CEN00089055","CEN00089055",NA,NA,NA,NA,NA,NA
"84","2020-09-02 16:35:17-03","Cenargen","CEN","39465","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"2000","08","21","2",NA,"A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Ernestino de S. Gomes Guarino","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","366","Fazenda Sucupira, trecho inundável da mata do córrego Riacho Fundo, atrás da churrasqueira.",NA,"Exsicatas","CEN00039465","CEN00039465","1100","1100",NA,NA,NA,NA
"85","2020-09-02 16:35:17-03","Cenargen","CEN","33367","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2016","06",NA,"1997","01","24","2","T. E. C. Meneguzzo: Material examinado para elaboração de monografia pertinente as orchidaceae da Flora do Distrito Federal, Brasil.","A. Mesquita & B. M. T. Walter",NA,"(Lindl.) Van den Berg & M.W.Chase","Alexandre Bonesso Sampaio","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","92","Mata de Galeria do Açudinho, trecho final, Fazenda Sucupira (EMBRAPA/CENARGEN).",NA,"Exsicatas","CEN00033367","CEN00033367","1080","1080",NA,NA,NA,NA
"86","2020-09-02 16:35:23-03","Cenargen","CEN","31406","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2009","10",NA,"1996","08","13","3","Planta que epifitava uma copaifera em todas as alturas dos galhos.","T. E. C. Meneguzzo",NA,"(Lindl.) Schltr.","João Marcelo de Rezende","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto","560","Parque Boca da Mata.",NA,"Exsicatas","CEN00031406","CEN00031406","1150","1150",NA,NA,NA,NA
"87","2019-12-09 17:30:35-03","UFPR","EFC","16574","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2011","07",NA,"2011","07","07",NA,"Rupícola (da Fortaleza), corola violácea","Engels, M.E.",NA,"(Lindl.) van den Berg & M.W.Chase","Engels, M.E.","Brasil","Paraná","Ponta Grossa","-50.0039","-25.2538",NA,NA,"279","Parque Estadual de Vila Velha",NA,NA,"EFC016574",NA,"900","900","-50.0039","-25.2538",NA,NA
"88","2021-03-25 13:53:06-03","UNIVILLE","JOI","9697","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2009","07","15","2009","07","15",NA,"; HABITAT: mata ciliar; HABITO: Epífita","Mancinelli, W. S.",NA,"(Lindl.) van den Berg & M.W.Chase","Mancinelli, W.S.","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","943","Campos do Guartelá.",NA,NA,"JOI009697",NA,"900","900",NA,NA,NA,NA
"89","2019-11-13 16:04:59-03","UNISANTA","HUSC","11475","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2015",NA,NA,"2015",NA,NA,NA,"fotografada","Jader Caetano",NA,"(Lindl.) Van den Berg & M.W.Chase","Gabriel, P.","Brasil","Minas Gerais","São Thomé das Letras","-44.9852981567383","-21.7222003936768","16076","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2016-08-23 09:46:23-03","NHMLondon","NHM-LONDON-BOT","BM000074471","S","Plantae",NA,"Asparagales","Orchidaceae","Isabelia","violacea","Isabelia violacea","1996","01",NA,NA,NA,NA,NA,NA,"Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo",NA,"(Lindl.) Van den Berg & M.W.Chase","Collaboration; J. Bowie & A. Cunningham","Brasil","São Paulo",NA,"-46.601","-23.514",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"-46.601","-23.514",NA,"NHMUK:ecatalogue:4632525"
"91","2019-11-01 15:15:30-03","UnB","UB","200322","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2012","08","25","2012","08","25",NA,"Epífita em galho caído. Flor violácea parcialmente comida. Habita principalmente a copa das árvores. Geralmente encontrada em Epidendrum avicula e Epidendrum difforme; Mata de galeria","Lima, JH",NA,"(Lindl.) Van den Berg & M.W. Chase","Lima, JH","Brasil","Distrito Federal","Taguatinga","-48.151111","-16.317222",NA,NA,"3","Floresta Nacional de Brasília (Área 1)","Southern America",NA,"UB0019737","UB0019737","1180","1180","-48.151111","-16.317222",NA,NA
"92","2019-11-01 15:15:30-03","UnB","UB","200368","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea",NA,NA,NA,"2013","07","13",NA,"Epífita caída no solo. Geralmente encontrada com Epidendrum difforme e Epidendrum avicula. Vegeta desde 1 até mais de 10m, na copa das árvores. Planta com cápsula; Mata de galeria",NA,NA,"(Lindl.) Van den Berg & M.W. Chase","Lima, JH","Brasil","Distrito Federal","Taguatinga","-48.121111","-16.316944",NA,NA,"49","Floresta Nacional de Brasília (Área 1)","Southern America",NA,"UB0019738","UB0019738","1200","1200","-48.121111","-16.316944",NA,NA
"93","2019-11-01 15:15:30-03","UnB","UB","200359","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2014","07","13","2013","07","13",NA,"Epífita. Encontrada caída no solo. Vários indivíduos no local vegetando desde 1 até mais de 10m de altura. Flores rosa; Mata de galeria","Lima, JH",NA,"(Lindl.) Van den Berg & M.W. Chase","Lima, JH","Brasil","Distrito Federal","Taguatinga","-48.121111","-16.316944",NA,NA,"40","Floresta Nacional de Brasília (Área 1)","Southern America",NA,"UB0019739","UB0019739","1200","1200","-48.121111","-16.316944",NA,NA
"94","2019-11-01 15:15:33-03","UnB","UB","4414","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2009","10","05","1994","10","18",NA,"Pseudobulbos arroxeados na base e verdes na parte apical, flores liláses e pequenas (não observadas).; Epífita; Mata alagada.","Meneguzzo, TEC",NA,"(Lindl.) Schltr.","Oliveira, RS","Brasil","Distrito Federal","Brasília","-47.95","-15.833333",NA,NA,"15","Reserva do Guará","Southern America",NA,"UB0019873","UB0019873","1050","1050","-47.95","-15.833333",NA,NA
"95","2019-11-01 15:15:33-03","UnB","UB","87899","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2009","10","05","1976","09","02",NA,"Epiphyte. Flowers mauve-purple; Gallery forest tree","Meneguzzo, TEC",NA,"(Lindl.) Schltr.","Ratter, JA","Brasil","Distrito Federal","Brasília","-47.916667","-15.95",NA,NA,"3530","Fazenda Água Limpa, Fazenda Água Limpa","Southern America",NA,"UB0019877","UB0019877",NA,NA,"-47.916667","-15.95",NA,NA
"96","2019-11-01 15:15:33-03","UnB","UB","87900","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2009","10","05","1965","08","11",NA,"Epífita. Pseudobulbo de 2cm; flor vermelho-ciclâme; Mata ciliar","Meneguzzo, TEC",NA,"(Lindl.) Schltr.","Cobra, LQ","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"302","Gama","Southern America",NA,"UB0019872","UB0019872",NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:15:33-03","UnB","UB","3696","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2009","10","05","1964","09","12",NA,"Epífita. Flor vermelho-arroxeado; Mata úmida.","Meneguzzo, TEC",NA,"(Lindl.) Schltr.","Prance, GT; Silva, GT","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto","59005","Rodovia Brasília-Taguatinga","Southern America",NA,"UB0019875","UB0019875",NA,NA,NA,NA,NA,NA
"98","2019-05-06 12:01:23-03","UFU","HUFU","15597","S","Plantae",NA,NA,"Orchidaceae","Sophronitella","violacea","Sophronitella violacea","2000","02","24","1997","08","21",NA,"Epífita, ca. 0,2 m. Cálice e corola maravilha. Coluna púrpura.; Capão da mata, solo rochoso.","Batista, J.A.N.",NA,"(Lindl.) Schltr.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","Brasil","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto","4479","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos. Ilhota.",NA,NA,"HUFU00035737","HUFU00035737",NA,NA,NA,NA,NA,NA
"99","2020-08-20 20:37:56-03","UFSC","FLOR","8268","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Sophronitella","violacea","Sophronitella violacea","1989",NA,NA,"1977","06","16",NA,"epífito da mata, flor roxo-vivo. Coletada pelo orquidófilo José A. Schweitzer e cedida ao Horto para herborização.","Brito, A.T. de",NA,"(Lindl.) Schltr.","Bresolin, A.","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","1286","Lagoinha do Leste, Pântano do Sul, Ilha de Santa Catarina.",NA,NA,"FLOR0008268",NA,"50","50",NA,NA,NA,NA
"100","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Regnell, AF","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236","25710","auto","268?","in prov. Minas Geraes ad Caldas","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
