"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","individualCount","occurrenceRemarks","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","coordinatePrecision","geoFlag","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","414800","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","E. de C. Smidt",NA,NA,NA,"G. G. Hatschbach","1975","02","28","Brazil","Minas Gerais","São Thomé das Letras","S. Tomé das Letras, arredores","-44.98139","-21.7234469",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325738' target='other'> <mi>dwc_moreinfo</mi></a>","36553","South America",NA,NA,"sheet","NY00414800","NY00414800_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3998700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.",NA,NA,NA,NA,"J. A. Steyermark","1944","11","01","Venezuela","Bolívar",NA,"Ptari-tepuí, dry sandy and rocky sandstone exposures on level ground adjacent to swamp on plateau-portion of southeast-facing slopes.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314248' target='other'> <mi>dwc_moreinfo</mi></a>","59674","South America","1600",NA,"sheet","NY03998700","NY03998700_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","414808","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","E. de C. Smidt",NA,NA,NA,"H. S. Irwin","1966","02","12","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca 15 km W of Veadeiros","-47","-14",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325731' target='other'> <mi>dwc_moreinfo</mi></a>","12644","South America","1000","1000","sheet","NY00414808","NY00414808_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","822484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","ipanemense","Bulbophyllum ipanemense","Hoehne","A. L. V. Toscano de Brito",NA,NA,NA,"W. Ganev","1992","04","04","Brazil","Bahia","Abaíra","Distrito de Catolés; estrada Catolés-Morro da Boa Vista a 500 m de Catolés","-41.87","-13.3",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912320' target='other'> <mi>dwc_moreinfo</mi></a>","26","South America","1100","1100","sheet","NY00822484","NY00822484_01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","822485","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","ipanemense","Bulbophyllum ipanemense","Hoehne","A. L. V. Toscano de Brito",NA,NA,NA,"W. Ganev","1992","05","02","Brazil","Bahia","Abaíra","Distrito de Catolés: Jambreiro - Belo Horizonte, próximo a Catolés","-41.85","-13.3",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912322' target='other'> <mi>dwc_moreinfo</mi></a>","214","South America","1200","1200","sheet","NY00822485","NY00822485_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","822483","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","ipanemense","Bulbophyllum ipanemense","Hoehne","A. L. V. Toscano de Brito",NA,NA,NA,"W. Ganev","1992","06","11","Brazil","Bahia","Piata","Serra do Atalho, próximo garimpo da cravada.","-41.7728","-13.1519",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912318' target='other'> <mi>dwc_moreinfo</mi></a>","477","South America","1350","1350","sheet","NY00822483","NY00822483_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822486","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Bulbophyllum","ipanemense","Bulbophyllum ipanemense","Hoehne","A. L. V. Toscano de Brito",NA,NA,NA,"W. Ganev","1994","03","31","Brazil","Bahia","Abaíra","Jambreiro","-41.87","-13.28",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912323' target='other'> <mi>dwc_moreinfo</mi></a>","3002","South America","1100","1180","sheet","NY00822486","NY00822486_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9072","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.",NA,NA,NA,NA,"Amaral Jr., A.","1973","05","15","Brasil","São Paulo","Anhembí","Fazenda Bamino Rico",NA,NA,"9999","9999",NA,NA,"1559",NA,NA,NA,NA,"BOTU009072",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:45:24-03","UNEB","HUNEB","7622","PreservedSpecimen","Plantae","Angiospermae","Monocotyledoneae","Florideophycidae","Orchidaceae","Bulbophyllum","ipanemensis","Bulbophyllum ipanemensis","Hoehne",NA,NA,NA,NA,"Queiroz, L.P.de","1994","06","19","Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"4035",NA,NA,NA,NA,"HUNEB0007622",NA,"98143","auto",NA,NA,NA,NA,NA
"20","2021-03-30 12:52:39-03","EAO","IAN","129805","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Smidt, EC","2007","08",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","02","12","Brasil","Goiás",NA,"Creek margin and adjacent rocky slopes, Chapada dos Veadeiros, ca. 15 km W. of Veadeiros.",NA,NA,NA,NA,NA,"Inflorescence arching, to 1m long. Perianth yellow-green with brown-violet transverse bands at base; labellum dark violet. Fruit dried. Occasional.","12644","Southern America","1000","1000",NA,"IAN129805",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:39-03","EAO","IAN","129805","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Smidt, EC","2007","08",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","02","12","Brasil","Goiás",NA,"Creek margin and adjacent rocky slopes, Chapada dos Veadeiros, ca. 15 km W. of Veadeiros.",NA,NA,NA,NA,NA,"Inflorescence arching, to 1m long. Perianth yellow-green with brown-violet transverse bands at base; labellum dark violet. Fruit dried. Occasional.","12644","Southern America","1000","1000",NA,"IAN129805",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:39-03","EAO","IAN","130541","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Bulbophyllum","warmingianum","Bulbophyllum warmingianum","Cogn.","Pabst, GFJ","1969",NA,NA,"Irwin, HS; Maxwell, HS","1968","02","12","Brasil","Minas Gerais",NA,"On rocks. Upland campo and adjacent rocky slopes and outcrops, Serra do itabirito, ca. 45km S.E. of Belo Horizonte.",NA,NA,NA,NA,NA,"Inflorescence to ca. 50cm tall. perianth red-violet.","19916","Southern America","1600","1600",NA,"IAN130541",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:28:31-03","UFBA","ALCB","104774","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Vieira, TL","2012","05",NA,"Vieira, TL; Stadnik, A; Moura, L","2012","04","28","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Serra do Tombador. Acesso pela fazenda Lajedinho","-40.7025","-11.254444","-40.7025","-11.254444",NA,"Rupícola. Até 40cm. Pseudobulbos angulados, verde-amarelados. Folhas verdes e carnosas. Perianto densamente maculado de vináceo. Labelo escuro.","95","Southern America","911","911",NA,"ALCB007799","ALCB007799",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:28:31-03","UFBA","ALCB","108632","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Vieira, TL","2013","04",NA,"Vieira, TL","2013","04","20","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Próximo à Vila do Ventura","-41.1561012268066","-11.5500001907349",NA,NA,NA,"rupícola, ca. de 40 cm. Folhas verde-amareladas. Labelo vináceo escuro com margens alvas.","128","Southern America",NA,NA,NA,"ALCB007801","ALCB007801","98143","auto",NA,NA,NA,NA,NA
"25","2019-10-09 11:28:31-03","UFBA","ALCB","037943","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Smidt, EC","2007","08",NA,"Ferreira, MC; Pereira, A; Costa, J","1995","04","26","Brasil","Bahia","Lençóis","Chapada Diamantina, córrego do afluente àgua Doce, encontro com afluentes","-41.45","-12.45","-41.45","-12.45",NA,"rupícola. Folhas simples. Escapo floral vináceo, com brácteas amareladas, botões verdes pintalgados de vinho, flores amarelas, internamente com manchas vináceas e labelo vináceo. Frequente.; Vegetação arbórea ao longo do córrego, em a","PCD1828","Southern America","650","650",NA,"ALCB007805","ALCB007805",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:28:31-03","UFBA","ALCB","048693","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Smidt, EC","2007","08",NA,"Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","2000","10","09","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.422222","-12.456389","-41.422222","-12.456389",NA,"folhas crassas; pseudo-bulbos alados. Frutos imaturos verdes.; Afloramentos rochosos.","7450","Southern America",NA,NA,NA,"ALCB007806","ALCB007806",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:28:31-03","UFBA","ALCB","105815","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Bastos, CA","2013","06","27","Roque, N; Santana, FA; Alves, M; Hurbath, F; Azevedo, FP","2012","05","11","Brasil","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Base da Serra do Cachoeirão","-42.558056","-14.697778","-42.558056","-14.697778",NA,"sobre afloramento rochoso. Flores vináceas.","3551","Southern America","959","959",NA,"ALCB049712","ALCB049712",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:28:31-03","UFBA","ALCB","114605","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Carvalho, DN","2014","12",NA,"Guedes, ML; Alunos de Botânica BIOC05","2014","06","14","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para Inubia.","-41.904444","-13.093056","-41.904444","-13.093056",NA,"com pseudobulbo. Folhas crassas. Inflorescência com longo escapo, flores pequenas. Frutos cápsulas.","21853","Southern America","1367","1367",NA,"ALCB006141","ALCB006141 ALCB006141_1",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:28:31-03","UFBA","ALCB","120781","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Vieira, TL","2018","02","06","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","2015","05","30","Brasil","Bahia","Morro do Chapéu","Trilha da Guariba.","-41.195833","-11.45","-41.195833","-11.45",NA,"ca. 20cm alt. Folhas levemente discolores, hipanto verde, sépalas e pétalas alvo-esverdeadas, labelo com estrias vináceas.","4658","Southern America","1086","1086",NA,"ALCB004254","ALCB004254",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:28:31-03","UFBA","ALCB","64479","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Bastos, CA","2008","06","19","Guedes, ML; Alunos de Botânica III","2003","10","24","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro Doido","-41.15","-11.55","-41.15","-11.55",NA,"com pseudobulbo. Folhas crassas. Inflorescência com escapo longo. Frutos imaturos verdes.","10757","Southern America",NA,NA,NA,"ALCB007804","ALCB007804",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:28:31-03","UFBA","ALCB","72662","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Bastos, CA","2008","06","19","Roque, N; Alunos de Botânica III","2005","06","18","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Trilha da Cachoeira do Ferro Doido - Vila do Ventura","-41.001389","-11.635833","-41.001389","-11.635833",NA,"saxícola. Sépalas verdes, pétalas verdes com listras lilases, fruto imaturo verde.","1228","Southern America","767","767",NA,"ALCB007800","ALCB007800",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:28:31-03","UFBA","ALCB","89245","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Carvalho, DN","2014","12",NA,"Guedes, ML; Gomes, FS; Alunos de Botânica III","2009","05","02","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para Três Morros Ponto 04","-41.894167","-13.08","-41.894167","-13.08",NA,"de ca 30 cm. de altura, pseudobulbo carnoso. Folhas crassas. Inflorescência com escapo longo. Fruto cápsula.","15120","Southern America","1391","1391",NA,"ALCB006136","ALCB006136",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:28:31-03","UFBA","ALCB","91991","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Carvalho, DN","2014","12",NA,"Guedes, ML; et al.","2006","10","09","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55",NA,"epífita com pseudobulbo. Folhas carnosas, concolores. Frutos imaturos verdes.","16269","Southern America",NA,NA,NA,"ALCB006142","ALCB006142",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:28:31-03","UFBA","ALCB","133981","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Vieira, T","2018","10",NA,"Menezes, M; Vieira, T; Fernandes, K; Amorim, F; Timóteo, B","2018","06","16","Brasil","Bahia","Mucugê","Parque Sempre Viva - Trilha para cachoeira das Andorinhas","-41.569444","-13.6725","-41.569444","-13.6725",NA,"Pseudobulbos e folhas verdes-amareladas; inflorescência vinácea-esverdeadas.","27","Southern America",NA,NA,NA,"ALCB057111","ALCB057111",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:28:31-03","UFBA","ALCB","101611","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum","Lindl.","Barros, F; Vieira, TL","2011","11","10","Vieira, TL; Stadnik, A; Moura, L","2011","09","23","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Serra do Tombador","-40.703056","-11.253056","-40.703056","-11.253056",NA,"ca. de 70 cm. Pseudobulbo verde amarelado. Escapo floral com coloração mais escura na base e verde quando se aproxima das flores. Sépalas verde amareladas maculadas de vináceo. Pétalas maculadas de vináceo, com ápice agudo. Labelo com","32","Southern America","930","930",NA,"ALCB007807","ALCB007807",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:46:01-03","NBC","NL-BOTANY","U.1458369","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Bulbophyllum","geraense","Bulbophyllum geraense","Rchb.f.","Smidt EC",NA,NA,NA,"Harley RM; et al.","1980","05","27","Brazil","Bahia",NA,"Serras dos Lençois. About 7-10 km along the main Seabra - Itaberaba road, W. of the Lençois turning by the Rio Mucugézinho.","-41.433333","-12.466667","-41.433333","-12.466667",NA,"Extensive sandstone outcrops with shrubs & small trees & some damp ground.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1458369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1458369","NL-U1458369",NA,NA,"U 0120398",NA,NA,NA,NA
"37","2020-02-08 08:46:01-03","NBC","NL-BOTANY","WAG.1131010","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Bulbophyllum","ipanemense","Bulbophyllum ipanemense","Hoehne",NA,NA,NA,NA,"Hatschbach GG","1977","01","15","Brazil",NA,NA,"Morro do Chapéu, arredores, Bahia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1131010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-WAG1131010","NL-WAG1131010",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 12:17:23-03","ESALQ","ESA","83664","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum",NA,"Menini Neto, L.","2008","01","23","Chaddad Jr., J.","2002","03","30","Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,"190.0",NA,NA,NA,NA,"ESA083664","ESA083664","24458","auto",NA,NA,NA,NA,NA
"39","2020-11-04 12:17:23-03","ESALQ","ESA","18344","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum",NA,"Menini Neto, L.","2008","01","23","Souza, V.C. et al.","1995","03","07","Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,"7801.0",NA,NA,NA,NA,"ESA018344",NA,"24458","auto",NA,NA,NA,NA,NA
"40","2020-11-04 12:17:23-03","ESALQ","ESA","90398","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum",NA,"Vieira, T.L.",NA,NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","2005","01","28","Brasil","Bahia","Morro do Chapéu","BLOQUEADO","-41.1561012268066","-11.5500001907349",NA,NA,NA,"Rupícola, flores passadas verde-arroxeadas","4792.0",NA,"1235","1235",NA,"ESA090398","ESA090398","98143","auto",NA,NA,NA,NA,NA
"41","2020-11-04 12:17:23-03","ESALQ","ESA","33112","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Bulbophyllum","exaltatum","Bulbophyllum exaltatum",NA,"Vieira, T.L.","2014","02","11","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","1996","07","06","Brasil","Minas Gerais","Diamantina","BLOQUEADO","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva; botões vinho.","11990.0",NA,NA,NA,NA,"ESA033112",NA,"101169","auto",NA,NA,NA,NA,NA
"42","2020-11-04 12:17:23-03","ESALQ","ESA","115806","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Bulbophyllum","warmingianum","Bulbophyllum warmingianum",NA,NA,NA,NA,NA,"Gimenez, L.L.S.","2006","09","30","Brasil","Minas Gerais","Caldas-Pedra Branca",NA,NA,NA,NA,NA,NA,NA,"40.0",NA,NA,NA,NA,"ESA115806","ESA115806",NA,NA,NA,NA,NA,NA,NA
