"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","phylum","order","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","865332","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","B. A. Krukoff",NA,NA,NA,"Brazil","Acre",NA,"-69","-9.33",NA,NA,"NY00865332","NY00865332_01","5655","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704691' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2172570","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"I. L. do Amaral","1982","11","01","Brazil","Amazonas","Maraã","-66.8767405","-1.8362477",NA,NA,"NY02172570","NY02172570_01","276","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Japurá, margem direita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2172573","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"C. A. Cid Ferreira","1986","09","15","Brazil","Amazonas","Presidente Figueiredo","-59.5","-1.5",NA,NA,"NY02172573","NY02172573_01","8145","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326405' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Uatumã, 15 Km a montante da barragem de Balbina, próximo ao igarapé Santa Luzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","95170","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","W. W. Thomas","1994","02","14","Brazil","Bahia","Ilhéus","-39.0883","-14.9819",NA,NA,"NY00095170","NY00095170_01","10388","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","14.7 km west of Olivença on road to Vila Brasil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","869471","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","M. dos R. Cordeiro","1976","11","19","Brazil","Mato Grosso","Matupá","-54.9328","-10.0575",NA,NA,"NY00869471",NA,"1099","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050831' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Fazenda Cachimbo, sub. Base Projeto RADAM. SC. 21 Z.B. PT. 07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2172582","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"S. L. M. Moore","1891",NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"NY02172582","NY02172582_01","676","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326415' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","790806","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","J. R. Pirani","1995","02","22","Brazil","Espírito Santo","Marataízes","-40.8242","-21.0433",NA,NA,"NY00790806","NY00790806_01","3596","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545260' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","790799","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","D. S. D. de Araújo","1976","09","16","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,"NY00790799","NY00790799_01 NY00790799_02","1210","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545271' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Praia de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","869361","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","M. G. da Silva","1980","07","25","Brazil","Maranhão","São Luís","-44.3028","-2.5297",NA,NA,"NY00869361","NY00869361_01","5546","South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044533' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Arredores da estiva. Sítio Andiroba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","790808","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","P. K. H. Dusén","1911","02","25","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00790808","NY00790808_01","11455","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545276' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Porto dam Pedro II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","869460","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","E. P. Heringer","1976","01","03","Brazil","Goiás","Caldas Novas","-48.6247","-17.7419",NA,NA,"NY00869460","NY00869460_01","15273","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050791' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Termos do Rio Quente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","869526","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","O. Santos-Mattos","R. de Mello-Silva","2003","12","04","Brazil","Goiás","Posse","-46.3975","-14.1069",NA,NA,"NY00869526","NY00869526_01","2295","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1059926' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","3 km de Posse na estrada para Iaciara (GO 446, Km 3).","820","820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2172566","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"G. T. Prance","1966","09","27","Brazil","Amazonas",NA,NA,NA,NA,NA,"NY02172566","NY02172566_01","2588","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326396' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Track from São Paulo to Terra Firme, Rio Purus, opposite Boca do Acre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2172567","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"D. C. Daly","1981","11","08","Brazil","Pará",NA,"-49.9007982","-4.1911223",NA,NA,"NY02172567","NY02172567_01","1262","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326397' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Caraipé, approx. 60km from Tucuruí, SW on road serving Fazendas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1182768","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","O. Santos-Mattos","D. B. O. S. Cardoso","2005","03","25","Brazil","Bahia","Ruy Barbosa","-40.4892","-12.3192",NA,NA,"NY01182768","NY01182768_01","349","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408950' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Serra do Orobó. Riacho da Prata.","674","674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01198261","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","W. W. Thomas","2004","09","15","Brazil","Bahia","Arataca","-39.3972","-15.1981",NA,NA,"NY01198261","NY01198261_01","14112","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828650' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Serra das Lontras, 9.0 km WNW of Itatinguí on Fazenda road, then on trail over mountain ridge to Fazenda Cairo.","530","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","865334","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","L. Coêlho","1980","06","18","Brazil","Acre","Rio Branco","-67.81","-9.97472",NA,NA,"NY00865334","NY00865334_01","1794","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938182' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Horto municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","869463","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","G. P. DeWolf Jr.","G. T. Prance","1964","10","11","Brazil","Mato Grosso","Água Boa","-52.1583","-14.0503",NA,NA,"NY00869463","NY00869463_01","59371","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050801' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Serra do Roncador, 46 km north of Chavantina, Rio Vau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","04071024","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","W. Trujillo","W. Trujillo-C.","2011","02","15","Colombia","Guaviare","San José del Guaviare","-73.04166667","2.330277778",NA,NA,"NY04071024",NA,"1949","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353822' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","corregimiento el Capricho, vereda el Paraíso, Finca el Paraíso","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","818045","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","E. P. Heringer","1979","08","26","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00818045","NY00818045_01","1908","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Reserva Ecológica do IBGE. Na chácara da Reserva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","869472","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","G. P. DeWolf Jr.","Y. E. J. Mexia","1930","11","16","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00869472","NY00869472_01","5316","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050832' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Fazenda de Aguada; Morro dos Poços.","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2172571","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"G. T. Prance","1968","08","05","Brazil","Rondônia",NA,NA,NA,NA,NA,"NY02172571","NY02172571_01","6807","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Basin of Rio Madeira. Km 12, road Guajará-Mirim to Abunã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 14:03:00-03","NY","NYBG","85148","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa",NA,"C. C. Berg","B. C. Bennett","1989","03","29","Ecuador","Morona-Santiago",NA,"-78.17","-2.5",NA,NA,"NY00085148",NA,"3610","South America","sheet",NA,"Shuar Voucher <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Centro Shuar Yukutais. Near house and house of Pedro Kunkumas'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1413871","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","H. Medeiros","2010","04","16","Brazil","Acre","Senador Guiomard","-67.62","-10.07",NA,NA,"NY01413871","NY01413871_01","354","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412483' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Fazenda Experimental Catuaba, BR 364, Km 35.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","869464","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","G. T. Prance","1979","06","16","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"NY00869464",NA,"26238","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050807' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Bento Gomez, near Pocone Exposition Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1416311","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","H. Medeiros","2010","04","17","Brazil","Acre","Senador Guiomard","-67.54525","-10.0831",NA,NA,"NY01416311","NY01416311_01","391","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412517' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Iquiri, 30 min acima e uma hora descendo da ponte do Rio Iquiry, BR 364, Km 28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2172576","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"J. M. Pires","1956","12","17","Brazil","Pará",NA,NA,NA,NA,NA,"NY02172576","NY02172576_01","6436","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326408' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Serra do Cachimbo.","425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","790802","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","F. França","1995","06","03","Brazil","Bahia","Andaraí","-41.33","-12.8",NA,NA,"NY00790802","NY00790802_01","1205","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545266' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Andaraí: Trilha Andaraí - Lençois, arredores de Andaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869459","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","E. P. Heringer","1975","08","23","Brazil","Goiás","Jaraguá","-49.3342","-15.7569",NA,NA,"NY00869459","NY00869459_01","14842","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050787' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","790805","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","A. M. Amorim","1995","10","26","Brazil","Bahia","Jacobina","-40.5181","-11.1808",NA,NA,"NY00790805","NY00790805_01","1779","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545280' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Estrada Jacobina. Morro do Chapéu, ca. 22 Km a partir da sede do município Serra do Tombador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02859035","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.",NA,"H. Medeiros","2013","06","09","Brazil","Acre","Marechal Thaumaturgo","-72.257028","-9.083208",NA,NA,"NY02859035","NY02859035_01","1281","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Bacia do Rio Juruá. Rio Tejo. Reserva Extrativista do Alto Juruá, nas proximidades da Vila Restauração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00864732","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","J. E. de Paula","1983","10","15","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"NY00864732","NY00864732_01","1728","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Barao de Melgaço, Pantanal, margem do Rio Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","790801","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","J. A. Kallunki","1994","02","11","Brazil","Bahia","Una","-39.23","-15.13",NA,NA,"NY00790801","NY00790801_01","510","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545259' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","W from Olivenç-Una road on road to Vila Brasil just N of Rio Acuipe bridge, then S at 19 km on road to Faz. 2 do Julho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 07:37:00-03","NY","NYBG","609225","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa",NA,NA,"G. A. Aymard Corredor","1985","08","11","Venezuela","Bolívar","Sifontes","-61.47","6.22",NA,NA,"NY00609225",NA,"4175","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247613' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Concesión Minera Cristina Cuatro. 16km. al N-O del km.88","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","330710","PreservedSpecimen","Plantae","Moraceae","Ficus","pertusa","Ficus pertusa","L.f.","C. C. Berg","M. Silveira","1996","11","23","Brazil","Acre","Manoel Urbano","-69.7947","-9.1117",NA,NA,"NY00330710","NY00330710_01","1550","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Rosales","Rio Purus, seringal Terra Nova, colocaçao Terra Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
