"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"108","2019-02-15 11:40:27-02","IPA","IPA","28615","S","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Alves Araújo, A.","Duarte, A.P.","1952","11","04","Brasil","Minas Gerais","Carandaí","Margem do Rio Carandaí.","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,"Planta de solo turfoso úmido, arbusto ou subarbusto ca. 1,50-2,50 m de altura.","IPA0028615",NA,"4306","Southern America",NA,NA,"Plantae",NA,"2011","05","03","23079","auto",NA,NA,NA,NA,NA
"109","2019-08-27 13:34:13-03","IAP","PACA-AGP","93078","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","C. Mondin","C. Mondin & A. Iob","2001","09","29","Brasil","RS","Butiá","Francisquinho","-51.9622001647949","-30.1196994781494",NA,NA,NA,NA,"HASU 15974&nf;c/a 3 m altura Habitat: Na beira do arroio Hábito: arvoreta","PACA093078",NA,"2259",NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"39953","auto","Magnoliopsida",NA,NA,NA,NA
"110","2019-08-27 13:34:13-03","IAP","PACA-AGP","94165","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","M. Sobral","Mauhs, J.","1998","08","05","Brasil","RS","Vacaria","Balneário Municipal","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: Em mata ciliar.","PACA094165",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"63451","auto","Magnoliopsida",NA,NA,NA,NA
"111","2019-08-27 13:34:13-03","IAP","PACA-AGP","104278","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard",NA,"Jagmin, N.","1993","07","01","Brasil","RS","São Francisco",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 452","PACA104278",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"112","2019-08-27 13:34:13-03","IAP","PACA-AGP","104303","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","Sobral, M.","Jagmin, N.","1993","10","01","Brasil","RS","São Francisco",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 496","PACA104303",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"113","2019-08-27 13:34:13-03","IAP","PACA-AGP","105295","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","Sobral, M.","Jagmin, N.","1998","09","23","Brasil","RS","Mariano Moro",NA,"-52.1472015380859","-27.3539009094238",NA,NA,NA,NA,"Xiloteca nº 905","PACA105295",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"9642","auto","Magnoliopsida",NA,NA,NA,NA
"114","2019-08-27 13:34:13-03","IAP","PACA-AGP","103863","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","D. Bauer","D. Bauer","2006","12","08","Brasil","RS","Novo Hamburgo","Loteamento dos Eucaliptos, Bairro Canudos.","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"planta jovem Habitat: em mata brejosa, margens de arroio","PACA103863",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"20722","auto","Magnoliopsida",NA,NA,NA,NA
"115","2019-08-27 13:34:13-03","IAP","PACA-AGP","93076","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","M. Sobral","J. Larocca","1992","08",NA,"Brasil","RS","Pantano Grande","Faz. Capão da Fonte.","-52.3736000061035","-30.1914005279541",NA,NA,NA,NA,"HASU 2771. Habitat: Em banhado contíguo à um capão.","PACA093076",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"34187","auto","Magnoliopsida",NA,NA,NA,NA
"116","2019-08-27 13:34:13-03","IAP","PACA-AGP","94097","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R. A. Howard","J. Mauhs","Mauhs, J.","1999","01",NA,"Brasil","RS","Vacaria","Boqueirão.","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: Borda de mata junto de banhado.","PACA094097",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,NA,NA,"63451","auto","Magnoliopsida",NA,NA,NA,NA
"117","2019-08-27 13:34:13-03","IAP","PACA-AGP","82134","PreservedSpecimen","Plantae","Icacinaceae","Villaresia","cuspidata","Villaresia cuspidata","Miers.","A. Sehnem","Sehnem, A.","1980","10","30","Brasil","RS","Esmeralda","Res. Ecol. Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Habitat: arbor in araucarieto","PACA082134",NA,"17088",NA,NA,NA,"Magnoliophyta","Celastrales","1980",NA,NA,"38649","auto","Magnoliopsida",NA,NA,NA,NA
"118","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0041128","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","S. G. Tressens","M. M. Arbo; S. A. Cáceres, M. S. Ferrucci y V. Marufiak","1996","10","25","Argentina","Corrientes",NA,"Dep. San Roque. Estancia Caaguazú, 11 km NE de Chavarría camino a Tacuaritas, potrero Plantel, aprox 3 km al W del casco.","-58.489747","-28.888253",NA,NA,NA,NA,"Arbolito 4m alt, flores amarillo-verdosas, frutos inmaduros verdes.",NA,NA,"6860",NA,NA,NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:37:29-03","UFJF","CESJ","34970","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","W. Hoehne","W. Hoehne","1951","08","05","Brasil","São Paulo","Jundiaí","Sítio do Senhor Villim","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto do brejo.","CESJ034970",NA,"s.n.","América do Sul",NA,NA,"Angiosperma",NA,"1951","09","21","17840","auto",NA,NA,NA,NA,NA
"120","2019-11-21 14:37:29-03","UFJF","CESJ","42287","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","G. Hatschbach","N. Imaguire","1977","08","29","Brasil","Paraná","Curitiba","Rio Brigui, Mata de galeria, solo encharcado.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"CESJ042287",NA,"5167","América do Sul",NA,NA,"Angiosperma",NA,"2001",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"121","2019-11-21 14:37:29-03","UFJF","CESJ","37046","PreservedSpecimen","Plantae","Icacinaceae","Villaresia","congonha","Villaresia congonha","(DC.) Miers","M. Barreto","M. Magalhães","1992","07","23","Brasil","Minas Gerais","Belo Horizonte","Engenheiro Nogueira","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arbusto 2m, flor alava, brejo. Pouco frequente.","CESJ037046",NA,"3288","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"122","2021-04-07 11:42:10-03","UFMS","CGMS","41507","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","A. Pott; V.J. Pott","2000","11","10","Brasil","Mato Grosso do Sul","Jardim","Rio Olho d#?#água, 26 Km sudoeste de Jardim.","-56.4166667","-21.4333333","-56,4166667","-21,4333333",NA,NA,NA,"CGMS1071492",NA,"8417",NA,NA,NA,NA,NA,"2008","02","21",NA,NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:42:10-03","UFMS","CGMS","35509","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","C. Faxina","2009","07","09","Brasil","Mato Grosso do Sul","Naviraí","Córrego do Touro.","-54.2333333","-23.0597222","-54,2333333","-23,0597222",NA,NA,"Flor branca. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar. Solo alagado. Relevo plano. Habito: Árvore. 6,00m de altura.","CGMS1064909",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:42:10-03","UFMS","CGMS","35580","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","C. Faxina","2009","08","05","Brasil","Mato Grosso do Sul","Naviraí","Córrego Tarumã.","-54.2166667","-23.1044444","-54,2166667","-23,1044444",NA,NA,"Fruto roxo. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar. Solo úmido. Relevo plano. Habito: Árvore.","CGMS1064983",NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:42:10-03","UFMS","CGMS","52729","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","A. Pott; V.J. Pott","2005","09","05","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda vizinha acima da Fazenda Remanso, entorno do Parque Nacional da Serra da Bodoquena.","-56.7088889","-20.7852777","-56,7088889","-20,7852777","476","476","Flor esbranquiçado. Fruto ausente. Habitat: Floresta paludosa de nascente em área de cerradão/ floresta decídua. Solo hidrofórfico, encharcado. Relevo pequeno vale em plano entre morros. Abundante. Habito: Árvore 5-12m de altura.","CGMS1082696",NA,"13341",NA,NA,NA,NA,NA,"2009","04","05",NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:42:10-03","UFMS","CGMS","37999","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"S.N.Moreira; V.J. Pott, A. Pott & Barbara","2010","08","13","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.","-54.7833333","-20.5566667","-54,7833333","-20,5566667","504","504","Fruto verde, imaturo. Habitat: Caapão em campo úmido de Veredas com buriti em domínio de Cerrado. Habito: Árvore.","CGMS1067415",NA,"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:42:10-03","UFMS","CGMS","62725","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","2002","11","11","Brasil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, próximo à sede, direção cachoeiras do Aquidaban.","-56.8516667","-21.0247223","-56,8516667","-21,0247223","540","540","Fruto negro. Habitat: Brejo graminoso (1,3m de altura), com Eryngium floribundum. Solo calcário encharcado com com musgos e matéria orgânica. Relevo plano. Habito: Arbusto.","CGMS1095721",NA,"5986",NA,NA,NA,NA,NA,"2006","11","11",NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:42:10-03","UFMS","CGMS","41508","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","A. Pott; V.J. Pott","2000","11","10","Brasil","Mato Grosso do Sul","Campo Grande","Parque Lúdio Coelho, Itanhangá.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Ramos verdes tortuosos, folha com múcron pungente. Habitat: Beira de nascente de córrego, em parque público. Solo argiloso. Relevo vale. Habito: Árvore. Ocasional. 4,00m de altura.","CGMS1071493",NA,"8387",NA,NA,NA,NA,NA,"2008","02","21","161190","auto",NA,NA,NA,NA,NA
"129","2021-04-07 11:42:10-03","UFMS","CGMS","41506","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","A. Pott","A. Pott; V.J. Pott","2001","06","17","Brasil","Mato Grosso do Sul","Campo Grande","Parque Lúdio Coelho, Itanhangá.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor creme. Fruto ausente. Habitat: Vegetação secundária próximo a nascente. Solo argiloso vermelho. Relevo vale. Habito: Árvore. Ocasional. 3,00-5,00m de altura.","CGMS1071491",NA,"8896",NA,NA,NA,NA,NA,"2008","02","21","161190","auto",NA,NA,NA,NA,NA
"130","2019-11-27 13:46:51-03","UFS","ASE","40126","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Sobral, M","Sobral, M; et. alli","1995","09",NA,"Brasil","Rio Grande do Sul","Amaral Ferrador",NA,"-52.2574","-30.8782","-52.2574","-30.8782",NA,NA,"Região de campos rupestres entremeados com capões de Mata Estacional Semidecidual","ASE0041643",NA,"8030","Southern America",NA,NA,"Magnoliophyta",NA,"1995","09",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:27:43-03","UNICAMP","UEC","26620","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Hatschbach, G","Kummerch, B","1981","09","17","Brazil","Paraná","S. José dos Pinhaes","Contenda",NA,NA,NA,NA,NA,NA,"Arvoreta 3m, flor alvescente.; Orla do capão, solo úmido.","UEC036850","UEC036850","1571",NA,NA,NA,"Magnoliopsida",NA,"1981","12",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:27:43-03","UNICAMP","UEC","71882","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Mazine, FF","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1995","06","12","Brazil","São Paulo","Lençóis Paulista","Estrada de terra , Lençois Paulista - Águas de Santa Barbara.","-48.8675","-22.651111","-48.8675","-22.651111",NA,NA,"Árvore de 5m., flores com pétalas brancas e estames amarelos.; Mata de brejo.","UEC036843","UEC036843","1098",NA,NA,NA,"Magnoliopsida",NA,"1996","03","22",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:27:43-03","UNICAMP","UEC","98061","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Mazine, FF","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO","1997","12","13","Brazil","São Paulo","Apiaí","Estrada para Pinhalzinho / Apiaí, Pinhalzinho/Apiaí, 11 km de Bom Sucesso de Itararé.","-49.076944","-24.335278","-49.076944","-24.335278",NA,NA,"Árvore com 3m, fruto maduro negro.; Floresta Ombrófila Mista, Beira de estrada. Brejo.","UEC036847","UEC036847","628",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:09:18-03","UNICAMP","UEC","109018","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Viani, RAG","Souza, LRM; Francisco, EM; Clochet, FA","1998","07","29","Brazil","Paraná","Ipiranga","Beira de estrada","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"flor, Arvoreta 4m; botões florais e flores creme; Mata ciliar, brejo.",NA,NA,"s.n.",NA,NA,NA,"Magnoliopsida",NA,"1999",NA,NA,"31827","auto",NA,NA,NA,NA,NA
"135","2021-03-01 16:27:43-03","UNICAMP","UEC","109018","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Viani, RAG","Souza, LRM; Francisco, EM; Clochet, FA","1998","07","29","Brazil","Paraná","Ipiranga","Beira de estrada.","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Arvoreta 4,0m alt.; botões florais e flores creme.; Mata ciliar, brejo.","UEC055901","UEC055901","s.n.",NA,NA,NA,"Magnoliopsida",NA,"1999",NA,NA,"31827","auto",NA,NA,NA,NA,NA
"136","2021-03-01 16:27:43-03","UNICAMP","UEC","109140","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Viani, RAG","Ferreira, JA; et al.","1999","06","11","Brazil","Paraná","Nova Santa Barbara","Sítio do Rui.","-50.5853004455566","-23.5853004455566",NA,NA,NA,NA,"Árvore 6m; botões verdes.; Pastagem.","UEC036841","UEC036841","24892",NA,NA,NA,"Magnoliopsida",NA,"1999",NA,NA,"25438","auto",NA,NA,NA,NA,NA
"137","2021-03-01 16:27:43-03","UNICAMP","UEC","139347","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Sá, KLVR","Sá, KLVR; et al.","2002","09","05","Brazil","Paraná","São Jerônimo da Serra","Reserva Indigena de São Jerônimo, No brejo do rio Tigre perto de horta, descendo o fragmento depois da casa das bananeiras.","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"Arvoreta 4m; Flores brancas.; Brejo.","UEC036846","UEC036846","301",NA,NA,NA,"Magnoliopsida",NA,"2003",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"138","2021-03-01 16:27:43-03","UNICAMP","UEC","45090","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Hatschbach, G","Cordeiro, J; Silva, JM","1986","09","04","Brazil","Paraná","São José dos Pinhais","Guatupê","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto 3m. Flores alvas. Matinha na orla de brejo.","UEC036848","UEC036848","358",NA,NA,NA,"Magnoliopsida",NA,"1986","11",NA,"45291","auto",NA,NA,NA,NA,NA
"139","2021-03-01 16:27:43-03","UNICAMP","UEC","77220","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Leitão Filho, HF","Durigan, G","1992","05","05","Brazil","São Paulo","Assis","Estação Ecológica Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Árvore grande.; Solo umido. Mata ciliar.","UEC036842","UEC036842","30585",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA
"140","2021-03-01 16:27:43-03","UNICAMP","UEC","172819","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Toniato, MTZ; Spina, AP","1992","08","31","Brazil","São Paulo","Campinas","Alt. km 139 da Rod. Dom Pedro I.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Mata de Brejo.","UEC084678","UEC084678","33648",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"141","2021-03-01 16:27:43-03","UNICAMP","UEC","99642","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Spina, AP","Spina, AP","1992","08","31","Brazil","São Paulo","Campinas","Barão de Geraldo","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Interior da mata, arbórea, folhas com espinhos na margem, flores amarelas.; Mata Higrófila.","UEC036839","UEC036839","25",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:27:43-03","UNICAMP","UEC","71950","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Santin, DA","Santin, DA; Cielo-Filho, R","1995","10","04","Brazil","São Paulo","Campinas","Distrito de Barão Geraldo., Mata próxima ao Makro da Rod. D. Pedro I.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Área brejosa.","UEC036840","UEC036840","30994",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"143","2021-03-01 16:27:43-03","UNICAMP","UEC","165259","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Spina, AP","Spina, AP","1992","08","24","Brazil","São Paulo","Campinas","Fazenda Santa Genebra - Barão Geraldo","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Interior da mata, arbórea, folhas espinescentes, flores velhas.; Mata Higrófila.","UEC036845","UEC036845","14",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"144","2021-03-01 16:27:43-03","UNICAMP","UEC","117836","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Hoehne, W","Wilson, H","1951","08","05","Brazil","São Paulo","Jundiaí","Sítio do Senhor Vallim.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto do brejo.; Brejo.","UEC036844","UEC036844","13196",NA,NA,NA,"Magnoliopsida",NA,"1951","09","21","17840","auto",NA,NA,NA,NA,NA
"145","2021-02-26 11:29:18-03","UNICAMP","UEC","151325","S","Plantae","Icacinaceae","Villaresia","cuspidata","Villaresia cuspidata","Miers","Torres, RB","Torres, RB; Figueiredo, N; Oliveira, AR","1987","09","09","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.602119","-23.698839","-48.602119","-23.698839",NA,NA,"Árvore 6 m. Interior da mata perto da pedreira. Frutos jovens verdes.",NA,NA,"271",NA,NA,NA,"Magnoliopsida",NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-04 13:19:03-03","UDESC","LUSC","3053","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Motta, J.C.","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.;","2013","09","22","Brasil","Paraná","Coronel Domingos Soares","Fazenda São Geraldo.","-52.0318984985352","-26.2278003692627",NA,NA,NA,NA,NA,"LUSC000029","LUSC000029","4075",NA,NA,NA,NA,NA,"2014","02","05","38269","auto",NA,NA,NA,NA,NA
"147","2020-12-04 13:19:03-03","UDESC","LUSC","7539","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Higuchi, P.","Souza,K.","2015","02","23","Brasil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"LUSC000037","LUSC000037","7",NA,NA,NA,NA,NA,"2013","10","25","41668","auto",NA,NA,NA,NA,NA
"148","2020-12-04 13:19:03-03","UDESC","LUSC","7710","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Silva, A.C.","Larsen, J.G.","2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC000035","LUSC000035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"149","2020-12-04 13:19:03-03","UDESC","LUSC","8160","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Stedille, L.I.B.","Stedille, L.I.B.","2015","01","23","Brasil","Santa Catarina","Otacílio Costa","Fazenda Campo de Dentro.","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,NA,"LUSC000033","LUSC000033","58",NA,NA,NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA
"150","2019-01-17 11:23:59-02","PUCRS","MPUC","13537","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","M. Sobral",NA,"2000","06","04","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Floresta Ombrófila Densa (F: 91)",NA,NA,NA,"South America",NA,NA,NA,"Aquifoliales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"151","2019-01-17 11:23:57-02","PUCRS","MPUC","11574","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","R.S. Bergamin",NA,"2007","07","22","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Aquifoliales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"152","2019-01-17 11:23:59-02","PUCRS","MPUC","17397","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","S.M. Nunes",NA,"1978","09","20","Brasil","RS","Ibirubá",".","-53.095","-28.6394444","-53.0950000000","-28.6394444000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Aquifoliales","1978","01","01",NA,NA,"Magnoliopsida",NA,NA,"6",NA
"153","2019-01-17 11:23:59-02","PUCRS","MPUC","15909","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","N.I. Matzenbacher",NA,"1983","09","11","Brasil","RS","Guaíba","BR 116, km 32","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Aquifoliales","1983","01","01",NA,NA,"Magnoliopsida",NA,NA,"1",NA
"154","2019-01-17 11:23:59-02","PUCRS","MPUC","20903","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","J.A. Jarenkow",NA,"1989","10","29","Brasil","RS","Capão do Leão","Horto Botânico do Irmão Teodoro Luís.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"Em borda de mata turfosa",NA,NA,NA,"South America",NA,NA,NA,"Aquifoliales",NA,NA,NA,"28605","auto","Magnoliopsida",NA,NA,"1","1001"
"155","2020-10-14 10:00:29-03","FURB","FURB","45576","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Oliveira, AA de","Oliveira, A.A. de","2015","01","24","Brasil","Santa Catarina","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","870","870","Fito IFFSC 208 /L/13","FURB21894","FURB21894","1016",NA,NA,NA,NA,NA,"2015","01","24",NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:00:29-03","FURB","FURB","61135","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Schwirkowski, P.","Schwirkowski, P.","2018","09","07","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta. Linha férrea, próximo à rua José Augustin.","-49.3702778","-26.2783334","-49.3702778","-26.2783334","850","850","FOM. Heliófita. Cálice e corola amarelados Habitat: Borda do fragmento Habito: Árvore","FURB61135","FURB61135","3057",NA,NA,NA,NA,NA,"2018","09","07",NA,NA,NA,NA,NA,NA,NA
