"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","typeStatus"
"11","2021-03-30 12:38:05-03","EAO","IAN","93813","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Casas, JF","Glaziou, AFM","16328",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"IAN093813",NA,NA,NA,"2006","03","57442","auto","08",NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:38:28-03","EAO","IAN","24806","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Jatropha","oligandra","Jatropha oligandra","Müll.Arg.",NA,"Glaziou, AFM","16328",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN024806","IAN024806_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:14:02-03","UFBA","ALCB","024302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas","Guedes, ML","2535","1992","12","13","Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Fazenda favela","-39.083333","-12.533333",NA,"ca de 1,0 metro de altura. Flores alvas.","ALCB051172","ALCB051172",NA,NA,"2006","02",NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA
"14","2019-10-09 11:14:02-03","UFBA","ALCB","09879","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax",NA,"Grupo Pedra do Cavalo","822","1980","10",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Mata do rio jacuípe.","-39.083333","-12.533333",NA,"ca de 1 metro de altura; caule latescente e com poucas folhas; inflorescências terminais.","ALCB051167","ALCB051167",NA,NA,NA,NA,NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA
"15","2019-10-09 11:14:02-03","UFBA","ALCB","86065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Casas, JF","Hatschbach, G; Hatschbach, M; Silva, JM","68441","1998","10","12","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Aurelino Leal","-41.8114013671875","-13.5789003372192",NA,"10 m. Látex e flores alvas; pelos urticantes, esparsos.; plantação de cacau.","ALCB051171","ALCB051171",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:14:02-03","UFBA","ALCB","058556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas","Mattos Silva, LA; Santos, BR dos","4287","2000","10","19","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC) , Km 16 da rodovia Ilhéus / Itabuna (Br 415)","-39.116667","-14.683333",NA,"ca de 4,5 metros de altura. Flores com sépalas verdes e pétalas brancas. Látex Branco, abundante, urticante.; Solo argiloso, área de Mata Atlântica","ALCB051169","ALCB051169",NA,NA,"2006","02",NA,NA,NA,"-39.116667","-14.683333",NA,NA,NA,NA
"17","2021-02-24 18:13:31-03","UFBA","ALCB","59360","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Casas, JF","Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, B; Querino, R","3222","2001","03","30","Southern America","Brasil","Bahia","Caculé","Serra Geral, ca. 4,7 km E da sede municipal, estrada que leva & torre de televisão","-42.199722","-14.511667",NA,"ca. 8 m alt. Folhas verdes com a face inferior mais clara, alaranjadas quando maduras. Flores cremes. Frutos jovens. Látex branco leitoso.; arbórea. Latossolo vermelho.","ALCB051168","ALCB051168",NA,NA,"2006","02",NA,NA,NA,"-42.199722","-14.511667",NA,NA,NA,NA
"18","2019-10-09 11:14:02-03","UFBA","ALCB","73507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax",NA,"Alves, L. de J.; Guedes, ML; Loureiro, DM; Santana, DL","298","2001","05","19","Southern America","Brasil","Bahia","Paraguaçu","Ruy Barbosa, margem do Rio Água Branca.",NA,NA,NA,"Árvore: 6,0 m. Folíolos cartáceos, discolores. Frutos imaturos marrons, imaturos verdes. Ocasional.","ALCB051161","ALCB051161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:14:02-03","UFBA","ALCB","52281","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Casas, JF","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8232","2001","04","29","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, µrea de loteamento","-41.164444","-12.869722",NA,"3,5m.Folahs coriáceas, discolores. Fruto tricocas imaturos verdes.; Predominância de velame (Croton).","ALCB051166","ALCB051166",NA,NA,"2006","02",NA,NA,NA,"-41.164444","-12.869722",NA,NA,NA,NA
"20","2019-10-09 11:14:02-03","UFBA","ALCB","08295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax",NA,"Grupo Pedra do Cavalo","941","1980","11",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Riacho Cungú","-39.083333","-12.533333",NA,"Latescente, entre 6 e 7 metros de altura; tronco com nódulos espinhosos e urticantes; flores esverdeadas em iflorescências terminais; frutos em tricocas esverdeadas, duras com pelos urticantes.","ALCB051170","ALCB051170",NA,NA,NA,NA,NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA
"21","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0131717","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas FJ","Hatschbach GG",NA,"1996","07","08","Southern America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200131717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0131717",NA,NA,NA,"2007","05",NA,NA,"30",NA,NA,"Magnoliopsidae",NA,NA,NA
"22","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U.1255535","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas FJ","Hatschbach GG; Hatschbach M; Silva JM",NA,"1998","10","12","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1255535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1255535","NL-U1255535",NA,NA,"2007","05",NA,NA,"31",NA,NA,"Magnoliopsidae","U 0087327",NA,NA
"23","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U.1255536","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas FJ","Salviani ER",NA,"1998","10","15","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1255536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1255536","NL-U1255536",NA,NA,"2007","05",NA,NA,"31",NA,NA,"Magnoliopsidae","U 0098274",NA,NA
"24","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U.1255537","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas FJ","Hatschbach GG",NA,"1984","09","13","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1255537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1255537","NL-U1255537",NA,NA,"2007","05",NA,NA,"30",NA,NA,"Magnoliopsidae","U 0087328",NA,NA
"25","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U.1255538","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Fernández Casas FJ","Hatschbach GG",NA,"1996","07","08","Southern America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1255538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1255538","NL-U1255538",NA,NA,"2007","05",NA,NA,"30",NA,NA,"Magnoliopsidae","U 0131716",NA,NA
"26","2020-11-04 11:07:26-03","ESALQ","ESA","91614","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus",NA,NA,"Hatschbach, G.","48144.0","1984","09","13",NA,"Brasil","Minas Gerais","Itaobim",NA,"-41.5032997131348","-16.5617008209229",NA,NA,"ESA091614","ESA091614",NA,NA,NA,NA,"19493","auto",NA,NA,NA,NA,NA,NA,NA
"27","2015-07-02 14:42:27-03","JBP","HPL","13606","S","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll Arg.) Pax",NA,"J.G. Jardim; L. C. Gomes","5351","2008","08","19",NA,"Brasil","BA","Itabuna","Rodovia BR-415 Itabuna/Ibicaraí, ca. 5 km de Ferradas, margem da rodovia. CEPLAC-123942.","-39.461111","-15.202778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39° 27' 40 W","15° 12' 10 S",NA,NA,NA,NA
"28","2015-07-02 14:01:42-03","JBP","HPL","2858","S","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","I. Cordeiro","E.R. Salviani & H. Lorenzi","97","1998","07","02",NA,"Brasil","SP","Campinas","Coletada no Instituto Agronômico de Campinas (IAC), nas proximidades da Capela.","-47.06","-22.9",NA,NA,NA,NA,NA,NA,"2009","07","23900","auto","10",NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:39:26-02","IPA","IPA","40639","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Gallindo, F.",NA,"16328","1986","07","09","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Herb. C.","IPA0040639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:39:26-02","IPA","IPA","42431","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Gallindo, F.","Hage, J.L.; Mattos Silva, L.A.; Mattos Silva, L.A.","316","1979","09","28","Southern America","Brasil","Bahia",NA,"Una - Ramal para Torre Repetidora da EMBRATEL. Serra Boa, com 4km de extensão. Entrada no km 53 do trecho Buerarema/Canaça (BR-101), lado direito. Região de Mata Higrófila Sul Baiana. Plantação de cacau.",NA,NA,NA,"Árvore, 15m x 40cm. Flores em botões. Látex branco","IPA0042431",NA,NA,NA,"1986","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:39:26-02","IPA","IPA","42474","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax",NA,"Duarte, A.P.","3943","1953","11","16","Southern America","Brasil","Espírito Santo",NA,"Nova Vinecia, Serra de Cima.",NA,NA,NA,"Planta de associações ruprestres, que em formações","IPA0042474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:39:26-02","IPA","IPA","42437","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Alves, M.","Hage, J.L.; Brito, H.S.; Brito, H.S.","1313","1981","09","09","Southern America","Brasil","Bahia","Ilhéus","Àrea do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR415). Região da mata higrófila Sul Baiana. 50 m alt. Quadra G'.","-39.0494003295898","-14.7889003753662",NA,"Àrvore,15m x 30cm de altura. Flores em botões esve","IPA0042437",NA,NA,NA,"1995","08","61245","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:39:26-02","IPA","IPA","42478","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Gallindo, F.","Gallindo, F.; Rita Pereira; Rita Pereira","921","1984","10","10","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Eng. São Bento. Mata de Cueira. Mata seca. Solo argiloso.","-35.0182991027832","-8.00222015380859",NA,"Árvore mais ou menos 8m com tufos de pelos urtican","IPA0042478",NA,NA,NA,"1984","10","21764","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:39:26-02","IPA","IPA","6758","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Lima, A.","Pickel, B.","2822","1931","09","16","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Mata úmida.","-35.0182991027832","-8.00222015380859",NA,"Árvore alta com látex branco c/ pelos que alejam.","IPA0006758",NA,NA,NA,"1967","09","21764","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-07-26 11:39:56-03","IPA","IPA","42463","S","Plantae","Plantae",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Gallindo, F.","Chiappeta, A.","42463","1983","10","31","Southern America","Brasil","Pernambuco","Vicência","Eng. Jundiá. Margens da estrada para a Igrejinha, após o bananal.","-35.3266983032227","-7.65693998336792",NA,"Árvore mais ou menos 8m, com flores e poucos frut","IPA0042463",NA,NA,NA,"1984",NA,"21084","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:16:56-03","UFV","VIC","6387A","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Carneiro-Torres, D.S.","Vidal, W.N.; Vidal, M.R.R.","515","1979","10","20",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Jardim Botânico.","-42.8819007873535","-20.7539005279541",NA,"Árvore, flores verde-claras; fruto cápsula espinhosa.","VIC06387A",NA,NA,NA,"2004","07","13937","auto","21",NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0027381","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(M??ll.Arg.) Pax","Fdez. Casas","G. Hatschbach","48144","1984","9","13",NA,"Brazil","Minas Gerais",NA,"Córrego Três Irmãos (Mun. Itaobim).","-41.504009","-16.576158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:11:12-03","UNICAMP","UEC","4883","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Oliveira, CC","Ratter, JA; Fonsêca, SE; Fonsêca Filho, J","3244","1976","07","01",NA,"Brazil","Minas Gerais","Januária","Approx. 10 km Wof Januária on the road t","-44.5","-15.5",NA,"flor, Tree are many fruits on the ground, very attractive to rodentes, and also a few green fruits still on the trees. In arboreal caatinga, at this time of year almost completely leafess, with Cavanillesia arborea,etc.a thick - hugged","UEC114127","UEC114127",NA,NA,"2017","03",NA,NA,NA,"-44.5","-15.5",NA,NA,NA,NA
"39","2019-08-20 10:11:12-03","UNICAMP","UEC","66518","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll.Arg.) Pax","Oliveira, CC","Leitão Filho, HF","22865","1972","04","20",NA,"Brazil","São Paulo","Campinas","Cultivada no arboreto da SBE na F. Sta. Elisa","-47.060001373291","-22.8999996185303",NA,"flor, Árvore, 15 m, flores creme","UEC133057","UEC133057",NA,NA,"2017","03","23900","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-19 14:06:44-03","UFRPE","PEUFR","37021","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","K. Almeida","T.M.C. da Silva; K. Almeida","62","2001","05","17",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,"Árvore com ca. de 25 m; presença de látex; inflorescência verde-clara","PEUFR037021",NA,NA,NA,"2001","07",NA,NA,"18","34°57'01''W","8°00'46''S",NA,NA,NA,NA
"41","2019-11-19 14:06:44-03","UFRPE","PEUFR","39515","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","A. Laurênio",NA,NA,"1943","12","29",NA,"Brasil","Bahia",NA,"Cultivado no Jardim Botânico de São Paulo",NA,NA,NA,NA,"PEUFR039515",NA,NA,NA,"2001","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-19 14:06:44-03","UFRPE","PEUFR","41659","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","A. Laurênio","A. Laurênio; V. santos","842","1998","03","13",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá; mata do camocim","-35.0182991027832","-8.00222015380859",NA,"Árvores ca. 7 à 12 m de alt.; perímetro do caule variando entre 40 cm à 1 m; caule recortado para extração de látex (branco abundante); com tufos de pelos urticantes; ramos e folhas com pelos urticantes amarelados; translúcidos; nerv","PEUFR041659",NA,NA,NA,"2003","05","21764","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 14:06:44-03","UFRPE","PEUFR","41338","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","A. Laurênio","A. Laurênio; M.I.B. Loiola; V. Santos","1087","1998","06","30",NA,"Brasil","Pernambuco","Vicência","Engenho Jundiá; mata em torno da igreja Jundiá","-35.3266983032227","-7.65693998336792",NA,"Árvore ca. de 14 m de alt.; diâmetro do caule no nível do solo ca. 50 m; troncos cortados para extração do látex; que é branco e abundante; pelos urticantes amarelados; ramos facilmente quebrados; cilindricos à subcilindricos; verdes","PEUFR041338",NA,NA,NA,"2003","05","21084","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 14:06:44-03","UFRPE","PEUFR","41401","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","A. Laurênio","A. Laurênio; M.I.B. Loiola; V. Santos","1088","1998","06","30",NA,"Brasil","Pernambuco","Vicência","Engenho Jundiá; mata em torno da igreja Jundiá","-35.3266983032227","-7.65693998336792",NA,"Árvore ca. de 14 m de alt.; ramos cilindricos; cinza a cinza-esverdeado; pecíolo cilindrico amarelado; glâdula peciolar amarelada; cálice masculino creme-amarelado; estames cremes; cálice feminino verde-amarelado; glândula em ambas a","PEUFR041401",NA,NA,NA,"2003","05","21084","auto",NA,NA,NA,NA,NA,NA,NA
