"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","year","locality","identifiedBy","yearIdentified","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","sex"
"50","2020-12-21 16:42:34-03","MBM","MBM","189952","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","827","Southern America","Brazil",NA,NA,"MBM189952","MBM189952","Paraná",NA,"Buraco do Padre","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:42:34-03","MBM","MBM","40618","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","32953","Southern America","Brazil",NA,NA,"MBM040618","MBM040618","Paraná",NA,"Fazenda Cambiju","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:42:34-03","MBM","MBM","246078","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.; et al.; et al.","9220","Southern America","Brazil",NA,NA,"MBM246078","MBM246078","Paraná",NA,"Lagoa Dourada","Dombrowski, L.T.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:42:34-03","MBM","MBM","246080","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","8810","Southern America","Brazil",NA,NA,"MBM246080","MBM246080","Paraná",NA,"Lagoa Dourada","Dombrowski, L.T.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:42:34-03","MBM","MBM","78577","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","45464","Southern America","Brazil",NA,NA,"MBM078577","MBM078577","Paraná",NA,"Parque Vila Velha","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:42:34-03","MBM","MBM","150996","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","64","Southern America","Brazil",NA,NA,"MBM150996","MBM150996","Paraná",NA,"Ponta Grossa, arredores","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:42:34-03","MBM","MBM","246079","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","7589","Southern America","Brazil",NA,NA,"MBM246079","MBM246079","Paraná",NA,"Próximo de Vila Velha","Dombrowski, L.T.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:42:34-03","MBM","MBM","246077","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.; et al.; et al.","833","Southern America","Brazil",NA,NA,"MBM246077","MBM246077","Paraná",NA,"Rio Tibagi","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:42:34-03","MBM","MBM","91571","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"SPF","17759","Southern America","Brazil",NA,NA,"MBM091571","MBM091571","São Paulo",NA,"Pirassununga","Lima, R.",NA,NA,NA,"Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-11-06 19:23:47-02","MNHN","RECOLNAT_MNHN_P","P01818925","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek","type","Sellow, F.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818925' target='other'> <mi>dwc_moreinfo</mi></a>","P01818925","P01818925_01",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4768",NA,NA
"60","2020-10-01 14:24:38-03","JBB","HEPH","17895","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Ribas, OS","3710","Southern America","Brasil",NA,NA,NA,NA,"Paraná","2001","Recanto dos Papagaios","Hatschbach, G","2001","10","27","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:24:38-03","JBB","HEPH","17894","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Silva, JM; Ribas, OS","3489","Southern America","Brasil",NA,NA,NA,NA,"Paraná","2001","Rod. BR-277, Recanto dos Papagaios","Hatschbach, G","2001","10","05","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:40:33-03","UFMG","BHCB","34084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:40:33-03","UFMG","BHCB","34084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:40:33-03","UFMG","BHCB","76513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Silva, JM","3489","Southern America","Brasil",NA,NA,NA,NA,"Paraná","2001",NA,NA,NA,"10","05","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:21:27-03","UFPR","UPCB","7202","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Hatschbach, G.","13010",NA,"Brasil",NA,"Xilopodífera, flor creme. Cerrado..",NA,NA,"Paraná","1965","Campo Mourão","Hatschbach, G.","1968","10","14","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"28572","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:21:27-03","UFPR","UPCB","67669","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Kellermann, B.","79",NA,"Brasil",NA,"Erva..",NA,NA,"Paraná","2009","Parque Estadual do Cerrado.","Caddah, M.K.","2009","09","25","Jaguariaíva","-49.633333","-24.133333","-49.633333","-24.133333",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:21:27-03","UFPR","UPCB","85934","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Dombrowki, L.T | Scherer Neto, P.","207",NA,"Brasil",NA,"Em campo; beira da estrada; frequente..",NA,NA,"Paraná",NA,NA,"Hatschbach, G.","2003",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:21:27-03","UFPR","UPCB","18997","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Cervi, A.C.","2926",NA,"Brasil",NA,"Xilopodífera, flor creme. Campo limpo seco..",NA,NA,"Paraná","1989","Parque Estadual de Vila Velha","Hatschbach, G.","1989","10","27","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,"12",NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:21:27-03","UFPR","UPCB","3375","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Hatschbach, G.","8750",NA,"Brasil",NA,"Flor alva. Campo limpo..",NA,NA,"Paraná","1962","Parque Estadual de Vila Velha","Hatschbach, G.","1962","01","07","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,"01","01",NA,NA,NA,NA,NA
"70","2021-02-11 17:21:27-03","UFPR","UPCB","4101","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Moreira, E.A.","302",NA,"Brasil",NA,"Campo seco..",NA,NA,"Paraná","1961","Parque Estadual de Vila Velha","Hatschbach, G.","1962","09",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,"09",NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:21:27-03","UFPR","UPCB","5527","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Occhioni, P.",NA,NA,"Brasil",NA,"Erva ereta, flor creme. Campo limpo..",NA,NA,"Paraná","1966","Parque Estadual de Vila Velha","Hatschbach, G.",NA,"11","09","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:21:27-03","UFPR","UPCB","7311","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Moreira Filho, H.","469",NA,"Brasil",NA,"Erva, flor creme. Campo..",NA,NA,"Paraná","1968","Parque Estadual de Vila Velha","Moreira Filho, H.","1968","10","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,"11",NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:21:27-03","UFPR","UPCB","29271","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Santos, E.P.","225",NA,"Brasil",NA,"Erva, ca. 30cm, flor creme. Campo limpo, úmido..",NA,NA,"Paraná","1996","Recanto dos Papagaios","Cervi, A.C. & Santos, E.P.","1996","11","08","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,"12",NA,NA,NA,NA,NA,NA
"74","2018-05-17 05:28:00-03","MO","MOBOT","2292294","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2191","South America","Argentina",NA,NA,NA,NA,"Misiones","2000","Alrededores casa de Horacio Quiroga, en campo","Biganzoli, F., & Múlgura de Romero, M. E.",NA,"9","21","San Ignacio","-55.53333","-27.25",NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA
"75","2009-10-24 09:31:00-02","MO","MOBOT","2427000","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Elsa M. Zardini|Norma B. Deginani|Emilio A. Ulibarri|Fernando O. Zuloaga","Zardini 704","South America","Argentina",NA,NA,NA,NA,"Misiones","1975","San Ignacio",NA,NA,"10","11","San Ignacio","-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-07-21 23:34:00-03","MO","MOBOT","2476058","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Per Dusén","Dusén 10866","South America","Brazil",NA,NA,NA,NA,"Paraná","1910","Desvio Ribas em campos",NA,NA,"11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-08-21 07:03:00-03","MO","MOBOT","2519503","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Émile Hassler","Hassler 9338","South America","Paraguay",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-08-10 05:49:00-03","MO","MOBOT","3007026","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Amaro Macedo","Macedo 2681","South America","Brazil",NA,NA,NA,NA,"Goiás","1950","Balsam, Mpio Jataí.","L.B. Smith",NA,"11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-07-17 14:12:00-03","MO","MOBOT","3018803","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9478","South America","Brazil",NA,NA,NA,NA,"Goiás","1965","Cerrado, ca. 2 km. N.W. of Veadeiros, road to Cavalcante.","J. Kallunki",NA,"10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA
"80","2015-02-07 23:08:00-02","MO","MOBOT","3021981","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"W. Mantovani","Mantovani 202","South America","Brazil",NA,NA,NA,NA,"São Paulo",NA,"Mogi Guaçu, Reserva Biológica da Fazenda Campininha.","W. Mantovani, I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-01-19 16:04:00-02","MO","MOBOT","3022122","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Tadashi Sano","Sano 9","South America","Brazil",NA,NA,NA,NA,"Mato Grosso do Sul","1981","Ponta Porã, W 12km from Ponta Porã, (in a plain.)","Ronald Liesner",NA,"6","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-01-19 16:02:00-02","MO","MOBOT","3022285","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Tadashi Sano","Sano 229","South America","Brazil",NA,NA,NA,NA,NA,"1981","Estrado de Matogrosso, a Plain 12km. from Campo Grande.","Ronald Liesner",NA,"9","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-07-17 17:34:00-03","MO","MOBOT","3022450","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Per Dusén","Dusén 7292","South America","Brazil",NA,NA,NA,NA,"Paraná","1908","Capão Grande, in campo.","Nalme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3022537","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Gert G. Hatschbach","Hatschbach 37224","South America","Brazil",NA,NA,NA,NA,"Paraná","1975","Serra do Mocambo, 3 km O (mun. Senges).","G. Hatschbach, 3/",NA,"9","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-04-25 09:47:00-03","MO","MOBOT","1408815","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","aruea","Crumenaria polygaloides aruea","Hassl.",NA,"Elsa M. Zardini|S. Ramírez B.","Zardini 51223","South America","Paraguay",NA,NA,NA,NA,"Canindeyú","1999","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","R. Liesner (MO)",NA,"9","23",NA,"-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178","4",NA
"86","2015-05-07 07:12:00-03","MO","MOBOT","1410190","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","aruea","Crumenaria polygaloides aruea","Hassl.",NA,"Elsa M. Zardini|S. Ramírez B.","Zardini 51358","South America","Paraguay",NA,NA,NA,NA,"Canindeyú","1999","Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Aguará-Ñú-Horqueta Mi. On red sandy soil.","R. Liesner (MO)",NA,"9","24",NA,"-55.285","-24.1597222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1179","3",NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","1411729","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","aruea","Crumenaria polygaloides aruea","Hassl.",NA,"Elsa M. Zardini|S. Ramírez B.","Zardini 51513","South America","Paraguay",NA,NA,NA,NA,"Canindeyú","1999","Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Ñandurokai. Cerrado scrub and cerrado forest on red sandy soil.","R. Liesner (MO)",NA,"9","25",NA,"-55.47972","-23.99972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180","4",NA
"88","2019-04-30 10:00:00-03","MO","MOBOT","1431268","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","aruea","Crumenaria polygaloides aruea","Hassl.",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 53998","South America","Paraguay",NA,NA,NA,NA,"Concepción","2000","Around Sargento José E. López (Puentecinho).","R. Liesner (MO)",NA,"1","16",NA,"-56.8972222","-22.3827778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1201","4",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3018702","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","glabrescens","Crumenaria polygaloides glabrescens","Hassl.",NA,"Nélida Soria","Soria Rey 2452","South America","Paraguay",NA,NA,NA,NA,"Caazapá","1988","En el campo cercano al bosque de Trosiuk, Suelo modificado.","Ronald Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-05-09 11:08:00-03","MO","MOBOT","1418519","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides","glabrescens","Crumenaria polygaloides glabrescens","Hassl.",NA,"Elsa M. Zardini|J. Rodríguez","Zardini 52140","South America","Paraguay",NA,NA,NA,NA,"Itapúa","1999","Yacyretá Dam Island Reserve: Punta de observación. Collecting area: around two hectares.","R. Liesner (MO)",NA,"10","25",NA,"-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185","4",NA
"91","2020-08-31 09:17:25-03","INPA","INPA","109968","S","Plantae","Dicotyledon Rosids","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, GG","45464","Southern America","Brasil",NA,NA,"INPA0109968","INPA0109968 INPA0109968_e INPA0109968_e1","Paraná","1982","Parque Vila Velha","Hatschbach, GG","1983","09","22","Ponte Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","594457","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.","Possible isotype","F. Sellow","s.n.","South America - Neotropics","Brazil",NA,NA,"US00094533","US00094533_01",NA,NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","1483239","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"G. Jonsson","1311 a","South America - Neotropics","Brazil",NA,NA,"US01875861","US01875861_01 US01875861_02",NA,"1914","23. Turma",NA,NA,"10","22",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","1483253","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"P. K. Dusén","10866","South America - Neotropics","Brazil",NA,NA,"US01875862","US01875862_01 US01875862_02",NA,"1910","Desvio Ribas",NA,NA,"11","19",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2523045","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"J. R. de Mattos & N. F. Mattos","8318","South America - Neotropics","Brazil",NA,NA,"US01875857","US01875857_01 US01875857_02","Mogi Guaçu","1960","Fazenda Campininha 9-11 km NNW de Padua Sales",NA,NA,"9","22",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","1543946","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"P. Jörgensen","4506","South America","Paraguay",NA,NA,"US03373319",NA,NA,"1931","In the campo Tajgtu [interpreted].",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2523043","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"J. R. de Mattos & N. F. Mattos","8474","South America - Neotropics","Brazil",NA,NA,"US01875856","US01875856_01 US01875856_02","Mogi Guaçu","1960","Fazenda Campininha, 7 km NNW de Padua Sales",NA,NA,"11","17",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2371190","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"G. Eiten & L. T. Eiten","2370","South America - Neotropics","Brazil",NA,NA,"US01875858","US01875858_01 US01875858_02","Mogi Guaçu","1960","Campos das Sete Lagoas. Fazenda Campinunha, just north of Rio Mogi-Guaçu. 10 Km NNE of Padua Sales. About 27 Km NW of city of Mogi-Mirim",NA,NA,"9","22",NA,"-47.1194","-22.1883",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"650",NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","1951765","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"G. Hatschbach","1040","South America - Neotropics","Brazil",NA,NA,"US01875860","US01875860_01 US01875860_02","Lapa","1948","Eng. Bley",NA,NA,"10","17",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","2454422","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"A. L. Woolston","1235","South America","Paraguay",NA,NA,"US03373320",NA,"Alto Paraguay",NA,"Primavera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2369484","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek in Mart.",NA,"S. Machado","73","South America - Neotropics","Brazil",NA,NA,"US01875859","US01875859_01 US01875859_02",NA,"1959","km 145 rodovia S. Paulo-Itapetininga, 10 km NE da vila Alambarí.",NA,NA,"10","2",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"102","2020-09-02 16:38:36-03","Cenargen","CEN","51756","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"W. Mantovani","1024",NA,"Brasil","Exsicatas","Pétalas brancas. Xilopódio. Doação do Instituto de Botânica - SP. São Paulo.","CEN00051756","CEN00051756","SP","1980","Reserva Biológica da Fazenda Campininha.","W. Mantovani","1980","10","15","MOJI-GUACU",NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"1",NA
"103","2019-10-29 10:08:28-03","UFPR","EFC","2901","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Godoy, M.",NA,NA,"Brasil",NA,"Erva, campo seco.","EFC002901",NA,"Paraná","1988","Capão da onça","Takeda, M.F.",NA,"10","10","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
