"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00996735","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","M. C. Duarte","A. F. Regnell","III.268","1965","08","14","South America","Brazil","Minas Gerais","Brasília de Minas","Passos.","-44.4331","-16.2067","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996735","NY00996735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00996747","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","I. Tanaka","16","1981","05","22","South America","Brazil","Distrito Federal","Gama",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996747","NY00996747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00996750","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","R. S. Santos","24379","1963","09","16","South America","Brazil","Minas Gerais",NA,"Patos a Pirapora, perto de Três Marias.",NA,NA,"sheet","See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996750","NY00996750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00996738","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","H. S. Irwin","10703","1965","11","26","South America","Brazil","Distrito Federal","Brasília","Ca. 12 km W. of Taguatinga on road to Brasilândia","-48.15","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996738","NY00996738_01 NY00996738_02",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00996732","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","A. G. M. W. A. Robyns","H. S. Irwin","5687","1964","08","28","South America","Brazil","Distrito Federal","Brasília","35 km S. of Brasília on road to Belo Horizonte.","-47.9","-16.15","sheet","See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996732","NY00996732_01",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00996752","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","B. A. S. Pereira","B. A. S. Pereira","3060","1996","06","27","South America","Brazil","Goiás","Santo Antônio do Descoberto","Árvore ca. 6,0 m de altura. Folhagem caindo. Flores alvacentas, pilosas.","-48.5","-15.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996752","NY00996752_01",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996745","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","E. P. Heringer","14818","1975","08","03","South America","Brazil",NA,NA,"Catetinho.","-47.988069","-15.948311","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996745","NY00996745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00996737","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","S. A. Mori","H. S. Irwin","10065","1965","11","08","South America","Brazil","Distrito Federal","Brasília","1 km N. of Sobradinho","-47.8167","-15.62426","sheet","Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996737","NY00996737_01",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00996753","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","B. Maguire","56248","1963","08","24","South America","Brazil","Mato Grosso","Alto Araguaia","Along margin of Rio Araguaia, 1-10 km west of Alto Araguaia. Brasilia-Acre Highway.","-53.2153","-17.3147","sheet","See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996753","NY00996753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996754","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","B. Maguire","56248","1963","08","24","South America","Brazil","Mato Grosso","Alto Araguaia","Along margin of Rio Araguaia, 1-10 km west of Alto Araguaia. Brasilia-Acre Highway.","-53.2153","-17.3147","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996754","NY00996754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00998012","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","R. S. Santos","24379","1963","09","16","South America","Brazil","Minas Gerais",NA,"Patos a Pirapora, perto de Tres Marias.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998012","NY00998012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00996733","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","A. G. M. W. A. Robyns","H. S. Irwin","15800","1966","05","12","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km N. W. of Brasília","-48.08168","-15.62355","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996733","NY00996733_01",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00996748","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","M. C. Duarte","E. P. Heringer","8443","1961","06","28","South America","Brazil","Distrito Federal","Brasília","Horto do Guará.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996748","NY00996748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00996751","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","J. A. Kallunki","G. Martinelli","11245","1985","07","22","South America","Brazil","Minas Gerais","Grão Mogol","Estrada para Botumirim, entre Cristália e Mombucas, 3 km de Cristália.","-42.8897018432617","-16.5594005584717","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996751","NY00996751_01",NA,"800","800","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00996736","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","A. G. M. W. A. Robyns","H. S. Irwin","5687","1964","08","28","South America","Brazil","Distrito Federal","Brasília","35 km S. of Brasília on road to Belo Horizonte.","-47.9","-16.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996736","NY00996736_01",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00996734","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens tomentosa","(A.St.-Hil. & Juss.) A.Robyns","A. G. M. W. A. Robyns","H. S. Irwin","8085","1965","09","08","South America","Brazil","Distrito Federal","Brasília",NA,"-47.9167","-15.7833","sheet","Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996734","NY00996734_01","tomentosa","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00996741","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens tomentosa","(A.St.-Hil. & Juss.) A.Robyns","A. G. M. W. A. Robyns","H. S. Irwin","8085","1965","09","08","South America","Brazil","Distrito Federal","Brasília",NA,"-47.9167","-15.7833","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996741","NY00996741_01 NY00996741_02","tomentosa","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:15-03","UFRJ","RFA","7769","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Bombax","tomentosum","Bombax tomentosum","A.St.-Hil., Juss. & Cambess.","Rizzini","A.Mattos Fº","299","1963","07","06",NA,"Brasil","Goiás","Luziânia",NA,"-47.9502983093262","-16.2525005340576",NA,"Árvore com ca. 8 m de altura X 30 cm. Flores alvas","RFA27178",NA,NA,NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-08-28 10:13:05-03","UNEMAT","TANG","537","S","Plantae",NA,NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.",NA,"Koch, AK; Silva, LEA","48","2007","04","27",NA,"Brasil","Mato Grosso","Tangará da Serra","Estacionamento UNEMAT","-57.4858016967773","-14.6194000244141",NA,"folhas compostas, digitadas, coriáceasflores branca-amareladas, muitos estames, 1 pistilo, ovário súpero, arbustivo","TANG000000537",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:43:46-03","EAO","IAN","129380","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Bombax","pubescens","Bombax pubescens tomentosa","Mart. & Zucc.","Robyns, A","Irwin, HS; Souza, R","8085","1965","09","08","Southern America","Brasil","Distrito Federal",NA,"Campo, near border of cerrado.",NA,NA,NA,"Gnarled tree ca. 5 m x 15 cm. The trunk with corky bark. Fruit green, opening to liberate brown silk.","IAN129380",NA,"tomentosa","975","975",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:43:46-03","EAO","IAN","14112","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Bombax","pubescens","Bombax pubescens","Mart. & Zucc.","Barreto, M","Magalhães, MG","3253","1942","08","02","Southern America","Brasil","Minas Gerais","Sabará","Cerrado, tapera.","-43.8067016601562","-19.8864002227783",NA,"Pouco frequente. Árvore de 3 metros de altura; flores alvas.","IAN014112","IAN014112 IAN014112_e",NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:43:46-03","EAO","IAN","104623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Bombax","pubescens","Bombax pubescens","Mart. & Zucc.","Barreto, M","Magalhães, MG","3253","1942","08","02","Southern America","Brasil","Minas Gerais","Sabará","Cerrado, tapera.","-43.8067016601562","-19.8864002227783",NA,"Pouco frequente. Árvore de 3 metros de altura; flores alvas.","IAN104623",NA,NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:43:49-03","EAO","IAN","130156","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","15800","1966","05","12","Southern America","Brasil","Distrito Federal",NA,"Wet campo and adjacent gallery margin, ca. 25km NW of Brasília.",NA,NA,NA,"Tree 5m x 25cm. Corolla greenish.","IAN130156",NA,NA,"900","900",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 21:32:39-03","UFBA","ALCB","134182","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Guedes, ML","Guedes, ML; Lopes, EB; Araújo, F","30864","2018","09","03","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico","-48.383889","-16.460556",NA,"Folhas compostas, folíolos coriáceos. Fruto","ALCB055709","ALCB055709",NA,"1140","1140",NA,NA,"2019","03","-48.383889","-16.460556",NA,NA,NA,NA,NA,NA
"35","2021-02-08 21:32:39-03","UFBA","ALCB","022862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Bocage, A","Silva, FCF da","55","1981","07","31","Southern America","Brasil","Minas Gerais",NA,"Abaeté",NA,NA,NA,"Corola branca, cálice marrom.","ALCB062982",NA,NA,NA,NA,NA,NA,"1995","02",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:59:03-03","NBC","NL-BOTANY","U.1364936","PreservedSpecimen","Plantae",NA,"Malvales","Bombacaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.",NA,"Lindeman JC; Haas JH de",NA,"1967","06","30","Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1364936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1364936","NL-U1364936",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0062103",NA,NA,NA,NA
"37","2020-11-04 11:12:50-03","ESALQ","ESA","42110","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Ferreira, C.D.M.","Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.","2019.0","1997","06","02",NA,"Brasil","Mato Grosso","Nova Bandeirantes","Estrada para Fazenda Novo Horizonte. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-574.791","-94.643",NA,"Árvore de 16m. Frutos imaturos verdes. Indivíduo 2291 da fitossociologia.","ESA042110","ESA042110",NA,NA,NA,NA,NA,"2018","03","-574,791","-94,643",NA,NA,"06",NA,NA,NA
"38","2020-11-04 11:12:50-03","ESALQ","ESA","113503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,"Macedo, T.M.","Bosquetti, L.B.","395.0","2006","07","31",NA,"Brasil","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,"ESA113503",NA,NA,NA,NA,"56114","auto","2014","04",NA,NA,NA,NA,"10",NA,NA,NA
"39","2020-11-04 11:12:50-03","ESALQ","ESA","77053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Ferreira, C.D.M.","Árbocz, G.F. et al.","4879.0","1997","01","01",NA,"Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,"ESA077053","ESA077053",NA,NA,NA,"293587","auto","2018","03",NA,NA,NA,NA,"06",NA,NA,NA
"40","2020-11-04 11:12:50-03","ESALQ","ESA","72826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,NA,"Árbocz, G.F. et al.","4755.0","1997","01","01",NA,"Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,"ESA072826","ESA072826",NA,NA,NA,"293587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:50-03","ESALQ","ESA","71616","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,"Macedo, T.M.","Farah, F.T. ; Freitas, C.A.","355.0","1998","07","14",NA,"Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA071616",NA,NA,NA,NA,"44638","auto","2014","04",NA,NA,NA,NA,"10",NA,NA,NA
"42","2020-11-04 10:56:03-03","ESALQ","ESA","116575","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Ferreira, C.D.M.","Souza, V.C.",NA,"2012","01","01",NA,"Brasil","São Paulo","Miracatu",NA,"-47.4599990844727","-24.2800006866455",NA,NA,"ESA116575","ESA116575",NA,NA,NA,"43974","auto","2018","03",NA,NA,NA,NA,"06",NA,NA,NA
"43","2020-11-04 11:12:50-03","ESALQ","ESA","66610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Ferreira, C.D.M.","Souza, V.C. et al.","24068.0","2000","07","17",NA,"Brasil","Tocantins","Natividade",NA,"-47.7233009338379","-11.7096996307373",NA,NA,"ESA066610","ESA066610",NA,NA,NA,"59394","auto","2018","03",NA,NA,NA,NA,"06",NA,NA,NA
"44","2020-11-04 10:56:03-03","ESALQ","ESA","140176","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","pubescens","Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl.","Souza, V.C.","Souza, V.C.","41036.0","2017","07","25",NA,"Brasil","Goiás","Ipameri","33 km de Cristalina em direção a Campo Alegre de Goiás (BR-050). Cerrado.","-48.1596984863281","-17.7219009399414",NA,"Árvore, ca. 5 m alt.; corola e filetes creme, anteras amarelas.","ESA140176",NA,NA,"750","750","102542","auto","2017","07","-47,766,028","-17,012,444",NA,NA,"26",NA,NA,NA
