"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","individualCount","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified"
"1","2012-05-17 05:02:00-03","MO","MOBOT","100263320","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne","Holotype","Carl Schwacke","Schwacke 11107","South America","Brazil","Minas Gerais","Belo-Horizonte","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","16106",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"L. Kollmann; et al","5452",NA,"Brasil","Espírito Santo","Cabeceira do Rio Bonito",NA,"L. Kollmann & Fraga/06-12-2003","2002","01","31","Santa Teresa","-40.583333","-19.984167","40W34'60","19S59'3","Liana. Sépalas e pétalas verdes. Labelo branco.","MBML016106",NA,NA,NA,NA,NA
"3","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","19680",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"R.R. Vervloet; et al","1841",NA,"Brasil","Espírito Santo","Topo do Canaã",NA,"A. P. Fontana. 04-IV-2004","2003","02","15","Santa Teresa","-40.599444","-19.918056","40W35'58","19S55'5","Hemiepífita, frutos imaturos de cor verde, topo de morro, dossel 12m.","MBML019680",NA,NA,NA,NA,NA
"4","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","23239",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"A. P. Fontana","626",NA,"Brasil","Espírito Santo","Rio das Farinhas",NA,"A. P. Fontana/06-12-2003","2003","10","16","Santa Leopoldina","-40.616111","-20.101944","40W36'58","20S6'7","Hemiepífita, secundária, flores amarelas esverdeadas.","MBML023239",NA,NA,NA,NA,NA
"5","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","24384",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"A. P. Fontana; et al","1131",NA,"Brasil","Espírito Santo","Alto Santo Antônio",NA,"A. P. Fontana/04-03-2005","2005","02","25","Santa Teresa","-40.575556","-19.887222","40W34'32","19S53'14","Hemiepífita, estéril, crescendo no meio da moita de taquara.","MBML024384",NA,NA,NA,NA,NA
"6","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","45508",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"A. P. Fontana; C. Esgario, A. M. de Assis, K.F.O. Faria & V. Pagund","1797",NA,"Brasil","Espírito Santo","Moxafongo",NA,"A.P. Fontana/19-11-2005","2005","11","19","Santa Leopoldina","-40.531667","-20.114722","40W31'54","20S6'53","Hemiepífita. Estéril","MBML045508","150","150",NA,NA,NA
"7","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","7647",NA,"Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"L. Kollmann; E. Bausen & W. Pizziolo","519",NA,"Brasil","Espírito Santo","Estrada da Pedra da Onça",NA,NA,"1998","09","10","Santa Teresa","-40.818889","-19.891389","40W49'8","19S53'29","Vale Beira do rio. Epífita e terrestre. Flores verdes labelo branco.","MBML007647",NA,NA,NA,NA,NA
"8","2021-02-09 10:13:43-03","UENF","HUENF","3552","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","dubia","Vanilla dubia","Hoehne",NA,"Gaglianone, M.C.; et al.",NA,NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,"D.R. Couto","2004","11","12","São Francisco de Itabapoana","-41.2","-21.55","41º12'W","21º33'S","Mata de Tabuleiro; Epífita; sp.03","HUENF00003555",NA,NA,"2019","05","20"
