"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","maximumElevationInMeters","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"48","2020-02-08 08:45:37-03","NBC","NL-BOTANY","WAG.1521772","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Steyermark JA; Narbaiza I",NA,"1982","09","05","Southern America","Venezuela",NA,NA,"Edo. Falcon: Parque Nacional Morrocoy: on west margin of park by boundary, just northwest of La Soledad, towards Sanare.","-68.35","10.866667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1521772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1521772","NL-WAG1521772",NA,NA,NA,NA,NA,NA,NA,NA,"-68.35","10.866667","Magnoliopsidae",NA,NA,NA
"49","2020-11-04 10:59:02-03","ESALQ","ESA","116926","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Rodrigues, M.E.F.","663.0","2010","11","01",NA,"Brasil","São Paulo","Iguápe",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA116926","ESA116926_1 ESA116926_2","55628","auto","Rodrigues, M.E.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 10:59:02-03","ESALQ","ESA","110344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum",NA,NA,"Colletta, G.D.","187.0","2009","05","11",NA,"Brasil","Minas Gerais","Carangola",NA,"-42.0293998718262","-20.7331008911133",NA,NA,"ESA110344","ESA110344","21913","auto","Dutilh, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:00:08-03","JBP","HPL","1027","S","Plantae",NA,NA,"Alliaceae","Crinum","americanum","Crinum americanum","Hort. Prag. ex Steud.",NA,"A.G. Ribeiro","78","2001","09","20",NA,"Brasil","SP","Campinas","Cultivado, ornamental.","-47.06","-22.9",NA,NA,NA,NA,"23900","auto","J. Dutilhi",NA,NA,"2001","02","02",NA,NA,NA,NA,NA,NA
"52","2016-02-02 14:37:43-02","BGBM","B","B -W 06421 -01 0","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","attenuatum","Crinum attenuatum",NA,NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW06421010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW06421010","BW06421010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-02-02 14:37:43-02","BGBM","B","B -W 06421 -00 0","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","attenuatum","Crinum attenuatum",NA,NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Habitat in Para Brasiliae.",NA,NA,NA,"Hexandria Monogynia <a href=http://herbarium.bgbm.org/object/BW06421000 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW06421000","BW06421000_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-15 11:32:32-02","IPA","IPA","88239","S","Plantae","Plantae",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Esteves, F.","s.n.","2011","07","03","Southern America","Brasil","Bahia","Cachoeira","Margem do rio Paraguaçu.","-38.9557991027832","-12.6183004379272",NA,"Herbácea ca. 70 cm de altura; folhas verdes escuras; flores brancas a rosadas, estames e estiletes avermelhados.; Dentro da água.","IPA0088239",NA,"26884","auto","Miranda, A.M.",NA,NA,"2011","07","27",NA,NA,NA,NA,NA,NA
"55","2020-12-20 21:15:20-03","UFV","VIC","001279","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L",NA,"Rolfs.","s.n.","1926","01","25",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001279","VIC001279","13937","auto","Amaral, R.N.",NA,NA,"2018","04","05",NA,NA,NA,NA,NA,NA
"56","2019-10-25 11:37:48-03","IECOS","HBRA","74","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"U. Mehlig","2","2002",NA,NA,"América do Sul","Brasil","Pará","Bragança","Acarajó, manguezal oeste do Rio Caeté","-46.7625","-1.01194444","exsicata",NA,"HBRA0000108","HBRA0000108",NA,NA,"U. Mehlig",NA,NA,"2008","01","01","-46.76250000","-1.01194444",NA,NA,NA,NA
"57","2019-10-25 11:37:48-03","IECOS","HBRA","1740","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"M. P. M. Menezes","283","2007","10","31","América do Sul","Brasil","Amapá","Amapá","Sucurijú, lago Jaburu","-50.01488889","1.69186111","exsicata","Flores brancas, estames vermelhos. Folhas com 86-110 cm, margem levemente serreada. Escapo com 72 cm; frutos imaturos","HBRA0000100","HBRA0000100 HBRA0000100_v01 HBRA0000100_v02",NA,NA,"M. P. M. Menezes",NA,NA,"2008","03","01","-50.01488889","1.69186111",NA,NA,NA,NA
"58","2019-10-25 11:37:48-03","IECOS","HBRA","1679","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"M. P. M. Menezes","238","2007","10","25","América do Sul","Brasil","Amapá","Santana","beira do rio em frente o porto de Santana","-51.15827778","-0.06786111","exsicata","Com flores brancas. Encontrada na margem do rio em solo alagado","HBRA0000116","HBRA0000116",NA,NA,"M. P. M. Menezes",NA,NA,"2008","03","01","-51.15827778","-0.06786111",NA,NA,NA,NA
"59","2019-11-21 14:30:02-03","UFJF","CESJ","30452","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"A.N. Caiafa; C.A. Ribeiro","s.n.","1998","11","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Sítio Sobradinho, Estrada de chão Paula Lima - Chapéu Duvas +- 2 Km na margem esquerda.","-43.3502998352051","-21.7642002105713",NA,"Erva formadora de touceiras, flores brancas em média 4 por escapo, crescendo em pleno sol no brejo.","CESJ030452","CESJ030452","36144","auto","J.A. Oliveira",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:40:36-03","UFMS","CGMS","48708","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","418","2014","12","11",NA,"Brasil","Mato Grosso do Sul","Miranda","A caminho da Base de Estudos do Pantanal (BEP - UFMS), no trilho do trem.","-56.7644444","-20.0794445",NA,"Flores brancas. Habitat: Pantanal. Habito: Erva. 0,40 m de altura.","CGMS1078657",NA,NA,NA,"T.R.F. Sinani","115","115","2014","12","11","-56,7644444","-20,0794445",NA,NA,NA,NA
"61","2021-04-07 11:40:36-03","UFMS","CGMS","47632","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"S.R. Ramalho; F.M.R. Godoy; M.M. Morelli; P.P. Oliveira; V.J. Pott","7","2014","11","24",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga. Mata de galeria paludosa ao lado do ACAMBAPI.","-55.4988889","-20.4558333",NA,"Flor alva. Habitat: Mata de galeria. Solo argiloso. Habito: Erva.","CGMS1077589",NA,NA,NA,"V.J. Pott","147","147","2014","11","24","-55,4988889","-20,4558333",NA,NA,NA,NA
"62","2021-03-01 16:18:54-03","UNICAMP","UEC","162027","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum",NA,NA,"Caiafa, AN; Ribeiro, CA","s.n.","1998","11","14",NA,"Brazil","Minas Gerais",NA,"Estrada de chão Paula Lima - Chapéu Duvas. + ou - 2 km na margem esquerda, Sítio Sobradinho.",NA,NA,NA,"Erva formada de touceira, flores brancas em média 4 por escapo, crescendo em pleno sol no brejo.; Brejo.","UEC009082","UEC009082",NA,NA,"Oliveira, RS",NA,NA,"2013","02",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:18:54-03","UNICAMP","UEC","170513","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum",NA,NA,"Menezes, MPM; Cardoso, JCO; Silva, MJ; Mehlig, U","283","2007","10","31",NA,"Brazil","Amapá","Amapá","Sucurijú, Lago Jaburú.&nf;1]41' 30.7'' N&nf;50º 00' 53.6''W","-50.816667","2.2",NA,"Flores brancas, estames vermelhos. Escapo com 72cm, folhas com 86 - 110cm, margem da folha levemente serreada. Presença de 4 frutos imaturos.","UEC010217","UEC010217",NA,NA,"Dutilh, JHA",NA,NA,"2013","09",NA,"-50.816667","2.2",NA,NA,NA,NA
"64","2019-08-20 09:58:56-03","UNICAMP","UEC","15973","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum",NA,NA,"Müller, C","41","1978","04","23",NA,"Brazil","Paraná","Londrina","Córrego Cambezinho, Entre a Fazenda Santa Ana e a ponte nova do Igapó 3","-51.1627998352051","-23.3103008270264",NA,"flor, Flores brancas, ornamental.","UEC090438","UEC090438","63728","auto","Dutilh, JHA",NA,NA,"2001","08",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:18:54-03","UNICAMP","UEC","38670","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum",NA,NA,"Martins, FR; Tamashiro, JY","17677","1985","06","13",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, Rio Perequê","-47.9199981689453","-25.0100002288818",NA,"Flores brancas, frutos verdes imaturos, dentro d'água em marés altas.","UEC090280","UEC090280","37574","auto","Oliveira, RS",NA,NA,"2013","02",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:18:54-03","UNICAMP","UEC","069110","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Galvão, JC; et al.","26389","1992","06","08",NA,"Brazil","São Paulo","Campos do Jordão","Caminho para S. José dos Alpes","-45.5900001525879","-22.7299995422363",NA,"Árvore de 6m alt. Com flores brancas.; Mata.",NA,NA,"21048","auto","Aranha, JLM",NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:18:54-03","UNICAMP","UEC","131340","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Bartolomeu, JG","s.n.","1953","12","27",NA,"Brazil","São Paulo","Mongaguá","Nas margens do Rio Mongaguá","-46.6199989318848","-24.0799999237061",NA,"Brejo.","UEC090282","UEC090282","12311","auto","Hoehne, W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:18:54-03","UNICAMP","UEC","136554","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","Ravenna",NA,"Mamede, MCH; Souza, VC","150","1989","02","23",NA,"Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Margem do Rio Pereque.","-47.9199981689453","-25.0100002288818",NA,"Tépalas alvas, filetes vináceos, anteras alvas, posteriormente negras. Frutos imaturos verdes.; Mata. Em solo arenoso e firme, parcialmente submersa.","UEC090279","UEC090279","37574","auto","Ravenna",NA,NA,"1990","09","19",NA,NA,NA,NA,NA,NA
"69","2019-11-08 08:48:44-03","FURB","FURB","39538","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Funez, L.A.","1194","2012","11","06",NA,"Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0488889","-26.9286111",NA,NA,"FURB03963","FURB03963 FURB03963_1",NA,NA,"Funez, L.A.","39","39","2012","11","06","-49.0488889","-26.9286111",NA,NA,NA,NA
"70","2020-10-14 09:58:02-03","FURB","FURB","52382","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Funez, L.A.","5883","2016","12","26",NA,"Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.3636111","-28.9344444",NA,"Flores brancas Habitat: Margem do rio Araranguá Habito: Erva","FURB52382","FURB52382_1 FURB52382_2",NA,NA,"Funez, L.A.","50","50","2016","12","26","-49.3636111","-28.9344444",NA,NA,NA,NA
"71","2020-10-14 09:58:02-03","FURB","FURB","600","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","Ravenna",NA,"Bacca, L.",NA,"2002","01","17",NA,"Brasil","Santa Catarina","Balneário Piçarras","Rio Piçarras.",NA,NA,NA,NA,"FURB00450","FURB00450",NA,NA,"Cordeiro, J",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-09-27 18:03:26-03","UFES","VIES","14996","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Pereira, O.J.; Weiler Júnior, I.","5309","1994","11","21",NA,"Brasil","Bahia","Mucuri","Foz do Rio Mucuri.","-39.5508003234863","-18.0863990783691",NA,NA,"VIES014996","VIES014996","78440","auto","A. Campos-Rocha",NA,NA,"2016","11","11",NA,NA,NA,NA,NA,NA
"73","2019-12-06 19:29:09-03","UFES","VIES","25738","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.","2906","2012","01","03",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Córrego São Domingos.","-39.746667","-18.567222",NA,NA,"VIES025738","VIES025738",NA,NA,NA,"27","27",NA,NA,NA,"39º44'48''W","18º34'2''S",NA,NA,NA,NA
"74","2020-12-22 16:05:46-03","UFES","VIES","47972","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","538","2019","02","11",NA,"Brasil","Espírito Santo","Linhares","Monsarás - Ponto 25.","-39.801389","-19.558611",NA,NA,"VIES047972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA
"75","2020-12-22 16:05:46-03","UFES","VIES","48383","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","871","2019","06","11",NA,"Brasil","Espírito Santo","Linhares","Monsarás - Ponto 25.","-39.801389","-19.558611",NA,NA,"VIES048383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA
"76","2019-06-27 10:23:49-03","UFES","VIES","15761","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Pereira, O.J.; Assis, A.M.","6076","2000","03","29",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES015761","VIES015761","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-09-27 18:03:26-03","UFES","VIES","6084","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Pereira, O.J.; Gomes, J.M.L.","2385","1991","10","30",NA,"Brasil","Espírito Santo","Linhares","Regência.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES006084","VIES006084","48094","auto","Dutilh",NA,NA,"2015","11","23",NA,NA,NA,NA,NA,NA
"78","2019-08-16 08:38:11-03","UTFPR","HCF","14014","S","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"M.L. Brotto","1568","2014","03","18",NA,"Brasil","PR","Guaratuba","Balneário Nereidas","-48.611389","-25.926667",NA,"erva semi-aquática do manguezal. Pétalas brancas e estames vermelhos.",NA,NA,NA,NA,"J. Cordeiro",NA,NA,"2014","04","15","48°36'41 W","25°55'36 S",NA,NA,NA,NA
"79","2021-03-21 19:39:57-03","UFC","EAC","61605","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Sobczak, JCMSM","365","2016","10","15","Southern America","Brasil","Ceará","Pacoti","Campus experimental da UECE.","-38.9225","-4.228444",NA,"Herbácea, 1,25 m, DAS 61,5 mm; folha simples, membranácea, lisa; flor perfumada, brácteas de cor lilás, pétalas com superfície branca e parte abaxial lilás; presença de látex.; Mata Atlântica, solo areno-argiloso.","EAC0061605","EAC0061605_1 EAC0061605_2",NA,NA,"Loiola, M.I.B.","743","743","2017","05","29","-38.9225","-4.228444",NA,NA,NA,NA
"80","2021-03-21 19:39:57-03","UFC","EAC","64378","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Pereira, R.C.A.","s.n.","2020","01","17","Southern America","Brasil","Ceará","Guaramiranga","Sítio Botija.","-38.933056","-4.263333",NA,NA,"EAC0064378",NA,NA,NA,"Lima-Verde, L.W.","900","900","2020","03","04","-38.933056","-4.263333",NA,NA,NA,NA
"81","2020-12-21 16:11:33-03","MBM","MBM","399599","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Bonaldi, R.A.","816","2013","12","27","Southern America","Brazil","Paraná","Paranaguá","Tinguçú","-48.5092010498047","-25.5200004577637",NA,"Herbácea, 50 cm de altura.; Local com influência de manguezal.","MBM399599",NA,"24916","auto","Bonaldi, R.A.",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:11:33-03","MBM","MBM","388330","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Brotto, M.L.; Silva, J.M.; Silva, J.M.","1568","2014","03","18","Southern America","Brazil","Paraná","Guaratuba","Balneário Nereidas","-48.611397","-25.926603",NA,"Erva semiaquática do manguezal; pétalas brancas e estames vermelhos.; Formação Pioneira com Influência Flúvio-marinha (manguezal).","MBM388330","MBM388330",NA,NA,"Cordeiro, J.",NA,NA,"2014","04","15","-48.611397","-25.926603",NA,NA,NA,NA
"83","2020-12-21 16:11:33-03","MBM","MBM","85461","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Hatschbach, G.","46723","1983","08","05","Southern America","Brazil","Espírito Santo","Cariacica","Rio da Vitória","-40.4199981689453","-20.2639007568359",NA,NA,"MBM085461","MBM085461","18507","auto","Ravenna, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:11:33-03","MBM","MBM","113904","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","50733","1986","11","08","Southern America","Brazil","Bahia","Mucuri","Mururi, arredores","-39.5508003234863","-18.0863990783691",NA,NA,"MBM113904","MBM113904","78440","auto","Ravenna, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:11:33-03","MBM","MBM","53760","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.","10811","1963","12","14","Southern America","Brazil","Paraná","Guaratuba","Rio da Praia","-48.5746994018555","-25.8827991485596",NA,NA,"MBM053760","MBM053760","41937","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:11:33-03","MBM","MBM","178678","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Saito, Y.","1076","1964","12","20","Southern America","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM178678","MBM178678","38300","auto","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:11:33-03","MBM","MBM","250736","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","70556","2000","03","16","Southern America","Brazil","Paraná","Guaraqueçaba","Sebuí","-48.3288993835449","-25.3066997528076",NA,NA,"MBM250736","MBM250736","37295","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:11:33-03","MBM","MBM","17363","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.","2153","1951","01","27","Southern America","Brazil","Paraná","Paranaguá","Marinhos","-48.5092010498047","-25.5200004577637",NA,NA,"MBM017363","MBM017363","24916","auto","Ravenna, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:11:33-03","MBM","MBM","254826","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71887","2000","12","13","Southern America","Brazil","Santa Catarina","Laguna","Caputera","-48.7807998657227","-28.4825000762939",NA,NA,"MBM254826","MBM254826","21199","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:11:33-03","MBM","MBM","60789","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.","39778","1977","03","03","Southern America","Brazil","Paraná","Antonina","Ilha do Barbosa","-48.7118988037109","-25.4286003112793",NA,NA,"MBM060789","MBM060789","38300","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:11:33-03","MBM","MBM","174381","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Silva, J.M.","1450","1995","02","27","Southern America","Brazil","Paraná","Guaratuba","Rio da Capivara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM174381","MBM174381","41937","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:11:33-03","MBM","MBM","8533","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.","20640","1968","12","20","Southern America","Brazil","Paraná","Guaratuba","Rio Saí","-48.5746994018555","-25.8827991485596",NA,NA,"MBM008533","MBM008533","41937","auto","Ravenna, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:11:33-03","MBM","MBM","36055","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Hatschbach, G.","35610","1974","12","13","Southern America","Brazil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,"MBM036055","MBM036055","30514","auto","Ravenna, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:11:33-03","MBM","MBM","269601","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","P. Ravenna",NA,"Tessmann, G.","3613","1948","12","17","Southern America","Brazil","Paraná","Paranaguá","Slexandra","-48.5092010498047","-25.5200004577637",NA,NA,"MBM269601","MBM269601","24916","auto","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-05 08:32:39-03","MNHN","RECOLNAT_MNHN_P","P00152245","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,NA,NA,"Colombie",NA,NA,"Crescit prope Turbaco et Los Volcancitos, in humidis regni Novogranatensis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00152245' target='other'> <mi>dwc_moreinfo</mi></a>","P00152245","P00152245_01",NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-03 20:14:34-03","MNHN","RECOLNAT_MNHN_P","P02054762","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02054762' target='other'> <mi>dwc_moreinfo</mi></a>","P02054762","P02054762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1741",NA
"97","2015-09-03 20:14:34-03","MNHN","RECOLNAT_MNHN_P","P02054763","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Santa Catarina",NA,"Brésil. Province de Sainte-Catherine",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02054763' target='other'> <mi>dwc_moreinfo</mi></a>","P02054763","P02054763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1741",NA
"98","2015-09-03 20:17:13-03","MNHN","RECOLNAT_MNHN_P","P00152240","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,NA,NA,"Colombie",NA,NA,"Crescit prope Turbaco et Los Volcancitos, in humidis regni Novogranatensis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00152240' target='other'> <mi>dwc_moreinfo</mi></a>","P00152240","P00152240_01",NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1442",NA
"99","2015-09-03 20:17:13-03","MNHN","RECOLNAT_MNHN_P","P00152241","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"Bonpland, A.J.A.|de, Humboldt A.",NA,NA,NA,NA,NA,"Colombie",NA,NA,"Crescit prope Turbaco et Los Volcancitos, in humidis regni Novogranatensis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00152241' target='other'> <mi>dwc_moreinfo</mi></a>","P00152241","P00152241_01",NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1442",NA
