"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","relationshipType","relatedCatalogItem","class","fieldNumber","infraspecificEpithet","sex"
"190","2019-08-27 13:25:17-03","IAP","PACA-AGP","92417","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","M. Haussen","1990","10","12","M.J. Lima","1990","10","06","Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"VULNERÁVEL&nf;Brácteas vermelhas com manchas amarelas, flores amarelas. HASU 2022. Habitat: no fundo do Canion, próximo à riacho. Hábito: erva epífita","PACA092417",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"11711","auto",NA,NA,NA,"Liliatae",NA,NA,NA
"191","2019-08-27 13:25:17-03","IAP","PACA-AGP","115521","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Caldas, J.","2012","09","15","Rocha, L.D.","2012","09","15","Brasil","RS","Caraá","nascente do Rio dos Sinos","-50.291056","-29.706944","50º17'27.8W","29º42'25.0S",NA,NA,"Habitat: epífito","PACA115521",NA,"97","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"192","2019-08-27 13:25:17-03","IAP","PACA-AGP","115700","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Verdi, M.","2010","08","27","Verdi, M.","2010","08","27","Brasil","PR","Guaratuba","Morro dos Perdidos/APA Estadual de Guaratuba","-48.966667","-25.868889","48°58'00,00W","25°52'08,00S","945","945","estádio suces.: avançado; cor/flor: amarela; Habitat: floresta ombrófila densa, interior do fragmento Hábito: epífita","PACA115700",NA,"5565","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"193","2019-08-27 13:25:17-03","IAP","PACA-AGP","117833","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Cunha, S.","2012","03","01","Cunha, S.","2012","01","21","Brasil","RS","Três Cachoeiras",NA,"-49.913158","-29.417928","49º54'47.37''W","29º25'04.54''S",NA,NA,"Hábito: epífita","PACA117833",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"194","2019-08-27 13:25:17-03","IAP","PACA-AGP","117997","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Sasamori, M.H.","2017","03","24","Sasamori, M.H.","2017","03","24","Brasil","RS","Maquiné","Fepagro","-50.219683","-29.664089","50º13'10.86''W","29º39'50.72''S",NA,NA,"Hábito: epífita","PACA117997",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"195","2019-08-27 13:25:17-03","IAP","PACA-AGP","117998","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Sasamori, M.H.","2017","03","24","Sasamori, M.H.","2017","03","24","Brasil","RS","Maquiné","Mundo Novo","-50.245728","-29.693364","50º14'44.62''W","29º41'36.11''S",NA,NA,"Hábito: epífita","PACA117998",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"196","2019-08-27 13:25:17-03","IAP","PACA-AGP","117999","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Sasamori, M.H.","2017","03","24","Sasamori, M.H.","2017","03","24","Brasil","RS","Três Cachoeiras","Lajeadinho","-49.913972","-29.416622","49º54'50.30''W","29º24'59.84''S",NA,NA,"Hábito: epífita","PACA117999",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"197","2019-08-27 13:25:17-03","IAP","PACA-AGP","30390.1","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","T. Strehl","1994","10","10","Reitz, R.","1944","01","22","Brasil","SC","Timbé","Araranguá",NA,NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: in siccis dumetosis terrestris Fenofase: flor e fruto","PACA030390-1",NA,"878","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"198","2019-08-27 13:25:17-03","IAP","PACA-AGP","92416","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","sem det.",NA,NA,NA,"M. Haussen","1988",NA,NA,"Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"VULNERÁVEL&nf;Ep. em Araucária. Flores vermelhas. HASU 737. Habitat: No começo da descida do morro.","PACA092416",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"30776","auto",NA,NA,NA,"Liliatae",NA,NA,NA
"199","2020-12-20 21:16:28-03","UFV","VIC","25468","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Martinelli, G.","1980","04",NA,"Krieger, P.L.","1974","07","26","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita e sobre o chão humoso de mata de restinga, folhas verde-claro, brácteas vermelho-vivo.","VIC025468","VIC025468","13362",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"200","2020-12-20 21:16:28-03","UFV","VIC","26398","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Paula, C.C. de","2001","12","05","Paula, C.C. de; Silva, R.R. da","2001","12","05","Brasil","Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas escapais avermelhadas; brácteas florais avermelhadas, ligeiramente amareladas; secundiflora; sépalas amarelas; pétalas amarelas com ápice verde","VIC026398","VIC026398","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-20 21:16:28-03","UFV","VIC","25967","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Paula, C.C. de",NA,NA,NA,"Paula, C.C. de","2001","01",NA,"Brasil","Minas Gerais","Viçosa","UFV, Bromeliário","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Cultivada","VIC025967","VIC025967","s.n.",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 14:32:59-03","UFJF","CESJ","43718","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"C. Urbanetz; et al.","2003","04","16","Brasil","São Paulo",NA,"Parque Estadual Intervales",NA,NA,NA,NA,NA,NA,"Epífita a 2,5m, brácteas vermelhas com base amarelada.","CESJ043718",NA,"3","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-08-20 09:59:18-03","UNICAMP","UEC","116322","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Forster, W","2000","04",NA,"Forster, W; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R","2000","04","18","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Estrada intermediária km 30","-45.633333","-23.692222","-45.633333","-23.692222",NA,NA,"ori, Crescendo a 2m sobre o hospedeiro; brácteas vermelhas. Borda de mata. Floresta Ombrófila Densa de encosta com pertutbação.","UEC043380","UEC043380","408","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-08-20 09:59:18-03","UNICAMP","UEC","121352","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","2001","04","17","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo, Floresta no entorno do vale dos rios Mambu e dos Macacos.","-46.824444","-24.041111","-46.824444","-24.041111","30","180","ori, Epífita, folhas verdes com base arroxeada, brácteas vermelhas com base amarela. Floresta Ombrófila Densa Baixomontana e Montana.","UEC043370","UEC043370","217","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-08-20 09:59:18-03","UNICAMP","UEC","121353","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","2001","04","16","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar - Núcleo, Entorno do vale do rio Mambu.","-46.833333","-24.422222","-46.833333","-24.422222","30","100","flor, Epífita, brácteas vermelhas com margem interna amarelada, brácteas florais verdes na base e vermelhas no ápice. Floresta Ombrófila Densa Baixomontana.","UEC043373","UEC043373","649","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-08-20 09:59:18-03","UNICAMP","UEC","121432","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Farah, FT; Souza, VC; Rodrigues, RR; Tamashiro, JY; Gandolfi, S; Aguiar, S; Breier, TB","2001","04","10","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo, Trilha do Campo.","-46.733333","-23.983333","-46.733333","-23.983333","800","800","ori, Epífita, inflorescência avermelhada.","UEC043376","UEC043376","2000","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-08-20 09:59:18-03","UNICAMP","UEC","122017","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, núcleo, Trilha do Rio Branco","-46.7","-23.983333","-46.7","-23.983333","700","800","flor, Epífita. Folhas com base arroxeada, inflorescência vermelha, flores amarelas. Mata de encosta.","UEC043369","UEC043369","125","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-01 16:19:09-03","UNICAMP","UEC","134702","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Urbanetz, C; Muniz, MRA; Harder, ICF; Destro, GFG; Moreira-Coneglian, IR","2003","04","16","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas com início na estrada de São Pedro, até a cachoeira do Rio Carmo.","-48.374444","-24.3075","-48.374444","-24.3075","790","790","Epífita a 2,5m, bracteas vermelhas com base amarelada; Floresta Ombrófila Densa Montana com extrativismo seletivo.","UEC043386","UEC043386","3","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-08-20 09:59:18-03","UNICAMP","UEC","128120","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Fontoura, T","2002","05",NA,"Gomes, SM; Souza, VC; Rodrigues, RR; Nakakura, HCC; Antunes, RM; Gomes, PB; Melo, MS; Tama","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcle, Núcleo S. M. Arcanjo.","-47.988889","-24.716667","-47.988889","-24.716667",NA,NA,"ori, Epífita coletada a 1m de altura. Bráctea floral vermelha. Floresta Estacional/Ombrófila Densa Altomontana, em borda de mata.","UEC043392","UEC043392","380","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:19:09-03","UNICAMP","UEC","206535","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Nunes, CEP","2020","01","08","Vizentin-Bugoni, J; Nunes, CEP","2013","08","15","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","80","1200","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC001206","UEC001206","2013/78","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-08-20 09:59:18-03","UNICAMP","UEC","138782","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","2003","09",NA,"Breier, TB; Dittrich, VAO","2002","09","28","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo sete barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC043381","UEC043381","696","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:19:09-03","UNICAMP","UEC","206925","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MGL","2012","02","10","Vizentin-Bugoni, J","2011","11","15","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","80","1200","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC001214","UEC001214","2011/88","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-08-20 09:59:18-03","UNICAMP","UEC","143731","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Braidotti, JC","2005","03","25","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.4","-24.630556","-48.4","-24.630556",NA,NA,"Epífita vegetando no solo. Inflorescência ereta. bráctea da inflorescência vermelha. Corola verde creme.","UEC043357","UEC043357","70","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-08-20 09:59:18-03","UNICAMP","UEC","90300","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1998","06",NA,"Leitão Filho, HF","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia","-47.858333","-24.879444","-47.858333","-24.879444",NA,NA,"ori, Epífita. Brácteas vermelho-alaranjadas.","UEC043377","UEC043377","32844","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-08-20 09:59:18-03","UNICAMP","UEC","85444","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1998","06",NA,"Souza, VC; Capellari Jr, L; Ivanauskas, NM; Linnaeus, C; Pereira, VF; Moncaio, E; Miyagi,","1994","04","23","Brazil","São Paulo","Iporanga","Caminho entre a estrada Apiaí-Iporanga e","-48.833333","-24.533333","-48.833333","-24.533333","500","700","ori, Epífeta, brácteas rosa-forte. Mata Atlântica.","UEC043361","UEC043361","5949","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-12 10:02:12-03","UNICAMP","UEC","71679","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1996","02",NA,"Pirani, JR; Garcia, RJF","1994","04","19","Brazil","São Paulo","Miracatu","Fazenda Itareí, Serra de Paranapiacaba. Trilha Riacho Posse Nova.","-47.216667","-24.5","-47.216667","-24.5","500","500","flor, Epífitas, frequentes no interior da mata. Folhas verdes-claras. Inflorescência subpatente com brácteas róseo-avermelhadas. Floresta Tropical Pluvial Atlântica de Encosta.","UEC043371","UEC043371","s.n.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-08-20 09:59:18-03","UNICAMP","UEC","78361","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"?","1993","01","18","Brazil","São Paulo",NA,"E E E Juréia-Itatins",NA,NA,NA,NA,NA,NA,"flor, Flores amarelas, brácteas vermelhas.","UEC043359","UEC043359","s.n.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-08-20 09:59:18-03","UNICAMP","UEC","49358","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Leitão Filho, HF","1988","05","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Epífita com brácteas vermelhas e flores amarelas. Bainha verde mais claro. Duna de restinga.","UEC043364","UEC043364","20368","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"219","2019-08-20 09:59:18-03","UNICAMP","UEC","49328","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Leitão Filho, HF","1988","05","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor e fruto, Epífita com brácteas vermelhas e bainha verde mais claro. Flor amarela, em início de frutificação. Em duna de restinga.","UEC043372","UEC043372","20331","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"220","2019-08-20 09:59:18-03","UNICAMP","UEC","49365","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Leitão Filho, HF","1988","05","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Terrestre. Brácteas vermelhas, flores amarelas; folhas vinosas da base para o ápice, face interna vinosa.","UEC043388","UEC043388","20358","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:19:09-03","UNICAMP","UEC","138780","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","2003","09",NA,"Breier, TB","2003","03","19","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes. A03.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Epífito a 20cm.","UEC043383","UEC043383","934","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:19:09-03","UNICAMP","UEC","138783","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","2003","09",NA,"Breier, TB; Singer, RB","2002","07","02","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes. Na parcela A3.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Terrestre.","UEC043382","UEC043382","326","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"223","2019-08-20 09:59:18-03","UNICAMP","UEC","138784","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","10","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha didática.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC043379","UEC043379","1043","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:19:09-03","UNICAMP","UEC","138781","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Breier, TB","2004","09",NA,"Breier, TB","2003","03","18","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha do Morro das Almas.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Epífito.","UEC043384","UEC043384","918","Liliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"225","2019-08-20 09:59:18-03","UNICAMP","UEC","52041","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1990",NA,NA,"Passos, LC","1990","02","27","Brazil","São Paulo","Capão Bonito","Fazenda Intervales","-48.3400001525879","-24",NA,NA,NA,NA,"flor, Epífita, com inflorescências com brácteas vermelhas, com parte central amarela, flores amarelas (pétalas).","UEC043390","UEC043390","23122","Liliopsida",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 09:59:18-03","UNICAMP","UEC",NA,"S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1990",NA,NA,"Passos, LC","1990","02","27","Brazil","São Paulo","Capão Bonito","Fazenda Intervales","-48.3400001525879","-24",NA,NA,NA,NA,"flor, Epífita, com inflorescências com brácteas vermelhas, com parte central amarela, flores amarelas (pétalas).","UEC043387","UEC043387","23122","Liliopsida",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 09:59:18-03","UNICAMP","UEC","59161","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1992","07",NA,"Bozato, S; Sazima, M","1992","01","16","Brazil","São Paulo","Caraguatatuba","Condomínio Parque Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"flor, Epífita crescendo no interior da mata. Brácteas da inflorescência vermelhas e flores amarelas.","UEC043391","UEC043391","26800","Liliopsida",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"228","2019-08-20 09:59:18-03","UNICAMP","UEC","76627","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Proença, SL","1996","05",NA,"Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual do Jacupiranga - Núcleo, Trilha entre a Cachoeira do Araçá e a área conhecida como descampado.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"fruto, Epífita; brácteas frutíferas vermelhas.","UEC043378","UEC043378","9054","Liliopsida",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"229","2019-08-20 09:59:18-03","UNICAMP","UEC","30305","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Proença, SL","1996","05",NA,"Gandolfi, S","1982","04","11","Brazil","São Paulo","Iporanga","Parque Estadual Turístico do Alto Ribeir, Região de Caboclos, próximo à sede.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"flor, Epífita em tronoc, florescendo, flores rosa claro (brácteas).","UEC043389","UEC043389","13481","Liliopsida",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 09:59:18-03","UNICAMP","UEC","6797","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1983","03",NA,"Silvestre, MSF","1977","05","21","Brazil","São Paulo","Itapetininga","55km ao sul de Itapetininga, Reserva Car","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"ori, Epífita a ca. 2m do solo, sobre tronco de árvore viva. Mata.","UEC043385","UEC043385","55","Liliopsida",NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"231","2019-08-20 09:59:18-03","UNICAMP","UEC","85860","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Wanderley, MDGL","1998","06",NA,"Simão-Bianchini, R; Rossi, L; Kiyama, CY; Shirasuna, RT","1994","09","03","Brazil","São Paulo","Salesópolis","Estação Ecológica Boracéia, Estrada para a barragem do Rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"flor, Epífita com brácteas vermelhas de base amarelada, tépalas e anteras amarelas, estigma verde claro, em geral inflorescências de 25cm de comprimento.","UEC043362","UEC043362","484","Liliopsida",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-08-20 09:59:18-03","UNICAMP","UEC","140463","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Rocca, MA","2004","04","07","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita, inflorescência vermelha e flores amarelas.","UEC043360","UEC043360","90","Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"233","2019-08-20 09:59:18-03","UNICAMP","UEC","140511","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Rocca, MA","2003","05","28","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base; Trilha da Figueira.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência rosa-avermelhada, flores amarelas.","UEC043363","UEC043363","12","Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"234","2019-08-20 09:59:18-03","UNICAMP","UEC","140504","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Rocca, MA","2003","10","21","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base; Trilha do Rio.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência rosa-avermelhada, flores amarelas.","UEC043365","UEC043365","21","Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"235","2019-08-20 09:59:18-03","UNICAMP","UEC","140502","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Rocca, MA","2003","09","19","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base; Trilha do Rio.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência rosa-avermelhada, flores amarelas.","UEC043367","UEC043367","23","Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"236","2019-08-20 09:59:18-03","UNICAMP","UEC","140503","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Rocca, MA","2003","04","19","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base; Trilha do Rio.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência rosa-avermelhada, flores amarelas.","UEC043366","UEC043366","22","Liliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
