"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","typeStatus"
"11","2018-05-11 05:21:00-03","MO","MOBOT","3354173","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.","D.J.N.Hind","Paulo T. Sano|S. Atkins|C. M. Sakuragui|R.M. Harley|Vinicius C. Souza","Sano 14631","1994",NA,NA,"South America","Brazil","Bahia","Municipio de Abaria- Catoles. Serra do Barbado. Campo rupestre com mata no vale, ao longo do caminho da forquilha da Serra.","1750.00000000","2035.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"-41.90166","-13.29083",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-04 13:28:00-03","MO","MOBOT","100309097","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H. Rob.) Loeuille, Semir & Pirani","fide Loeuille et al.","Robert M. King|Scott A. Mori|Talmon S. dos Santos|José L. Hage","King 8114","1979","7","22","South America","Brazil","Bahia","Pico das Almas a 18 km as NW de Rio de Contas.","1600.00000000","1850.00000000",NA,NA,NA,NA,NA,NA,NA,"Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"49773","auto","1","Isotype"
"13","2020-09-12 05:00:02-03","US","US","2855857","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"R. M. King","8114","1979","7","22","South America - Neotropics","Brazil","Bahia","Pico das Almas, NW of Rio de Contas.","1600","1850",NA,NA,"US00147447","US00147447_01",NA,NA,NA,"Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"Dicotyledonae",NA,"49773","auto","1","Isotype"
"14","2020-09-12 05:00:02-03","US","US","3255396","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"R. M. Harley","26329","1988","11","10","South America - Neotropics","Brazil","Bahia","Mun.: Rio de Contas. Pico das Almas. Vertente les. Subida do pico do campo norte do Queiroz","1500","1680",NA,NA,"US01636381","US01636381_01",NA,NA,NA,NA,"-41.97","-13.53",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"15","2020-09-12 05:00:02-03","US","US","3276760","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"W. Ganev","1829","1993","7","12","South America - Neotropics","Brazil","Bahia","Município de Abaíra: Pico do Barbado","2033",NA,NA,NA,"US01636380","US01636380_01",NA,NA,NA,NA,"-42.32","-13.9",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"16","2020-09-12 05:00:02-03","US","US","3497982","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"W. Ganev","2922",NA,NA,NA,"South America - Neotropics","Brazil","Bahia","Município de Abaíra: Serra do Rei. Subida da forquilha da serra","1700","1900",NA,NA,"US01636383","US01636383_01",NA,NA,NA,NA,"-41.93","-13.3",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"17","2020-09-12 05:00:02-03","US","US","3311738","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"W. Ganev","2280",NA,NA,NA,"South America - Neotropics","Brazil","Bahia","Município de Abaíra: Pico do Barbado","1950","2033",NA,NA,"US01636385","US01636385_01",NA,NA,NA,NA,"-41.9","-13.3",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","3276761","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"W. Ganev","1831","1993","7","12","South America - Neotropics","Brazil","Bahia","Catolés. Município de Abaíra: Pico do Barbado","2033",NA,NA,NA,"US01636384","US01636384_01",NA,NA,NA,NA,"-42.32","-13.9",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","2904796","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"S. Mori & F. P. Benton","13595","1980","3","25","South America - Neotropics","Brazil","Bahia","Município de Agua Quente. Pico das Almas, a 17 km ao NW de Rio de Contas","1400","1600",NA,NA,"US01636379","US01636379_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","3311737","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","santosii","Lychnophora santosii","H. Rob.",NA,"W. Ganev","2277",NA,NA,NA,"South America - Neotropics","Brazil","Bahia","Município de Abaíra: Pico do Barbado","1950","2033",NA,NA,"US01636382","US01636382_01",NA,NA,NA,NA,"-41.9","-13.3",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","3702522","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii",NA,"Loeuille, B.","B. Loeuille, M. Lusa & M. Roscamp","669","2012","5","26","South America - Neotropics","Brazil","Bahia","Chapada Diamantina. Pico das Almas.","1691",NA,NA,NA,"US01925752","US01925752_01",NA,NA,NA,"Rio de Contas","-41.9611","-13.5247",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"22","2021-03-15 18:25:32-03","USP","SPF","222660","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii","H.Rob.","Loeuille, B","Siniscalchi, CM","354","2013","05","02",NA,"Brasil","Bahia","Trilha para o Pico das Almas, subida em afloramentos no início da trilha.","14","14",NA,"Arbusto densamente ramificado, arredondado. Folhas fortemente discolores, alvas na face abaxial. Flores lilases, brácteas involucrais avermelhadas.; Campo rupestre, sobre rochas.","SPF00222660",NA,"2013","04",NA,"Rio de Contas","-41.94335","-13.526361","-41.94335","-13.526361",NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:16:27-03","USP","SPF","215021","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Loeuille, B","669","2012","05","26",NA,"Brasil","Bahia","Chapada Diamantina, Pico das Almas.","1691","1691",NA,NA,"SPF00215021",NA,"2012",NA,NA,"Rio de Contas","-41.961083","-13.524722","-41.961083","-13.524722",NA,NA,NA,NA,NA,NA
"24","2019-11-13 11:16:27-03","USP","SPF","215024","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Loeuille, B","668","2012","05","26",NA,"Brasil","Bahia","Chapada Diamantina, Pico das Almas.","1693","1693",NA,NA,"SPF00215024",NA,"2012",NA,NA,"Rio de Contas","-41.961194","-13.524389","-41.961194","-13.524389",NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:16:27-03","USP","SPF","95614","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Sano, PT","CFCR14631","1994","02","26",NA,"Brasil","Bahia",NA,"1750","2035",NA,NA,"SPF00095614","SPF00095614","2016",NA,NA,"Abaíra","-41.901667","-13.290833","-41.901667","-13.290833",NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:16:27-03","USP","SPF","82628","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Ganev, W","1831","1993","07","12",NA,"Brasil","Bahia","Pico do Barbado","2033","2033",NA,NA,"SPF00082628",NA,"2016",NA,NA,"Abaíra","-42.316667","-13.9","-42.316667","-13.9",NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:11:39-03","UEFS","HUEFS","39248","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Giulietti, A.M.","1445","1998","08","15",NA,"Brasil","Bahia","Pico do Barbado.","1800","2430",NA,NA,"HUEFS0039248","HUEFS0039248_e1","2018","10",NA,"Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"Asteranae",NA,"26531","auto",NA,NA
"28","2019-10-07 09:11:39-03","UEFS","HUEFS","14418","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","1831","1993","07","12",NA,"Brasil","Bahia",NA,"2033","2033",NA,NA,"HUEFS0014418","HUEFS0014418_e1","2018","10",NA,"Abaíra","-42.316667","-13.9","42W19'","13S54'","Asteranae",NA,NA,NA,NA,NA
"29","2019-10-07 09:11:39-03","UEFS","HUEFS","142766","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","B.Loeuille","Ferreira, S.C.","268","2007","05","19",NA,"Brasil","Bahia","Parque Estadual de Mucugê, trilha das Andorinhas.",NA,NA,NA,NA,"HUEFS0142766","HUEFS0142766","2015","12",NA,"Mucugê","-41.116667","-11.55","41W7'0''","11S33'0''","Asteranae",NA,NA,NA,NA,NA
"30","2019-10-07 09:11:39-03","UEFS","HUEFS","100779","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Oliveira, E.C.","108","2005","08","15",NA,"Brasil","Bahia","Gobira. Platô.",NA,NA,NA,"Campos gerais. Solo arenoso.","HUEFS0100779","HUEFS0100779_e1","2018","10",NA,"Mucugê","-41.376111","-13.099167","41W22'34''","13S5'57''","Asteranae",NA,NA,NA,NA,NA
"31","2019-10-07 09:11:39-03","UEFS","HUEFS","116826","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Santos, A.K.A.","982","2007","01","12",NA,"Brasil","Bahia","Catolés. Pico do Barbado.","1900","2000",NA,"Campo Rupestre.","HUEFS0116826","HUEFS0116826 HUEFS0116826_e1","2018","10",NA,"Abaíra","-41.9","-13.3","41W54'","13S18'","Asteranae",NA,NA,NA,NA,NA
"32","2019-10-07 09:11:39-03","UEFS","HUEFS","15816","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","2277","1993","09","28",NA,"Brasil","Bahia",NA,"1950","2033",NA,NA,"HUEFS0015816","HUEFS0015816_e1","2018","10",NA,"Abaíra","-41.9","-13.3","41W54'","13S18'","Asteranae",NA,NA,NA,NA,NA
"33","2019-10-07 09:11:39-03","UEFS","HUEFS","15819","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","2280","1993","09","28",NA,"Brasil","Bahia",NA,"1951","2033",NA,NA,"HUEFS0015819","HUEFS0015819_e1","2018","10",NA,"Abaíra","-41.9","-13.3","41W54'","13S18'","Asteranae",NA,NA,NA,NA,NA
"34","2019-10-07 09:11:39-03","UEFS","HUEFS","187160","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Conceição, A.A.","4120","2012","07","03",NA,"Brasil","Bahia","Chapada Diamantina.","1450","1450",NA,NA,"HUEFS0187160","HUEFS0187160 HUEFS0187160_e1","2018","10",NA,"Mucugê","-41.366667","-13.066667","41W22'","13S4'","Asteranae",NA,NA,NA,NA,NA
"35","2019-10-07 09:11:39-03","UEFS","HUEFS","16520","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","2922","1994","02","03",NA,"Brasil","Bahia",NA,"1700","1900",NA,NA,"HUEFS0016520","HUEFS0016520_e1","2018","10",NA,"Abaíra","-41.933333","-13.3","41W56'","13S18'","Asteranae",NA,NA,NA,NA,NA
"36","2019-10-07 09:11:39-03","UEFS","HUEFS","91694","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Nascimento, J.G.A.do","323","2005","01","21",NA,"Brasil","Bahia","Serra do Gobira.","1471","1568",NA,NA,"HUEFS0091694","HUEFS0091694_e1","2018","10",NA,"Mucugê","-41.379444","-13.073333","41W22'46''","13S4'24''","Asteranae",NA,NA,NA,NA,NA
"37","2019-10-07 09:11:39-03","UEFS","HUEFS","66579","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","santosii","Lychnophorella santosii","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","King, R.M.","8114","1979","07","22",NA,"Brasil","Bahia","Pico das Almas a 18 km as NW de Rio de Contas.","1600","1850",NA,NA,"HUEFS0066579","HUEFS0066579_e1","2018","10",NA,"Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"Asteranae",NA,"49773","auto",NA,"Isótipo"
"38","2020-07-23 11:59:14-03","CEPLAC","CEPEC","20738","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii",NA,"H. Robinson","S. A. Mori","13595","1980","03","25",NA,"Brasil","Bahia","17Km ao NW de Rio de Contas. Pico das Almas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ÁGUA QUENTE",NA,NA,"0W0'0","0S0'0",NA,"30/12/1981",NA,NA,NA,NA
"39","2020-07-23 11:59:14-03","CEPLAC","CEPEC","48944","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii",NA,"D. J. N. Hind","R. M. Harley","26329","1988","11","10",NA,"Brasil","Bahia","Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RIO DE CONTAS","-41.966667","-13.533333","41W58'","13S32'",NA,"30/05/1989",NA,NA,NA,NA
"40","2020-07-23 11:59:14-03","CEPLAC","CEPEC","96927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii",NA,"D. J. N. Hind","R. M. Harley","24495","1987","02","20",NA,"Brasil","Bahia","Pico das Almas. Pouco abaixo do pico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RIO DE CONTAS","-41.8114013671875","-13.5789003372192",NA,NA,NA,"30/12/1990","49773","auto",NA,NA
"41","2020-07-23 11:59:14-03","CEPLAC","CEPEC","18722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii",NA,"H. Robinson","R. M. King","8114","1979","07","22",NA,"Brasil","Bahia","Pico das Almas, a18Km ao NW da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RIO DE CONTAS","-41.8114013671875","-13.5789003372192","0W0'0","0S0'0",NA,"30/12/1980","49773","auto",NA,"Isótipo"
"42","2019-11-01 14:54:12-03","UnB","UB","124233","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii","H.Rob.","Hind, DJN","Harley, RM","26329","1988","11","10","Southern America","Brasil","Bahia","Pico das Almas. Vertente Leste","1500","1680",NA,"Corola e estilete roxo-claro, cilindro de antera branca na base, roxo-claro por cima; Arbusto 2,5m.; Afloramento de rocha conglomerada com campo pedregoso",NA,NA,NA,NA,NA,"Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"49773","auto",NA,NA
"43","2019-11-21 10:00:56-03","IBt","SP","251976","S","Plantae",NA,NA,"Asteraceae","Lychnophora","santosii","Lychnophora santosii","H.Rob.","Semir, J","Harley, RM; Giulietti, AM; Stannard, B; Hind, DJN","26329","1988","11","10",NA,"Brasil","Bahia","Pico das Alas, vertente leste, subida do pico do campo norte do Queiroz","1500","1680",NA,NA,NA,NA,"1994","06","13","Rio de Contas","-41.966667","-13.533333","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA
