"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","01193232","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","B. W. Nelson","1114","1981","04","16","South America","Brazil","Pará","Santarém","Start of road to new airport.-Start of road to new airport.","-54.7083","-2.44306","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1419260' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193232","NY01193232_01","B. M. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01193228","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","U. N. Maciel","58","1978","11","29","South America","Brazil","Pará","Santarém","Região do Tapajós, a 500 m de Porto Novo, margem da estrada que vai p/ Belterra.","-54.978767","-2.624708","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1419252' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193228","NY01193228_01","B. M. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:30-03","UFRJ","RFA","42675","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry",NA,NA,NA,NA,NA,NA,"Brasil","Pará","Pará","Rio Trombetas",NA,NA,NA,"Liana","RFA37866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:29:30-03","UFRJ","RFA","13896","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","A.P. Duarte","7035","1962","10","05",NA,"Brasil","Pará","Santarém","Centro de Treinamento da FAO","-54.7083015441895","-2.44305992126465",NA,"Planta com flores amarelas cor de ouro","RFA12443",NA,"B.M. Gomes","2016","08","31","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:35:39-03","EAO","IAN","161653","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Daly, DC; Callejas, R","987","1981","10","28","Southern America","Brasil","Pará",NA,"Approx. 18 east of Tucurui and Rio Tocantins, by BR 263. White-sand campina and campina forest (campinarana).","-49.533333","-3.5",NA,"Creeping shrub, flowers yellow. Common.","IAN161653",NA,"Gomes, BM","2006","06",NA,NA,NA,"-49.533333","-3.5",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:35:39-03","EAO","IAN","161653","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Daly, DC; Callejas, R","987","1981","10","28","Southern America","Brasil","Pará",NA,"Approx. 18 east of Tucurui and Rio Tocantins, by BR 263. White-sand campina and campina forest (campinarana).","-49.533333","-3.5",NA,"Creeping shrub, flowers yellow. Common.","IAN161653",NA,"Gomes, BM","2006","06",NA,NA,NA,"-49.533333","-3.5",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:35:39-03","EAO","IAN","196444","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Francisco, JNC; Giaretta, A; Frazão, A","101","2015","09","19","Southern America","Brasil","Pará","Santarém","Beira da PA-370.","-54.551333","-2.663361",NA,"Flores com cálice verde e corola creme.; Floresta de terra firme.","IAN196444",NA,"Francisco, JNC","2016",NA,NA,NA,NA,"-54.551333","-2.663361",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:35:39-03","EAO","IAN","61904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Black, GA; Ledoux, PVD","10603","1950","11","06","Southern America","Brasil","Pará","Faro","Fazenda Sta. Olimpia, capoeira.","-56.7449989318848","-2.17139005661011",NA,"Cipó, flor amarela-clara.","IAN061904","IAN061904 IAN061904_e","Gomes, BM","2006","06",NA,"342029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:35:39-03","EAO","IAN","61904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Black, GA; Ledoux, PVD","10603","1950","11","06","Southern America","Brasil","Pará","Faro","Fazenda Sta. Olimpia, capoeira.","-56.7449989318848","-2.17139005661011",NA,"Cipó, flor amarela-clara.","IAN061904","IAN061904 IAN061904_e","Gomes, BM","2006","06",NA,"342029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:35:39-03","EAO","IAN","80724","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Fróes, RL","30581","1953","09","27","Southern America","Brasil","Pará","Monte Alegre","Região da Colônia da Mulatas, capoeira.","-54.0691986083984","-2.00778007507324",NA,"Cipó, flor amarela.","IAN080724",NA,"Gomes, BM","2006","06",NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:35:39-03","EAO","IAN","80724","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Fróes, RL","30581","1953","09","27","Southern America","Brasil","Pará","Monte Alegre","Região da Colônia da Mulatas, capoeira.","-54.0691986083984","-2.00778007507324",NA,"Cipó, flor amarela.","IAN080724",NA,"Gomes, BM","2006","06",NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:35:39-03","EAO","IAN","181996","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Souza, MAD de; Borgheti, F; Coelho, A","1648","2000","10","17","Southern America","Brasil","Pará","Santarém","Alter do Chão. No pico do morro. Vegetação aberta, baixa, com predominância de arbustos, ervas e gramíneas. Solo argiloso a argilo-arenoso. Freqüente em área aberta.","-54.7083015441895","-2.44305992126465",NA,"Liana herbáceaFrutos marrons, sementes dispersadas","IAN181996",NA,"Gomes, BM","2016","11","09","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:35:39-03","EAO","IAN","194285","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Mansano, VF","889","2011","11","24","Southern America","Brasil","Pará","Santarém","Estrada para a ponta da pedra. Savana .","-54.7083015441895","-2.44305992126465",NA,"Liana c/ frutos imaturos verdes, maduros castanhos, flores amarelas.","IAN194285",NA,"Gomes, BM","2016","11","09","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:35:39-03","EAO","IAN","194285a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Mansano, VF","889","2014","11","24","Southern America","Brasil","Pará","Santarém","Estrada para a ponta da pedra. Savana.","-54.7083015441895","-2.44305992126465",NA,"Liana. Frutos imaturos verdes, maduros castanhos, flores amarelas.","IAN194285a",NA,"Gomes, BM",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:30:52-03","NBC","NL-BOTANY","U.1152400","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Silva MG; Rosário CS",NA,"1978","11","12","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152400","NL-U1152400","Gomes BM",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0071303",NA,NA,NA,NA,NA
"26","2020-10-20 14:17:07-03","UFOPA","HSTM","9455","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Mansano, V.F.; Torke, B.M.; Falcão, M.J.","1061","2015","11","05",NA,"Brasil","Pará","Belterra","Km 72, estrada para o rio. Floresta Nacional do Tapajós","-55.045833","-2.904167",NA,NA,"HSTM009455",NA,"B.M.GOMES","2016","09","01",NA,NA,"55º2'45''W","2º54'15''S",NA,NA,NA,NA,NA,NA,NA
"27","2020-10-20 14:17:07-03","UFOPA","HSTM","4461","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Braga, M.; s.c.","1","2011","04","07",NA,"Brasil","Pará","Santarém","Universidade Federal do Pará ( Campus Tapajós).","-54.743056","-2.423333",NA,NA,"HSTM004461","HSTM004461_1 HSTM004461_2","Francisco, J.N.C.","2015","09","01",NA,NA,"54º44'35''W","2º25'24''S",NA,NA,NA,NA,NA,NA,NA
"28","2020-10-20 14:17:07-03","UFOPA","HSTM","4827","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","André, T.; Giacomin, L.; Farias, E.; Silva, F.","68","2015","10","13",NA,"Brasil","Pará","Santarém","Praia do Lago Verde de Alter do Chão.","-54.957778","-2.494722",NA,NA,"HSTM004827","HSTM004827","Almeida, T.E.; Sousa, C.V.M.; Lima, K.S.","2019","04","01",NA,NA,"54º57'28''W","2º29'41''S",NA,NA,NA,NA,NA,NA,NA
"29","2020-10-20 14:17:07-03","UFOPA","HSTM","4460","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Suemistu, C.; s.c.",NA,"1998","11","26",NA,"Brasil","Pará","Santarém","Comunidade de Vila Nova (Eixo Forte). Capoeira.","-54.910556","-2.470556",NA,NA,"HSTM004460","HSTM004460","Francisco, J.N.C.","2015","09","01",NA,NA,"54º54'38''W","2º28'14''S",NA,NA,NA,NA,NA,NA,NA
"30","2020-10-20 14:17:07-03","UFOPA","HSTM","12355","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Gomes, B.M.; Almeida, T.E.; Giacomin, L.L.","674","2015","05","23",NA,"Brasil","Pará","Santarém","Arredores da cidade de Alter do Chão.","-54.953056","-2.520556",NA,NA,"HSTM012355","HSTM012355","Gomes, B.M.","2015","05","01",NA,NA,"54º57'11''W","2º31'14''S",NA,NA,"43","43",NA,NA,NA
"31","2019-08-20 10:08:08-03","UNICAMP","UEC","131719","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Abreu, MC; Lopes, GG","9","2002","12","04",NA,"Brazil","Piauí","Teresina","Parque Ambiental de Teresina","-42.81","-5.1975",NA,"flor, Liana, flor creme. Comportamento independente. Freqüente. Cerrado. Latossolo.","UEC011388","UEC011388","Gomes, BM","2014","11","28",NA,NA,"-42.81","-5.1975",NA,NA,"60","60",NA,NA,NA
"32","2021-03-01 16:26:39-03","UNICAMP","UEC","803","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Duarte, AP","7035","1962","10","05",NA,"Brazil","Pará","Santarém","Centro de Treinamento da FAO","-54.7083015441895","-2.44305992126465",NA,"planta com flores amarelas cor de ouro","UEC140812","UEC140812","Gentry, A",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-22 12:11:50-03","UNEMAT","HERBAM","5502","S","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Soares, C.R.A.; Melo, J.A.M.; Silva, Q.F.; Piva, J.H.; Mascarello, A.; Barella, W.M.; Damasceno,","3675","2011","06","15",NA,"Brasil","Mato Grosso","Colíder","Canteiro de obras da UHE Colíder, Terra firme.","-55.806944","-10.970833",NA,NA,"HERBAM005502",NA,"Silva, DR","2011","07","02",NA,NA,"-55.806944","-10.970833",NA,NA,"269","269",NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1022581","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","Douglas C. Daly|et al.","Daly 987","1981","10","28","South America","Brazil","Pará",NA,"18 km E of Tucurui and Rio Tocantins.","-49.53333","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-09-25 04:31:00-03","MO","MOBOT","101026401","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","J. N. C. Francisco|A. Giaretta|Annelise Frazão","Francisco 101","2015","9","19","South America","Brazil","Pará","Santarém","Beira da PA-370.","-54.5513889","-2.6633333",NA,NA,NA,NA,"B.M. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.00000000",NA,"1",NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1022572","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","C.A. Cid Ferreira|et al.","Cid Ferreira 2515","1980","9","14","South America","Brazil","Pará",NA,"Oriximina, estrada Oriximina-Obidos, km 70, proximo ao Río Cumina-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1022591","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","Apparicio P. Duarte","Duarte 7035","1962","10","5","South America","Brazil","Pará",NA,"Santarem-Cetro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2012-07-28 05:08:00-03","MO","MOBOT","1022599","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","* SILVA","SILVA 1302","1968","1","30","South America","Brazil","Pará",NA,"Santarem, arredores da FAO.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-31 08:58:52-03","INPA","INPA","110389","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Revilla, J","6962","1982","10","06","Southern America","Brasil","Pará",NA,"Rio Trombetas, Monte Branco, Monte Branco, Rio Trombetas, Monte Branco, Jazida de Bauxita de alcoa - Mineração, mata de campina, solo arenoso.","-55.8","-1.7",NA,NA,"INPA0110389","INPA0110389 INPA0110389_e","Gomes, BM","2014","09","15",NA,NA,"-55.8","-1.7",NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 08:58:52-03","INPA","INPA","114595","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Revilla, J","8325","1983","08","22","Southern America","Brasil","Pará","Tucuruí","PA 149, km 50, Margens da PA-149 até + ou - 0 km 50","-49.673567","-3.764569",NA,NA,"INPA0114595","INPA0114595 INPA0114595_e INPA0114595_e1","Gomes, BM","2014","09","16",NA,NA,"-49.673567","-3.764569",NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 08:58:52-03","INPA","INPA","115384","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Revilla, J","8647","1983","10","13","Southern America","Brasil","Pará","Tucuruí","Lago do Cagancho, Margem do lago Cagancho.","-49.73","-3.92",NA,NA,"INPA0115384","INPA0115384 INPA0115384_e","Gomes, BM","2006","06",NA,NA,NA,"-49.73","-3.92",NA,NA,NA,NA,NA,NA,NA
"42","2020-08-31 08:58:52-03","INPA","INPA","115683","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Ramos, JF","1111","1983","11","16","Southern America","Brasil","Pará","Tucuruí","Lago Cagancho, Próximo ao lago Cagancho, margem direita. Mata de terra firme.","-49.73","-3.92",NA,NA,"INPA0115683","INPA0115683 INPA0115683_e","Gomes, BM","2006","06",NA,NA,NA,"-49.73","-3.92",NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 08:58:52-03","INPA","INPA","130413","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Nelson, BW","1114","1981","04","16","Southern America","Brasil","Pará","Santarém","Start of road to new airport., Start of road to new airport. Sandy open capoeira.","-54.7083","-2.44306",NA,NA,"INPA0130413","INPA0130413 INPA0130413_e INPA0130413_e1","Gomes, BM","2006","06",NA,NA,NA,"-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:58:52-03","INPA","INPA","176228","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Soares, E","544","1991",NA,NA,"Southern America","Brasil","Pará","Oriximinã","Porto Trombetas, Mineração Rio do Norte, Mineração Rio do Norte - Porto Trombetas.","-56.3","-1.4",NA,NA,"INPA0176228","INPA0176228 INPA0176228_e","Gomes, BM","2014","09","15",NA,NA,"-56.3","-1.4",NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:58:52-03","INPA","INPA","224861","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Amaral, IL do","3041","2006","12","12","Southern America","Brasil","Pará","Juruti","Estrada do PA translago, Estrada do PA translago em terra firme, floresta secundária","-56.5","-2.9",NA,NA,"INPA0224861","INPA0224861 INPA0224861_e","Gomes, BM","2014","09","16",NA,NA,"-56.5","-2.9",NA,NA,NA,NA,NA,NA,NA
"46","2020-08-31 08:58:52-03","INPA","INPA","270159","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Carvalho, FA de","2141","2009","08","22","Southern America","Brasil","Amazonas","Apuí","Rodovia Transamazônica, Propriedade Sr. Leonir.","-60.07726","-7.17318",NA,NA,"INPA0270159",NA,"Boeira, ASP","2010","08","01",NA,NA,"-60.07726","-7.17318",NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 08:58:52-03","INPA","INPA","61749","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Schumatoff, A","1",NA,NA,NA,"Southern America","Brasil","Pará",NA,"Posto Menkranoti, Posto Menkranoti, on border between abandoned plantation and path. Stems in water and drunk as contraceptive (mekrakedio).","-51.12","-7.77",NA,NA,"INPA0061749","INPA0061749 INPA0061749_e","Gomes, BM","2014","09","16",NA,NA,"-51.12","-7.77",NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 08:58:52-03","INPA","INPA","69594","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Silva, MF da","2162","1977","09","28","Southern America","Brasil","Pará","Itaituba","Parque Nacional do Amazonas","-56.7","-4.3",NA,NA,"INPA0069594","INPA0069594 INPA0069594_e INPA0069594_nd","Gomes, BM","2012","07",NA,NA,NA,"-56.7","-4.3",NA,NA,NA,NA,NA,NA,NA
