"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-11-13 09:21:02-03","UFRJ","RFA","14996","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","A.P. Duarte",NA,NA,"Brasil",NA,NA,"RFA50052",NA,"A. Bidá","1970","12","02","Minas Gerais","Minas Gerais","Estrada de São Bartolomeu",NA,NA,NA,NA,NA,"1996","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:21:02-03","UFRJ","RFA","20571","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","E.P. Heringer","14614",NA,"Brasil",NA,"Árvore de 5 m, ramos pendentes, em frutos, frutos roxos, baga alimentos para passarinhos","RFA50050",NA,"A. Bidá","1975","05","02","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"1996","05","17","70570","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:45-03","UFRJ","RFA","20579","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","J. Badini","1941",NA,"Brasil",NA,"Arbusto, flores pálidas","RFA50056",NA,"A. Bidá",NA,NA,NA,"Minas Gerais","Ouro Preto","Serra do Batatal","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1996","05","17","44599","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:50:03-03","EAO","IAN","145354","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Symplocaceae","Symplocos","commutata","Symplocos commutata","Brand","Argent, GCG; Richards, PW","6807","Southern America","Brasil",NA,"Flowers white, with slight small. Tree c 6m high, 18cm diam. Bark smooth. Slash bark, green beneath surface, then pale pink c8mm thick. Wood pale straw.","IAN145354",NA,NA,"1968","08","31","Mato Grosso","Xavantina","C 4km E along path to camp 2, Base Camp Square. At edge of gallery forest at boundary with campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:03-03","EAO","IAN","94279","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Symplocaceae","Symplocos","commutata","Symplocos commutata","Brand","Glaziou, AFM","19201","Southern America","Brasil",NA,NA,"IAN094279",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U 0006832","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Pohl JE",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006832","NL-U0006832",NA,NA,NA,NA,"Minas Gerais",NA,"in Prov. Minas-geraes",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"Magnoliopsidae","207242 B",NA,NA,NA,NA,NA
"17","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U.1746848","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Harley RM; et al.",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746848","NL-U1746848",NA,"1980","04","13",NA,NA,"Estado da Bahia. Serra Geral de Caitité. 9.5km S. of Caitité on road to Brejinhos sas amatistas. By small reservoir and stream. Srub among rocks by stream & with nearby woodland.","-42.5","-14.116667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"-42.5","-14.116667",NA,NA,NA
"18","2020-02-08 09:05:04-03","NBC","NL-BOTANY","L.2672657","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","sellowiana","Symplocos sellowiana","Brand","Jönsson G",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2672657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2672657","NL-L2672657",NA,"1914","09","27",NA,NA,"Brasilienses, Parana: Itaperussu, in sihrula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U 0006834","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","sellowiana","Symplocos sellowiana","Brand","Regnell AF",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006834","NL-U0006834",NA,"1856","12","23","Minas Gerais",NA,"prov. Minas Geraës, Caldas.",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,"Magnoliopsidae","14832 A",NA,NA,NA,NA,NA
"20","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U 0006835","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","sellowiana","Symplocos sellowiana","Brand","Regnell AF",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006835","NL-U0006835",NA,"1856","12","23","Minas Gerais",NA,"prov. Minas Geraës, Caldas.",NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,"Magnoliopsidae","14833 A",NA,NA,NA,NA,NA
"21","2020-11-04 11:20:09-03","ESALQ","ESA","15260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Barreto, K.D. et al.","1272.0",NA,"Brasil",NA,NA,"ESA015260","ESA015260","Bidá, A.","1993","09","23","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"1996","08","29","21048","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:51:15-02","IPA","IPA","44019","S","Plantae","Plantae",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Harley, R.M.; et al.; et al.","21334","Southern America","Brasil",NA,"Tree to 5m. Leaves coriaceous, bright glossy green above, pale dull green beneath. Teeth pale. Young stems fawn. Young fruit green.; Scrub among rocks by stream & with nearby woodland. This growing in forest.","IPA0044019",NA,"Harley, R.M.; Cooper, S.M.","1980","04","13","Bahia",NA,"Serra Geral de Caitité, 9,5 km S of Caitité on roas to Brejinhos das Ametistas. By small reservoir and stream.","-42.5","-14.116667","1000","1000",NA,"1980",NA,NA,NA,NA,NA,NA,"-42.5","-14.116667",NA,NA,NA
"23","2020-12-20 21:19:33-03","UFV","VIC","042419","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth","Tinti, B.V.; Nunes, J.","s.n.",NA,"Brasil",NA,NA,"VIC042419","VIC042419",NA,"2010",NA,NA,"Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:46:19-03","UFJF","CESJ","61571","PreservedSpecimen","Plantae","Angiosperma",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","L.H.Soares-Silva","1569","América do Sul","Brasil",NA,"Arvoreta. Botões floaris e dlores brancas. Estigmas verde. Flor parecida com limão.","CESJ061571",NA,"L.H.Soares-Silva","2011","12","10","Goiás","Alto Paraíso de Goiás","Portal da Chapada (...).","-47.5099983215332","-14.1324996948242",NA,NA,NA,"2012","03",NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:46:19-03","UFJF","CESJ","39747","PreservedSpecimen","Plantae","Angiosperma",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","L.C.S. Assis; W.E.Souza; M.S. Magalhães","657","América do Sul","Brasil",NA,"Árvore ca. 2m, na borda da mata, frutos verdes e indumento ferrugíneo.","CESJ039747",NA,"L.C.S. Assis","2003","02","04","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"2004","01","28","7934","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:46:19-03","UFJF","CESJ","40977","PreservedSpecimen","Plantae","Angiosperma",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","D.S. Pifano; A.S.M. Valente","275","América do Sul","Brasil",NA,"Arvoreta ca 5m na borda da mata em local de clareira. Frutos imaturos e cálice persistente em verde.","CESJ040977",NA,NA,"2002","01","12","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:27:11-03","UNICAMP","UEC","14990","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Heringer, EP","14614",NA,"Brazil",NA,"frutos, Mata de galeria. Árvore de 5m, ramos pendentes, em frutos, frutos roxos, baga alimentos para para passarinhos.",NA,NA,"Aranha, JLM","1975","05","02","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2004","10",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:27:11-03","UNICAMP","UEC","59482","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","?","269",NA,"Brazil",NA,"flor, Árvorec. 8m alt., 28cm circunferência flores creme, frutos verdes.",NA,NA,NA,"1990","02","09","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:46:08-03","MBM","MBM","270607","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Felfili, J.M.; et al.; et al.","265","Southern America","Brazil",NA,NA,"MBM270607","MBM270607","Miranda, J.",NA,NA,NA,"Distrito Federal",NA,"Fazenda Água Limpa, Mara do Gama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:46:08-03","MBM","MBM","351264","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","platyphylla","Symplocos platyphylla","(Pohl) Benth.","Pifano, D.S.; et al.; et al.","275","Southern America","Brazil",NA,"Arvoreta ca 5m na borda da mata em local de clareira. Frutos imaturos e cálice persistente em verde","MBM351264","MBM351264",NA,"2002","01","12","Minas Gerais","Lima Duarte","Conceição do Ibitipoca. Estrada para Moreiras","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"31","2015-09-25 23:46:47-03","MNHN","RECOLNAT_MNHN_P","P00648412","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","commutata","Symplocos commutata","Brand","Glaziou, A.",NA,NA,"Brésil","hb","Reçu le 06-08-1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648412' target='other'> <mi>dwc_moreinfo</mi></a>","P00648412","P00648412_01","Bida","1884","6","9",NA,NA,"Minas, Caraça, au Morro do Inficionado",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15205",NA,NA
"32","2015-09-25 23:36:34-03","MNHN","RECOLNAT_MNHN_P","P00648413","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","commutata","Symplocos commutata","Brand","Glaziou, A.",NA,NA,"Brésil","hb","Reçu le 06-08-1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648413' target='other'> <mi>dwc_moreinfo</mi></a>","P00648413","P00648413_01","Bida","1884","6","9",NA,NA,"Minas, Caraça, au Morro do Inficionado",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15205",NA,NA
"33","2015-09-25 22:35:58-03","MNHN","RECOLNAT_MNHN_P","P00648414","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","commutata","Symplocos commutata","Brand","Glaziou, A.",NA,NA,"Brésil","hb","Reçu le 06-08-1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648414' target='other'> <mi>dwc_moreinfo</mi></a>","P00648414","P00648414_01","Bida","1884","6","9",NA,NA,"Minas, Caraça, au Morro do Inficionado",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15205",NA,NA
"34","2015-09-25 23:49:59-03","MNHN","RECOLNAT_MNHN_P","P00648432","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","distans","Symplocos distans","Brand","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648432' target='other'> <mi>dwc_moreinfo</mi></a>","P00648432","P00648432_01","Bida","1884","10","12",NA,NA,"Campos de Caraça",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14060",NA,NA
"35","2015-09-25 23:50:05-03","MNHN","RECOLNAT_MNHN_P","P00648433","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","distans","Symplocos distans","Brand","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648433' target='other'> <mi>dwc_moreinfo</mi></a>","P00648433","P00648433_01","Bida","1884","10","12",NA,NA,"Campos de Caraça",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14060",NA,NA
"36","2015-09-26 00:57:12-03","MNHN","RECOLNAT_MNHN_P","P00648434","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","distans","Symplocos distans","Brand","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648434' target='other'> <mi>dwc_moreinfo</mi></a>","P00648434","P00648434_01","Bida","1884","10","12",NA,NA,"Campos de Caraça",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14060",NA,NA
"37","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518820","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Gaudichaud, C.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518820' target='other'> <mi>dwc_moreinfo</mi></a>","P04518820","P04518820_01",NA,"1833","1","1",NA,NA,"Brésil. Province de San-Paolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",NA,NA
"38","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518822","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Miers",NA,NA,"Brasil","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518822' target='other'> <mi>dwc_moreinfo</mi></a>","P04518822","P04518822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518813","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Gaudichaud",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518813' target='other'> <mi>dwc_moreinfo</mi></a>","P04518813","P04518813_01",NA,"1833","1","1","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",NA,NA
"40","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518814","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Saint-Hilaire",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518814' target='other'> <mi>dwc_moreinfo</mi></a>","P04518814","P04518814_01",NA,"1816","1","1","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1541",NA,NA
"41","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518815","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518815' target='other'> <mi>dwc_moreinfo</mi></a>","P04518815","P04518815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518816","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518816' target='other'> <mi>dwc_moreinfo</mi></a>","P04518816","P04518816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518817","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Claussen",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518817' target='other'> <mi>dwc_moreinfo</mi></a>","P04518817","P04518817_01",NA,"1840","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518818","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Gaudichaud",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518818' target='other'> <mi>dwc_moreinfo</mi></a>","P04518818","P04518818_01",NA,"1833","1","1","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132",NA,NA
"45","2015-09-04 15:49:22-03","MNHN","RECOLNAT_MNHN_P","P04518823","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","lundii","Symplocos lundii","A.DC.","Burchell",NA,NA,"Brasil","hb","Donné par la Direction du Jardin Royal de Kew 1872 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518823' target='other'> <mi>dwc_moreinfo</mi></a>","P04518823","P04518823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4236",NA,NA
"46","2018-01-02 15:21:43-02","MNHN","RECOLNAT_MNHN_P","P04488242","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","obovata","Symplocos obovata","A.DC.",NA,NA,NA,"[Bresil]","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488242' target='other'> <mi>dwc_moreinfo</mi></a>","P04488242","P04488242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 15:43:29-03","MNHN","RECOLNAT_MNHN_P","P04488240","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","obovata","Symplocos obovata","A.DC.","Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488240' target='other'> <mi>dwc_moreinfo</mi></a>","P04488240","P04488240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
