"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","2176175","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"M. Barreto","17575","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328848' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176175","1936","08","23","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don",NA,NA,"Writing illegible.",NA,NA,"NY02176175_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","390837","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"G. Martinelli","8696","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390837","1982","09","16","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Macaé","Pico do Frade e Macaé","-44.488794","-22.957731","NY00390837_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","632132","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia",NA,"W. Ganev","1639","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632132","1992","12","06","Magnoliophyta","Ericales",NA,"(Cham.) G.Don",NA,"Piata","Jambreiro-Cravada, Serra do Atalho","-41.92","-13.1","NY00632132_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","04206111","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia",NA,"H. E. Strang","367","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4520319' target='other'> <mi>dwc_moreinfo</mi></a>","NY04206111","1962","04","30","Magnoliophyta","Ericales",NA,"(Cham.) G.Don",NA,NA,"Morro Cavado, descida para Mauná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00943095","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia",NA,"J. A. Lombardi","958","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943095","1995","09","29","Magnoliophyta","Ericales",NA,"(Cham.) G.Don","W. S. Judd","Caparaó","Vale Verde, às margens do córrego José Pedro.","-41.9042","-20.5233","NY00943095_01","1970","2120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01093055","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia",NA,"P. Fiaschi","468","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093055","2000","11","04","Magnoliophyta","Ericales",NA,"(Cham.) G.Don","G. Romab","Capao Bonito","Parque Estadual Intervales. Mirante da Anta.","-48.37","-24.28","NY01093055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","390830","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"R. M. Harley","25888","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390830","1988","11","03","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","L. S. Kinoshita-Gouvêa","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53","NY00390830_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1009338","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"M. L. Fonseca","3606","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009338","2002","10","07","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","P. Pedraza-Peñalosa","Brasília","Área de Proteção Ambiental (APA) Gama - Cabeça de Veado; Lago Sul, fundos da QI-17;","-47.8806","-15.8639","NY01009338_01","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00943111","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"M. L. Kawasaki","CFCR8312","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943111","1985","09","03","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Grão Mogol","Córrego das Montes.","-42.8894","-16.5594","NY00943111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","639041","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"G. G. Hatschbach","48276","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639041","1984","09","16","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Mucugê","Serra do Cabeludo","-41.3706","-13.0056","NY00639041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00943112","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"J. R. Pirani","CFCR8485","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943112","1985","09","05","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Grão Mogol","Jambeiro, 7 km de Grão Mogol.","-42.8943","-16.5648","NY00943112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","390829","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"R. M. Harley","25309","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390829","1988","10","23","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","L. S. Kinoshita-Gouvêa","Rio de Contas","Pico das Almas. Vertente leste. Fazenda Silvina. 19km a N-O da cidade","-41.97","-13.53","NY00390829_01","1420","1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00943110","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"A. F. C. P. Saint-Hilaire","567","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943110","1816",NA,NA,"Magnoliophyta","Ericales","glabra","(Meisn.) Judd","J. L. Luteyn",NA,NA,NA,NA,"NY00943110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","390823","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"H. S. Irwin","32625","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390823","1971","02","19","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Morro do Chapéu","Serra do Tombador. Rio ferro Doido, ca. 18 km. E of Morro do Chapéu","-41.1558","-11.5503","NY00390823_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00943114","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"H. S. Irwin","7925","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943114","1965","08","28","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Brasília","Parque Nacional do Gama, ca. 20 km S of Brasília","-48.05","-16.03","NY00943114_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","390822","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"I. Cordeiro","CFCR10052","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390822","1986","09","03","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Grão Mogol","Vale do riacho Ribeirao","-42.8894","-16.5594","NY00390822_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","390827","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"R. M. Harley","15383","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390827","1974","01","21","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd",NA,"Serra do Rio de Contas. About 3km N of the town of Rio de Contas","-41.83","-13.58","NY00390827_01","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","390824","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"H. S. Irwin","32626","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390824","1971","02","19","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Morro do Chapéu","Serra do Tombador. Rio ferro Doido, ca. 18 km. E of Morro do Chapéu","-41.1558","-11.5503","NY00390824_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00943115","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"Rizzo","5473","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943115","1970","08","29","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Morrinhos","Est. 5 Morrinhos.","-49.0992","-17.7311","NY00943115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","390828","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"R. M. Harley","18705","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390828","1977","02","15","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd",NA,"Serra do Sincorá. By Rio Cumbuca, about 3 km N. of Mucuge on the road to Andaraí","-41.35","-12.98","NY00390828_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","390825","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia glabra",NA,"H. S. Irwin","9852","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390825","1965","11","03","Magnoliophyta","Ericales","glabra","(Meisn.) Judd","W. S. Judd","Cristalina","Serra dos Cristais. Creek border, ca. 5km S of Cristalina","-48","-17","NY00390825_01","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00943108","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"M. Horta","262","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943108","1987","09","28","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd",NA,"Caraça. Caminho para a Cascatinha.",NA,NA,"NY00943108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00943099","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"A. F. Regnell","III835","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943099","1848","09","01","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Uberaba","Cidade de Uberava.","-47.9317","-19.7483","NY00943099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","390838","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"Illegible collector name","21264","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390838","1952","11",NA,"Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Itatiaia","Itatiaia","-44.617038","-22.371537","NY00390838_01","2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00943104","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"G. G. Hatschbach","49610","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943104","1985","09","13","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Gouveia","Rio Cachoeira.","-43.7406","-18.4544","NY00943104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2176176","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"Collector unknown","31","South America","Brazil",NA,"sheet",NA,"Collector name illegible. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328849' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176176",NA,NA,NA,"Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd",NA,NA,NA,NA,"NY02176176_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2423281","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"M. M. N. Braga","369","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685695' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423281","1991","10","04","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don",NA,NA,"Serra do Cipó","-43.539757","-19.388386","NY02423281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","390836","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"W. Hoehne","s.n.","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390836","1947","10","07","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Sao Paulo","Parque Est. S. Paulo. Cap. S. Paulo","-46.621883","-23.654505","NY00390836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","390874","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"J. F. Widgren","328","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390874",NA,NA,NA,"Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00390874_01 NY00390874_02 NY00390874_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","8204","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"L. Riedel","408","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008204","1824","08",NA,"Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don",NA,NA,"Ad rivulos pr. Villa Rieca et mont. Itacolumi.",NA,NA,"NY00008204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","390839","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"G. J. Shepherd","12816","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390839","1980","08","01","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd","Sao José do Barreiro","Serra da Bocaiuna, estr. p/Silveiras, 31km de S. Jose do Barreira","-44.5697","-22.64","NY00390839_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00943092","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"M. M. N. Braga","14921","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943092","1988","10","06","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","W. S. Judd",NA,"Serra do Caraça.",NA,NA,"NY00943092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01096215","PreservedSpecimen","Plantae","Ericaceae","Agarista","oleifolia","Agarista oleifolia oleifolia",NA,"J. Wesenberg","JW663","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096215","2005","03","12","Magnoliophyta","Ericales","oleifolia","(Cham.) G.Don","C. Seele; J. Wesenberg","Teresópolis","Parque Nacional da Serra dos Órgãos. Próximo à parte superior da trilha do Rancho Frio.","-43.0133","-22.4639","NY01096215_01","1625","1625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
