"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","442027","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","A. Chautems","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00442027","NY00442027_01","82","1983","04","07","Piste vers Colonia de Santa Andrade, 25 km depuis carrefour avec BR 376",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377324' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","442026","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","A. Chautems","Brazil","Santa Catarina","Ilhota","-48.8269","-26.8997",NA,NA,"NY00442026","NY00442026_01","96","1983","04","13","Parque do Morro de Baú, forêt basse du Morro à proximité de l'entrée de parque",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377323' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","442028","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","A. Chautems","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00442028","NY00442028_01","79","1983","04","07","Piste vers Colonia de Santa Andrade, 10 km depuis carrefour avec BR 376",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377325' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","442025","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","P. K. H. Dusén","Brazil","Paraná","Ipiranga","-50.5842","-25.0242",NA,NA,"NY00442025","NY00442025_01","6505","1908","08","27","Serra do Mar, Ypiranga",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377328' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","442024","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","P. K. H. Dusén","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00442024","NY00442024_01","14026","1912","03","27","Morretes",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377327' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","442029","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","R. Reitz","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"NY00442029","NY00442029_01","4211","1957","05","25","Palmital, Garuva, S. Francisco do Sul","10","10",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377330' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","442023","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","A. Chautems","G. G. Hatschbach","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00442023","NY00442023_01","21249","1969","03","12","Rio dos Pombos",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=377329' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:19:57-03","UFRJ","RFA","9055","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","T.U.P. Konno","G.G. Hatschbach","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA51891",NA,"16781","1967","07","25","Rio das Pombas","20","20","1993","12","01","Epífitas, cálice róseo, corola amarela com nervuras púrpuras",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"19","2020-11-24 17:10:44-03","UTFPR","DVPR","5000","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","P.; Bonnin jr.","Silva, JM; Motta, JT; Barboza, E","Brasil","Paraná","Guaratuba","-48.5518","-25.5145","-48.5518","-25.5145","DVPR005000",NA,"8534","2014","05","20","Torre da Embratel","855","855","2014","07","25","Epífita, flores amarelas, brácteas vermelhas.; Floresta Ombrófila Densa",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:16-03","PUCPR","HUCP","18503","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00012047","HUCP00012047","1298","2007","10","05","Morro Caratuva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"55154","auto",NA,NA,NA,NA,NA
"21","2019-12-04 15:25:17-03","PUCPR","HUCP","21524","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"HUCP00012111","HUCP00012111","1445","2010","06","04","Próximo ao Rio do Meio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"30514","auto",NA,NA,NA,NA,NA
"22","2019-12-04 15:25:16-03","PUCPR","HUCP","13709","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Chautems, A","Silva, JM","Brasil","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,"HUCP00012099","HUCP00012099","3355","2001","03","23","Estrada de Pacas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"41885","auto",NA,NA,NA,NA,NA
"23","2019-12-04 15:25:16-03","PUCPR","HUCP","20820","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"HUCP00012095","HUCP00012095","1216",NA,NA,NA,"Parque Nacional da Serra do Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"34291","auto",NA,NA,NA,NA,NA
"24","2019-12-04 15:25:17-03","PUCPR","HUCP","21678","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Bianchi, J","Mascarenhas, A","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00012168","HUCP00012168","001","2008","06","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"25","2019-12-04 15:25:17-03","PUCPR","HUCP","24780","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"HUCP00024780","HUCP00024780","1692","2017","05","05","Rio Guaraguaçu",NA,NA,"2017","05","05","Floresta de restinga próxima ao rio Guaraguaçu, secundária alterada. Epífita, flores com corola amarela e sepalas rosada.",NA,NA,NA,"Eudicotiledonea",NA,"19508","auto",NA,NA,NA,NA,NA
"26","2020-02-27 20:28:30-03","PUCPR","HUCP","25577","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Parana","Morretes","-48.918","-25.439","-48.918","-25.439","HUCP00025577","HUCP00025577","500","2019","05","15","Vila dos Marumbinistas","500","500",NA,NA,NA,"Epífita, pétalas amarelas com listas escuras e sépalas vermelhas.",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:17-03","PUCPR","HUCP","25563","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Alves, BKS","Brasil","Parana","Morretes","-48.834400177002","-25.476900100708",NA,NA,"HUCP00025563","HUCP00025563","15","2019","07","02","Morro Mãe Catira",NA,NA,"2019","08","13","Flores de coloração avermelhadas.",NA,NA,NA,"Eudicotiledonea",NA,"30514","auto",NA,NA,NA,NA,NA
"28","2019-12-04 15:25:16-03","PUCPR","HUCP","20399","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA; Selusniaki, M","Ariati, V; Struminski, E","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00012043","HUCP00012043","282","2009","08","30","Morro do Tiririca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"55154","auto",NA,NA,NA,NA,NA
"29","2019-12-04 15:25:16-03","PUCPR","HUCP","19942","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Brotto, M","Brotto, M","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"HUCP00012147","HUCP00012147","153","2008","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"41937","auto",NA,NA,NA,NA,NA
"30","2019-12-04 15:25:17-03","PUCPR","HUCP","23435","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Bonin-Jr, P","Silva, JM","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"HUCP00012112","HUCP00012112","8534","2014","05","20","Torre da Embratel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"41937","auto",NA,NA,NA,NA,NA
"31","2019-12-04 15:25:17-03","PUCPR","HUCP","22811","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems",NA,"Kersten, RA","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"HUCP00012163","HUCP00012163","1569","2012","05","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"30514","auto",NA,NA,NA,NA,NA
"32","2019-12-04 15:25:16-03","PUCPR","HUCP","17574","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00012048","HUCP00012048","1087","2006","05","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"33","2019-12-04 15:25:17-03","PUCPR","HUCP","24350","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00012121","HUCP00012121","1625","2015","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"34","2019-12-04 15:25:17-03","PUCPR","HUCP","21612","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00012059","HUCP00012059","1512","2006","05","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"35","2019-12-04 15:25:17-03","PUCPR","HUCP","21838","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Selusniaki, M","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00012164","HUCP00012164","2323","2009","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"36","2019-12-04 15:25:17-03","PUCPR","HUCP","21853","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Ariati, V","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"HUCP00012179","HUCP00012179","203","2009","05","31","Morro Mãe Catira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"17116","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:25:17-03","PUCPR","HUCP","23222","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA","Kersten, RA","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"HUCP00012127","HUCP00012127","1557","2011","03","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"45291","auto",NA,NA,NA,NA,NA
"38","2020-02-27 21:09:09-03","PUCPR","HUCP","23422","S","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Kersten, RA; Hekavey, C","Hekavey, C","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"HUCP00012096","HUCP00012096","055","2011","09","22","RPPN Nhandara Guaricana da Usina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"45291","auto",NA,NA,NA,NA,NA
"39","2019-10-09 11:17:32-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems","Hatschbach, G","Hatschbach, G; Silva, JM; Barbosa, E","Brasil","Paraná","Antonina","-48.7","-25.416667","-48.7","-25.416667",NA,NA,"70603","2000","03","20","Rio Cotia","20","20","2000",NA,NA,"epífita. Brácteas rosadas. Flor amarela, com nervuras marrom.; base do morro.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826166","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826166","NL-WAG1826166",NA,"1969","07","03","S. Sebastião (Mun. Antonina) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826166 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826167","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826167","NL-WAG1826167",NA,"1969","03","12","Rio dos Pombos (Mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826167 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826168","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826168","NL-WAG1826168",NA,"1970","06","17","Sertão de Guarani (mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826169","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826169","NL-WAG1826169",NA,"1968","06","27","Rio Cachoeirinha (Mun. Paranagué) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826170","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826170","NL-WAG1826170",NA,"1971","10","28","Caminho ao Paruquara (mun. Guaraqueçaba) Pr.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826171","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG; Guimarães OA","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826171","NL-WAG1826171",NA,"1972","03","22","Rio da Aberta (mun. Guaratuba) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826172","PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","tessmannii","Hypocyrta tessmannii","Hoehne",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1826172","NL-WAG1826172",NA,"1971","02","04","Rio Guaraqueçaba (mun. Guaraqueçaba) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 09:31:54-03","NBC","NL-BOTANY","L.2818599","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems",NA,"Hatschbach GG","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2818599","NL-L2818599",NA,"1960","06","13","Est. Parana, Mun. Paranagua, Rio Guaraguassú.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2818599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 09:31:54-03","NBC","NL-BOTANY","L.2818600","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","tessmannii","Nematanthus tessmannii","(Hoehne) Chautems",NA,"Reitz R; Klein RM","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2818600","NL-L2818600",NA,"1957","05","25","Santa Catarina, Palmital, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2818600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
