"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","886057","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","S. M. Silva",NA,"1991","11","02","South America","Brazil","Paraná","Paranaguá","Ilha do Mel.","-48.326804","-25.522889","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886057","NY00886057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02099127","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","A. Salino","11289","2006","07","04","South America","Brazil","Minas Gerais","Jequitinhonha","Parque Estadual de Serra Negra.","-42.75411","-18.01539","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505073' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099127","NY02099127_01","1570","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","809725","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","M. Wacket","7854",NA,NA,NA,"South America","Brazil","São Paulo",NA,"Serra do Mar",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809725","NY00809725_01",NA,NA,"A. C. Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","809724","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","A. C. Brade","8406",NA,NA,NA,"South America","Brazil","São Paulo",NA,"Hector Legra",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809724","NY00809724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","809723","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","A. C. Brade","5840","1913","02",NA,"South America","Brazil","São Paulo",NA,"Alto da Serra",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809723","NY00809723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03825206","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","I. Jiménez-Pérez","809","2001","11","05","South America","Bolivia","La Paz","Franz Tamayo","PN-ANMI Madidi, senda Keara-Mojos, bajando por la senda de Tokuaque a Fuertecillo, pasando 2° riachuelo","-68.93","-14.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107782' target='other'> <mi>dwc_moreinfo</mi></a>","NY03825206","NY03825206_01","2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03825207","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","I. Jiménez-Pérez","769","2001","11","04","South America","Bolivia","La Paz","Franz Tamayo","PN-ANMI Madidi, sendero Keara-Mojos, bajando por la senda de Tokuaque a Fuertecillo, antes de llegar al 2° riachuelo","-68.95","-14.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4107783' target='other'> <mi>dwc_moreinfo</mi></a>","NY03825207","NY03825207_01","2280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","720353","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","P. H. Labiak E.","340","1996","05","28","South America","Brazil","São Paulo",NA,"Estação Ecológico Juréia-Itatins, Serra da Juréia, trilha da Figueira.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720353","NY00720353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","720354","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","M. C. H. Mamede","274","1990","06","21","South America","Brazil","São Paulo","Iguape","Iguape, Reserva Ecologica da Jureia, trilha para a Figueira Grande.","-47.5499992370605","-24.7000007629395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720354","NY00720354_01",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:50:53-03","EAO","IAN","107557","PreservedSpecimen","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Magalhães, MG","5271","1951","01","18","Southern America","Brasil","Minas Gerais","Conceição","Serra do Cipó, km 135. Estrada para Conceição. capoeirinha perto de brejo.",NA,NA,NA,NA,"IAN107557",NA,NA,NA,"Brade, AK",NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:12-03","PUCPR","HUCP","24709","S","Plantae","Monilofita",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Jozefowicz, L; Costa, AP","008","2017","06","13",NA,"Brasil","Paraná","Pontal do Paraná","Rio Guaraguaçu, Floresta Ombrófila Densa de Terras Baixas Aluvial","-48.511100769043","-25.6735992431641",NA,NA,"HUCP00024709","HUCP00024709",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544720","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","subarborescens","Elaphoglossum subarborescens","Rosenst.","Herzog T",NA,"1911","07","01","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae. In silvis montanis prope fl. Tocorani.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544720 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544720","NL-L3544720",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:27:51-03","MN","R","86255","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Glaziou, A.F.M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Petropolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"R010058659","R010058659_001 R010058659_002",NA,NA,"Kieling-Rubio, M.A.","36524","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:27:51-03","MN","R","216581","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Silva, A.G.O.; Lacerda, R.W.","483","2013","07","12",NA,"Brasil","Rio de Janeiro","Magé","Santo Aleixo","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"286","286","Silva, A.G.O. & Sylvestre, L.S.","20531","auto","2014",NA,"43°04#?#00.79#?##?#W","22°32#?#13.75#?##?#S",NA,NA,NA,NA,NA,NA,NA
"25","2016-02-02 14:39:01-02","BGBM","B","B 20 0069707","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","macahense","Elaphoglossum macahense","Rosenst.","J. H. R. Schenck","1512","1886","12","11","Middle and South America","Brazil",NA,NA,"Prov. Minas. Araucaria Region der Serra do Picú.",NA,NA,NA,"Habitat: Epiphyt. <a href=http://herbarium.bgbm.org/object/B200069707 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200069707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:39:01-02","BGBM","B","B 20 0072157","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","macahense","Elaphoglossum macahense","Rosenst.","A. F. M. Glaziou","4367",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200072157 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200072157","B200072157",NA,NA,"G. Cremers",NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA
"27","2016-02-02 14:39:01-02","BGBM","B","B 20 0072158","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","macahense","Elaphoglossum macahense","Rosenst.","A. F. M. Glaziou","4368",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200072158 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200072158","B200072158",NA,NA,"G. Cremers",NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:39:01-02","BGBM","B","B 20 0069704","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","macahense","Elaphoglossum macahense","Rosenst.","J. H. R. Schenck","2804","1887","02","25","Middle and South America","Brazil",NA,NA,"Im Wald, höhere Regionen der Serra dos Orgãos.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200069704 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200069704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-02-02 14:39:01-02","BGBM","B","B 20 0069861","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","macahense","Elaphoglossum macahense","Rosenst.","A. C. Brade","9514","1929","09",NA,"Middle and South America","Brazil",NA,NA,"Rio, Assú.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200069861 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200069861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:39:02-02","IPA","IPA","16486","S","Plantae","Plantae",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Giulietti, A.M.;","68-5285","1968","02","16","Southern America","Brasil","Ceará",NA,"Sítio Pitaguari, alto da Serra de Pacatuba.",NA,NA,NA,NA,"IPA0016486",NA,NA,NA,"Novelino, R.F.",NA,NA,"2002",NA,NA,NA,NA,"07","18",NA,NA,NA,NA
"31","2020-12-21 16:37:27-03","IAP","PACA-AGP","79201","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Dziewa, A.","152","1976","03","10",NA,"Brasil","PR","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"Habitat: epifita na mata","PACA079201",NA,NA,NA,"A. Sehnem SJ","24916","auto","1976","Filicopsida",NA,NA,NA,"11","30",NA,NA,NA,NA
"32","2019-08-27 13:35:17-03","IAP","PACA-AGP","79231","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Sehnem, A.","921","1941","05","20",NA,"Brasil","RS","São Leopoldo","Morro da Pedreira","-51.1472015380859","-29.7602996826172",NA,"Habitat: ad terram super rupem areniticam","PACA079231",NA,"150","150","Kieling- Rubio, M. A.","10287","auto","2011","Filicopsida",NA,NA,NA,"10","07",NA,NA,NA,NA
"33","2019-08-27 13:35:17-03","IAP","PACA-AGP","113521","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","A. Rohr SJ",NA,"1939","01",NA,NA,"Brasil","RS","São Leopoldo","Pedreira São Borja.","-51.1472015380859","-29.7602996826172",NA,"Depositado no Museu (Rambo) 24.08.1940.","PACA113521",NA,NA,NA,NA,"10287","auto",NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:35:17-03","IAP","PACA-AGP","79100","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","J. A. Rohr","1147","1951",NA,NA,NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,"revisado por R.F. Novelino em 24.01.1994","PACA079100",NA,NA,NA,"A. Sehnem et Brade","27000","auto",NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:35:17-03","IAP","PACA-AGP","112475","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Burmeister, E.L.","9","2010","09","18",NA,"Brasil","RS","Três Cachoeiras",NA,"-49.914192","-29.416453",NA,"Hábito: corticícola Ecossistema: floresta ombrófila densa","PACA112475",NA,NA,NA,"Kieling-Rubio, M. A.",NA,NA,"2011","Filicopsida","49°54'51.09W","29°24'59.23S",NA,"06","10",NA,NA,NA,NA
"36","2019-08-27 13:35:17-03","IAP","PACA-AGP","79295","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Hatschbach, G.","21187","1969","02","26",NA,"Brasil","PR","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,"Habitat: Epífita, mata pluvial, margens de rio","PACA079295",NA,"20","20","Kieling- Rubio, M. A.","37295","auto","2012","Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:35:17-03","IAP","PACA-AGP","79232","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Sehnem, A.","4225","1950","01","12",NA,"Brasil","RS","Gravataí","Itacolumi","-50.9919013977051","-29.9444007873535",NA,"Habitat: in silva haud densa","PACA079232",NA,"100","100","Kieling- Rubio, M. A.","25424","auto","2011","Filicopsida",NA,NA,NA,"10","07",NA,NA,NA,NA
"38","2019-08-27 13:35:17-03","IAP","PACA-AGP","2578","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Sehnem, A.",NA,"1935","09","13",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus","PACA002578",NA,NA,NA,NA,"10287","auto",NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:35:17-03","IAP","PACA-AGP","113522","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","A. Rohr SJ",NA,"1939","01",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Depositou no Museu (Rambo) 24.08.1940 Habitat: Pedreira São Borja.","PACA113522",NA,NA,NA,NA,"10287","auto",NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:35:17-03","IAP","PACA-AGP","79099","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","J.A. Rohr SJ",NA,"1948","03","18",NA,"Brasil","SC","Florianópolis","Santo Antonio","-48.5491981506348","-27.596700668335",NA,"Habitat: rupestre de mata","PACA079099",NA,NA,NA,"A. Sehnem","27000","auto","1973","Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-30 18:33:17-03","UFJF","CESJ","27169","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rossent","R.F. Novelino; J.E.Z.. Oliveira; P.B. Pita","1003","1993","05","01","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Cachoeira dos Macacos, à direita descendo o Rio do Salto.",NA,NA,NA,"local sombreado. Terrestre. População. Ocorre em tufos.","CESJ027169",NA,NA,NA,"L.C.N. Melo",NA,NA,"2011",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"42","2020-06-30 18:33:17-03","UFJF","CESJ","26149","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rossent","J.E.Z. Oliveira","24","1992","12","05","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Acima da Pedra Quadrada, na Cachoeira dos Macacos.","-43.793098449707","-21.8425006866455",NA,"Terrestre; rizoma na rocha arenítica; pecíolo pequeno quase alado exceto no esporófilo; lâmina do trofófilo maior que o esporófilo","CESJ026149",NA,NA,NA,"LCNMelo","30417","auto","2008",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"43","2020-06-30 18:33:17-03","UFJF","CESJ","27971","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rossent","P.B. Pita","s.n.","1994","05","14","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entre Ponte de4 Pedra e Cachoeira dos macacos.","-43.793098449707","-21.8425006866455",NA,"Higrófila, ciófita, terrestre em mata de galeria.","CESJ027971",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-30 18:33:17-03","UFJF","CESJ","26148","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rossent","J.E.Z. Oliveira","23","1992","12","05","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na mata densa, descendo para a Cachoeira dos Macacos.","-43.793098449707","-21.8425006866455",NA,"Terrestre, Rizoma ascendente, escamas negras, foscas; peciolo pardo, do esporofilo maior que o trofófilo.","CESJ026148",NA,NA,NA,"LCNMelo","30417","auto","2008",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"45","2020-06-30 18:33:17-03","UFJF","CESJ","27195","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rossent","R.F. Novelino; J.E.Z. Oliveira; D. Graçano; P.B. Pita","1056","1993","05","15","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Subindo da Cachoeira da Pedra Quadrada pelo trilho inferior esquerdo. Mata de Galeria (altitude 1000m).","-43.793098449707","-21.8425006866455",NA,"Mesófila e ciófita. Rara no Parque. Saxícola. Ocorrendo isolada. Hábito herbáceo.","CESJ027195",NA,NA,NA,"R.F. Novelino","30417","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
