"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","previousCatalogNumber","dayIdentified","coordinatePrecision","geoFlag","continentOcean"
"1","2021-01-14 15:24:27-03","MN","R","151398","PreservedSpecimen","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Glaziou, A.F.M.","19491","1892","03","24","Brasil","Minas Gerais","Plantas do Brasil Central","R000151398","R000151398_001 R000151398_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:19-03","FZB-BH","BHZB","8703","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri",NA,"Andrade, I.R. et al.","331","2012","05","15","Brasil","MG","Visitada por beija flor, Ponto 100 634747 7896579 1155m ,Duplicata doada Herbário HUFU",NA,NA,"Jimi Nakajima","2013","02","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,Cachoeira do Bicame","-43.719722","-19.018889","43W 43' 11","19S 01' 08","1155","1155",NA,NA,NA,NA,NA,NA
"3","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM000939725","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","George Gardner; b.1812; d.1849; Gardner","4753","1840","05",NA,"Brasil","Minas Gerais","<a href=http://www.nhm.ac.uk/services/media-store/asset/2c4c106c3f51b82c539f300241e099f060c7e90d/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"João Semir; b.1937; Semir","1992","11",NA,NA,"-44.096503","-19.690239","-44.096503","-19.690239",NA,NA,"Holotype","NHMUK:ecatalogue:725435",NA,NA,NA,NA
"4","2019-07-03 15:17:16-03","UFU","HUFU","68306","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Delfini, C.; Romão, G.O. & Rigon, J.","370","2012","05","11","Brasil","Minas Gerais","Arbusto, ca 1 m alt. capítulos roxos; Campo rupestre com afloramento rochoso.","HUFU00049239","HUFU00049239","Cândido, J.B.","2019","06","Milho Verde","Monumento Estadual Várzea do Lajeado, E Serra do Raio.","-43.841111","-18.788333","-43.841111","-18.788333","1095","1095",NA,NA,"06",NA,NA,NA
"5","2019-07-03 15:17:16-03","UFU","HUFU","55650","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Saavedra, M.M.; Forzza, R.C.; Menini-Neto, L. & Silva, J.C.","877","2009","05","25","Brasil","Minas Gerais","Arbusto, ca. 1,2 m. Ramos e face abaxial das folhas com coloração acastanhado a creme, brácteas involucrais alvo-cinéreas, corola e ramos do estilete liláses.","HUFU00049217","HUFU00049217","Loeville, B.","2015","11","Serro","Estrada Serro - Milho Verde, 9km de Milho Verde, próximo a Três Barras.","-43.446389","-18.531944","-43.446389","-18.531944","982","982",NA,NA,NA,NA,NA,NA
"6","2019-08-08 09:59:28-03","UFU","HUFU","70533","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D. & Martins, E.","6946","2014","02","12","Brasil","Minas Gerais","Arbusto. Folhas verdes, discolores, glauca abaxial; flor lilás; pouco frequente.; Campo Rupestre, encontrado em campo limpo com solo arenoso úmido; área com histórico de incendios e visitação turística","HUFU00072442","HUFU00072442",NA,NA,NA,"Serro","Monumento Natural Estadual Varzea, Do Lajeado e Serra do Raio / APA Água Vertentes.","-43.489722","-18.470556","-43.489722","-18.470556","1073","1073",NA,NA,NA,NA,NA,NA
"7","2019-07-03 15:17:16-03","UFU","HUFU","51222","S","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Nakajima, J.N.; Mello, F.N.A.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","4833","2008","05","19","Brasil","Minas Gerais","Arbusto, ca. 1,5 m. Brácteas involucrais verdes, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre.","HUFU00049235","HUFU00049235","Cândido, J.B.","2019","06","Diamantina","Estrada para Milho Verde, Km 9.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,"06","101169","auto",NA
"8","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Piptolepis","gardneri","Piptolepis gardneri","Baker","Gardner, G","4753",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat prov. Minas Geraes in Serra de Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America"
