"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","individualCount","class","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"175","2019-07-26 11:40:52-03","IPA","IPA","31166","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Roxana Barreto; Chiappeta, A.; Chiappeta, A.","1983","04","06","Brasil","Pernambuco","Igarassu","estrada da Usina São José, local sombreado.","-34.9063987731934","-7.83416986465454","24709","Erva terrestre de folhas variegadas; flores com labelo branco manchado de roxo.","IPA0031166","auto","Plantae",NA,NA,NA,"CFPE--479","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-02-15 11:46:57-02","IPA","IPA","22716","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Medeiros-Costa; Andrade-Lima; Andrade-Lima","1978","05","03","Brasil","Pernambuco","Ipojuca","área do Projeto Suape. Mata da Praia de Muro Alto.","-35.0638999938965","-8.39888954162598","22847","Na manta da floresta. Flores alvacenta com labelo lilás.","IPA0022716","auto","Plantae",NA,NA,NA,"252","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-07-26 11:40:52-03","IPA","IPA","63016","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","08",NA,"Rita Pereira; et al.; et al.","2003","04","03","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Interior da Mata do /visgueiro, após a trilha do Sagui.","-35.0922012329102","-8.11861038208008","15458","Terrestre, ca 40 cm. Flor de cor alvacenta.","IPA0063016","auto","Plantae",NA,NA,NA,"FRC-17","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-06-28 12:17:08-03","IPA","IPA","90495","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Moreira, L.H.L.","2019","06","06","Oliveira, M.; Mattos, M.R.; Mattos, M.R.","2010","11","06","Brasil","Pernambuco","Garanhuns","alto do Magano.","-39.568611","-7.994167",NA,"Terrestre. Flores lilases. Frutos esverdeados. Freqüente.; Brejo de Altitude.","IPA0090495",NA,"Plantae",NA,NA,NA,"5390","Southern America",NA,NA,"426","426","-39.568611","-7.994167",NA,NA,NA,NA
"179","2019-02-15 11:46:57-02","IPA","IPA","79632","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Alves-Araújo, A.","2007","10","01","Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Araújo, D.; Marques, J.S.","2007","08","15","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José, borda da mata","-35.015278","-7.780278",NA,"Erva terrestre, folhas verdes com manhas alvas, fruto verde.; Mata Atlântica.","IPA0079632",NA,"Plantae",NA,NA,NA,"519","Southern America",NA,NA,"160","160","-35.015278","-7.780278",NA,NA,NA,NA
"180","2019-02-15 11:46:57-02","IPA","IPA","80163","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Alves-Araújo, A.","2007","12","22","Alves-Araújo, A.; Araújo, D.; Melo, A.; Amorim, B.; Araújo, D.; Melo, A.; Amorim, B.","2007","12","22","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata. Borda.","-34.969722","-7.703333",NA,"Erva terrestre, frutos passados.; Mata Atlântica.","IPA0080163",NA,"Plantae",NA,NA,NA,"763","Southern America",NA,NA,"100","100","-34.969722","-7.703333",NA,NA,NA,NA
"181","2019-02-15 11:46:57-02","IPA","IPA","80207","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Alves-Araújo, A.","2007","12","19","Araújo, D.; Alves-Araújo, A.; Alves-Araújo, A.","2007","12","19","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José, interior da mata.","-35.016111","-7.7775",NA,"Erva terrestre. Fruto seco aberto.; Mata Atlântica.","IPA0080207",NA,"Plantae",NA,NA,NA,"506","Southern America",NA,NA,"100","100","-35.016111","-7.7775",NA,NA,NA,NA
"182","2019-02-15 11:46:57-02","IPA","IPA","89049","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima, P.B.","2011","05","16","Lima, P.B.; Lima, L.F.; Lima, L.F.","2010","10","26","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Valparaíso.","-35.919444","-8.982778",NA,"Fragmento de Floresta Atlântica.","IPA0089049",NA,"Plantae",NA,NA,NA,"128","Southern America",NA,NA,NA,NA,"-35.919444","-8.982778",NA,NA,NA,NA
"183","2019-02-15 11:46:57-02","IPA","IPA","89050","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima, P.B.","2011","05","16","Lima, P.B.; Lima, L.F.; Lima, L.F.","2010","12","09","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Alto Gurzerá.","-35.919444","-8.982778",NA,"Fragmento de Floresta Atlântica.","IPA0089050",NA,"Plantae",NA,NA,NA,"454","Southern America",NA,NA,NA,NA,"-35.919444","-8.982778",NA,NA,NA,NA
"184","2019-02-15 11:46:57-02","IPA","IPA","82002","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Irapuan, J.","2008","03",NA,"Alcina Viana; Irapuan, J.; et al.; Irapuan, J.; et al.","2007","07","27","Brasil","Bahia","Andaraí","Chapada Diamantina, Distrito de Itaité - Poço encantado; no início da descida para o poço; área sombrreada e úmida.","-41.3314018249512","-12.8072004318237","58558","Erva ca. 20cm de altura; frutos cápsulas, verdes claras.; Caatinga, área de mata.","IPA0082002","auto","Plantae",NA,NA,NA,"547","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-02-15 11:46:57-02","IPA","IPA","84854","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Barbosa, J.I.","2010","07","29","Lopes, A.A.S.","2003","05","18","Brasil","Bahia","Paulo Afonso","ESEC Raso da Catarina, mata da Pororoca.","-38.2146987915039","-9.40610980987549","44772","Erva ca. 30cm de altura, folha verde clara com máculas verde escuro, caule da inflorescência verde vináceo, base da flor verde, corola verde, rosa e branco.","IPA0084854","auto","Plantae",NA,NA,NA,"220","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-02-15 11:46:57-02","IPA","IPA","3630","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Pickel, B.","1924","04",NA,"Brasil","Pernambuco","Olinda",NA,"-34.8553009033203","-8.00889015197754","7110","Terra humosa, na meia sombra da mata.","IPA0003630","auto","Plantae",NA,NA,NA,"655","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-02-15 11:46:57-02","IPA","IPA","3631","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Pickel, B.","1928","06",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento.","-35.0182991027832","-8.00222015380859","21764","terrestre.; Mata.","IPA0003631","auto","Plantae",NA,NA,NA,"1703","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-02-15 11:46:57-02","IPA","IPA","68374","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lyra-Lemos, R.P.","1999",NA,NA,"Lyra-Lemos, R.P.; Bayma, I.A.; Bayma, I.A.","1999","10","16","Brasil","Alagoas","Coruripe","mata do Riacho das Pedras, área de influência direta da barragem.","-36.1755981445312","-10.125599861145","31269","Erva em floração; frequente em toda mata; flores brancas, frutos imaturos.; Mata Atlântica.","IPA0068374","auto","Plantae",NA,NA,NA,"4345","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-02-15 11:46:57-02","IPA","IPA","81959","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Irapuan, J.","2008","03",NA,"Alcina Viana; et al.; et al.","2007","07","27","Brasil","Bahia","Andaraí","Chapada Diamantina, Distrito de Itaeté - Poço Encantado, no inicio da descida para o poço; área sombreada e úmida.","-41.3314018249512","-12.8072004318237","58558","Erva ca. 20cm de altura; cápsulas verdes-clara.; Caatinga, área de mata.","IPA0081959","auto","Plantae",NA,NA,NA,"545","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-02-15 11:46:57-02","IPA","IPA","84856","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Barbosa, J.I.","2010","07","29","Lopes, A.A.S.","2003","11","01","Brasil","Bahia","Paulo Afonso","ESEC Raso da Catarina, mata da Pororoca.","-38.2146987915039","-9.40610980987549","44772","Erva ca. 35cm de altura, frutos verdes com tons amarelados, folha maculada em listras perpendiculares à lâmina foliar de cor verde escura, bulbo carnoso com líquido hialino, raízes brancas.","IPA0084856","auto","Plantae",NA,NA,NA,"499","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-02-15 11:46:57-02","IPA","IPA","67310","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Sacramento, A.","1997","06","06","Brasil","Pernambuco","Cabo de Santo Agostinho","Distrito de Ponte dos Carvalhos","-35.0349998474121","-8.28666973114014","25282","Erva terrestre ca. 0,3m de altura; em frutificação.; Restinga da Praia do Paiva.","IPA0067310","auto","Plantae",NA,NA,NA,"127","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-06-28 12:17:08-03","IPA","IPA","88240","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Moreira, L.H.L.","2019","06","06","Silva, L.R.","2011","07","30","Brasil","Pernambuco","Cabo de Santo Agostinho","Povoado Tiriri de Dentro.","-35.0349998474121","-8.28666973114014","25282","Orquidea terrestre encontrada no solo da mata; folhas verdes; frutos em maturação verde.; Restinga.","IPA0088240","auto","Plantae",NA,NA,NA,"362","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-02-15 11:46:57-02","IPA","IPA","88171","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Pessoa, E.","2009","12",NA,"Pontes, T.A.; Garcia, J.D.; Garcia, J.D.","2009","09","16","Brasil","Pernambuco","Igarassu","Mata de Piedade.","-34.9063987731934","-7.83416986465454","24709","Erva terrestre com frutos verdes.; Mata Atlântica. Interior do fragmento, tabuleiro.","IPA0088171","auto","Plantae",NA,NA,NA,"216","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-02-15 11:46:57-02","IPA","IPA","78543","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Irapuan, J.","2007","12","12","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2007","09","05","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Na borda do açude.","-34.9063987731934","-7.83416986465454","24709","Erva terrestre. Frutos verdes imaturos.","IPA0078543","auto","Plantae",NA,NA,NA,"488","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-02-15 11:46:57-02","IPA","IPA","19464","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Academia Brasileira de Ciências","1971","05","06","Brasil","Pernambuco","Ipubi","Serra Branca, Fundo do Saco.","-40.1488990783691","-7.651939868927","42741","Erva decumbente, terrestre.","IPA0019464","auto","Plantae",NA,NA,NA,"581","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-02-15 11:46:57-02","IPA","IPA","3632","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Lima-Verde, L.W.","2003","09","02","Pickel, B.","1930","09","03","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, por entre arbustos, no bosque do cercado.","-35.0182991027832","-8.00222015380859","21764",NA,"IPA0003632","auto","Plantae",NA,NA,NA,"2408","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-20 21:18:46-03","UFV","VIC","37452","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Fernandes, J.M.","2008","02","22","Fernandes, J.M.; et al.","2008","02","22","Brasil","Minas Gerais","Ouro Branco","R.P.P.N. GA","-43.6918983459473","-20.5207996368408","13809","Planta terrestre; sistema radicular desenvolvido; flor manchada; a raiz tem princípios afrodisíacos.","VIC037452","auto",NA,NA,NA,NA,"658",NA,NA,"VIC037452",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-20 21:18:46-03","UFV","VIC","018857","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Carvalho, A.F.","1998","02","25","Brasil","Minas Gerais","Viçosa","Entre Folhas","-42.8819007873535","-20.7539005279541","13937","Orquidea terrestre de flores roxas, medicinal.","VIC018857","auto",NA,NA,NA,NA,"519",NA,NA,"VIC018857",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-20 21:18:46-03","UFV","VIC","028738","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Ventrella, M.C.; Ferreira, C.P.","2008","05","27","Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541","13937","Planta coletada em subbosque, com fruto verde, raiz carnosa com bulbos.","VIC028738","auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-20 21:18:46-03","UFV","VIC","009244","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Vieira, M.F.; Okano, R.M.C.","1985","02","22","Brasil","Minas Gerais","Viçosa","Subida para caixa de água da UFV, Em restos de mata do lado esquerdo da subida.","-42.8819007873535","-20.7539005279541","13937","Terrestre,folhas variegadaa ( verde escuro e verde claro), tépalas creme quando a flor está aberta, labelo branco de lados rosa, calcarado.","VIC009244","auto",NA,NA,NA,NA,"187",NA,NA,"VIC009244",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-20 21:18:46-03","UFV","VIC","48455","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Filardi, F.L.R.; et al.","2004","05","06","Brasil","Minas Gerais","Volta Grande","Trilha do Araribá","-48","-20",NA,"Frutos; Erva ereta; Cerrado","VIC048455",NA,NA,NA,NA,NA,"504",NA,NA,"VIC048455",NA,NA,"-48","-20",NA,NA,NA,NA
"202","2020-12-20 21:18:46-03","UFV","VIC","033899","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Valente, G.E.; Meira neto, J.A.","2008","03","18","Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba, Alt.722 m.","-44.4042015075684","-19.2744007110596","26090","Herbácea, carnosa, coletada em subbosque de cerradão sombreado e úmido. Folha maculada de verde claro e verde escuro( carijó). Com frutos verdes.","VIC033899","auto",NA,NA,NA,NA,"2126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2016-07-05 11:14:19-03","FFCLRP","LBMBP","482","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E.R. Pansarin",NA,NA,NA,"E. Franken",NA,NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.016667","-3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60°01'W","03°06'S",NA,NA,NA,NA
"204","2016-07-05 11:14:19-03","FFCLRP","LBMBP","296","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E.R. Pansarin",NA,NA,NA,"E. Franken",NA,NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.016667","-3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60°01'W","03°06'S",NA,NA,NA,NA
"205","2021-03-24 17:09:42-03","UFES","SAMES","1703","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Pinto Junior, H.V.; Luber, J.","2016","03","17","Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba. Propriedade de Rosângela Fausti.","-40.7402992248535","-18.9831008911133","19701","Herbácea habitando interior de mata de encosta; folhas verde maculatas; flor com pétalas rosa; terrestre.","SAMES01703","auto",NA,NA,NA,NA,"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-24 17:09:42-03","UFES","SAMES","4445","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Giaretta,A.","2011","02","04","Coelho,R.; Giaretta,A.O.;Monteiro,M.M.;Lobão,A.Q.","2009","03","28","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227","41644","Haste verde, folhas rajadas (verde claro e verde escuro), lisas, flor levemente rosa, frutos imaturos verdes. Terrestre. Habito: Erva","SAMES04445","auto",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-24 17:09:42-03","UFES","SAMES","4444","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Monteiro,M.M.; Giaretta,A.O.;Cruz,T.S.;Fanticelle,B.S.","2008","06","14","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata seca de restinga sobre cordão arenoso com estrato de 18m localizado atrás da fazenda Jequitaia, de propriedade da mesma. Adjacente à entrada principal da Vila de Itaúnas.","-39.7322006225586","-18.5932998657227","41644","Frutos verdes. Habito: Herbácea terrestre","SAMES04444","auto",NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"-397191667.0","-184205556.0",NA,NA,NA,NA
"208","2021-03-24 17:09:42-03","UFES","SAMES","4447","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Giaretta,A.O.; Martins,R.F.A.;Araújo-Filho,P.B.","2007","10","06","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Vegetação de restinga não inundável localizada à beira da estrada principal de Itaúnas. Mata sobre proteção do PEI.","-39.7322006225586","-18.5932998657227","41644","Frutos verdes.","SAMES04447","auto",NA,NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-24 17:09:42-03","UFES","SAMES","4446","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Monteiro,M.M.; Giaretta,A.O.;Assunção,M.;Pascoalini,S.","2010","04","25","Brasil","Espírito Santo","São Mateus","Guriri. Mata seca de restinga, localizado próximo ao projeto tamar, formação arbórea de 10m.","-39.8588981628418","-18.716100692749","56510","Flores creme. Habito: Erva terrestre","SAMES04446","auto",NA,NA,NA,NA,"220",NA,NA,NA,NA,NA,"-397597222.0","-187438889.0",NA,NA,NA,NA
"210","2019-11-21 14:40:53-03","UFJF","CESJ","56002","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","F.S. Souza","2010","04",NA,"F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","2010","04","09","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373","11991","Terrestre na borda de mata. folhas maculadas e frutos imaturos verdes.","CESJ056002","auto","Angiosperma",NA,NA,NA,"865","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-21 14:40:53-03","UFJF","CESJ","51574","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","R.M. Castro","2008","05",NA,"R.M. Castro","2008","05",NA,"Brasil","Mato Grosso","Nossa Sra do Livramento","Mineração Morrinho e adjacências",NA,NA,NA,"Erva, interior de mata, frutos verdes.","CESJ051574",NA,"Angiosperma",NA,NA,NA,"1692","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-21 14:40:53-03","UFJF","CESJ","71656","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","L.V. Rippel; S.P. Tavares; C.T. Miranda","2018","09","14","L.V. Rippel; S.P. Tavares; C.T. Miranda; L. Menini Neto; S.G. Furtado","2018","08","31","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF","-43.366667","-21.733333",NA,"Erva terrícola; folha variegada; fruto verde","CESJ071656",NA,"Angiosperma",NA,NA,NA,"7","América do Sul",NA,NA,"600","600","-43.366667","-21.733333",NA,NA,NA,NA
"213","2019-11-21 14:40:53-03","UFJF","CESJ","71973","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","D.E.F. Barbosa","2018","06","03","D.E.F. Barbosa; G.A. Basílio","2018","06","03","Brasil","Minas Gerais","Itamarati de Minas","RPPN Usina Maurício, Floresta semidecidual","-42.832778","-21.470278",NA,"Terrícola. Frutos imaturos verdes. Borda de floresta a margem de leito seco.","CESJ071973",NA,"Angiosperma",NA,NA,NA,"545","América do Sul",NA,NA,"250","250","-42.832778","-21.470278",NA,NA,NA,NA
"214","2019-11-21 14:40:53-03","UFJF","CESJ","48937","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","L. Menini Neto","2007","05","11","L. Menini Neto; M.A. Manhães; A.L. Santiago","2007","05","11","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Erva terrestre, no interior da mata, sobre serrapilheira, freqüente. Pseudobulbo verde-escuro, folhas verde-claras, maculadas de verde-escuro, pedúnculo verde-escuro, fruto verde-escuro.","CESJ048937","auto","Angiosperma",NA,NA,NA,"421","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-21 14:40:53-03","UFJF","CESJ","49443","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"L.B.V. Matta; L. Menini Neto","2007","08","31","Brasil","Minas Gerais","Matias Barbosa","Área Verde","-43.3194007873535","-21.8691997528076","10884","Erva terrestre, borda de mata.Folhas verde claras maculadas de verde escuro.Fruto imaturo verde.","CESJ049443","auto","Angiosperma",NA,NA,NA,"28","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 14:40:53-03","UFJF","CESJ","63411","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","L. Menini Neto","2013","08","05","Thiago",NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713","36144","Material exclusivo da carpoteca.","CESJ063411","auto","Angiosperma",NA,NA,NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 14:40:53-03","UFJF","CESJ","51275","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","L. Menini Neto","2008","03","25","L. Menini Neto; S.A. Roman, FSSouza, F","2008","03","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Sítio Malícia.","-43.3502998352051","-21.7642002105713","36144","Erva terrestre, em interior de mata, frequente, sépalas e pétalas creme, labelo róseo.","CESJ051275","auto","Angiosperma",NA,NA,NA,"618","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:46:53-03","UFMS","CGMS","69082","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"A. Pott; V.J. Pott; A.L.B. Sartori; L.C.P. Lima; E. Scremim-Dias; U.M. Resende; S. Aragaki; G.A. Damasceno Jr.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Campo Grande","Inferninho, estrada para Rochedo, próximo ao córrego (beira de brejo).","-54.6666667","-20.3333333",NA,"Flor arroxeada. Fruto ausente. Habitat: Cerradão próximo a pequeno córrego. Solo litossolo (basalto). Relevo vale. Ocasional. Habito: Erva terrestre.","CGMS1102040",NA,NA,NA,NA,NA,"8521",NA,NA,NA,NA,NA,"-54,6666667","-20,3333333",NA,NA,NA,NA
"219","2021-04-07 11:46:53-03","UFMS","CGMS","64151","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","A. Pott; V.J. Pott","2015","07","11","A. Pott; V.J. Pott","2015","07","11","Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Lagoa da Serra. 4,5 Km E da Rodovia Rio Negro - Aquidauana, MS-419.","-55.1633333","-19.3483333",NA,"Flor ausente. Fruto imaturo verde. Habitat: Floresta estacional semidecidual com Amburana cearensis, Phyllostylon rhamnoides. Solo siltoso preto. Relevo suave ondulado. Habito: Erva terrestre. Ocasional.","CGMS1097120",NA,NA,NA,NA,NA,"16735",NA,NA,NA,"167","167","-55,1633333","-19,3483333",NA,NA,NA,NA
"220","2021-04-07 11:46:53-03","UFMS","CGMS","54732","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","A.L.B. Sartori","2016","03","02","A.Z. Ribeiro; D.Q. Moreira","2016","01","31","Brasil","Mato Grosso do Sul","Bonito","Estrada Velha do município de Bonito.","-56.4444444","-21.1802778",NA,"Flor branca. Raiz do tipo tubérculo. Habitat: Mata de beira de estrada. Habito: Erva. 0,30 m de altura.","CGMS1084676",NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"-56,4444444","-21,1802778",NA,NA,NA,NA
