"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem"
"11","2015-07-02 14:42:50-03","JBP","HPL","13623","S","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","M.N. Saka, G.H. Shimizu & A. Campos-Rocha","285","2013","12","10",NA,"Brasil","RJ","Saquarema","Restinga de Ipitangas, Jacarepiá, APA Massambaba. Restinga arbórea, árvores com até 8 m de altura, solo arenoso. HRCB-61655.","-42.440639","-22.929278",NA,NA,NA,NA,"D. Araújo","2014","01","10",NA,NA,NA,"42° 26' 26,3 W","22° 55' 45,4 S",NA,NA,NA,NA,NA,NA
"12","2015-07-02 14:03:38-03","JBP","HPL","11997","S","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa",NA,"E. Franco","25","2007","10","13",NA,"Brasil","SP","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum.","-47.29","-22.77",NA,NA,NA,NA,"E. Franco","2007","10","13","8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-07-02 14:03:38-03","JBP","HPL","4090","S","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot","H. Lorenzi","5420","2004","04","01",NA,"Brasil","SP","Nova Odessa","Coletada no Instituto Plantarum.","-47.29","-22.77",NA,NA,NA,NA,"H. Lorenzi","2004","04","01","8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:34:05-03","IAP","PACA-AGP","68997","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","E. Santos","2029","1964","08","07",NA,"Brasil","RJ","Corcovado","Entre paineiras e Silvestre",NA,NA,NA,"Herbário PEL - 7740","PACA068997",NA,"J. C. Sacco",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:22:33-03","UNICAMP","UEC","154649","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Dornelas, M","26","2011","03","14",NA,"Brazil","Rio de Janeiro","Armação dos Búzios","Parque Municipal de Búzios","-41.882778","-22.744167",NA,"Cultivada, Coleção de Passifloras do Instituto de Biologia UNICAMP","UEC143989","UEC143989",NA,NA,NA,NA,NA,NA,NA,"-41.882778","-22.744167",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:37:39-03","UNICAMP","UEC","179001","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Gurski, C","7","2013","11","05",NA,"Germany","Baden-Württemberg","Sigmaringen",NA,NA,NA,NA,"Flores vermelhas. Material proveniente de coleção particular.","UEC023351","UEC023351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2014-10-14 15:56:46-03","BS","M","M-0113193","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sepibus M. Corcovado ad Sebastianopolis; Provinciae R. d. Jano.",NA,NA,NA,NA,"M0113193",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"TYPE",NA,NA,NA,NA,NA
"18","2019-12-06 19:30:05-03","UFES","VIES","34975","S","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","D.A.T. Ferreira","34","2015","05",NA,NA,"Brasil","São Paulo","Mogi das Cruzes",NA,"-46.183333","-23.516667",NA,NA,"VIES034975","VIES034975",NA,NA,NA,NA,NA,NA,NA,"46º11'W","23º31'0''S",NA,NA,NA,NA,NA,NA
"19","2019-08-16 08:40:29-03","UTFPR","HCF","12310","S","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","D.C. Imig","71","2012","08","12",NA,"Brasil","RJ","Niterói","Serra da Tirica","-43.1035995483398","-22.88330078125",NA,"planta trepadeira, com gavinhas, no interior da floresta. Flores dispostas em racemos pêndulos, de cor vermelho claro, filamentos brancos.",NA,NA,"D.C. Imig","2012","01","08","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7524","PreservedSpecimen","Plantae",NA,"Angiospermae","Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","W.R. Matos","195","2003","08","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Trilha da Caixa D'água.","-43.216667","-22.966667",NA,NA,"FCAB007524",NA,NA,NA,NA,NA,NA,NA,NA,"-43.216667","-22.966667",NA,NA,NA,NA,NA,NA
"21","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2155","PreservedSpecimen","Plantae",NA,"Angiospermae","Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","P.E. Leite S.J.","s.n.","1945","12",NA,NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,"det/ Bernacci, Bakker & Vitta.&nf;caraguatatuba ,e littore Sti. Pauli.","002155",NA,"Bernacci","1999","01","21","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-17 12:38:34-03","MNHN","RECOLNAT_MNHN_P","P00533729","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,"Province de Rio de Janeiro",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00533729' target='other'> <mi>dwc_moreinfo</mi></a>","P00533729","P00533729_01 P00533729_02 P00533729_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 181",NA,NA,NA,NA
"23","2015-09-17 11:27:10-03","MNHN","RECOLNAT_MNHN_P","P00533730","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,"Province de Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00533730' target='other'> <mi>dwc_moreinfo</mi></a>","P00533730","P00533730_01 P00533730_02 P00533730_03","Masters",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 181",NA,NA,NA,NA
"24","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619177","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Weddell, H.A.",NA,"1843","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619177' target='other'> <mi>dwc_moreinfo</mi></a>","P05619177","P05619177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161",NA,NA,NA,NA
"25","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619178","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Weddell, H.A.",NA,"1843","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619178' target='other'> <mi>dwc_moreinfo</mi></a>","P05619178","P05619178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161",NA,NA,NA,NA
"26","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619180","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Miers",NA,"1878","7","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619180' target='other'> <mi>dwc_moreinfo</mi></a>","P05619180","P05619180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619181","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Sacramento, L.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619181' target='other'> <mi>dwc_moreinfo</mi></a>","P05619181","P05619181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA,NA,NA
"28","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619182","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619182' target='other'> <mi>dwc_moreinfo</mi></a>","P05619182","P05619182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032",NA,NA,NA,NA
"29","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619183","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619183' target='other'> <mi>dwc_moreinfo</mi></a>","P05619183","P05619183_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3655",NA,NA,NA,NA
"30","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619185","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Gaudichaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619185' target='other'> <mi>dwc_moreinfo</mi></a>","P05619185","P05619185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619187","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Gaudichaud",NA,"1831","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619187' target='other'> <mi>dwc_moreinfo</mi></a>","P05619187","P05619187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032",NA,NA,NA,NA
"32","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619179","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Saldanha",NA,"1979","9","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619179' target='other'> <mi>dwc_moreinfo</mi></a>","P05619179","P05619179_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"111",NA,NA,NA,NA
"33","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619176","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Vauthier",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619176' target='other'> <mi>dwc_moreinfo</mi></a>","P05619176","P05619176_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-05 10:25:09-03","MNHN","RECOLNAT_MNHN_P","P05619184","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Glaziou",NA,"1869","5","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Larangeiras","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619184' target='other'> <mi>dwc_moreinfo</mi></a>","P05619184","P05619184_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"3992",NA,NA,NA,NA
"35","2021-02-11 17:21:09-03","UFPR","UPCB","27092","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Kallunki, J.A.","626","1995","02","17",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8km on dirt road turning N from Araruama-S. Pedro da Aldeia road at 3.5km W of tunr to Macaé, in florest near tower","-42.15","-22.816667",NA,"Vine, calyx and androgynoecium green, petals red-orange, coronal filaments maroon with tips. In forest and at edge..",NA,NA,"Cervi, A.C.","1996","06","10",NA,NA,NA,"-42.15","-22.816667",NA,NA,"400","400",NA,NA
"36","2021-02-11 17:21:09-03","UFPR","UPCB","28120","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Fernandes, H.Q.B.","1470","1985","09","04",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Trepadeira, flor com célice verde; corola, estaminódios e estiletes brancos, tubo estaminodial e estigmas verdes, estilete verde. Haste e pecíolo vináceos..",NA,NA,"Cervi, A.C.","1996","09","03",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:21:09-03","UFPR","UPCB","43371","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Cervi, A.C.","8154","2000","07","01",NA,"Suíça",NA,NA,"Valais, Col. du Grand Saint-Bernard, chemin du Pas des Chevaux",NA,NA,NA,"Flores vermelhas, alt. 2000m. Cultivada no Jardim Botânico de Genebra..",NA,NA,"Cervi, A.C.","2000","07","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:21:09-03","UFPR","UPCB","27911","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Vidal, M.R.R.","759","1986","03","15",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Pontal do Atalaia, descendo a escada do Pontal","-42.0278015136719","-22.966100692749",NA,"Trepadeira, cálice vermelho com cristas, corola vermelha; estaminóides brancos, disco na base dos estaminóides marrom-escuro; androginóforo, estigma e estames verdes..",NA,NA,"Cervi, A.C.","1996","08","16","25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:21:09-03","UFPR","UPCB","46729","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Amorim, A.M.","47","1989","03","07",NA,"Brasil","Rio de Janeiro","Saquarema","Restinga de Ipitingas","-42.5102996826172","-22.9200000762939",NA,"Trepadeira, folhas verdes concolores, brácteas florais de cor vinácea, corola vistosa salmão, corona creme com nuances vináceos, andróforo branco. Pouco comum na região, visitada por beija-flor..",NA,NA,"Pessoa, S. de V.A.","1997","04","11","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:21:09-03","UFPR","UPCB","75931","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Imig, D.C.","71","2012","07","12",NA,"Brasil","Rio de Janeiro","Niterói","Serra da Tiririca","-43.1035995483398","-22.88330078125",NA,"Trepadeira, com gavinhas, no interior da Floresta. Flores dispostas em racemos pendulos, de cor vermelho claro, filamentos brancos..",NA,NA,"Imig, D. C.","2012","01","08","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-09-16 12:58:00-03","MO","MOBOT","100215559","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","SMITH","SMITH 2341",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Morro do Canvallao",NA,NA,NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2010-08-30 11:46:00-03","MO","MOBOT","100215540","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","A. Russell","Russell 20231",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Corcovado","-43.2116667","-22.9516667",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2010-08-30 11:50:00-03","MO","MOBOT","100215548","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Schwarz, (Erich) Frank","Schwarz s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Tijuca","-43.2566667","-22.97",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2009-09-16 13:01:00-03","MO","MOBOT","100215561","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Alexander C. Brade","Brade 2341",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Morro do Canvallao",NA,NA,NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2010-08-30 13:52:00-03","MO","MOBOT","100215563","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","G.H. Langsdorff","Langsdorff s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Sumidorio [Sumidourio]","-42.6666667","-22.0333333",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2013-08-23 04:12:00-03","MO","MOBOT","100215295","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Hugh A. Weddell","Weddell 161",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2075","-22.9027778",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2009-09-16 12:28:00-03","MO","MOBOT","100215297","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Auguste F.M. Glaziou","Glaziou 3655","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2075","-22.9027778",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2010-08-30 11:32:00-03","MO","MOBOT","100215298","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","Auguste F.M. Glaziou","Glaziou 3992","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2","-22.8833333",NA,NA,NA,NA,"E. P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2010-08-30 11:32:00-03","MO","MOBOT","100215300","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","J.E.B. Warming","Warming 1165","1864",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2","-22.9",NA,NA,NA,NA,". P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2010-08-30 11:33:00-03","MO","MOBOT","100215304","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","George Gardner","Gardner 1147","1836",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2","-22.9",NA,NA,NA,NA,"E. P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2010-08-30 11:34:00-03","MO","MOBOT","100215306","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","racemosa","Passiflora racemosa","Brot.","John Miers","Miers 3041",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.2","-22.9",NA,NA,NA,NA,"E. P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
