"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00664320","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","M. Moraes",NA,NA,NA,"M. Saldías Paz","3370","1993","11","03","Bolivia","Santa Cruz","José Miguel de Velasco","Parque nacional Noel Kemptff M. 15 km SE del campamento Los Fierros, sobre el camino al aserradero Tarbo.","-60.7667","-14.6667",NA,"225","225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664320","NY00664320_01 NY00664320_02 NY00664320_03 NY00664320_04 NY00664320_05 NY00664320_06 NY00664320_07",NA,"Magnoliophyta","Arecales",NA,NA,"South America","boxed",NA,NA,NA,NA,NA,NA,NA
"12","2016-09-28 16:45:00-03","NY","NYBG","00664238","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea",NA,NA,NA,NA,NA,"L. R. Noblick","5084","1996","02","02","Brazil","Goiás","Sitio d'Abadia","Mundo Novo, ca. 57 km NW of Sitio d'Abadia or ca. 17 km SE of Alvorada do Norte","-46.3567","-14.5078",NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664238","NY00664238_01 NY00664238_02 NY00664238_03 NY00664238_04 NY00664238_05 NY00664238_06 NY00664238_07",NA,"Magnoliophyta","Arecales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00664241","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","M. Moraes",NA,NA,NA,"R. Guillén","1943","1994","06","26","Bolivia","Santa Cruz","José Miguel de Velasco","Campamento El Refugio, a 2800 m al NE de la casa, en la Bahia Las Petas.","-61.0478","-14.7625",NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664241","NY00664241_01 NY00664241_02 NY00664241_03 NY00664241_04 NY00664241_05",NA,"Magnoliophyta","Arecales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2016-09-28 16:45:00-03","NY","NYBG","00664239","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea",NA,NA,NA,NA,NA,"L. R. Noblick","4856","1992","03","29","Brazil","Minas Gerais","Vazante",NA,"-43.83","-18.02",NA,"650","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00664239","NY00664239_01 NY00664239_02 NY00664239_03 NY00664239_04",NA,"Magnoliophyta","Arecales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00567996","PreservedSpecimen","Plantae","Arecaceae","Syagrus","picrophylla","Syagrus picrophylla","Barb.Rodr.",NA,NA,NA,NA,"H. Q. B. Fernandes","3081","1992","03","05","Brazil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro, ca. 5 km N of town on the road to Colatina.","-40.67","-19.83",NA,"450","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567996","NY00567996_01 NY00567996_02 NY00567996_03 NY00567996_04 NY00567996_05 NY00567996_06 NY00567996_07",NA,"Magnoliophyta","Arecales",NA,NA,"South America","packeted",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00567956","PreservedSpecimen","Plantae","Arecaceae","Syagrus","picrophylla","Syagrus picrophylla","Barb.Rodr.","L. R. Noblick",NA,NA,NA,"A. F. M. Glaziou","9010","1877","03","27","Brazil","Rio de Janeiro",NA,"Sete Pontes",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567956","NY00567956_01",NA,"Magnoliophyta","Arecales",NA,"paratype","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","27610","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc","Ming, L.C.","2011","09","13","Dias, J.E.","1","2011","09","11","Brasil","Goiás","Buriti de Goiás",NA,"-50.429167","-16.178889",NA,NA,NA,"Palmeira com aproximadamente 10m de altura, idade 40 anos, estipe simples com anéis, folha com 3,10m de comprimento, flores amareladas e com cheiro suave, base da espata","BOTU027610","BOTU027610",NA,NA,NA,NA,NA,NA,NA,"50°25'45w","16°10'44s",NA,NA,NA,NA,NA
"18","2021-02-18 09:28:43-03","UNESP-IBB","BOTU","25685","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc","Genovez, P.R.","2007","02","06","Genovez, P.R.","97","2007","02","06","Brasil","São Paulo","Arealva",NA,NA,NA,NA,NA,NA,"Floresta estacional semidecidual ribeirinha com influência fluvial permanante. Planta com 10m de altura","BOTU025685","BOTU025685",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"19","2021-02-18 09:28:43-03","UNESP-IBB","BOTU","25677","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc","Genovez, P.R.","2007","01","25","Genovez, P.R.","95","2007","01","25","Brasil","São Paulo","Reginópolis",NA,NA,NA,NA,NA,NA,"Floresta estacional semidecidual. Planta com 7m de altura com frutos","BOTU025677","BOTU025677",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"20","2020-12-15 11:14:21-03","FUNED","FUNED-POL","2960","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea",NA,NA,NA,NA,NA,"Dora Jacob",NA,"2005","01","05","Brasil","MG",NA,"Peti-Cemig S. Gonçalo do Rio Abaixo","-43.361944","-19.826111",NA,NA,NA,NA,"POL002960","POL002960_p01 POL002960_p02 POL002960_p03 POL002960_p04",NA,NA,NA,NA,NA,NA,NA,"43W 21' 43","19S 49' 34",NA,NA,NA,NA,NA
"21","2020-12-15 11:14:21-03","FUNED","FUNED-POL","2961","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea",NA,NA,NA,NA,NA,"Dora Jacob",NA,"2005","01","05","Brasil","MG",NA,"Peti-Cemig S. Gonçalo do Rio Abaixo","-43.361944","-19.826111",NA,NA,NA,NA,"POL002961",NA,NA,NA,NA,NA,NA,NA,NA,"43W 21' 43","19S 49' 34",NA,NA,NA,NA,NA
"22","2021-04-08 17:44:42-03","EAO","IAN","18236","PreservedSpecimen","Plantae","Arecaceae","Cocos","oleracea","Cocos oleracea platyphylla","Drude",NA,NA,NA,NA,"Glaziou, AFM","7000","1880",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018236","IAN018236_f",NA,"Monocotiledônea",NA,"platyphylla",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:44:42-03","EAO","IAN","18236","PreservedSpecimen","Plantae","Arecaceae","Cocos","oleracea","Cocos oleracea platyphylla","Drude",NA,NA,NA,NA,"Glaziou, AFM","7000","1880",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018236","IAN018236_f",NA,"Monocotiledônea",NA,"platyphylla",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:44:42-03","EAO","IAN","18236","PreservedSpecimen","Plantae","Arecaceae","Cocos","oleracea","Cocos oleracea platyphylla","Drude",NA,NA,NA,NA,"Glaziou, AFM","7000","1880",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018236","IAN018236_f",NA,"Monocotiledônea",NA,"platyphylla",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:44:42-03","EAO","IAN","18236","PreservedSpecimen","Plantae","Arecaceae","Cocos","oleracea","Cocos oleracea platyphylla","Drude",NA,NA,NA,NA,"Glaziou, AFM","7000","1880",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018236","IAN018236_f",NA,"Monocotiledônea",NA,"platyphylla",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-26 18:07:05-03","CPAN-UFMS","COR","11874","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","M. Moraes R.",NA,NA,NA,"Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3675","2005","09","02","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Remanso","-56.738333","-20.823056",NA,"433","433","Árvore, 7 m de altura Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56º44'18''W","20º49'23''S",NA,NA,NA,NA,NA
"27","2020-02-08 08:45:36-03","NBC","NL-BOTANY","U.1140308","PreservedSpecimen","Plantae","Palmae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Costa JT",NA,"1969","09","11","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140308","NL-U1140308",NA,NA,"Arecales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0045969",NA,NA,NA
"28","2020-02-08 08:45:36-03","NBC","NL-BOTANY","U.1140309","PreservedSpecimen","Plantae","Palmae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Costa JT",NA,"1969","09","11","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140309","NL-U1140309",NA,NA,"Arecales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0045968",NA,NA,NA
"29","2020-02-08 08:45:36-03","NBC","NL-BOTANY","U.1140310","PreservedSpecimen","Plantae","Palmae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Costa JT",NA,"1969","09","11","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140310","NL-U1140310",NA,NA,"Arecales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0045971",NA,NA,NA
"30","2020-02-08 08:45:36-03","NBC","NL-BOTANY","U.1140311","PreservedSpecimen","Plantae","Palmae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Costa JT",NA,"1969","09","11","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140311","NL-U1140311",NA,NA,"Arecales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0045970",NA,NA,NA
"31","2020-11-04 11:00:42-03","ESALQ","ESA","65991","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Gorenstein, M.R.","5034.0","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273","23314",NA,NA,NA,"ESA065991","ESA065991","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:00:42-03","ESALQ","ESA","64939","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea",NA,NA,NA,NA,NA,"Gorenstein, M.R.","5034.0","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273","23314",NA,NA,NA,"ESA064939",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:42:03-03","JBP","HPL","11234","S","Plantae","Arecaceae","Syagrus","picrophylla","Syagrus picrophylla",NA,"H. Lorenzi","2009","02","13","H. Lorenzi","6632","2009","02","13","Brasil","ES","Castelo","Coletada na localidade de Estrela do Norte, sobre pedras; bainha arroxeadas externamente, com fibras pouco rígidas nas margens e brácteas finas, externamente frizadas.","-41.282528","-20.620833",NA,"156","156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41° 16' 57,1 W","20° 37' 15 S",NA,NA,NA,NA,NA
"34","2015-07-02 14:42:03-03","JBP","HPL","11233","S","Plantae","Arecaceae","Syagrus","picrophylla","Syagrus picrophylla",NA,"H. Lorenzi","2009","02","13","H. Lorenzi","6631","2009","02","13","Brasil","ES","Santa Leopoldina","Coletada na estrada para Cariacica-ES, a 6 Km desta, na Faz. Geribá de Alcino Miranda, sobre pedras.","-40.421028","-20.203778",NA,"25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40° 25' 15,7 W","20° 12' 13,6 S",NA,NA,NA,NA,NA
"35","2015-07-02 14:55:15-03","JBP","HPL","11790","S","Plantae","Arecaceae","Syagrus","picrophylla","Syagrus picrophylla",NA,NA,NA,NA,NA,"H. Lorenzi","6631","2009","02","13","Brasil","ES","Santa Leopoldina","Na estrada para Cariacica, a 6 km da cidade na Fazenda Geriba de Alcino Miranda, sobre pedras","-40.421028","-20.203778",NA,"25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40° 25' 15,7 W","20° 12' 13,6 S",NA,NA,NA,NA,NA
"36","2016-02-02 14:38:51-02","BGBM","B","B 18 0002627","S","Plantae","Palmae","Syagrus","oleracea","Syagrus oleracea","Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Jardim Botanico do Rio de Janeiro [Brasilien].",NA,NA,NA,NA,NA,"Ministerio da Agricultura, Industria e Commercio, Serviço de Plantas vivas e sementes; peso 38 grs <a href=http://herbarium.bgbm.org/object/B180002627 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180002627",NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:33:27-02","IPA","IPA","86267","S","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","Elba Ferraz",NA,NA,NA,"Elba Ferraz; Araújo, E.; Araújo, E.","1070",NA,NA,NA,"Brasil","Pernambuco","Panelas","Mata Atlântica, Chã de panelas, no interior do fragmento florestal na encosta da Serra.","-36.0057983398438","-8.66361045837402","19336",NA,NA,"Árvore. Frutos verdes.","IPA0086267",NA,"auto","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:15:32-03","UFV","VIC","16417","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"Mota, A.L.P.","et al",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Vale do Rio Araguari","-48.187198638916","-18.6471996307373","58653",NA,NA,"Área 15","VIC016417","VIC016417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:41:09-03","UFMS","CGMS","36164","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","M. Moraes R.","2012","11","27","H.C. Vinci-Carlos; M. Moraes R.; G.A. Damasceno-Junior; C.S. Souza; D.T. Azevedo; G. Catian; M. Rocha; F.S. Carvalho; A.C.M. Cristaldo","413","2012","11","27","Brasil","Mato Grosso do Sul","Campo Grande","Apa do Guariroba.","-54.3666667","-20.5725",NA,"509","509","Flor amarela-clara. Fruto imaturo verde. Caule liso. Diâmetro 0,30m. Folha 3,00m de comprimento.Inflorescência amarela com 1,50m de comprimento. Infrutescência 2,00m de comprimento. Bráctea 1,36m de comprimento. Habitat: Pastagem inv","CGMS1065572",NA,NA,NA,NA,NA,NA,NA,NA,"-54,3666667","-20,5725",NA,NA,NA,NA,NA
"40","2021-04-07 11:41:09-03","UFMS","CGMS","9659","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","M. Moraes R.","2012","11","29","G.A. Damasceno-Junior; M. Soares-Lima; P.V. Gonçalves","2106","2000","12","16","Brasil","Mato Grosso do Sul","Bonito","Trilha de acesso a gruta do lago Azul.","-56.5905555","-21.1419444",NA,NA,NA,"Flor creme. Habitat: Mata semidecídua. Solo argiloso. Relevo plano. Habito: Palmeira. 17,00m de altura.","CGMS003244",NA,NA,NA,NA,NA,NA,NA,NA,"-56,5905555","-21,1419444",NA,NA,NA,NA,NA
"41","2021-04-07 11:41:09-03","UFMS","CGMS","64041","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","A. Pott ; V.J. Pott",NA,NA,NA,"V.J. Pott","9025","2007","02","14","Brasil","Mato Grosso do Sul","Antônio João","Fazenda Pérola do Vale, margem do Córrego Estrelita (7 m de largura, rochoso, com cascatas).","-55.9786111","-22.2188889",NA,"500","500","Flor ausenteFruto verde, imaturo.Folha com 3,20 m de comprimento. Pecíolo, 1,0 m; 188 pares de folíolos. Espata de 1,4-1,50 m de comprimento; cacho com cerca de 1.130 coquinhos. Habitat: Mata de galeria de córrego. Solo argiloso. Rel","CGMS1097010",NA,NA,NA,NA,NA,NA,NA,NA,"-55,9786111","-22,2188889",NA,NA,NA,NA,NA
"42","2021-04-07 11:41:09-03","UFMS","CGMS","17685","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","V.J. Pott",NA,NA,NA,"K.R. Laitart","22","2007","02","14","Brasil","Mato Grosso do Sul","Antônio João","Fazenda Pérola do Vale.","-55.9474983215332","-22.1910991668701","38814",NA,NA,"Frutos verdes.188 pares de folíolos, 1m de pecíolo, folíolos com 3,2m de comp. Habitat: Mata de galeria. Solo arenoso. Relevo plano. Habito: Arbóreo.","CGMS1046980",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:41:09-03","UFMS","CGMS","78410","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.",NA,NA,NA,NA,"G.A. Damasceno Júnior; V.R. Maria, J. Batilani, A. Pott, J. Velasques","3675","2005","10","02","Brasil","Mato Grosso do Sul","Bonito","Fazenda Remanso. Área degradada.","-56.4818992614746","-21.1210994720459","71352","433","433",NA,"CGMS1111421",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:41:09-03","UFMS","CGMS","4343","PreservedSpecimen","Plantae","Arecaceae","Syagrus","oleracea","Syagrus oleracea","(Mart.) Becc.","L.R. Noblick","1992","06","08","U.M. Resende; L.R. Noblick","722","1992","05","31","Brasil","Mato Grosso do Sul","Camapuã","Fazenda do Dário. 40km após Camapuã.","-54.0438995361328","-19.531400680542","123887",NA,NA,"Flor amarelada. Palmito muito consumido pela população rural. Habitat: Solo fértil. Pastagem. Habito: 10,00-12,00m de altura.","CGMS1017791",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
