"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","class","previousCatalogNumber","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","453967","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"O. Handro","1956","11","08","Brazil","São Paulo",NA,"Rio Funil",NA,NA,NA,NA,"NY00453967","NY00453967_01","665",NA,NA,"Magnoliophyta","Cucurbitales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","868704","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","L. B. Smith; D. C. Wasshausen",NA,NA,NA,"G. T. Prance","1971","04","24","Brazil","Acre","Mâncio Lima","Vicinity of Serra da Moa","-73.73","-7.5",NA,NA,"NY00868704","NY00868704_01","12389",NA,NA,"Magnoliophyta","Cucurbitales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","453970","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","L. B. Smith; B. G. Schubert",NA,NA,NA,"J. Ball","1882","07","21","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.274528","-22.95583",NA,NA,"NY00453970","NY00453970_01",NA,NA,NA,"Magnoliophyta","Cucurbitales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","453964","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","M. Bergseng",NA,NA,NA,"C. M. Belshaw","1937","10","02","Peru","San Martín","Lamas","District Lamas. North of San Antonio 2-4 km., along Río Cumbasa","-76.409058","-6.388154",NA,NA,"NY00453964","NY00453964_01","3525","365.8","365.8","Magnoliophyta","Cucurbitales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","813736","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","A. H. M. Jayasuriya",NA,NA,NA,"Wilkes Expedition","1838",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.448386","-22.913514",NA,NA,"NY00813736","NY00813736_01","s.n.",NA,NA,"Magnoliophyta","Cucurbitales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","453927","PreservedSpecimen","Plantae","Begoniaceae","Begonia","villosa","Begonia villosa","Gardner",NA,NA,NA,NA,"G. Gardner","1836","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00453927","NY00453927_01 NY00453927_02","106",NA,NA,"Magnoliophyta","Cucurbitales","South America","sheet","Comm. am. Shuttleworth 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258766' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"syntype",NA,NA,NA,NA,NA
"17","2020-11-13 09:19:07-03","UFRJ","RFA","4652","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","L.B. Smith",NA,NA,NA,"P. Occhioni","1945","05","20","Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,"RFA25205",NA,"125",NA,NA,NA,NA,NA,NA,"Planta 45 cm, flor branca.","57442","auto",NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:25-03","UFRJ","RFA","28231","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","A. V. dos S. Couto","2009","03","03","T. Wendt; A. Costa; U. Vidal; S. Figueiredo","1994","06","18","Brasil","Rio de Janeiro","Mangaratiba","Reserva ecológica do Rio das Pedras.","-44.040599822998","-22.9596996307373",NA,NA,"RFA19915",NA,"294",NA,NA,NA,NA,NA,NA,"Erva, ciófila, flores alvas, frutos imaturos verdes.","17272","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:07-03","UFRJ","RFA","25290","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","E. de L. Jacques","2001","05","11","Flávio de Britto Pereira","2000","10","14","Brasil","Rio de Janeiro","Cachoeiras de Macacu","3º Distrito Lagoinhas, Fazenda Lagoinha","-42.843056","-22.45","42º50'35''W","22º27'0''S","RFA32566",NA,"mai-41","220","220",NA,NA,NA,NA,"Erva. Flor branca, comum no local",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:25-03","UFRJ","RFA","280","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","F.R.da Silveira",NA,NA,NA,"Dionizio Constantino","1935","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico.","-43.2075004577637","-22.9027996063232",NA,NA,"RFA34361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:29:25-03","UFRJ","RFA","98","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","F.R.da Silveira",NA,NA,NA,"Dionizio Constantino","1935","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico.","-43.2075004577637","-22.9027996063232",NA,NA,"RFA34360",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:29:25-03","UFRJ","RFA","279","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","L.B. Smith",NA,NA,NA,"Eudoxio A. dos Santos","1913","07","05","Brasil","Rio de Janeiro","Rio de Janeiro","Vila Isabel","-43.2075004577637","-22.9027996063232",NA,NA,"RFA34359",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:31-03","UTFPR","DVPR","1684","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Duarte, E","2014","11","21","Estevan, DA; et al.","2014","10","20","Brasil","Paraná","Dois Vizinhos","Parque Municipal Jirau Alto","-53.030293","-25.450837","-53.030293","-25.450837","DVPR001684","DVPR001684","2005","475","475","Magnoliophyta",NA,NA,NA,"Epífita, flores.; Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:31-03","UTFPR","DVPR","2319","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Estevan, DA","2016","08",NA,"Estevan, DA; Duarte, E","2014","12","15","Brasil","Paraná","São Jorge d' Oeste","Salto do Chopim. Propriedade Sr. Jair Nogueira","-53.044992","-25.364176","-53.044992","-25.364176","DVPR002319",NA,"2098","385","385","Magnoliophyta",NA,NA,NA,"Epífita, flor rosa.; Interior de mata. Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:37:18-03","EAO","IAN","34259","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN034259","IAN034259_f","s.n.",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-07-03 10:35:02-03","EBDA","BAH","267","S","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Brade",NA,NA,NA,"Inácio de Menezes","1951","09",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-07-03 10:35:02-03","EBDA","BAH","8439","S","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","B & Gregório","2013","04",NA,"G.C.P. Pinto","1986","11","17","Brasil","Bahia","Cruz das Almas",NA,"-39.1019","-12.67",NA,NA,NA,NA,"109",NA,NA,NA,NA,NA,NA,"Herbacea, suculenta, verde-claro, com flores-brancas; até 0,30m.","14660","auto",NA,NA,NA,NA,NA,NA
"28","2013-07-03 10:35:02-03","EBDA","BAH","8683","S","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","B & Gregorio","2013","04",NA,"Beatriz da Silva,","1992","11","15","Brasil","Bahia","Salvador","Cajazeira 11","-38.5108","-12.9711",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,"Herbacea, flores rosea, hidrofila.","26018","auto",NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:24:56-03","PUCPR","HUCP","23520","S","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link.","Santos, RTA",NA,NA,NA,"Vieira, RS","2008","03","06","Brasil","Paraná","Curitiba","Campo Comprido","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00008197","HUCP00008197","010",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:24:56-03","PUCPR","HUCP","23498","S","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link.","Dunaiski, A",NA,NA,NA,"Dunaiski, A","2005","03","13","Brasil","Paraná","Rio Branco do Sul","Vutuverava","-49.3142013549805","-25.1900005340576",NA,NA,"HUCP00008635","HUCP00008635","2688",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-02 16:28:39-03","CPAN-UFMS","COR","6464","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Jacques, E. L.",NA,NA,NA,"Jacques, E. L.; Damasceno-Júnior, G. A.; Forzza, R. C. & Fernandes, G.","1998","05","19","Brasil","Mato Grosso do Sul","Ladário","Morro Santa Cruz; estrada de acesso à mineração Urucum","-57.574444","-19.1825","57º34'28''W","19º10'57''S",NA,NA,"738","443","443",NA,NA,NA,NA,"Erva, terrestre; flor estaminada, com pétalas alvas, inflorescência com pedúnculos e eixos rosados; frutos imaturos com alas rosadas e região locular verde clara, frutos maduros com pericarpo castanho; folhas com face adaxial verde/lustrosa; caule rosado,",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-02 16:28:39-03","CPAN-UFMS","COR","6465","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Jacques, E. L.",NA,NA,NA,"Jacques, E. L.; Damasceno-Júnior, G. A.; Forzza, R. C. & Fernandes, G.","1998","05","19","Brasil","Mato Grosso do Sul","Corumbá","Morro Urucum; Mineração Corumbaense; descida de uma escada de ferro; próximo ao córrego","-57.563889","-19.210278","57º33'50''W","19º12'37''S",NA,NA,"739","751","751",NA,NA,NA,NA,"Erva rupícola; frutos maduros castanhos; folhas verdes com face adaxial lustrosa; caule verde com nuances castanhas; estípulas com aspectos ressecados, castanhas Habito: Erva rupícola",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:11:37-03","UFBA","ALCB","133712","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Guedes, ML","2018","11",NA,"Guedes, ML; Alunos de Botânica Econômica","2018","07","18","Brasil","Bahia","Arataca","Comunidade Teia dos Povos.","-39.4","-15.55","-39.4","-15.55","ALCB055507","ALCB055507","30666",NA,NA,"Dicotyledon",NA,"Southern America",NA,"de ca 60 cm. alt. Flores com pétalas de coloração alvas. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:11:37-03","UFBA","ALCB","98487","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Moonlight, P","2018","05",NA,"Lisboa, MS; Guedes, ML; et al.","2010","11","13","Brasil","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Localidade de Monte Recôncavo","-38.6800003051758","-12.6274995803833",NA,NA,"ALCB036033","ALCB036033","69",NA,NA,"Dicotyledon",NA,"Southern America",NA,"ca de 80 cm de altura. Folhas membranáceas, discolores. Flores rosa claro. Frutos passados.; Casa de D. Neném","19587","auto",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:11:37-03","UFBA","ALCB","02893","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Moonlight, P","2018","05",NA,"Ferraz, J","1952","09",NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador, Brotas","-38.5","-12.966667","-38.5","-12.966667","ALCB036053","ALCB036053","127",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:11:37-03","UFBA","ALCB","029197a","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Gregório, BS","2013","04","25","Pacheco, LM","1996","10","11","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667","-38.5","-12.966667","ALCB035995","ALCB035995","s/n",NA,NA,"Dicotyledon",NA,"Southern America",NA,"15,0cm. Folhas membranáceas, discolores. Flores alvas. Rara.",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:11:37-03","UFBA","ALCB","029612","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Gregório, BS","2013","04","25","Guedes, ML; Stradmann, MTS","1997","07","06","Brasil","Bahia","Lençóis","Chapada Diamantina, Pé da ladeira","-41.383333","-12.55","-41.383333","-12.55","ALCB035909","ALCB035909","4854",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Ca. 40,0cm. Folhas membranáceas, translúcidas, brilhantes. Inflorescência com flores alvas. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:11:37-03","UFBA","ALCB","031879","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Costa, J","1997","11",NA,"Costa, J; Pinto, GCP","1995","11","25","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Bairro da Federação, São Lázaro","-38.5","-12.966667","-38.5","-12.966667","ALCB035913","ALCB035913","33",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Ereta. Caule verde, piloso. Inflorescência com flores masculinas brancas e femininas esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-24 18:13:30-03","UFBA","ALCB","041354","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Guedes, ML","1999","06",NA,"Guedes, ML; Cabral, L; Maia, H","1999","06","22","Brasil","Bahia","Belmonte","Extremo Sul, Brasilndia,  rea da Veracel Celulose. Ponto 10-11","-38.9","-15.866667","-38.9","-15.866667","ALCB035911","ALCB035911","6309",NA,NA,"Dicotyledon",NA,"Southern America",NA,"20 cm, caule suculento, avermelhado. Folhas crassas, discolores, tomentosas. Inflorescência branco-esverdeada. Frutos imaturos verdes. Frequente.; substrato areno-argiloso.",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:11:37-03","UFBA","ALCB","06728","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Bradi",NA,NA,NA,"s.col.","1951",NA,NA,"Brasil","Distrito Federal",NA,"Arredores do Distrito Federal",NA,NA,NA,NA,"ALCB035912","ALCB035912","s/n",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:11:37-03","UFBA","ALCB","86135","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Gregório, BS","2013","04","25","Guedes, ML; et al.","2008","10","17","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque de São Bartolomeu","-38.5","-12.966667","-38.5","-12.966667","ALCB035996","ALCB035996","14564",NA,NA,"Dicotyledon",NA,"Southern America",NA,"de ca 40 cm de compr. , crassa. Flores pistiladas alvas. Fruto cápsula com alas desiguais.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:11:37-03","UFBA","ALCB","118923","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Souza, IM; Coutinho, K; Onoo, R","2012","01","13","Brasil","Bahia","Ituberá",NA,"-41.552778","-12.561389","-41.552778","-12.561389","ALCB035910","ALCB035910","96",NA,NA,"Dicotyledon",NA,"Southern America",NA,"ca. 25 cm alt. Folhas verdes, discolores. Flores esverdeadas. Frutos castanhos.",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:11:37-03","UFBA","ALCB","98508","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link","Moonlight, P","2018","05",NA,"Lisboa, MS; Guedes, ML; et al.","2010","12","07","Brasil","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Localidade de Monte Recôncavo","-38.6800003051758","-12.6274995803833",NA,NA,"ALCB036032","ALCB036032","90",NA,NA,"Dicotyledon",NA,"Southern America",NA,"ca. 60 cm de altura. Folhas membranáceas, discolores. Flores rosa claro; Casa de D. Lindaura","19587","auto",NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:59:05-03","NBC","NL-BOTANY","AMD.40865","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Skog LE; Feuillet CPGA; Granville J-J de; Gradstein R","1985","03","19","French Guiana",NA,NA,"Flora of The Guianas. Plants of French Guiana/ Guyane francaise. Mt. Grand Matoury, 10 km S of Cayenne.","-52.416667","4.866667","-52.416667","4.866667","NL-AMD40865","NL-AMD40865",NA,NA,NA,NA,"Cucurbitales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.40865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 08:59:05-03","NBC","NL-BOTANY","L.2471420","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Santini","1910","05","01","French Guiana",NA,NA,"Env. de Cayenne.",NA,NA,NA,NA,"NL-L2471420","NL-L2471420",NA,NA,NA,NA,"Cucurbitales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2471420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 08:59:05-03","NBC","NL-BOTANY","U.1144386","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Belshaw CM","1937","10","02","Peru",NA,NA,"Department San Martin, Province Lamas, District Lamas, North of San antonio 2-4 km, along Rio Cumbasa in dense jungle.",NA,NA,NA,NA,"NL-U1144386","NL-U1144386",NA,NA,NA,NA,"Cucurbitales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1144386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 08:59:05-03","NBC","NL-BOTANY","U.1144617","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,NA,NA,NA,"Lourteig A","1967","12","17","Brazil",NA,NA,"Est. Santa Catarina, Mun. Rio do Sul, Matador, pantanos de selva.",NA,NA,NA,NA,"NL-U1144617","NL-U1144617",NA,NA,NA,NA,"Cucurbitales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1144617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-11-04 11:03:01-03","ESALQ","ESA","83706","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella",NA,"Lorenzi, H.","2003",NA,NA,"Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","2003","02","12","Brasil","Rio de Janeiro","Mangaratiba","Estrada entre Mangaratiba e Rio Claro, cerca de 3 km de Mangaratiba. Borda de floresta ombrófila.","-44.01","-22.55","-44.01","-22.55","ESA083706","ESA083706","28984.0","100","100","Magnoliophyta",NA,NA,NA,"Erva apressa às rochas; flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA
