"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","sex"
"123","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0077734","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077734",NA,NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw13922",NA,NA,NA,NA,NA,NA
"124","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0077735","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Reitz R; Klein RM","1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077735",NA,NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw6345",NA,NA,NA,NA,NA,NA
"125","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0077738","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"W of Barbaqua, ca. 85 km SW of Guarapuava",NA,NA,NA,NA,NA,NA,"Araucaria wood<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077738",NA,NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw14137",NA,NA,NA,NA,NA,NA
"126","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0077740","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"forest on slope near Brandalize, sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,NA,NA,NA,NA,NA,"forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077740",NA,NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12942",NA,NA,NA,NA,NA,NA
"127","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0077741","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077741",NA,NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw14127",NA,NA,NA,NA,NA,NA
"128","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236377","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Irgang BE; Ferreira A","1969","12","20","Brazil",NA,NA,"Proximo de Cambara, RGS.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236377","NL-U1236377",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236378","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Haas JH de","1966","11","04","Brazil",NA,NA,"Est. Parana. Near Cantagalo, 30 km E. of Laranjeiras do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236378","NL-U1236378",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236379","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Haas JH de","1966","12","24","Brazil",NA,NA,"Est. Parana. Ca. 12 km N. of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236379","NL-U1236379",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236380","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Pirani JR","Hoehne W","1945","11","05","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236380","NL-U1236380","1984","01","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"U 0115699",NA,NA,NA,NA,NA,NA
"132","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236381","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Haas JH de","1967","03","07","Brazil",NA,NA,"Est. Parana. W. of Barbaqua, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236381","NL-U1236381",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236382","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Haas JH de","1967","03","07","Brazil",NA,NA,"Est. Parana. W. of Barbaqua, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236382","NL-U1236382",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236383","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Klein RM","1955","04","22","Brazil",NA,NA,"Santa Catarina. Loc. Morro da Fazenda, Itajai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236383","NL-U1236383",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236384","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Klein RM","1955","01","07","Brazil",NA,NA,"Santa Catarina. Loc. Morro da Fazenda, Itajai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236384","NL-U1236384",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236385","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Reitz R; Klein RM","1957","12","30","Brazil",NA,NA,"Santa Catarina. Loc. Sabia, Vidal ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236385","NL-U1236385",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236386","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Reitz R; Klein RM","1957","12","18","Brazil",NA,NA,"Santa Catarina. Loc. estrada Dona Francisca, Joinville.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236386","NL-U1236386",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236387","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Hatschbach GG; Kummrow R","1974","09","24","Brazil",NA,NA,"BR-060 (mun. Jatai) Goias.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236387","NL-U1236387",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236388","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Lindeman JC; Haas JH de","1966","05","03","Brazil",NA,NA,"Est. Parana. Forest on slope near Brandalize, sawmill N. of Rio Chopim, ca. 20 km N. of Clevelandia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236388","NL-U1236388",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U.1236389","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Cobra LQ; Belém RP","1961","11","01","Brazil",NA,NA,"Cabeca do Veado, Brasilia - DF. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236389","NL-U1236389",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-02-08 10:09:02-03","NBC","NL-BOTANY","WAG.1754670","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Marques MC","1993","03","17","Brazil","Rio de Janeiro",NA,"Mun. Parati, Apa-cairuçu.","-44.666667","-23.266667","-44.666667","-23.266667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1754670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1754670","NL-WAG1754670",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"WAG0358177",NA,NA,NA,NA,NA,NA
"142","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L.1874408","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze",NA,"Claussen P","1837","01","01","Brazil",NA,NA,"Rio Sna francisco.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1874408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1874408","NL-L1874408",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L.1874406","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze",NA,"Vincent D","1915","11","01","Brazil",NA,NA,"Pre De Minas Garaes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1874406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1874406","NL-L1874406",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L.1874407","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze",NA,"Claussen P","1837","01","01","Brazil",NA,NA,"Rio Sna francisco.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1874407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1874407","NL-L1874407",NA,NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019925","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019925","NL-L0019925","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","syntype","908156273",NA,NA,NA,NA,NA,NA
"146","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019926","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019926 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019926","NL-L0019926","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","908156276",NA,NA,NA,NA,NA,NA
"147","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019927","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019927","NL-L0019927","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","908156269",NA,NA,NA,NA,NA,NA
"148","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019928","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019928","NL-L0019928","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","908156264",NA,NA,NA,NA,NA,NA
"149","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019929","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019929","NL-L0019929","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","908156277",NA,NA,NA,NA,NA,NA
"150","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019930","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1879","01","01","Paraguay",NA,NA,"Cordillèra de Peribebui.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019930","NL-L0019930","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","syntype","90815674",NA,NA,NA,NA,NA,NA
"151","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019931","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1879","01","01","Paraguay",NA,NA,"Cordillèra de Peribebui.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019931","NL-L0019931","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","90815694",NA,NA,NA,NA,NA,NA
"152","2020-02-08 10:09:02-03","NBC","NL-BOTANY","L 0019932","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1879","01","01","Paraguay",NA,NA,"Cordillèra de Peribebui.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019932","NL-L0019932","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","type","90815693",NA,NA,NA,NA,NA,NA
"153","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0001475","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1879","01","01","Paraguay",NA,NA,"Cordillèra de Peribebui.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001475","NL-U0001475","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","syntype","480494 B",NA,NA,NA,NA,NA,NA
"154","2020-02-08 10:09:02-03","NBC","NL-BOTANY","U 0001476","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","Hoogland RD","Balansa B","1884","03","15","Paraguay",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"Arbre de 6-8 metres de hauteur. Vallee de l'ij-ouan-guazu, pres de Valenzuela, sur le versant humide des montagnes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001476","NL-U0001476","1977","05","01",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","syntype","480493 B",NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:05:30-03","ESALQ","ESA","7318","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Rodrigues, R.R.","Rodrigues, R.R. ; Morellato, L.P.C.","1986","11","19","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007318","ESA007318",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-04 11:05:30-03","ESALQ","ESA","39890","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata",NA,NA,"Rodrigues, R.R. et al.","1995","10","07","Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,NA,"ESA039890","ESA039890",NA,NA,NA,"361.0","Magnoliophyta",NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:05:30-03","ESALQ","ESA","27631","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Santin, D.A.","Leitão Filho, H.F. et al.","1996","01","31","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA027631","ESA027631",NA,NA,NA,"34743.0","Magnoliophyta",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 11:05:30-03","ESALQ","ESA","5884","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Zickel, C.S.","Vieira, A.O.S. et al.","1988","12","03","Brasil","Paraná",NA,"Estrada Venceslau Brás-Arapoti",NA,NA,NA,NA,NA,NA,NA,"ESA005884","ESA005884",NA,NA,NA,"239.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-11-04 11:05:30-03","ESALQ","ESA","104379","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata",NA,"Proença, C.","Lima, J.C.M.","2006","10","21","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA104379","ESA104379",NA,NA,NA,"145.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-11-04 11:05:30-03","ESALQ","ESA","13766","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Capellari Jr., L. et al.","Barreto, K.D. et al.","1993","09","20","Brasil","São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,"ESA013766","ESA013766",NA,NA,NA,"1471.0","Magnoliophyta",NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 11:05:30-03","ESALQ","ESA","55429","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell","Rodrigues, R.R.","Sanches, J.H.","2007","04","06","Brasil","Santa Catarina","Bocaina do Sul","Fazenda Farofa, do outro lado do morro do campo drenado.Vegetação secundária de Floresta Ombrófila Mista.","-49.9444007873535","-27.7444000244141",NA,NA,"1334","1334","Árvore, 10m. Frutos imaturos verdes, com indumento castanho.","ESA055429","ESA055429","2007","04","06","87.0","Magnoliophyta",NA,NA,NA,"18696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-04 10:55:24-03","ESALQ","ESA","139171","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Colletta, G.D","2016","05","23","Brasil","SC","Abelardo Luz","Mata Ombrófila Mista","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,"Arvoreta, 3m, estéril","ESA139171",NA,NA,NA,NA,"2690.0",NA,NA,NA,NA,"35836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-04 11:05:30-03","ESALQ","ESA","72522","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Salino, A.","Salino, A. ; Melo, L.C.N.","2000","11","13","Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"ESA072522","ESA072522",NA,NA,NA,"5830.0","Magnoliophyta",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 11:05:30-03","ESALQ","ESA","87416","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Assis, L.C.S.","Assis, L.C.S.","2007","11","25","Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,"ESA087416","ESA087416","2004","01","27","377.0","Magnoliophyta",NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:05:30-03","ESALQ","ESA","85747","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Lombardi, J.A.","Lombardi, J.A.","2007","06","06","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"ESA085747","ESA085747",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:05:30-03","ESALQ","ESA","70874","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Franco, G.A.D.C.","Farah, F.T. et al.","1998","12","01","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,NA,"ESA070874","ESA070874",NA,NA,NA,"515.0","Magnoliophyta",NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
