"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3889384","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"L. W. Williams","1929","12",NA,"Peru","San Martín",NA,"Alto Rio Huallaga",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179241' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5761","South America","sheet","NY03889384","NY03889384_01",NA,"360","900",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","230278","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","01","07","Bolivia","Santa Cruz","Andrés Ibáñez","2.8 km SE of turnoff from Santa Cruz to Puerto Pailas highway, 15 km (by air) E of Cotoca.","-62.87","-17.72",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=455363' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"47818","South America","sheet","NY00230278","NY00230278_01",NA,"320","320",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1066163","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"J. A. Shafer","1917",NA,NA,"Paraguay",NA,NA,"Trinidad",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271983' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"136","South America","sheet","NY01066163","NY01066163_01",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 12:12:00-03","NY","NYBG","645410","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis",NA,"R. Kiesling",NA,NA,NA,"S. Venturi","1925","11",NA,"Argentina","Tucumán",NA,"Dept. Capital: parque Centenosio",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388795' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3931","South America","sheet","NY00645410","NY00645410_01",NA,"450","450",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","645411","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","01","24","Bolivia","Santa Cruz","Cordillera","Along road from La Mora to San Joaquín, 5.3 km E of La Mora and turnoff from highway from Santa Cruz to Abapó.","-63.17","-18.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388794' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"48108","South America","sheet","NY00645411","NY00645411_01",NA,"500","500",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3889381","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"M. H. Nee","1994","01","27","Bolivia","Santa Cruz","Florida","2.5 km. NE of main highway at Mairana, Quebrada Yesera","-63.95","-18.1083",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179238' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"44680","South America","sheet","NY03889381","NY03889381_01",NA,"1550",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03889364","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"O. E. White","1921","09","21","Bolivia",NA,NA,"Vic. Huachi, head of Beni River",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1071","South America","sheet","NY03889364",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3889366","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"B. A. Krukoff","1939","07","01","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179223' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10329","South America","sheet","NY03889366","NY03889366_01",NA,"750","900",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3889379","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"M. H. Nee","1994","02","15","Bolivia","Santa Cruz","Ichilo","2 km. (by air) WSW of El Hondo, Potrerillo, along trail between buildings and río Güendá","-63.45","-17.6722",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179236' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"45024","South America","sheet","NY03889379","NY03889379_01",NA,"400",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","298870","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","02","24","Bolivia","Santa Cruz","Andrés Ibáñez","3.5 km NE of Montero Hoyos on dirt road [to San Antonio?].","-62.82","-17.62",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388793' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"48458","South America","sheet","NY00298870","NY00298870_01",NA,"280","280",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3889365","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"L. J. Dorr","1989","12","30","Bolivia","La Paz","Loayza","Between Miguillas and the summit of the road leading to La Plazuela","-67.37","-16.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179222' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6919","South America","sheet","NY03889365","NY03889365_01",NA,"1200","1790",NA,NA,NA,NA,NA
"22","2016-09-29 12:12:00-03","NY","NYBG","645406","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis",NA,NA,NA,NA,NA,"R. Reiss","1935","11","15","Brazil","Paraná","Tibagi","Hedge marking off property, Tibagy","-50.488585","-24.686032",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388800' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"149","South America","sheet","NY00645406","NY00645406_01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645409","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","P. C. Standley",NA,NA,NA,"G. Klug","1934","10",NA,"Peru","San Martín",NA,"Juan Jui, Alto Río Huallaga","-76.730683","-7.179499",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388796' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3906","South America","sheet","NY00645409","NY00645409_01",NA,"100","100",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3889377","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"I. G. Vargas Caballero","1994","10","24","Bolivia","Santa Cruz","Chiquitos","Valle de Tucabaca. A 20 km al W del pueblo de Santo Corazón. Tramo entre La Cal y 8 km al W del campamento Los Murcielagos","-59.05","-18.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179234' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3591","South America","sheet","NY03889377",NA,NA,"500",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3889376","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"I. G. Vargas Caballero","1994","10","22","Bolivia","Santa Cruz","Chiquitos","Río Tucabaca, 20 km al NE de Santiago de Chiquitos","-59.46561","-18.21244",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179233' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3418","South America","sheet","NY03889376",NA,NA,"200",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3889372","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"B. Mostacedo C.","1994","08","05","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca, 9 km al E de San Lorenzo","-62.81569","-17.8297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179229' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2204","South America","sheet","NY03889372",NA,NA,"300",NA,NA,NA,NA,NA,NA
"27","2016-09-29 12:12:00-03","NY","NYBG","645407","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis",NA,"L. B. Smith",NA,NA,NA,"L. B. Smith","1952","04","19","Brazil","Rio de Janeiro","Sao Joao da Barra","Estrada entre Barcelos e Atafona","-41.17","-21.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388797' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6678","South America","sheet","NY00645407","NY00645407_01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01195844","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. Kimnach",NA,NA,NA,"J. G. Jardim","2000","11","02","Brazil","Bahia","Potiraguá","Rod. para Potiraguá 26,3 km da Rod. Br.415","-39.9744","-15.3772",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095443' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3144","South America","sheet","NY01195844","NY01195844_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3889378","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"M. Saldías Paz","1996","08","03","Bolivia","Santa Cruz","Florida","El Sillar, cerca de 10 km S de Bermejo","-63.58","-18.13",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179235' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4716","South America","sheet","NY03889378",NA,NA,"1420",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","645408","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"J. N. Rose","1915","07","17","Brazil","Rio de Janeiro",NA,"Island of Paquetá. Rio de Janeiro Bay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388801' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"20298","South America","sheet","NY00645408","NY00645408_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 18:59:00-03","NY","NYBG","02341958","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis",NA,NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,"Brazil","Bahia","Jussari","Rod. Jussari/Palmira, entrada ca 7,5 km, Fazenda Teimoso, 1.5 km E da entrada, Reserva do Patrimônio Natural (RPPN), Serra do Teimoso.","-39.58","-15.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1888","South America","sheet","NY02341958","NY02341958_01",NA,"400",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3889371","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"M. A. Lewis","1991","11","24","Bolivia","La Paz","Inquisivi","Lakachaka to Samaipata, along the trail to Khora between Laka Chaka and the old Inca cemetary at Samaipata about 4 km of trail collected, 21 km N. of Choquetanga","-67.33","-16.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179228' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"40650","South America","sheet","NY03889371","NY03889371_01",NA,"1580","1700",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","230325","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","02","01","Bolivia","Santa Cruz","Florida","Bottom of valley of Río Achira and steep slopes above highway from Santa Cruz to Samaipata, near cemetery near Achira.","-63.78","-18.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388792' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"48215","South America","sheet","NY00230325","NY00230325_01",NA,"1300","1300",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","645405","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"J. N. Rose","1915","06","14","Brazil","Bahia",NA,"Vicinity of Bahia. In park",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388799' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"19891","South America","sheet","NY00645405","NY00645405_01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3889383","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"L. W. Williams","1929","12",NA,"Peru","San Martín",NA,"Alto Rio Huallaga",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179240' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5720","South America","sheet","NY03889383","NY03889383_01",NA,"360","900",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3889375","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA,NA,"M. H. Nee","1992","12","27","Bolivia","Santa Cruz","Florida","3 km SW of Angostura, on N side of canyon of río Piraí","-63.55","-18.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4179232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"43336","South America","sheet","NY03889375","NY03889375_01",NA,"800","1000",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01112661","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","brasiliensis","Opuntia brasiliensis","(Willd.) Haw.","M. Kimnach",NA,NA,NA,"P. Fiaschi","2002","09","18","Brazil","Bahia","Jussari","Fazenda São Roque, 2.5 km N da estrada de Palmira a Itajú de Colônia.","-39.57","-15.13",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1212393' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1071","South America","sheet","NY01112661","NY01112661_01",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:07:46-03","UNESP-IBB","BOTU","33070","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger",NA,NA,NA,NA,"Silva, S.C.M.","2017","11","08","Brasil","São Paulo","Botucatu","Rubião Júnior, R. Camino Meneguim","-48.846667","-22.996944","48°50'48w","22°59'49s",NA,NA,NA,NA,"9",NA,NA,"BOTU033070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","33069","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger",NA,NA,NA,NA,"Silva, S.C.M.","2017","09","20","Brasil","São Paulo","Botucatu","Rua: Major Leônidas Cardoso, centro, Praça Isabel Arruda",NA,NA,"9999","9999",NA,NA,NA,NA,"8",NA,NA,"BOTU033069",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","33253","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger",NA,NA,NA,NA,"Moreira, D.M.","2017","09","13","Brasil","Bahia","São Felipe","Serra da Copioba",NA,NA,"9999","9999",NA,NA,NA,NA,"221",NA,NA,"BOTU033253",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:19:15-03","UFRJ","RFA","27532","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger","Marlon Machado","2013","09","18","Flávio de Britto Pereira","2001","04","07","Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento.","-41.341944","-21.198056","41º20'31''W","21º11'53''S",NA,NA,"Arbusto, 2,5m de altura, 6cm de DAP, folha verde, flor branca, fruto amarelo, comum no local.",NA,"37/86",NA,NA,"RFA35366",NA,NA,"26","26",NA,NA,NA,NA,NA
"42","2020-11-13 09:19:15-03","UFRJ","RFA","22218","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger","C.M. Rizzini","1988",NA,NA,"Cézio Pereira","1988","10","03","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Lagoa - Canal.","-42.8185997009277","-22.9193992614746",NA,NA,"20726",NA,"Arbórea 2,5 m de altura, em flor amarela, pétalas amarelas, estames creme, cinco estigmas, ovário com glândulas espinescentes","auto","s.n.",NA,NA,"RFA18350",NA,NA,NA,NA,NA,NA,NA,NA,NA
