"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet"
"49","2020-12-11 11:39:12-03","UFMG","BHCB","177987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Gontijo, FD; Braga, IF","838","Southern America","Brasil","Minas Gerais",NA,"Arbustivo. Campo rupestre sobre canga","BHCB030464","BHCB030464",NA,"2015","02","23",NA,"-20.049722","-43.690556","1582","1582","Santa Bárbara",NA,NA,"2015",NA,"05","06","-20.049722","-43.690556",NA,NA,NA,NA,NA
"50","2020-12-11 11:39:12-03","UFMG","BHCB","149146","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E; Mansur, T","4952","Southern America","Brasil","Minas Gerais",NA,"Floresta estacional semidecidual, arbóreo (3,00)",NA,NA,NA,"2011","01","13","Serra Gandarela, Projeto Mina Apolo","-49.689478","-20.050928","1596","1596","Santa Bárbara",NA,NA,"2011",NA,"03",NA,"-49.689478","-20.050928",NA,NA,NA,NA,NA
"51","2020-12-11 11:39:12-03","UFMG","BHCB","122313","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Carmo, FF","2238","Southern America","Brasil","Minas Gerais",NA,NA,"BHCB010359","BHCB010359",NA,"2008","02","10","Serra de Gandarela, C1; coletado em capão. Afloramento de canga.","-43.683056","-20.093889","162","162","Rio Acima",NA,NA,"2008",NA,"07","11","-43.683056","-20.093889",NA,NA,NA,NA,NA
"52","2020-12-11 11:39:12-03","UFMG","BHCB","125750","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Carmo, FF","3704","Southern America","Brasil","Minas Gerais",NA,NA,"BHCB010360","BHCB010360",NA,"2008","12","08","PE Rola Moça, C2; coletado em fendfas e depressões de canga.","-44.001111","-20.044722","143","143","Nova Lima",NA,NA,"2009",NA,"01","22","-44.001111","-20.044722",NA,NA,NA,NA,NA
"53","2020-12-11 11:39:12-03","UFMG","BHCB","136781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Santos, MF; Borges, LM","184","Southern America","Brasil","Minas Gerais",NA,"Árvore, 3 m. Sépalas verdes, pétalas alvas. Material prensado em álcool.",NA,NA,NA,"2007","12","15","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA. do Parque Nacional da Serra do Cipó. No leito do córrego Cipó. Interior da mata nas terras do José Agostinho.","-43.402556","-19.398306",NA,NA,"Itambé do Mato Dentro",NA,NA,NA,NA,NA,NA,"-43.402556","-19.398306",NA,NA,NA,NA,NA
"54","2020-12-11 11:39:12-03","UFMG","BHCB","136782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Santos, MF; Serafim, H","326","Southern America","Brasil","Minas Gerais",NA,"Arvoreta, 4 m . Ramos verdes. Frutos imaturos verdes, sépalas mais claras.",NA,NA,NA,"2008","03","16","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA do Parque Nacional da Serra do Cipó. Interior da mata nas terras de José Agostinho.","-43.402056","-19.396361",NA,NA,"Itambé do Mato Dentro",NA,NA,NA,NA,NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA
"55","2020-12-11 11:39:12-03","UFMG","BHCB","136800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Santos, MF; Borges, LM","351","Southern America","Brasil","Minas Gerais",NA,"Arbusto de sub-bosque. Folhas com face adaxial verde-escura. Sépalas verdes, corola verde no botão e creme na flor em antese, estames cremes.Material prensado em álcool.",NA,NA,NA,"2007","12","15","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA do Parque Nacional da Serra do Cipó. Borda da mata nas terras de José Agostinho.","-43.402056","-19.396361",NA,NA,"Itambé do Mato Dentro",NA,NA,NA,NA,NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA
"56","2020-12-11 11:39:12-03","UFMG","BHCB","166177","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2132","Southern America","Brasil","Minas Gerais",NA,"Arbusto com frutos imaturos verdes.; Campo Rupestre Ferruginoso Arbustivo.","BHCB048720",NA,NA,"2013","03","07","Mina de Alegria, Morro da Mina. Litotipo: Itabirito, itabirito filítico e dolomítico.","-43.453056","-20.161667","993","993","Mariana",NA,NA,"2018",NA,"08","02","-43.453056","-20.161667",NA,NA,NA,NA,NA
"57","2020-12-11 11:39:12-03","UFMG","BHCB","171420","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Faria, JEQ; Proença, CEB; Villarroel, D","942","Southern America","Brasil","Minas Gerais",NA,"Arvoreta ca. 2,5m de altura, botões florais verdes, hipanto creme, aparentemente aveludado (material para DNA).","BHCB016037",NA,NA,"2010","11","10","Estrada Santo Antonio - Serro Azul, Margem da estrada. Floresta ombrófila, solo argiloso, relevo acidentado.","-43.281944","-18.443056",NA,NA,"Santo Antônio do Itambé",NA,NA,"2019",NA,"04",NA,"-43.281944","-18.443056",NA,NA,NA,NA,NA
"58","2020-12-11 11:39:12-03","UFMG","BHCB","185490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E; Vidal, CV","5396","Southern America","Brasil","Minas Gerais",NA,"Arbóreo; Floração; Botões florais creme, altura 1,5m; Floresta estacional semidecidual","BHCB185490",NA,NA,"2013","11","23",NA,"-43.397425","-19.009947",NA,NA,"Conceição do Mato Dentro",NA,NA,"2015",NA,"05","18","-43.397425","-19.009947",NA,NA,NA,NA,NA
"59","2020-12-11 11:39:12-03","UFMG","BHCB","186188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E; Vidal, CV","5625","Southern America","Brasil","Minas Gerais",NA,"Arbóreo; Frutificação; Fruto amarelado; 2,5m; Floresta estacional semidecidual","BHCB186188",NA,NA,"2015","05","05",NA,"-43.396794","-19.077778",NA,NA,"Conceição do Mato Dentro",NA,NA,"2019",NA,"04",NA,"-43.396794","-19.077778",NA,NA,NA,NA,NA
"60","2020-12-11 11:39:12-03","UFMG","BHCB","185583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E; Vidal, CV","5489","Southern America","Brasil","Minas Gerais",NA,"Arbustivo/subarbustivo; Floração; Botões florais branco, altura 2,5m; Campo rupestre sobre formação quartzítica","BHCB185583",NA,NA,"2013","11","27",NA,"-43.302872","-19.163719",NA,NA,"Conceição do Mato Dentro",NA,NA,"2015",NA,"05","18","-43.302872","-19.163719",NA,NA,NA,NA,NA
"61","2020-12-11 11:39:12-03","UFMG","BHCB","177982","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Gontijo, FD; Braga, IF","837","Southern America","Brasil","Minas Gerais",NA,"Arbustivo. Campo rupestre sobre canga","BHCB030459","BHCB030459",NA,"2015","02","12",NA,"-20.004722","-43.667778","1476","1476","Caeté",NA,NA,"2015",NA,"05","06","-20.004722","-43.667778",NA,NA,NA,NA,NA
"62","2020-12-11 11:39:12-03","UFMG","BHCB","177892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Gontijo, FD; Barros, AM","574","Southern America","Brasil","Minas Gerais",NA,"Flores brancas.; Arbóreo. Campo rupestre sobre canga","BHCB030369","BHCB030369",NA,"2014","12","05",NA,"-20.007778","-43.668611","1435","1435","Caeté",NA,NA,"2015",NA,"05","06","-20.007778","-43.668611",NA,NA,NA,NA,NA
"63","2020-12-11 11:39:12-03","UFMG","BHCB","86898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Stehmann, JR; Mota, RC da; Morais, PO; França, GS","3539","Southern America","Brasil","Minas Gerais",NA,"Árvore, ca. 3,5m de altura, na Floresta Estacional Semidecidual; flores velhas com sépalas branco-esverdeadas. Coordenadas originais: 17°36#?#47,6; 41°57'49,3",NA,NA,NA,"2004","02","10","Fazenda Araras","-41.963694","-17.613222","754","754","Novo Cruzeiro",NA,NA,NA,NA,NA,NA,"-41.963694","-17.613222",NA,NA,NA,NA,NA
"64","2020-12-11 11:39:12-03","UFMG","BHCB","77911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Oliveira, AM; Stehmann, JR; Mota, RC da","190","Southern America","Brasil","Minas Gerais",NA,"Arbusto, sépalas verdes, estames brancos.&nf;&nf;&nf;&nf;; Canga couraçada.","BHCB034734",NA,NA,"2002","12","16","Mina do Brucutu - CRVD., Mirante","-43.376389","-19.851667","1063","1063","Barão de Cocais",NA,NA,"2006",NA,"07",NA,"-43.376389","-19.851667",NA,NA,NA,NA,NA
"65","2020-12-11 11:39:12-03","UFMG","BHCB","190384","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Antunes, K; Abreu, NL; Viana, PL; Souza, FS; Mota, NFO; Almeida, TE; Teles, AM; Nordenstam","241","Southern America","Brasil","Minas Gerais",NA,"Arbusto, ca. 2m, campo com solo arenoso. Flores passadas, em frutificação.","BHCB190384",NA,NA,"2007","04","10","Funil., Serra Negra, trilha para o Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:39:12-03","UFMG","BHCB","89486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Stehmann, JR","3745","Southern America","Brasil","Minas Gerais",NA,"Subarbusto; Campo sobre canga nodular","BHCB050489",NA,NA,"2004","06","17","Retiro das Pedras, Serra da Calçada","-43.8466987609863","-19.9855995178223",NA,NA,"Nova Lima","29211","auto","2019",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:20:39-03","UFPR","UPCB","31729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Dunaiski Jr., A.",NA,NA,"Brasil","Paraná",NA,"Árvore, 4m. Dentro da mata..",NA,NA,"Sobral, M.","1990","02","11","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Piraquara","12577","auto","1997",NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:20:39-03","UFPR","UPCB","43576","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Dala Rosa, S.","146",NA,"Brasil","Paraná",NA,"Árvore ca. 5.0m altura. Floresta Alto-montana, 1100m s.n.m..",NA,NA,"Sobral, M.","2000","07","05","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"Morretes","30514","auto","2001",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-09 15:47:00-03","MO","MOBOT","100375526","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.","Isotype","Auguste F.M. Glaziou","Glaziou 12001","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"70","2016-08-13 15:52:00-03","MO","MOBOT","100918515","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O. Berg",NA,"E. Lucas|Marcos Sobral","Lucas 281","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"2004","3","23","Mata do Jambreiro, area ambiental do Minas Brasilieras Reunidas (MBR).","-43.8466987609863","-19.9855995178223","0E8",NA,"Nova Lima","29211","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"71","2009-06-29 10:56:00-03","MO","MOBOT","3188588","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O. Berg",NA,"Louis O. Williams|Vicente Assis","Williams 7258","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"F. F. Mazine, May/","1945","6","3","Vargem de Ouro Podre, Serra da Mutuca, Municipio of Nova Lima.",NA,NA,"1200.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2009-07-31 17:16:00-03","MO","MOBOT","3190336","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O. Berg",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19864","South America","Brazil",NA,NA,NA,NA,NA,"F. F. Mazine, May/","1968","2","11","Steep rocky slopes, canga soil, Pico de Itabirito, Minas Gerais, ca. 50km S.E. of Belo Horizonte.",NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2010-11-13 04:25:00-02","MO","MOBOT","2475490","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","schadrackiana","Eugenia schadrackiana","D. Legrand",NA,"Roberto M. Klein","Klein 2309","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1959","11","20","Spitzkopf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","1251",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"G. Dalcolmo",NA,NA,"Brasil","Espírito Santo",NA,"Jatobá.","MBML001251","MBML001251","M. Sobral/2003","1954","01",NA,"Nova Lombardia","-40.553056","-19.9075",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"75","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","10700",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"L. Kollmann; E. Bausen & W. Pizziolo","2702",NA,"Brasil","Espírito Santo",NA,"Arvoreto 10m. Dap 8cm. Fuste 7m. Frutos verdes.","MBML010700","MBML010700","M. Sobral/2003","1999","07","20","Santo Antônio","-40.589167","-19.922222",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"76","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","24703",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Tadeu A. Cruz; et al","76",NA,"Brasil","Espírito Santo",NA,"Área 2, parcela 5, árvore 11m, n°626, Dap 37cm.","MBML024703","MBML024703","M. Sobral/Março-2007","2003","08","02","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA
"77","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","12384",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"V. Demuner; et al","922",NA,"Brasil","Espírito Santo",NA,"Arvore 14m, DAP 35cm, fuste 10m, frutos jovens cor verde. Interior de mata.","MBML012384","MBML012384","M. Sobral/2013","2000","04","19","São Lourenço, Vargem Alta","-40.65","-19.915556",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W38'60","19S54'56",NA,NA,NA,NA,NA
"78","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","23109",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"L. Kollmann; et al","7089",NA,"Brasil","Espírito Santo",NA,"Arvoreto 4m. Sombra, frutos vermelhos.","MBML023109","MBML023109","M. Sobral/2005","2004","10","17","Belém","-40.697222","-20.043333",NA,NA,"Santa Maria de Jetibá",NA,NA,NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA
"79","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","36326",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"R. C. Forzza; et al","4998",NA,"Brasil","Espírito Santo",NA,NA,"MBML036326","MBML036326","M. Sobral/2010","2008","02","13","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,"Castelo",NA,NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA
"80","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","37139",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"A. P. Fontana; et al","5416",NA,"Brasil","Espírito Santo",NA,NA,"MBML037139","MBML037139","M. Sobral/2010","2008","07","18","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,"Castelo",NA,NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA
"81","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","4609",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"H. Q. Boudet Fernandes; et al","2490",NA,"Brasil","Espírito Santo",NA,"Arvoreta 7m, fuste 4m X 10cm, frutos verdes, mata primária, alto de encosta.","MBML004609","MBML004609","M. Sobral/2013","1988","05","19","Valão de São Lourenço, Estação Biológica da Caixa D'Água","-40.6075","-19.931389",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA
"82","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","50105",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","132",NA,"Brasil","Espírito Santo",NA,"6m de alt., borda da mata","MBML050105","MBML050105","K.S. Valdemarin/18-03-2019","2008","01","27","Propriedade de Edimar Peterle","-41.081083","-20.398222",NA,NA,"Venda Nova do Imigrante",NA,NA,NA,NA,NA,NA,"41W4'51,9","20S23'53,6",NA,NA,NA,NA,NA
"83","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","8914",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"L. Kollmann; E. Bausen","1561",NA,"Brasil","Espírito Santo",NA,"Arbusto 2m. Flores brancas.","MBML008914","MBML008914","M. Sobral/2013","1999","01","14","Santo Antônio","-40.589167","-19.922222",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"84","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","9556",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"L. Kollmann; E. Bausen & W. Pizziolo","1245",NA,"Brasil","Espírito Santo",NA,"Chapada, mata baixa. Arbusto 3m. Botões brancos.","MBML009556","MBML009556","M. Sobral/2013","1998","12","08","Santo Antônio","-40.589167","-19.922222",NA,NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"85","2021-01-09 21:48:41-03","UNICENTRO","HUCO","3439","S","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","K. Schum",NA,"S.Dreveck; F.E.Carneiro","(1087)",NA,"Brasil","Santa Catarina",NA,"Floristíca IFFSC 1068 FURB19044; flor cor branca; FOD de terras baixas, arbórea; HABITAT: FOD de terras baixas, arbórea; DESC: flor cor branca","HUCO003439",NA,"M. sobral","2009","09","23",NA,"-48.8549995422363","-26.0266990661621",NA,NA,"Garuva","22441","auto","2010",NA,"01","25",NA,NA,NA,NA,NA,NA,NA
"86","2019-06-10 10:11:15-03","FZB-BH","BHZB","2470","S","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala",NA,NA,"Ordones, J.","55",NA,"Brasil","MG",NA,"= BHCB 56.331",NA,NA,"M. Sobral","2000","04","01","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas","11966","auto","2002",NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"87","2019-06-10 10:11:15-03","FZB-BH","BHZB","7723","S","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans",NA,NA,"Rezende, S.G.","2738",NA,"Brasil","MG",NA,"BHCB 127462. Doada pela SETE Soluções Consultoria. Lat. 20° 7' 38'' S; Long. 43° 24' 48'' O; 970m. Outro coletor: Pena, F.S.R. & Neves, G.S. Com duplicata.Estágio Intermediário de Regeneração",NA,NA,NA,"2008","05","27","Mina de Fazendão; Próximo a Área da Cava","-43.413333","-20.127222","970","970","Catas Altas",NA,NA,NA,NA,NA,NA,"43W 24' 48''","20S 7' 38",NA,NA,NA,NA,NA
"88","2019-06-10 10:11:15-03","FZB-BH","BHZB","7703","S","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans",NA,NA,"Rezende, S.G.","2519",NA,"Brasil","MG",NA,"BHCB 123627. Doada pela SETE Soluções Consultoria. Lat. 20° 11' 50'' S; Long. 43° 25' 56'' O; 1011m. Outro coletor: Mendes, MS.& Neves, GS. Com duplicata.Ripária",NA,NA,NA,"2008","02","25","Região da Mina de Fábrica Nova","-43.432222","-20.197222","1011","1011","Mariana",NA,NA,NA,NA,NA,NA,"43W 25' 56''","20S 11' 50''",NA,NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","1596898","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.","Type collection","A. F. M. Glaziou","12001","South America - Neotropics","Brazil","Minas Gerais",NA,NA,"US00117974","US00117974_01",NA,"1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","1544899","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01897899","US01897899_01 US01897899_02",NA,NA,NA,NA,"Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","1544861","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01897900","US01897900_01 US01897900_02",NA,NA,NA,NA,"Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","3042021","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","nutans","Eugenia nutans","O. Berg",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19864","South America - Neotropics","Brazil","Minas Gerais",NA,NA,"US01898314","US01898314_01 US01898314_02",NA,"1968","2","11","Serra do Espinhaço. Ca. 50 km SE of Belo Horizonte",NA,NA,"1750",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"93","2020-09-02 16:33:52-03","Cenargen","CEN","80343","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Jair Eustáquio Quintino de Faria Jr.","942",NA,"Brasil","MG","Exsicatas","Botões florais verdes, hipanto creme, aparentemente aveludado. HERBÁRIO UB - Minas Gerais.","CEN00080343","CEN00080343","J. E. Q. Faria Júnior","2010","11","10","Margem da estrada entre Santo Antônio do Itambé e Serro Azul.","-43.281944","-18.443055","805","805","SANTO ANTONIO DO ITAMBE",NA,NA,"2018",NA,"01",NA,"-43.281944","-18.443055",NA,"1",NA,NA,NA
"94","2019-12-09 17:30:21-03","UFPR","EFC","12015","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Vieira, R.S.","310",NA,"Brasil","Paraná",NA,"Árvore com aprox. 3m. na trilha para a Torre Amarela. Flores brancas e aromáticas.","EFC012015",NA,"Sobral, M.","2013","12","26","Morro do Canal","-48.9865","-25.5145",NA,NA,"Piraquara",NA,NA,"2015",NA,"05","08","-48.9865","-25.5145",NA,NA,NA,NA,NA
"95","2019-12-09 17:30:21-03","UFPR","EFC","12734","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Vieira, R.S.","96",NA,"Brasil","Paraná",NA,"Arvoreta com 2m. Com flores.","EFC012734",NA,"Ribeiro, C.L.","2013","12","26","Serra do Marumbi - Morro Torre do Vigia","-48.9827","-25.5087",NA,NA,"Piraquara",NA,NA,"2016",NA,"10","31","-48.9827","-25.5087",NA,NA,NA,NA,NA
"96","2019-11-13 11:26:47-03","USP","SPF","128687","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Pirani, JR","4172",NA,"Brasil","Minas Gerais",NA,NA,"SPF00128687",NA,"Sobral, M","1998","03","03","Serra da Carapina, Serra Talhada (na folha IBGE).","-43.683333","-18.916667","1180","1260","Congonhas do Norte",NA,NA,"2018",NA,"04",NA,"-43.683333","-18.916667",NA,NA,NA,NA,NA
"97","2019-11-13 11:26:47-03","USP","SPF","141358","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Nic Lughadha, E","199",NA,"Brasil","Espírito Santo",NA,NA,"SPF00141358",NA,"Giaretta, A","1999","02","13",NA,"-40.6","-19.916667",NA,NA,"Santa Teresa",NA,NA,"2015",NA,NA,NA,"-40.6","-19.916667",NA,NA,NA,NA,NA
