"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-06-29 09:30:08-03","UFRRJ","RBR","7023","S","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","V.L. Gomes-Klein","H. Monteiro","3640","1952","07",NA,NA,"Brasil","Rio de Janeiro","Seropédica","Na Mata, em Seropédica.","-43.7075004577637","-22.7439002990723",NA,NA,"RBR00007023","RBR00007023",NA,NA,"2007","09",NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA
"12","2020-12-21 16:21:38-03","MBM","MBM","159562","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Zappi, D.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58454","1992","12","16","Southern America","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM159562","MBM159562",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA
"13","2020-12-21 16:21:38-03","MBM","MBM","63557","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Jeffrey, C.","Hatschbach, G.","42594","1979","11","23","Southern America","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM063557","MBM063557",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA
"14","2015-09-05 09:29:39-03","MNHN","RECOLNAT_MNHN_P","P06395138","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06395138' target='other'> <mi>dwc_moreinfo</mi></a>","P06395138","P06395138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-05 09:29:39-03","MNHN","RECOLNAT_MNHN_P","P06395141","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06395141' target='other'> <mi>dwc_moreinfo</mi></a>","P06395141","P06395141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"712",NA,NA
"16","2015-09-05 09:29:39-03","MNHN","RECOLNAT_MNHN_P","P06395143","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.",NA,"Glaziou, A.",NA,"1879","2","4",NA,"Brasil","Rio de Janeiro",NA,"Chemin du Macaco.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06395143' target='other'> <mi>dwc_moreinfo</mi></a>","P06395143","P06395143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10860",NA,NA
"17","2020-08-31 09:14:15-03","INPA","INPA","169778","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Beck, HT","304","1987","11","05","Southern America","Brasil","Pará","Anajás","Rio Anajás, Cuantã dos Anajás. Rio Anajás between Anajás and Vista Alegre.","-49.8","-0.95",NA,NA,"INPA0169778","INPA0169778 INPA0169778_e INPA0169778_e1",NA,NA,"1999","06",NA,"-49.8","-0.95",NA,NA,NA,NA,NA,NA,NA
"18","2020-08-31 09:14:15-03","INPA","INPA","19058","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Prance, GT","3483","1966","11","30","Southern America","Brasil","Amazonas","Humaitá","Humaitá - Labrea km 27, Road Humaitá to Porto Vellh, Km 27","-63.176495","-7.785806",NA,NA,"INPA0019058","INPA0019058 INPA0019058_e INPA0019058_e1",NA,NA,"1998",NA,NA,"-63.176495","-7.785806",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-10 20:49:44-03","INPA","INPA","28453","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Coêlho, LF","71-84","1971","02","03","Southern America","Brasil","Amazonas",NA,"Estrada Manaus-Porto Velho, km 12, Estrada Manaus-Porto Velho, Km 12.","-59.833333","-3.2",NA,NA,"INPA0028453","INPA0028453 INPA0028453_e INPA0028453_e1",NA,NA,"2004",NA,NA,"-59.833333","-3.2",NA,NA,NA,NA,NA,NA,NA
"20","2020-08-31 09:14:15-03","INPA","INPA","31756","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Prance, GT","13392","1971","06","19","Southern America","Brasil","Amazonas",NA,"Rio Purús, between Campina and Tambaqui, Rio Purus, between Campina and Tambaqui. Flooded river banks.","-62.878443","-4.995765",NA,NA,"INPA0031756","INPA0031756 INPA0031756_e INPA0031756_e1",NA,NA,"1999","06",NA,"-62.878443","-4.995765",NA,NA,NA,NA,NA,NA,NA
"21","2020-08-31 09:14:15-03","INPA","INPA","37596","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Loureiro, AA","INPA37596","1973","02","23","Southern America","Brasil","Amazonas",NA,"Autaz-Mirim, Lago do Purupuru, Autaz-Mirim, Arumanzal, Lago do Purupuru. Sobre vegetação de igapó.","-59.733333","-3.366667",NA,NA,"INPA0037596","INPA0037596 INPA0037596_e INPA0037596_e1",NA,NA,"1999",NA,NA,"-59.733333","-3.366667",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-10 20:49:44-03","INPA","INPA","66766","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Albuquerque, JM de","21","1977","03","15","Southern America","Brasil","Amazonas","Manaus","Campus I do INPA, Estrada do Aleixo, Campus do INPA. Terra firme, solo areno-argiloso.","-59.985833","-3.096111",NA,NA,"INPA0066766","INPA0066766 INPA0066766_e INPA0066766_e1",NA,NA,"2001","10",NA,"-59.985833","-3.096111",NA,NA,NA,NA,NA,NA,NA
"23","2020-08-31 09:14:15-03","INPA","INPA","67860","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Mori, SA","9133","1977","02","26","Southern America","Brasil","Amazonas",NA,"Rio Jandiatuba, 0-10 km, Rio Solimões. Rio Jandiatuba. From mouth to 10 kms upstream. Whitewater varzea forest.","-68.849387","-3.453451",NA,NA,"INPA0067860","INPA0067860 INPA0067860_e INPA0067860_e1",NA,NA,"2003","10",NA,"-68.849387","-3.453451",NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 11:18:23-03","UFG","UFG","19047","S","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Gomes-Klein, V.L.","Leitão-Filho, H.F.","1294","1971","10","20",NA,"Brasil","São Paulo","Miracatu",NA,"-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,NA,"1996","06","12",NA,NA,NA,NA,"43974","auto",NA,NA,NA
"25","2019-12-19 11:18:23-03","UFG","UFG","18431","S","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Gomes- Klein, V.L.","Gomes- Klein, V.L.; et al.","3092","1996","05","22",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,"1996","05","22",NA,NA,NA,NA,"34470","auto",NA,NA,NA
"26","2019-12-19 11:18:23-03","UFG","UFG","22137","S","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Gomes- Klein, V.L.","Gomes- Klein, V.L.; et al.","3532","1998","12","16",NA,"Brasil","Santa Catarina","Ilhota",NA,"-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,NA,NA,"1998","12","16",NA,NA,NA,NA,"18275","auto",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","1591875","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.",NA,"S. Venturi","1193","1921","1","16","South America","Argentina","Tucuman",NA,"Provincia de Tucuman, (R.A.). Departamento Famaillá, Quebrada de Lules",NA,NA,NA,NA,"US02722609",NA,"750",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","1591882","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.",NA,"S. Venturi","1747","1922","3","5","South America","Argentina","Tucuman",NA,"Provincia de Tucuman, (R.A.). Departamento Famaillá, San Pablo",NA,NA,NA,NA,"US02722608",NA,"500",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"29","2019-11-13 11:18:23-03","USP","SPF","156556","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Gomes-Klein, VL","3758","2001","09","21",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,"SPF00156556",NA,NA,NA,"2001","09",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA
"30","2019-11-13 11:18:23-03","USP","SPF","156555","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Gomes-Klein, VL","3532","1998","12","16",NA,"Brasil","Santa Catarina","Ilhota",NA,"-48.8272018432617","-26.8997001647949",NA,NA,"SPF00156555",NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA
"31","2019-11-13 11:18:23-03","USP","SPF","159481","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, VL","Gomes-Klein, VL","3532","1998","12","16",NA,"Brasil","Santa Catarina","Ilhota",NA,"-48.8272018432617","-26.8997001647949",NA,NA,"SPF00159481",NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA
"32","2020-04-21 17:43:34-03","F","FMNH-SEEDPLANTS","V0361746F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0361746F",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype",NA,NA,NA,NA,NA
"33","2018-05-15 10:18:04-03","F","FMNH-SEEDPLANTS","V0438373F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata",NA,NA,"G. G. Hatschbach","42594","1979","11","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0438373F","V0438373F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"34","2019-01-25 15:34:34-02","IAC","IAC","22116","S","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","H.F. Leitão Filho","H.F. Leitão Filho","1294","1971","10","20",NA,"Brasil","São Paulo","Miracatu","BR 2 km 98","-47.4597","-24.2814",NA,NA,NA,NA,NA,NA,"1971","10","20","-47.4597","-24.2814",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-23 12:03:57-03","CEPLAC","CEPEC","114695","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata",NA,"Sem Informação","Amorim, A. M.","6573","2006","11","25",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Trilha de acesso ao Mormaço. Ca.","-39.339444","-15.174167",NA,NA,NA,NA,"400","400",NA,NA,NA,"39W20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA
"36","2020-07-23 12:03:57-03","CEPLAC","CEPEC","5897","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata",NA,"C. Jeffrey","T. S. dos Santos","884","1970","07","04",NA,"Brasil","Bahia","EUNÁPOLIS","Eunapolis, Itabela, Guaratinga.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,"37596","auto",NA,NA,"01/09/1978"
"37","2020-07-23 12:03:57-03","CEPLAC","CEPEC","950","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata",NA,"V. L. G. Klein","R. P. Belém","1553","1965","08","09",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal de Sooretama.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,"28/02/2000"
"38","2021-04-08 17:12:30-03","UESB","HUESB","8469","S","Plantae","Dicotyledoneae",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Brandão, G.S.","Silva, G.S.","181","2013","03","15",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova","-40.134917","-14.413333",NA,"Trepadeira. Folhas simples, lobadas, crassas. Frutos do tipo baga, coriácea. 3 sementes.; Mata Atlântica.","HUESB000008469",NA,"761","761","2013","11","20","-40.134917","-14.413333",NA,NA,NA,NA,NA,NA,NA
"39","2020-09-23 12:35:19-03","UFSC","FLOR","28059","PreservedSpecimen","Plantae",NA,"Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Zappi, D.C.","Hatschbach, G.; Ribas, O.S.","58454","1992","12","16",NA,"Brasil","Paraná","Cerro Azul","Cabeceiras do Rio do Tigre","-49.261100769043","-24.823600769043",NA,"escandente Habitat: cresce até o alto das árvores da mata pluvial","FLOR0028059",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA
"40","2020-09-23 12:35:19-03","UFSC","FLOR","44537","PreservedSpecimen","Plantae",NA,"Cucurbitales","Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","(Cogn.) Cogn.","Gomes-Klein, V.L.","Gomes-Klein, V.L.; Reis, A.; Pita, P.B.; Gomes, C.H.A.M.","3532","1998","12","16",NA,"Brasil","Santa Catarina","Ilhota","Estrada que segue para a reserva do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,"trepadeira robusta, flores masculinas com receptáculo floral verde e corola alvacenta, flores femininas esverdeadas. Frutos jovens verdes. Material fixado e fotografado para estudos Habitat: semi-heliófita na beira da estrada","FLOR0044537",NA,NA,NA,"1998","12","16",NA,NA,NA,NA,"18275","auto",NA,NA,NA
"41","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Trianosperma","trilobata","Trianosperma trilobata","Cogn.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P06P4N0027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Trianosperma","trilobata","Trianosperma trilobata","Cogn.",NA,"Riedel, L; Langsdorff, GH (Baron)","712",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P06P4N0027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:40:49-03","UFRGS","ICN","051095","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Klein, VLG","Silva, G; Bauer, L","s.n.","1981","11","19","América do Sul","Brasil","RS",NA,"Barra do Ribeiro",NA,NA,NA,"Volúvel",NA,NA,NA,NA,"1999","06","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:40:49-03","UFRGS","ICN","047648","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Klein, VLG","Matzenbacher, N","s.n.","1980","06","29","América do Sul","Brasil","RS","Guaíba","BR-116, Km 32","-51.3250007629395","-30.113899230957",NA,"Escandente, frutos maduros; Beira de mato",NA,NA,NA,NA,"1999","06","02",NA,NA,NA,NA,"28343","auto",NA,NA,NA
"45","2021-02-08 12:40:49-03","UFRGS","ICN","162539","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Durigon, J","Durigon, J; Lima, LF; Dettke, GA","216","2009","03","14","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano (Coordenadas da sede: 30°10'47 S e 51°23'33 W)","-51.3925","-30.179722",NA,"Trepadeira lenhosa gavinhosa; frutos de coloração verde a vinácea.; Interior de mata de baixada..",NA,NA,NA,NA,NA,NA,NA,"-51.3925","-30.179722",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:40:49-03","UFRGS","ICN","046643","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Klein, VLG","Matzenbacher, N","s.n.","1979","11","25","América do Sul","Brasil","RS","Guaíba","BR-116, Km 32","-51.3250007629395","-30.113899230957",NA,"Caule sulcado, volúvel",NA,NA,NA,NA,"1999","06","02",NA,NA,NA,NA,"28343","auto",NA,NA,NA
"47","2021-02-08 12:40:49-03","UFRGS","ICN","063594","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Lima, LF","Mentz, LA; Farias, M; Matzenbacher, NI","s.n.","1985","05","01","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"48","2021-02-08 12:40:49-03","UFRGS","ICN","095296","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Lima, LF","S. Bordignon, E Schenkel; Mentz, LA","s.n.","1988","03","11","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"49","2021-02-08 12:40:49-03","UFRGS","ICN","159681","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Lima, LFP","Grings, M","451","2009","01","10","América do Sul","Brasil","RS","Porto Alegre","Morro São Pedro Econsciência","-51.2299995422363","-30.0331001281738",NA,"trepadeira com frutos verdes oblongos; em beira de fragmento de floresta de encosta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"50","2021-02-08 12:40:49-03","UFRGS","ICN","009507","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Porto, ML","Porto, ML","s.n.","1971","12","09","América do Sul","Brasil","RS","Porto Alegre","Pedra Redonda","-51.2299995422363","-30.0331001281738",NA,"Frutos verde claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"51","2021-02-08 12:40:49-03","UFRGS","ICN","025307","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Cayaponia","trilobata","Cayaponia trilobata","Cogn.","Klein, VLG","Knob, A","s.n.","1974","01","15","América do Sul","Brasil","RS","Viamão","Morro do Côco","-51.0233001708984","-30.0811004638672",NA,"Interior de mato",NA,NA,NA,NA,"1999","06","02",NA,NA,NA,NA,"41667","auto",NA,NA,NA
