"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"90","2020-04-22 16:26:39-03","UFPB","JPB","63238","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch",NA,NA,NA,"Moreira, LHL","2016","08","16","Brasil","Paraíba","João Pessoa","Jardim Botânico Benjamim Maranhão, Trilha da nascente.","-34.860993","-7.14694",NA,NA,"; HABITAT: Floresta Estacional Seminidecidual de Terras Baixas.; DESC: Erva terrestre em serrapilheira. Folhas em roseta basal, verdes, brilhosas co presença de máculas alvas. Inflorescência do tipo racemo terminal, ca. De 30 cm de al",NA,NA,"154","Southern America",NA,"JPB0063238",NA,NA,NA,"-34.860993","-7.14694",NA,NA,NA,NA,NA
"91","2020-04-22 16:26:39-03","UFPB","JPB","63239","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch",NA,NA,NA,"Moreira, LHL","2016","08","16","Brasil","Paraíba","João Pessoa","Jardim Botânico Benjamim Maranhão, Trilha do macaco.","-34.860993","-7.14694",NA,NA,"; HABITAT: Floresta Estacional Seminidecidual de Terras Baixas.; DESC: Erva terrestre em serrapilheira. Folhas em roseta basal, verdes, brilhosas co presença de máculas alvas. Inflorescência do tipo racemo terminal, ca. De 20 cm de al",NA,NA,"155","Southern America",NA,"JPB0063239",NA,NA,NA,"-34.860993","-7.14694",NA,NA,NA,NA,NA
"92","2020-04-22 16:26:39-03","UFPB","JPB","63241","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch",NA,NA,NA,"Moreira, LHL","2016","08","16","Brasil","Paraíba","João Pessoa","Jardim Botânico Benjamim Maranhão, Trilha da nascente.","-34.860993","-7.14694",NA,NA,"; HABITAT: Floresta Estacional Seminidecidual de Terras Baixas.; DESC: roseta basal, verdes, brilhosas co presença de máculas alvas. Inflorescência do tipo racemo terminal, ca. De 30 cm de altura. Flores de coloração alvo-esverdeadas,",NA,NA,"157","Southern America",NA,"JPB0063241",NA,NA,NA,"-34.860993","-7.14694",NA,NA,NA,NA,NA
"93","2020-04-22 16:26:39-03","UFPB","JPB","63244","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch",NA,NA,NA,"Moreira, LHL","2016","09","06","Brasil","Paraíba","João Pessoa","Jardim Botânico Benjamim Maranhão, Trilha do buriti.","-34.860993","-7.14694",NA,NA,"; HABITAT: Floresta Estacional Seminidecidual de Terras Baixas.; DESC: roseta basal, verdes, brilhosas com presença de máculas alvas. Inflorescência do tipo racemo terminal, ca. De 30 cm de altura. Flores de coloração alvo-esverdeadas",NA,NA,"160","Southern America",NA,"JPB0063244",NA,NA,NA,"-34.860993","-7.14694",NA,NA,NA,NA,NA
"94","2020-04-22 16:26:39-03","UFPB","JPB","8439","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP",NA,NA,"Felix, LP; Miranda, CAB de","1988","08","17","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Estação Ecologica.","-35.142056","-6.741861",NA,NA,"; DESC: Ornamental. Erva. Flor branca. Locais sombriados da mata. Terrestre, umbrófila, folhas membranáceas, glabras, pseudo-pecroladas, oblongas-lanceoladas, inflorescência em racemo longo até 0,8 cm de comprimento haste evestida de bracteas acuminadas,",NA,NA,"JPB8439","Southern America",NA,NA,NA,"181","181","-35.142056","-6.741861",NA,NA,NA,NA,NA
"95","2020-04-22 16:26:39-03","UFPB","JPB","9074","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Moreira, LHL","2018","07","Felix, LP; Santana, ES","1989","08","31","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Cabeça de Boi. Sema II.","-35.142056","-6.741861",NA,NA,"; DESC: Terrestre. Face superior da folha com manchas prateadas. Flores esverdeadas. Interiorda Mata. Umbrófila.",NA,NA,"2185","Southern America",NA,NA,NA,"181","181","-35.142056","-6.741861","20",NA,NA,NA,NA
"96","2020-04-22 16:26:39-03","UFPB","JPB","9164","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP","1989","09","Felix, LP; Santana, ES","1989","12","02","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Cab. do Rio Pipina. sema II.","-35.142056","-6.741861",NA,NA,"; DESC: Terrestre. Erva. Flor verde-alvacenta. Face superior da folha prateada. Umbrófila. Frequente no interior da mata.",NA,NA,"2300","Southern America",NA,NA,NA,"181","181","-35.142056","-6.741861","26",NA,NA,NA,NA
"97","2020-04-22 16:26:40-03","UFPB","JPB","IFNPBLAFV67","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Moreira, LHL","2017","06","Vieira, LAF","2017","06","19","Brasil","Paraíba","Santa Rita",NA,"-34.920001","-6.997504",NA,NA,"; DESC: Herbácea. Conglomerado IFN-PB-49-P41. Subunidade 2. Subparcela 2. Indivíduo 2HE.",NA,NA,"67","Southern America",NA,"IFNPBLAFV000067",NA,NA,NA,"-34.920001","-6.997504","30",NA,NA,NA,NA
"98","2020-04-22 16:26:39-03","UFPB","JPB","18861-1","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP","2003","07","Moura, OT","1992","09","08","Brasil","Paraíba","João Pessoa","Campus I da UFPB","-34.8630981445312","-7.11499977111816","15975",NA,"; DESC: Herbáceo. Flor branco-esverdeada. Dentro da Mata. As flores exalam um bom perfume, a raiz porém tem odor e mijo de rato.","auto",NA,"809","Southern America",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"99","2020-04-22 16:26:39-03","UFPB","JPB","18869","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP","2003","07","Moura, OT","1992","09","18","Brasil","Paraíba","João Pessoa","Campus I da UFPB","-34.8630981445312","-7.11499977111816","15975",NA,"; DESC: Terrestre. Solo humoso. Herbáceo. Flor branca. Exala um bom perfume, raiz com odor de mijo de rato.","auto",NA,"810","Southern America",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"100","2020-04-22 16:26:39-03","UFPB","JPB","33036","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP","2005","06","Antônio, Carlos","2002","10","01","Brasil","Paraíba","João Pessoa","Jardim Botânico","-34.8630981445312","-7.11499977111816","15975",NA,"; DESC: Erva.","auto",NA,"05","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-04-22 16:26:39-03","UFPB","JPB","5590","PreservedSpecimen","Plantae","Angiosperma",NA,"Monocotyledon","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klatzsch","Felix, LP","2003","07","Miranda, CAB de",NA,NA,NA,"Brasil","Paraíba","João Pessoa","Mata do Buraquinho, Cidade Universitária.","-34.8630981445312","-7.11499977111816","15975",NA,"; DESC: Erva. Flor esverdeada. Planta terrestre; ornamental. Coletada namata e cultivada em jarro; flores surgiram após cultivo.","auto",NA,"JPB5590","Southern America",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"102","2020-04-27 16:10:58-03","UFES","VIES","30107","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","Fraga, C.N.","2013","10","Favoreto, F.C.; Pereira, R.M.","2012","07","20","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto",NA,"181",NA,NA,"VIES030107","VIES030107","420","420",NA,NA,"09",NA,NA,NA,NA
"103","2021-02-12 18:12:25-03","UFES","VIES","3004","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.",NA,NA,NA,"Milanezi, M.A.","1988","07","09","Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051","23038",NA,NA,"auto",NA,"s.n.",NA,NA,"VIES003004","VIES003004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-06-27 10:26:07-03","UFES","VIES","26232","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.",NA,NA,NA,"Krahl, A.H.","2010","07","31","Brasil","Minas Gerais","Itatiaiuçu",NA,"-44.4211006164551","-20.1966991424561","17210",NA,NA,"auto",NA,"211",NA,NA,"VIES026232","VIES026232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-27 17:52:47-03","UTFPR","HCF","26596","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","G.A. Dettke","2018","11","M.G. Caxambu","2018","11","16","Brasil","PR","Nova Tebas","Estação Ecológica Municipal João Dasko","-51.846167","-24.446833",NA,NA,"erva ciófila, terrícola. Folhas verdes, pintalgadas de máculas alvas. Flores pilosas, castanhas. Cultivada até a floração.",NA,NA,"8567",NA,NA,NA,NA,"627","627","51°50'46,2 W","24°26'48,6 S","16",NA,NA,NA,NA
"106","2020-11-27 17:52:47-03","UTFPR","HCF","29478","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","M.E. Engels","2018","12","M.E. Engels","2018","12","18","Brasil","PR","Coronel Domingos Soares","Resgate de Flora da PCH Foz do Estrela,","-51.899444","-26.085278",NA,NA,"erva humidícola no subosque. Folhas verde-discolores, com pintas brancas. Inflorescência ereta verde-clara.",NA,NA,"6512",NA,NA,NA,NA,"744","744","51°53'58 W","26°05'07 S","28",NA,NA,NA,NA
"107","2020-11-27 17:52:47-03","UTFPR","HCF","24350","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","G.A. Dettke","2018",NA,"E.L. Siqueira","2017","11","23","Brasil","PR","Nova Tebas","Estação Ecológica Municipal João Dasko","-51.843333","-24.447111",NA,NA,"erva ca. 0,40 m, terrícola, ereta. Flores de cor creme escuro. Interior da floresta.",NA,NA,"2387",NA,NA,NA,NA,"634","634","51°50'36 W","24°26'49,6 S",NA,NA,NA,NA,NA
"108","2020-12-18 17:06:20-03","UTFPR","HCF","31085","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","M.G. Caxambu","2020","12","E.L. Siqueira","2020","12","02","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das","-54.43725","-25.654389",NA,NA,"erva ciófila, ereta, terrícola, ca. 0,50 m. Flores de cor marrom claro.",NA,NA,"3478",NA,NA,NA,NA,"209","209","54°26'14,1 W","25°39'15,8 S","18",NA,NA,NA,NA
"109","2020-06-29 09:31:44-03","UFRRJ","RBR","10598","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.",NA,NA,NA,"L.F.T. Menezes","2001","03","02","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373","17272",NA,NA,"auto",NA,"851",NA,NA,"RBR00010598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-21 19:40:20-03","UFC","EAC","50582","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Lima-Verde, L.W.","2003","07","Lima-Verde, L.W.; et al.","2003","07","10","Brasil","Ceará","Maranguape","Sítio Boa Vista, Vertente a barlavento da Sa. de Maranguape","-38.815111","-3.895611",NA,NA,"Herbáceo terrestre, flor verde.; Mata úmida",NA,NA,"2541","Southern America",NA,"EAC0050582","EAC0050582","720","720","-38.815111","-3.895611","10",NA,NA,NA,NA
"111","2021-03-21 19:40:20-03","UFC","EAC","49545","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Lima-Verde, L.W.","2008","08","Lima-Verde, L.W.","2005","08","28","Brasil","Ceará","Pacoti","Sede, Sítio Olho d'Água dos Tangarás","-38.916528","-4.235528",NA,NA,"Hemicriptófito ,herbáceo, flor esverdeadae e na serra de baturité as folhas pintalgadas de branco.; Mata ombrófila",NA,NA,"3445","Southern America",NA,"EAC0049545","EAC0049545","820","820","-38.916528","-4.235528","27",NA,NA,NA,NA
"112","2021-03-21 19:40:20-03","UFC","EAC","49552","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Lima-Verde, L.W.","2005","05","Lima-Verde, L.W.","2005","05","05","Brasil","Ceará","Maranguape","Serra de Maranguape, Pico da rajada.","-38.6856002807617","-3.89083003997803","40608",NA,"hemicriptófito, herbáceo, flor esverdeada.; Mata ombrófila","auto",NA,"3394","Southern America",NA,"EAC0049552","EAC0049552",NA,NA,NA,NA,"05",NA,NA,NA,NA
"113","2021-03-21 19:40:20-03","UFC","EAC","24180","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pessoa, E.M.","2011","08","Lima-Verde, L.W.","1996","08","17","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás, Serra de Baturité.","-38.9233016967773","-4.22499990463257","9622",NA,"Erva, flor verde.; Mata úmida","auto",NA,"s.n.","Southern America",NA,"EAC0024180","EAC0024180",NA,NA,NA,NA,"10",NA,NA,NA,NA
"114","2021-03-21 19:40:20-03","UFC","EAC","24179","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pessoa, E.M.","2011","08","Lima-Verde, L.W.","1996","08","17","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás, Serra de Baturité.","-38.9233016967773","-4.22499990463257","9622",NA,"Erva, flor verde.; Mata úmida","auto",NA,"s.n.","Southern America",NA,"EAC0024179","EAC0024179",NA,NA,NA,NA,"10",NA,NA,NA,NA
"115","2021-03-21 19:40:20-03","UFC","EAC","24932","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pessoa, E.","2011","08","Castro, A.S.F.","1996","10","19","Brasil","Maranhão","Bacabal","Margens da br 301","-44.7916984558105","-4.29166984558105","51591",NA,"Mata de cocais","auto",NA,"272","Southern America",NA,"EAC0024932","EAC0024932",NA,NA,NA,NA,"10",NA,NA,NA,NA
"116","2020-09-02 11:21:29-03","UFSM","SMDB","13829","S","Plantae",NA,NA,NA,"Cactaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoechne","Colla, FB","2014",NA,"Portalet, A","1999","01","03","Brasil","Rio Grande do Sul","Santa Maria","Morro do cerrito","-53.8069000244141","-29.6842002868652","37819",NA,"Terrícola de interior de mata, labelo branco, raízes fasciculadas; folhas psudopecioladas,oblongo-lanceoladas, formando rosetas, podendo ocorrer pintas brancas nas folhas. Haste floral alta, multiflora, flores avermelhadas. A primeira determinação fo","auto",NA,"20",NA,NA,"SMDB013829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:38:49-03","MBM","MBM","208780","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","Buzatto, C.R.","2010","11","Carneiro, J.","1996","09","06","Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229","17300",NA,"Terrícola da mata; flor esverdeada.","auto",NA,"316","Southern America",NA,"MBM208780","MBM208780",NA,NA,NA,NA,"02",NA,NA,NA,NA
"118","2020-12-21 16:38:49-03","MBM","MBM","14494","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","Pabst, G.",NA,NA,"Hatschbach, G.","1970","01","19","Brazil","Paraná","Laranjeiras do Sul","Rio Iguaçu, Salto Osório","-52.4160995483398","-25.4078006744385","28404",NA,NA,"auto",NA,"23371","Southern America",NA,"MBM014494","MBM014494",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:38:49-03","MBM","MBM","50074","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzch","Pabst, G.",NA,NA,"Hatschbach, G.; Lindeman, J.; Lindeman, J.","1965","11","16","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881004333496","-25.5478000640869","39570",NA,NA,"auto",NA,"13372","Southern America",NA,"MBM050074","MBM050074",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:38:49-03","MBM","MBM","14122","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzch","Pedersen, T.M.",NA,NA,"Pedersen, T.M.","1970","01","29","Argentina",NA,NA,"Nean San Csme, Prov. Corrientes",NA,NA,NA,NA,NA,NA,NA,"9636","Southern America",NA,"MBM014122","MBM014122",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:38:49-03","MBM","MBM","403835","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzch","Engels, M.E.","2015","09","Engels, M.E.","2015","09","10","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote G de supressão","-55.418056","-11.000833",NA,NA,"Terrícola. Folhas membranáceas, verdes claras variegadas de branco, discolores. Inflorescência ereta, com pedúnculo e raque castanhas claras. Flores com sépalas verdes claras com nervuras mais escuras, ápice acastanhado, pétalas alva",NA,NA,"3700","Southern America",NA,"MBM403835","MBM403835","280","280","-55.418056","-11.000833","10",NA,NA,NA,NA
"122","2020-12-21 16:38:51-03","MBM","MBM","387405","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Michelon, C.",NA,NA,"Michelon, C.","2012","10","24","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556",NA,NA,"Terrícola, flores marrons rajadas, labelo rajado branco e marrom.; Interior de floresta.",NA,NA,"1578","Southern America",NA,"MBM387405","MBM387405","520","750","-50.706944","-24.100556",NA,NA,NA,NA,NA
"123","2020-12-21 16:38:51-03","MBM","MBM","416871","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Engels, M.E.","2018","12","Engels, M.E.; Meyer, T.A.; Meyer, T.A.","2018","12","18","Brazil","Paraná","Coronel Domingos Soares","Resgate de flora da PCH Foz do Estrela, Canteiro de Obras","-51.899444","-26.085278",NA,NA,"Erva humicola. Folhas verde-discolores, com pintas brancas. Inflorescência ereta verde-clara.; Floresta Ombrófila Mista, no sub-bosque.",NA,NA,"6512","Southern America",NA,"MBM416871","MBM416871","744","744","-51.899444","-26.085278","28",NA,NA,NA,NA
"124","2015-11-07 09:18:43-02","MNHN","RECOLNAT_MNHN_P","P01903256","PreservedSpecimen",NA,NA,NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Cuatrecasas",NA,NA,"Froes, R.L.","1947","10","21","Brésil",NA,NA,"Estado do Amazonas. Rio Negro, Padauiry, Rio Pitima.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903256' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"isotype",NA,NA,"hb","P01903256","P01903256_01",NA,NA,NA,NA,NA,NA,"22644",NA,NA
"125","2015-11-07 09:29:08-02","MNHN","RECOLNAT_MNHN_P","P01903257","PreservedSpecimen",NA,NA,NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Cuatrecasas",NA,NA,"Froes, R.L.","1947","10","21","Brésil",NA,NA,"Estado do Amazonas. Rio Negro, Padauiry, Rio Pitima.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"isotype",NA,NA,"hb","P01903257","P01903257_01",NA,NA,NA,NA,NA,NA,"22644",NA,NA
"126","2015-09-03 19:27:52-03","MNHN","RECOLNAT_MNHN_P","P00345753","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Szlachetko",NA,NA,"s.c.","1840",NA,NA,"Brésil",NA,NA,"Cultivé",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345753' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345753","P00345753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-12-21 16:17:29-02","MNHN","RECOLNAT_MNHN_P","P00345754","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.",NA,NA,NA,"s.c.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345754' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345754","P00345754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2017-12-21 16:17:29-02","MNHN","RECOLNAT_MNHN_P","P00345755","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Szlachetko",NA,NA,"Geay, F.","1892",NA,NA,"Venezuela",NA,NA,"Llanos",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345755' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345755","P00345755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-09-04 15:26:40-03","MNHN","RECOLNAT_MNHN_P","P00345758","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen",NA,NA,"Hoock, J.","1975",NA,NA,"Guyane Française",NA,NA,"Cultivé",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345758' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345758","P00345758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-09-03 19:56:49-03","MNHN","RECOLNAT_MNHN_P","P00345759","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen",NA,NA,"Sagot, P.A.","1854","6",NA,"Guyane Française",NA,NA,"Kourou, bois",NA,NA,NA,NA,"Donné par sa veuve en 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345759' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345759","P00345759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-09-03 19:27:06-03","MNHN","RECOLNAT_MNHN_P","P00345760","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen",NA,NA,"Sagot, P.A.","1857","7",NA,"Guyane Française",NA,NA,"La mana, à la briqueterie",NA,NA,NA,NA,"Donné par sa veuve en 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345760' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345760","P00345760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2015-09-03 19:56:49-03","MNHN","RECOLNAT_MNHN_P","P00345761","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen",NA,NA,"Sagot, P.A.","1856","10",NA,"Guyane Française",NA,NA,"Maroni, île portal",NA,NA,NA,NA,"Donné par sa veuve en 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345761","P00345761_01",NA,NA,NA,NA,NA,NA,"1021",NA,NA
"133","2015-09-03 19:54:54-03","MNHN","RECOLNAT_MNHN_P","P00345762","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.",NA,NA,NA,"Oldeman, R.A.A.","1969","7","7","Guyane Française",NA,NA,"Fleuve Oyapock, savane roche Canari Zozo",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345762' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345762","P00345762_01",NA,NA,NA,NA,NA,NA,"B 2496",NA,NA
"134","2015-09-03 19:54:54-03","MNHN","RECOLNAT_MNHN_P","P00345768","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pedersen",NA,NA,"Pedersen, T.M.","1970","1","29","Argentine",NA,NA,"Prov. Corrientes, near San Cosme",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345768' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00345768","P00345768_01",NA,NA,NA,NA,NA,NA,"9636",NA,NA
