"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"236","2020-12-21 16:22:38-03","MBM","MBM","145775","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Pedralli, G.; et al.; et al.","1987","04","09","Brazil","Minas Gerais","Santa Bárbara","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,"MBM145775","MBM145775","Pedralli, G.",NA,NA,NA,"98",NA,NA,NA,"33136","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:22:38-03","MBM","MBM","276991","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Carneiro, J.","2001","12","03","Brazil","Paraná","Jundiaí do Sul","Fazenda Nova Esperança, Rio das Cinzas","-50.247501373291","-23.4367008209229",NA,NA,"MBM276991","MBM276991","Alves, M.","2009","06","02","s.n.",NA,NA,"Margem do rio","17300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:22:38-03","MBM","MBM","175744","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Dombrowski, L.T.","1980","08","07","Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM175744",NA,"Dombrowski, L.T.",NA,NA,NA,"11459",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:22:38-03","MBM","MBM","58825","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Michelin Ramos, M.E.; et al.; et al.","1977","06","12","Brazil","São Paulo","Embu","Embu","-46.8499984741211","-23.6399993896484",NA,NA,"MBM058825","MBM058825","Cervi, A.C.",NA,NA,NA,"4817",NA,NA,NA,"6851","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:22:38-03","MBM","MBM","175746","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hertel, R.","1943","06",NA,"Brazil","Paraná","Morretes","Volta Grande, Estrada da Graciosa, km 40","-48.834400177002","-25.476900100708",NA,NA,"MBM175746",NA,"Handro, O.",NA,NA,NA,"17",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:22:38-03","MBM","MBM","1361","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1966","07","27","Brazil","Paraná","Paranaguá","Morro Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,"MBM001361","MBM001361","Muniz, C.F.S.","1982","12",NA,"14538",NA,NA,"Ao longo de picada na mata, fruto alvo. Unicata","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:22:38-03","MBM","MBM","221784","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Tiepolo, G.; et al.; et al.","1996","06","25","Brazil","Paraná","Rio Branco do Sul","Caverna de Bromado","-49.3142013549805","-25.1900005340576",NA,NA,"MBM221784","MBM221784","Hatschbach, G.",NA,NA,NA,"455",NA,NA,NA,"37352","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:22:38-03","MBM","MBM","8423","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1968","08","29","Brazil","Paraná","São José dos Pinhais","Serra do Emboque","-49.2064018249512","-25.5347003936768",NA,NA,"MBM008423","MBM008423","Pedersen, T.M.",NA,NA,NA,"19646",NA,NA,NA,"45291","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"244","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270483","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Mexia, Y.","1930","5","12","Brésil",NA,NA,"Viçosa, fazenda do Deserto, Buraco Frio (Minas Geraes)",NA,NA,NA,NA,"P00270483","P00270483_01","Ahumada",NA,NA,NA,NA,"700",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270483' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"4686",NA,NA
"245","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270475","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Lourteig, A.","1967","12","20","Brésil",NA,NA,"Santa Catarina, Saco Grande",NA,NA,NA,NA,"P00270475","P00270475_01","Ahumada",NA,NA,NA,NA,"200","400","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270475' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"2349",NA,NA
"246","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270476","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Glaziou, A.","1879","6","7","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,"P00270476","P00270476_01","Ahumada",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270476' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"11658",NA,NA
"247","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270477","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Glaziou, A.","1879","6","7","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,"P00270477","P00270477_01","Ahumada",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270477' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"11658",NA,NA
"248","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270478","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.|Guimaraes, O.","1966","9","14","Brésil",NA,NA,"Morretes : Cadeado (Parana)",NA,NA,NA,NA,"P00270478","P00270478_01","Smith",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270478' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"14714",NA,NA
"249","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270479","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Rambo, B.","1949","8","24","Brésil",NA,NA,"Rio do Sul, Marata prope Montenegro",NA,NA,NA,NA,"P00270479","P00270479_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270479' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"43092",NA,NA
"250","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270480","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Glaziou, A.","1879","6","7","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,"P00270480","P00270480_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270480' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"11658",NA,NA
"251","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270481","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00270481","P00270481_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270481' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"12264 b",NA,NA
"252","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270482","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Lindeman, J.C.|de Haas, J.H.","1967","3","30","Brésil",NA,NA,"Rio do Corvo in Serra do Mar, S de la vieille route de Morretes, 25 km E Curitiba (Parana)",NA,NA,NA,NA,"P00270482","P00270482_01","Ahumada",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270482' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"5111",NA,NA
"253","2015-09-03 22:26:26-03","MNHN","RECOLNAT_MNHN_P","P00270484","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Weddell, H.A.","1843",NA,NA,"Brésil",NA,NA,"environs de Rio de Janeiro",NA,NA,NA,NA,"P00270484","P00270484_01","Ahumada",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270484' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"346",NA,NA
"254","2017-11-30 11:16:20-02","MNHN","RECOLNAT_MNHN_P","P00270485","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Mosen, H.","1873","10","10","Brésil",NA,NA,"Caldas, Minas Geraes",NA,NA,NA,NA,"P00270485","P00270485_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00270485' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"787",NA,NA
"255","2015-09-03 22:14:50-03","MNHN","RECOLNAT_MNHN_P","P00274100","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Gaudichaud, C.",NA,NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,"P00274100","P00274100_01","Ahumada",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"84",NA,NA
"256","2015-09-03 22:21:52-03","MNHN","RECOLNAT_MNHN_P","P01668961","PreservedSpecimen",NA,"Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Rambo, B.","1932","1","12","Brasil","Rio Grande do Sul","Porto Alegre","Bresil. Etat au Rio Grande do Sul, Porto Allegre. Porto Alegre, Rio Grande do Sul, Sul, Brasil, América do Sul","-51.2299995422363","-30.0331001281738",NA,NA,"P01668961","P01668961_01",NA,NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01668961' target='other'> <mi>dwc_moreinfo</mi></a>","29946","auto",NA,NA,NA,"hb",NA,NA,NA,"11940",NA,NA
"257","2020-10-01 14:26:31-03","JBB","HEPH","3299","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Reis, GC","1983","03","16","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Araújo, AC","2008",NA,NA,"33","1025","1150",NA,"70570","auto","Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA
"258","2020-12-11 11:43:54-03","UFMG","BHCB","2792","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Ferrari, JM","1980","09",NA,"Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG. Educação Física.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Terrestre;herbáceo;cariopse globosa branca;infl.panícula;nº814","17082","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"259","2021-02-11 17:18:43-03","UFPR","UPCB","54439","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Schwartsburd, P.B.","2004","08","21","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50","-25.233333","-50","-25.233333",NA,NA,"Trevisan, R.","2008","09","09",NA,"100","100","Erva do campo..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-02-11 17:18:43-03","UFPR","UPCB","56439","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Reginato, M.","2005","07","07","Brasil","Paraná","Piraquara","Mananciais da Serra, trilha da Represa do Carvalinho","-48.983333","-25.483333","-48.983333","-25.483333",NA,NA,"Alves, M.","2007","01","01","487","1000","1000","Herbácea, frutos alvos, mata. Floresta ombrófila mista/densa..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-02-11 17:18:43-03","UFPR","UPCB","85087","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Santos, E.P. | Socher, L.G.","2001","10","24","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000",NA,NA,"Trevisan, R.","2008","09","09","1075","1320","1320","Erva, fruto alvo. Interior de Floresta Ombrófila densa altomontana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-02-11 17:18:43-03","UFPR","UPCB","95031","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Völtz, R.R.","2017","06","03","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.292778","-25.158889","-48.292778","-25.158889","UPCB0035661",NA,"Völtz, R.R.","2017","12",NA,"1455","320","320","interior de Floresta Ombrófila Densa Submontana de topo de morro. Erva 0,8 m alt.; frutos alvos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-02-11 17:18:43-03","UFPR","UPCB","26690","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Cervi, A.C.","1996","04","19","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Kozera, C.","1999","12","01","6117",NA,NA,"Erva ereta, inflorescência marrom, fruto alvo. Beira da picada, floresta ombrófila densa montana..","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-02-11 17:18:43-03","UFPR","UPCB","1674","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1957","06","16","Brasil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Barros, M.","1958","01","01","4007",NA,NA,"Mata higrófila, junto a Begonia, Hydrocotyle e Chusquea..","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-02-11 17:18:43-03","UFPR","UPCB","30761","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1957","06","16","Brasil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,"UPCB0036216","UPCB0036216","Barros, M.","1958","01","01","4007",NA,NA,"Mata higrófila, junto a Begonia, Hydrocotyle e Chusquea..","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-02-11 17:18:43-03","UFPR","UPCB","6147","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1966","09","14","Brasil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Smith, L.B. & Smith, S.F.",NA,NA,NA,"14714",NA,NA,"Erva, 1m. Beira caminho, mata pluvial..","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-02-11 17:18:43-03","UFPR","UPCB","41935","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Kozera, C.","1999","11","13","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Kozera, C.","1999","12",NA,"1314",NA,NA,"Herbácea rizomatosa com frutos. Sub-bosque, floresta ombrófila densa de encosta..","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-02-11 17:18:43-03","UFPR","UPCB","41932","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Kozera, C.","1999","07","10","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Kozera, C.","1999","07",NA,"1112",NA,NA,"Herbácea com frutos brancos. Área com sinais de perturbação. Sub-bosque, floresta ombrófila densa de encosta..","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-02-11 17:18:43-03","UFPR","UPCB","30635","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Cervi, A.C.","1996","05","28","Brasil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Araújo, A.C.","1997","05","26","2629","1070","1070","Planta ereta. Matinha nebular..","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-02-11 17:18:43-03","UFPR","UPCB","35260","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Kaehler, M.","1997","09","18","Brasil","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Trilha do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Kozera, C.","1997","10","23","25",NA,NA,"Cespitosa com frutos brancos..","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-02-11 17:18:43-03","UFPR","UPCB","6190","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hatschbach, G.","1966","03","18","Brasil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Smith, L.B. & Smith, S.F.","1967","01","01","14070",NA,NA,"Interior mata pluvial..","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-02-11 17:18:43-03","UFPR","UPCB","21746","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Negrelle, R.R.B.","1992","07","30","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Aranha, C.","1993","08","03","A262",NA,NA,"Herbácea, fruto branco..","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2014-02-23 17:36:00-03","MO","MOBOT","3136202","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","C. Orth","1933","1","18","Brazil","Rio Grande do Sul",NA,"Porto Alegre. In silvula campestri ad aquam.",NA,NA,NA,NA,NA,NA,"Pfeiffer",NA,NA,NA,"Orth 704",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"274","2016-08-17 14:49:00-03","MO","MOBOT","100923331","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","O.G.W. Ramel","1953","7","5","Brazil","São Paulo",NA,"Eldorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramel s.n.65",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"275","2013-02-13 05:33:00-02","MO","MOBOT","1195256","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Bonifacio Mostacedo C.|Mario Saldias P.|René Guillén V.|E. Gutiérrez|Luzmila Arroyo P.","1993","11","3","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Los Fierros, pampa la Toledo, parcela permanente cerrado.","-60.82361","-14.55",NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,"Mostacedo C. 992","250.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","1489682","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Otto Buchtien",NA,NA,NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buchtien 5101",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"277","2011-08-26 16:15:00-03","MO","MOBOT","1514302","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Elsa M. Zardini|Idilfo Franco","2000","8","30","Paraguay","Canindeyú",NA,"Lagunita-Aguara Ñu. Tall forest.","-55.3333333","-24.1302778",NA,NA,NA,NA,"Gerrit Davidse, Oct 2001 (MO)",NA,NA,NA,"Zardini 55068",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"1215","4",NA
"278","2008-05-27 22:02:00-03","MO","MOBOT","1702155","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Miguel Bang",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S. Kristel (GENT)",NA,NA,NA,"Bang 2350",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"279","2017-04-11 11:08:00-03","MO","MOBOT","1863946","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Carla Maldonado|Renate Seidel|Honorio Pariamo|Marcelino Villanueva|Remberto Alvares|José Tito","2002","8","7","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, comunidad Mamacona, sobre camino de Apolo a San José de Uchupiamonas, a 1 km subiendo el río Mamacona. Parcela Permanente IV.","-68.1963889","-14.4505556",NA,NA,NA,NA,"T. Miranda",NA,NA,NA,"Maldonado Goyzueta 2641","1626.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"02-37","3",NA
"280","2010-04-23 21:39:00-03","MO","MOBOT","2190725","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","1996","10","15","Argentina","Misiones","General Manuel Belgrano","Reserva Nac. Estricta San Antonio, a 6 km de S. Antonio","-53.78333","-26.01666",NA,NA,NA,NA,"Guaglianone, E. R.",NA,NA,NA,"Morrone 1455","426.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","2190755","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","1999","5","12","Argentina","Misiones","Guaraní","A 350 m del puente del arroyo Fortaleza.","-54.11666","-26.9",NA,NA,NA,NA,"Guaglianone, E. R.",NA,NA,NA,"Deginani 1268","540.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"282","2010-04-23 21:34:00-03","MO","MOBOT","2190785","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","1996","10","20","Argentina","Misiones","San Ignacio","Parque Prov. Teyú Cuaré; Peñón del Teyú Cuaré","-55.58333","-27.26666",NA,NA,NA,NA,"Guaglianone, E. R.",NA,NA,NA,"Morrone 1633","152.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"283","2013-01-28 05:13:00-02","MO","MOBOT","2254409","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Rosa Guaglianone|Nélida M. Bacigalupo|Nuncia M. Tur|M. Rodríguez|René Guillén V.","1995","11","13","Argentina","Misiones","Cainguás","Campo Grande, Ruta prov. 8, 10 km al E de la ruta 14.",NA,NA,NA,NA,NA,NA,"Guaglianone, E. R., //",NA,NA,NA,"Guaglianone 2818",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"284","2013-05-07 06:03:00-03","MO","MOBOT","3136201","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Ynés Mexia","1930","5","12","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Deserto; Buraco Frio; cut-over woods on slope.",NA,NA,NA,NA,NA,NA,"E.L. Core",NA,NA,NA,"Mexia 4686","700.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"285","2013-01-28 05:13:00-02","MO","MOBOT","2254439","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Rosa Guaglianone|Nélida M. Bacigalupo|Nuncia M. Tur|René Guillén V.","1995","11","21","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, 8 km al N de San Antonio, monte de araucarias INTA, borde","-53.76666","-26.03333",NA,NA,NA,NA,"Guaglianone, E. R., //",NA,NA,NA,"Guaglianone 2999","480.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"286","2013-01-28 05:13:00-02","MO","MOBOT","2254458","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Rosa Guaglianone|Nélida M. Bacigalupo|M. Rodríguez|René Guillén V.","1995","11","16","Argentina","Misiones","Guaraní","Ruta Prov. 21, entre Moconá y El Socorro","-54.08333","-26.9",NA,NA,NA,NA,"Guaglianone, E. R., //",NA,NA,NA,"Guaglianone 2892","450.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"287","2018-05-17 05:28:00-03","MO","MOBOT","2254480","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","1997","4","23","Argentina","Misiones","Iguazú","Parque Nac. Iguazú, camino detrás de la antigua pista de aterrizaje","-54.43333","-25.7",NA,NA,NA,NA,"Guaglianone, E. R.",NA,NA,NA,"Morrone 2044","320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
