"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","fieldNumber","typeStatus","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","1582924","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Liliales","Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","M. C. de Assis",NA,NA,NA,"H. S. Irwin","1968","02","11","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Pico de Itabirito, ca. 50 km S.E. of Belo Horizonte.","-43.8","-20.23",NA,NA,NA,"1750","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1851191' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"19806","South America","sheet",NA,"NY01582924","NY01582924_01",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","910708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Liliales","Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","F. C. Hoehne",NA,NA,NA,"A. Gehrt","1919","03","16","Brazil","Minas Gerais","Belo Horizonte","Bello Horizonte, Serra do Pico","-43.9378","-19.9208",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3292","South America","sheet",NA,"NY00910708","NY00910708_01",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","910709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Liliales","Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","M. C. de Assis",NA,NA,NA,"A. F. C. Tombolato","2000","12",NA,"Brazil","Minas Gerais","Belo Horizonte","Próximo ao condomínio Retiro das Pedras","-43.98","-20.1",NA,NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986662' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11/00","South America","sheet",NA,"NY00910709","NY00910709_01",NA,NA,NA,NA
"14","2019-11-26 12:07:02-03","MCN-PUC-MINAS","HPUC-MG","ANG2095","S","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea",NA,NA,NA,NA,NA,"M.F.Vasconcelos","2013","04","22","Brasil","Minas Gerais","Caeté","Serra da Piedade , Vertente Norte","-43.666667","-19.816667","43º40'W","19º49'S",NA,"1460","1460","Tépalas externas laranja-avermelhadas; tépalas internas amarelo-ouro com caminho de néctar marrom.",NA,"13-154",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:28:42-03","UFRJ","RFA","36416","PreservedSpecimen","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","R. S.Oliveira & C.S. Sato","2005",NA,NA,"C.S .Sato; L. M. Borges. G. Müler & R. S. Oliveira","2005","02","19","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó. Trilha do Canyon das Bandeirinhas.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"Erva. Ovário esverdeado. Tépalas vermelho-vináceas maculadas de negro internamente, estilete e filetes vermelhos; anteras alaranjadas","auto","31",NA,NA,NA,"RFA23237",NA,NA,NA,NA,NA
"16","2021-03-30 12:51:12-03","EAO","IAN","107708","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.",NA,NA,NA,NA,"Magalhães, MG","1958","07",NA,"Brasil",NA,NA,"Serra do Cipó. Campo úmido. Margem de córrego.",NA,NA,NA,NA,NA,NA,NA,"Herba de 0,40 a 0,50m de altura. Freqüente.",NA,"16917","Southern America",NA,NA,"IAN107708",NA,NA,NA,NA,NA
"17","2021-03-30 12:51:12-03","EAO","IAN","107708","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.",NA,NA,NA,NA,"Magalhães, MG","1958","07",NA,"Brasil",NA,NA,"Serra do Cipó. Campo úmido. Margem de córrego.",NA,NA,NA,NA,NA,NA,NA,"Herba de 0,40 a 0,50m de altura. Freqüente.",NA,"16917","Southern America",NA,NA,"IAN107708",NA,NA,NA,NA,NA
"18","2021-03-30 12:51:12-03","EAO","IAN","131557","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2000","07",NA,"Ferreira, MB","1970","01","24","Brasil","Minas Gerais",NA,"Serra da Piedade, perto de Belo Horizonte.",NA,NA,NA,NA,NA,"1800","1800",NA,NA,"73","Southern America",NA,NA,"IAN131557",NA,NA,NA,NA,NA
"19","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.1454616","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Liliales","Liliaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.",NA,NA,NA,NA,"Fiebrig K","1902","10","27","Paraguay",NA,NA,"Cordillera de Altos.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L1454616","NL-L1454616",NA,NA,NA,NA
"20","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.3809185","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Liliales","Liliaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.",NA,NA,NA,NA,"Irwin HS; Maxwell H; Wasshausen DC","1968","02","11","Brazil",NA,NA,"Plants of the Planalto do Brasil. Serra do Espinhaco. Pico de Itabirito, Minas Gerais, ca. 50km S. E. of Belo Horizonte, ca. 1550 m. elev.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3809185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L3809185","NL-L3809185",NA,NA,NA,NA
"21","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.3809186","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Liliales","Liliaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.",NA,NA,NA,NA,"Irwin HS; Souza R; Santos RR dos","1966","01","09","Brazil",NA,NA,"Plants of the Planalto do Brasil. Distrito Federal. Rocky slopes. Corrego Paranoazinho, near Sobradinho, D. F. Elevation 1050 m.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3809186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L3809186","NL-L3809186",NA,NA,NA,NA
"22","2020-11-04 10:58:48-03","ESALQ","ESA","31452","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","Assis, M.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Caeté","Serra da Piedade. Campo rupestre.","-434.044","-194.907","-434,044","-194,907",NA,"1480","1480","Erva, até 60 cm alt.; folhas glaucas; tépalas externas vermelho-vináceas; externas alaranjadas, todas com pintas vinho internamente.",NA,"10054.0",NA,NA,NA,"ESA031452","ESA031452",NA,NA,NA,NA
"23","2020-11-04 10:58:48-03","ESALQ","ESA","19459","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","Assis, M.C.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","03","03","Brasil","São Paulo","Cabreúva","Jacaré. Cerrado.","-47.014","-23.16","-47,014","-23.16",NA,NA,NA,"Erva; flores laranja.",NA,"2092.0",NA,NA,NA,"ESA019459","ESA019459",NA,NA,NA,NA
"24","2020-11-04 10:58:48-03","ESALQ","ESA","65776","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","Assis, M.C.",NA,NA,NA,"Stehmann, J.R. et al.","1999","03","27","Brasil","Minas Gerais","Toledo",NA,"-46.371898651123","-22.7430992126465",NA,NA,"12773",NA,NA,NA,"auto","2446.0",NA,NA,NA,"ESA065776","ESA065776",NA,NA,NA,NA
"25","2020-11-04 10:58:48-03","ESALQ","ESA","122146","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea",NA,"Stehmann, J.R.",NA,NA,NA,"Vincent, R.C.","2000","12","20","Brasil","Minas Gerais","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,NA,"26639","1350","1350","Campo sobre canga hematítica couraçada","auto","329.0",NA,NA,NA,"ESA122146",NA,NA,NA,NA,NA
"26","2021-01-14 15:19:28-03","MN","R","33788","PreservedSpecimen","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","Assis, M.C.","2000","12",NA,"Mello Barreto, H.L.","1940","03","05","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:19:28-03","MN","R","41148","PreservedSpecimen","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","Assis, M.C.","1998","06","17","Mello Barreto, H.L.","1933","11","30","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:19:28-03","MN","R","50339","PreservedSpecimen","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart.","Assis, M.C.","2000","12",NA,"Mello Mattos, A.M.","1902","06",NA,"Brasil","Minas Gerais","Itabira",NA,"-43.2268981933594","-19.6191997528076",NA,NA,"33779",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-26 15:10:22-03","UFPI","TEPB","25191","PreservedSpecimen","Plantae",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. Esc. Schult. S. Schult. F.","G. A. R. Silva","2008","12","17","R. BARROS","2008","05","29","Brasil","Piauí","Guaribas","PARNA Serra das Confusões, Andorinha II","-43.564017","-9.163033","43°33'841W","09°09'782S",NA,NA,NA,"Erva de 1m, flor vermelha, muito frequente Ambiente: Caatinga",NA,"3247",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:32:20-02","IPA","IPA","12528","S","Plantae","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C. Mart.","Magalhães, M.","1961","02","04","Andrade-Lima","1961","02","04","Brasil","Minas Gerais","Belo Horizonte","Serra de Curral, Solo de canga","-43.937801361084","-19.9207992553711",NA,NA,"17082","1000","1000","Flor vermelho-alaranjada","auto","61-3703","Southern America",NA,NA,"IPA0012528",NA,NA,NA,NA,NA
"31","2020-12-20 21:15:20-03","UFV","VIC","005239","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.",NA,NA,NA,NA,"Krieger, L.; et al.","1977","01","29","Brasil","Minas Gerais",NA,"Serra da piedade",NA,NA,NA,NA,NA,NA,NA,"Flores cinabarinas.",NA,"77358",NA,NA,NA,"VIC005239","VIC005239",NA,NA,NA,NA
"32","2020-12-20 21:15:20-03","UFV","VIC","006875","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.",NA,NA,NA,NA,"Ferreira, R.R.; et al.","1980","11","15","Brasil","Minas Gerais","Santa Bárbara","Colégio do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"Erva de porte baixo( 20 cm de inflorescência) corola vermelha com estrias amarelas. poucas.","auto","64",NA,NA,NA,"VIC006875","VIC006875",NA,NA,NA,NA
"33","2020-10-21 18:50:19-03","UFJF","CESJ","15558","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","M.C.Assis","2000","12",NA,"L. Roth","1955","03","20","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,"Erva ereta do cerrado-canga, flores alaranjadas, salpicadas de pontos negros.","auto","CESJ15558","América do Sul",NA,NA,"CESJ015558","CESJ015558",NA,NA,NA,NA
"34","2019-11-21 14:29:57-03","UFJF","CESJ","9653","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","M.C.Assis","2000","12",NA,"L. Krieger","1970","12","19","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Erva, 1 m, entre minério de ferro. Flores vermelho-cinábio, manchadas de verde. Raízes suculentas.","auto","CESJ9653","América do Sul",NA,NA,"CESJ009653","CESJ009653 CESJ009653_1",NA,NA,NA,NA
"35","2019-11-21 14:29:57-03","UFJF","CESJ","9743","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","M.C.Assis","2000","12",NA,"L. Krieger","1970","12","19","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Saxícola, entre minério. Planta com raízes tuberosas, aquíferas. Flores salmão.","auto","CESJ9743","América do Sul",NA,NA,"CESJ009743","CESJ009743 CESJ009743_1",NA,NA,NA,NA
"36","2019-11-21 14:29:57-03","UFJF","CESJ","21120","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","M.C.Assis","2000","12",NA,"L. Krieger","1986","01","23","Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Erva saxícola. Flores vermelhas.","auto","CESJ21120","América do Sul",NA,NA,"CESJ021120","CESJ021120 CESJ021120_1",NA,NA,NA,NA
"37","2021-03-01 16:18:54-03","UNICAMP","UEC","116870","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2007","02",NA,"Mota, RC","2005","02","13","Brazil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.503083","-20.084056","-43.503083","-20.084056",NA,"1200","1200","Erva terrestre. Pedicelo e ovário vináceos. Perianto avermelhado externamente. Internamente as sépalas são avermelhadas nas bordas e na região central é creme com manchas longitudinais.; Planta coletada em campo rupestre, nos taboões.",NA,"2755",NA,NA,NA,"UEC090164","UEC090164",NA,NA,NA,NA
"38","2021-03-01 16:18:54-03","UNICAMP","UEC","130570","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2004","05",NA,"Harley, RM; Bautista, HP; Hind, DJN","1996","11","15","Brazil","Bahia","Rio de Contas","Sopé do Pico do Itabira.","-41.888333","-13.375","-41.888333","-13.375",NA,"1540","1540","Erva ereta. Folhas papiráceas; face superior verde-acinzentada e inferior verde; pedúnculo avermelhado. Tépalas vermelhas, internamente com pontuações alongadas escuras; filetes, estilete e estigmas vermelhos; anteras creme. Frequência",NA,"4280",NA,NA,NA,"UEC090310","UEC090310",NA,NA,NA,NA
"39","2021-03-01 16:18:54-03","UNICAMP","UEC","173261","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.",NA,NA,NA,NA,"Silva, M","1984","01","20","Brazil","Minas Gerais","Antônio Carlos",NA,"-43.7467002868652","-21.3180999755859",NA,NA,"30131",NA,NA,"Erva, até 1m de altura. Flores vermelho alaranjadas. Frutos submaturos. Nativa nas matas da região. Invasora de pomares onde ocorre em grande quantidade, reproduzindo-se por meio de sementes e estolhões que partem do rizoma.","auto","s.n.",NA,NA,NA,"UEC084438","UEC084438",NA,NA,NA,NA
"40","2021-03-01 16:18:54-03","UNICAMP","UEC","131330","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2000","12",NA,"Teixeira, WA","1994","01","13","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Coletada no Morro do GAlinheiro (Serra dos Inconfidentes) MBR.","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"herbáceo. Flores externamente avermelhadas e internamente alaranjados. raízes suculentas.","auto","24247",NA,NA,NA,"UEC090480","UEC090480",NA,NA,NA,NA
"41","2019-08-20 09:58:55-03","UNICAMP","UEC","62936","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2001","09",NA,"Bernacci, LC",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Estadual da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"21675","900","1400","flor e fruto, Erva rupícola, crescendo em lajeado exporsto, rodeado pela mata, sobre acúmulo de solo e matéria orgânica, ca. 0,3-0,5m altura. Flores alaranjadas, frutos imaturos, raízes tuberosas esbranquiçadas. Mata mesófila de altitu","auto","28415",NA,NA,NA,"UEC090478","UEC090478",NA,NA,NA,NA
"42","2019-08-20 09:58:55-03","UNICAMP","UEC","15965","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2001","09",NA,"Taroda, N","1979","03","04","Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,"21675",NA,NA,"flor, Herbáceo até 50cm, flores alaranjadas.","auto","9397",NA,NA,NA,"UEC090471","UEC090471",NA,NA,NA,NA
"43","2019-08-20 09:58:55-03","UNICAMP","UEC","100223","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2001","09",NA,"Pansarin, ER; Belinello, R; Singer, RB","1997","11","20","Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,"21675",NA,NA,"flor","auto","97/85",NA,NA,NA,"UEC090475","UEC090475",NA,NA,NA,NA
"44","2019-08-20 09:58:55-03","UNICAMP","UEC","15962","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2001","09",NA,"Tamashiro, JY","1977","05","06","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,"flor, Herbáceo até 50cm, flores alaranjadas.","auto","21",NA,NA,NA,"UEC090474","UEC090474",NA,NA,NA,NA
"45","2019-08-20 09:58:55-03","UNICAMP","UEC","73258","S","Plantae","Liliopsida",NA,NA,"Alstroemeriaceae","Alstroemeria","plantaginea","Alstroemeria plantaginea","C.Mart.","Assis, MC","2001","09",NA,"Stehmann, JR; Semir, J; Borba, EL","1995","04","21","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,"flor, Erva em afloramento rochoso, flor salmão.","auto","1632",NA,NA,NA,"UEC090476","UEC090476",NA,NA,NA,NA
