"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"47","2020-09-23 10:43:12-03","E","E","177934","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"PY",NA,NA,NA,NA,NA,"E00177934",NA,NA,NA,"Fiebrig, K.","4428","1905","03","22","Zwischen Rio Apa und Rio Aquidaban",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:194173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-23 10:43:12-03","E","E","177883","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"PY",NA,NA,NA,NA,NA,"E00177883",NA,NA,NA,"Fiebrig, K.","412","1902","09","10","Cordillera de Altos",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:193777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-23 10:43:12-03","E","E","202033","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"PE",NA,NA,NA,NA,NA,"E00202033",NA,NA,NA,"Pennington, T.D.; Daza, A.","16409","1998","11","17",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00202033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:209484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-09-23 10:43:12-03","E","E","205516","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"BR","Bahia",NA,NA,NA,NA,"E00205516",NA,NA,NA,"Harley, R.M. & Souza, R.",NA,"1992","12","19",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00205516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:218482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-09-23 10:43:12-03","E","E","80098","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"BR","Sao Paulo",NA,NA,NA,NA,"E00080098",NA,NA,NA,"Gottsberger, G.",NA,"1966","10","26","Parque do Estado, Instituto de Botanica.",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00080098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:88879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-23 10:43:12-03","E","E","188495","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"BO",NA,NA,NA,NA,NA,"E00188495",NA,NA,NA,"Bang, A. Miguel","462","1905","03","04",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00188495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:194171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-09-23 10:43:12-03","E","E","177903","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"BR",NA,NA,NA,NA,NA,"E00177903",NA,NA,NA,"Riedel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:194098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-23 10:43:12-03","E","E","177907","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium",NA,"BR","Bahia",NA,NA,NA,NA,"E00177907",NA,NA,NA,"Harley, R.M.","21269","1980","04","12",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:194102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","55837","PreservedSpecimen","Plantae","Rutaceae","Fagara","astrigera","Fagara astrigera","Cowan","Brazil","Santa Catarina",NA,NA,NA,NA,"NY00055837","NY00055837_01",NA,NA,"L. B. Smith","7549","1956","11","12","Horto Florestal",NA,NA,"450","700","From US <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-10-21 19:00:00-02","NY","NYBG","55849","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia inermis","(Lam.) Engl.","Paraguay",NA,NA,NA,NA,NA,"NY00055849","NY00055849_01",NA,NA,"E. Hassler","4780","1900","09",NA,"Yerbales, montium Sierra de Maracayú. In regione vicine Igatimí.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127119' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isolectotype","inermis",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1146257","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia","(Lam.) Engl.","Brazil","Rio de Janeiro","Guapimirim","-42.883","-22.483",NA,"NY01146257","NY01146257_01",NA,"H. C. de Lima","L. Sylvestre","763","1992","02","18","Estação Ecológica Estadual de Paraíso. Caminho próximo..represa da CEDAE. Área FP10.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336231' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-10-21 19:00:00-02","NY","NYBG","55848","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia inermis","(Lam.) Engl.","Paraguay",NA,NA,NA,NA,NA,"NY00055848","NY00055848_01",NA,NA,"E. Hassler","4779","1900","09",NA,"Yerbales, montium Sierra de Maracayú. In regione vicine Igatimí.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127118' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","syntype","inermis",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1018176","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia","(Lam.) Engl.","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,"NY01018176","NY01018176_01",NA,NA,"C. M. Vieira","547","1994","02","25","Reserva Biológica de Poço das Antas, proxima a BR-101.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249589' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","55850","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia inermis","(Lam.) Engl.","Paraguay",NA,NA,NA,NA,NA,"NY00055850","NY00055850_01",NA,NA,"E. Hassler","6489",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127120' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isotype","inermis",NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-09-27 02:15:00-03","NY","NYBG","55851","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia inermis","(Lam.) Engl.","Paraguay",NA,NA,NA,NA,NA,"NY00055851","NY00055851_01",NA,NA,"E. Hassler","4485","1900","09",NA,"Yerbales, montium Sierra de Maracayú. In regione fluminis Corrientes.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isotype","inermis",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","67257","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","peltophorum","Zanthoxylum peltophorum","Turcz.","Brazil","Bahia",NA,NA,NA,NA,"NY00067257","NY00067257_01",NA,NA,"J. S. Blanchet","3247","1841",NA,NA,"Igreja Velha.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","382673","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,"NY00382673","NY00382673_01",NA,"C. R. Reynel","G. G. Hatschbach","12882","1965","10","09","Fda. Rancho Queimado",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61031' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","612612","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Abaíra","-41.78","-13.3",NA,"NY00612612","NY00612612_01",NA,"J. R. Pirani","W. Ganev","1672","1992","12","18","Povoado da Tromba.",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60995' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","382641","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia",NA,"-41.2","-12.85",NA,"NY00382641","NY00382641_01",NA,"C. R. Reynel","R. M. Harley","18646","1977","02","13","Serra do Sincorá. 15-20 km from Andaraí, along the road to Itaeté which branches East off the road to Mucugé",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61069' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1017016","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Ceará",NA,"-38.9467","-4.2917",NA,"NY01017016","NY01017016_01",NA,"J. A. Kallunki","J. G. Nascimento","452","2005","03","15","Baturité: Serra de Baturité. Estrada para Mulungú.",NA,NA,"412","412","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","1187644","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Acre","Porto Acre","-67.6719444","-9.75055556",NA,"NY01187644","NY01187644_01",NA,"J. A. Kallunki","T. B. Croat","85998","2001","12","04","Municipio Porto Acre; Reserva Forestal Huamaitá, ca. 27 km NNE of Rio Branco on road to Porto Acre, 28 km S of Porto Acre, 3 Km E along road to field station of Universidade Federal do Acre, situated on S bank of Rio Acre.",NA,NA,"150","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469206' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","382719","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Pernambuco","Inajá","-37.8239","-8.9019",NA,"NY00382719","NY00382719_01",NA,"M. R. C. Sales de Melo","M. C. Tschá","115","1995","06","04","Brejos de Altitude de Pernambuco. Floresta, Inajá, Reserva Biológica de Serra Negra.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60981' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","382656","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia",NA,"-39","-14.33",NA,"NY00382656","NY00382656_01",NA,"J. R. Pirani","J. R. Pirani","2746","1993","02","06","Itacaré, ca. 3 km S da cidade em estrada vicinal partindo da Rodovia Itacaré-Ubaitaba 49-50 km da BR 101, S da foz do Rio de Contas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60989' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","929281","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Minas Gerais",NA,"-43.7","-18.38",NA,"NY00929281","NY00929281_01",NA,"C. R. Reynel","H. S. Irwin","22102","1969","01","16","Ca. 24km SW of Diamantina on road to Gouveia. Serra do Espinhaço.",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","612609","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Abaíra","-41.67","-13.23",NA,"NY00612609","NY00612609_01",NA,"J. R. Pirani","R. M. Harley","H-50119","1991","12","19","Estrada nova Abaíra-Catolés.",NA,NA,"750","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","929288","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Minas Gerais",NA,"-43.676328","-19.820266",NA,"NY00929288","NY00929288_01",NA,"J. A. Kallunki","H. S. Irwin","30337","1971","01","14","Serra do Espinhaço, near base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034375' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","929278","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Goiás","Formosa","-47.10261","-15.30964",NA,"NY00929278","NY00929278_01",NA,"C. R. Reynel","H. S. Irwin","15000","1966","04","19","Serra do Morcêgo, Côrrego Estrema, 35 km N.E. of Formosa",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034321' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","382644","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Rio de Contas","-41.93","-13.53",NA,"NY00382644","NY00382644_01",NA,"J. R. Pirani","R. M. Harley","27327","1988","12","21","Pico das Almas. Vertente leste. Trilho Faz. Silvina-Queiroz. Perto da Fazenda.",NA,NA,"1400","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","382721","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil",NA,NA,NA,NA,NA,"NY00382721","NY00382721_01",NA,"C. R. Reynel","L. Riedel","472",NA,NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","382694","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,"NY00382694","NY00382694_01",NA,"C. R. Reynel","L. B. Smith","7549","1956","11","12","Densely forested high morro, Horto Florestal, Ibirama.",NA,NA,"450","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61038' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","612615","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Abaíra","-41.82","-13.37",NA,"NY00612615","NY00612615_01",NA,"J. R. Pirani","W. Ganev","3249","1994","05","13","Estrada abandonada Catolés - Arapiranga, próximo a casa de Osmar Campos, entre Riacho Fundo - Riacho Piçarrao.",NA,NA,"930","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60998' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","929298","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,"NY00929298","NY00929298_01",NA,"J. A. Kallunki","J. M. Pires","57942","1964","06","19","Felixlândia para Brasília.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034451' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","929269","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Goiás","Alto Paraíso de Goiás","-47.5103","-14.1103",NA,"NY00929269","NY00929269_01",NA,"J. A. Kallunki","W. R. Anderson","6361","1973","03","05","Chapada dos Veadeiros, ca. 1 km E of Alto Paraíso on road to Nova Roma",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1128544","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Espírito Santo","Água Doce do Norte","-40.9786","-18.5469",NA,"NY01128544","NY01128544_01",NA,"C. R. Reynel","L. J.-C. Kollmann","10995","2008","04","27","Pedra da Torre",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286087' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","382689","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Rio de Janeiro",NA,"-43.212076","-22.951842",NA,"NY00382689","NY00382689_01",NA,"C. R. Reynel","Martii Herbar. Florae Brasil.","100",NA,NA,NA,"E. gr. in monte Corcovado, ad Mandioca aliisque locis.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61062' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","568846","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","São Paulo",NA,NA,NA,NA,"NY00568846","NY00568846_01",NA,"J. R. Pirani","P. Fiaschi","524","2000","12","08","Campos de Jordao. Estrada de Campos de Jordao para Sao Bento de Sapucaí.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61000' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","1128542","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Senhor do Bonfim","-40.21","-10.4044",NA,"NY01128542","NY01128542_01",NA,"C. R. Reynel","R. de Castro","1271","2005","07","28","Serra da Maravilha.",NA,NA,"739","739","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286085' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","382675","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Paraná","Contenda","-49.58","-25.67",NA,"NY00382675","NY00382675_01",NA,"C. R. Reynel","L. R. Landrum","2439","1977","11","07","Remnant of Araucaria forest near Contenda.",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","382648","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Bahia","Rio de Contas","-41.877085","-13.5173376",NA,"NY00382648","NY00382648_01",NA,"C. R. Reynel","S. A. Mori","13563","1980","03","22","A 10 km ao NW de Rio de Contas.",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61076' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 16:37:00-03","NY","NYBG","67258","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brazil","Piauí",NA,NA,NA,NA,"NY00067258","NY00067258_01",NA,NA,"G. Gardner","1928",NA,NA,NA,"Prov. Piauhy.",NA,NA,NA,NA,"1841. comm. am. Shuttl. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157409' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","isosyntype","sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 16:37:00-03","NY","NYBG","929270","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brazil","Goiás","Alto Paraiso de Goiás","-47.5097","-14.1325",NA,"NY00929270","NY00929270_01",NA,"C. R. Reynel","B. A. S. Pereira","1454","1991","02","20","A oeste do centro da cidade.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034240' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
