"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","class","order"
"11","2015-09-03 18:55:19-03","MNHN","RECOLNAT_MNHN_P","P01959649","PreservedSpecimen",NA,NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.",NA,"Moraes, P.L.R.|Arzolla, F.|Camargo, A.A.",NA,"2001","4","17","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840","P01959649","P01959649_01","auto","Parque Estadual da Cantareira, região Águas Claras.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01959649' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2417","hb",NA,NA
"12","2020-12-11 11:37:03-03","UFMG","BHCB","42087","PreservedSpecimen","Plantae","Dicotyledon","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.",NA,"Moraes, PLR de","s.n.","1994","09","08","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","27904",NA,NA,"auto","Parque Estadual de Carlos Botelho","Árvore ca. 10m alt., topo de morro.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:37:03-03","UFMG","BHCB","52881","PreservedSpecimen","Plantae","Dicotyledon","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.",NA,"Hatschbach, G; et al.","s.n.","1989","05","07","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621","22441",NA,NA,"auto","Rodovia Guaratuba-Garuva","Árvore, 8m, flor creme. Mata pluvial da planície litorânea.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-10 04:40:00-03","MO","MOBOT","2085234","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","P.L. Rodrigues de Moraes","Pedro L. R. de Moraes|F.A.R.D.P. Arzolla|Antonio Aparecido de Camargo","Moraes 2417","2001","4","17","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Piracicaba. Parque Estadual da Cantareira, Mairiporã, região Águas Claras.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:46:37-03","MBML","MBML-HERBARIO","37383",NA,"Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teixeira","O.T.Aguiar/ 04-2001","F.A.R.D.P. Arzolla","253","2001","03","31","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840","MBML037383","MBML037383","auto","Parque Estadual da Cantareira, região de Águas Claras.","Árvore 25m altura, flores e indumento claros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-15 15:30:55-03","UNESP-RC","HRCB","38753","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Baitello, J.B.","Arzolla, F.A.R.D.P.","253","2001","03","31","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","Parque Estadual da Cantareira","Árvore 25m de altura, indumento e flores claros.","2001","04","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-07 09:22:59-03","UEFS","HUEFS","89202","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.",NA,"Moraes, P.L.R.de","2415","2001","04","17","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545","44778","HUEFS0089202","HUEFS0089202","auto","Parque Estadual da Cantareira, região Águas Claras. Mairiporã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnolianae","Laurales"
"18","2015-03-07 08:23:44-03","F","FMNH-SEEDPLANTS","V0158344F","PreservedSpecimen","Plantae","Spermatophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,"V0158344F","V0158344F_01",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"19","2015-03-07 08:23:44-03","F","FMNH-SEEDPLANTS","V0158345F","PreservedSpecimen","Plantae","Spermatophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,"V0158345F","V0158345F_01",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"20","2020-01-27 18:25:03-03","IAC","IAC","29184","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","M.L. Brotto","L.C. Bernacci; E.G. Cardoso; A.M.C. Silva & J.C.A. Bom","531","1994","07","20","Brasil","São Paulo","Tietê","-47.7147","-23.1019",NA,NA,NA,NA,"IAC, Estação Experimental",NA,"2018","09","20",NA,NA,"-47.7147","-23.1019",NA,NA,NA,NA,NA,NA
"21","2020-01-27 18:25:03-03","IAC","IAC","41828","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","M.L. Brotto","L.C. Bernacci; G.A.D.C. Franco; E. Quirino & E. Furlan","3261","2001","08","07","Brasil","São Paulo","Ibiúna","-47.054841","-23.749456",NA,NA,NA,NA,"Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Carmo Messias",NA,"2018","09","07",NA,NA,"-47.054841","-23.749456",NA,NA,NA,NA,NA,NA
"22","2020-11-12 17:00:44-03","UEL","FUEL","40881","PreservedSpecimen","Plantae","Tracheophyta","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Aguiar, OT","Arzolla, FARDP","253","2001","03","31","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840","FUEL004455",NA,"auto","Parque Estadual da Cantareira, região de águas claras",NA,"2001","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurales"
"23","2020-11-12 17:00:44-03","UEL","FUEL","40528","PreservedSpecimen","Plantae","Tracheophyta","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Baitello, JB","Arzolla, FARDP","255","2001","04","16","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840","FUEL004456",NA,"auto","Parque Estadual da Cantareira, Região de Águas Claras",NA,"2001","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurales"
"24","2019-11-01 15:01:59-03","UnB","UB","150146","PreservedSpecimen","Plantae","Dicotyledoneae","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teixeira","Moraes, PLR","Moraes, PLR","2415","2001","04","17","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","Parque Estadual da cantareira, região Águas Claras","Árvore 25m, flores brancas com odor, flores masculinas",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-05-06 11:58:24-03","UFU","HUFU","3803","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Baitello, J.B.","Baitello, J.B.","349","1990","03","16","Brasil","São Paulo",NA,NA,NA,NA,"HUFU00012071","HUFU00012071",NA,"Serra da Cantareira, Região do Pinheirinhos.","Árvore com flores.","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-04 15:44:07-03","IF","SPSF","27986","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,"J.B.Baitello","F.A.R.D.P.Arzolla","255A","2001","04","16","Brasil","SP","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","Parque Estadual da Cantareira, núcleo Águas Claras","COLETA: XLS: SPSFAntigo&nf;Árvore 28m altura; flores cor branca;","2001","04","30",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"27","2021-03-04 15:44:07-03","IF","SPSF","27982","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,"J.B.Baitello","F.A.R.D.P.Arzolla","256","2001","04","17","Brasil","SP","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","Parque Estadual da Cantareira, núcleo Águas Claras","COLETA: XLS: SPSFAntigo;","2001","04","30",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"28","2021-03-04 15:44:07-03","IF","SPSF","13465","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"O.T. Aguiar","371","1990","05","15","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","serra da Cantareira, Pinheirinho","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"29","2021-03-04 15:44:07-03","IF","SPSF","16690","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teixeira","J.B.Baitello","S.V.A.Pessoa","505","1990","06","01","Brasil","RJ","Nova Friburgo","-42.05","-22",NA,NA,NA,NA,"Reserva Ecológica Municipal de Macaé de Cima","COLETA: Árvore 10m; corola alva esverdeada, estames amarronzados.; GEOGRAFIA: Sítio Fazenda Velha.;","2010","03","29",NA,"América do Sul",NA,NA,"1100","1100",NA,NA,"Magnoliopsida","Laurales"
"30","2021-03-04 15:44:07-03","IF","SPSF","16689","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teixeira","J.B.Baitello","H.C. de Lima","3785","1990","06","01","Brasil","RJ","Nova Friburgo","-42.05","-22",NA,NA,NA,NA,"Reserva Ecológica Municipal de Macaé de Cima","COLETA: Mata de Encosta&nf;Árvore 14m altura e DAP=19cm.&nf;Tronco de casca lisa, levemente fissurada, aromática; flores pardo-amareladas.; GEOGRAFIA: Sítio Fazenda Velha.;","2010","03","29",NA,"América do Sul",NA,NA,"1100","1100",NA,NA,"Magnoliopsida","Laurales"
"31","2021-03-04 15:44:07-03","IF","SPSF","39263","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teixeira","J.B.Baitello","J.B.Baitello & F.A.R.D.P Arzolla & F.E.S.P.Vilela & S.C.P.M. Souza & A.Brasil","2005","2008","02","19","Brasil","SP","Mairiporã","-46.609167","-23.401111",NA,NA,NA,NA,"Parque Estadual da Cantareira, Pinheirinho","COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 16m, frutos maduros;","2008","04","30",NA,"América do Sul",NA,NA,"1074","1074",NA,NA,"Magnoliopsida","Laurales"
"32","2021-03-04 15:44:07-03","IF","SPSF","33894","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"P.R.L.Moraes","2415","2001","04","17","Brasil","SP","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","P.E.Cantareira, nucleo Aguas Claras","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"33","2021-03-04 15:44:07-03","IF","SPSF","27913","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"F.A.R.D.P.Arzolla","253A","2001","03","31","Brasil","SP","Mairiporã","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto","P.E.Cantareira, Região de Águas Claras","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"34","2021-03-04 15:44:07-03","IF","SPSF","06220","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"J.B.Baitello & O.T. Aguiar",NA,"1977","06","26","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","serra da Cantareira, Pinheirinho","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"35","2021-03-04 15:44:07-03","IF","SPSF","13390","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"J.B.Baitello","349","1990","03","16","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","serra da Cantareira, Pinheirinho","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"36","2021-03-04 15:44:07-03","IF","SPSF","05545","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"B.Braga",NA,"1963","03","27","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","serra da Cantareira, Pinheirinho","COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Isótipo","América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"37","2021-03-04 15:44:07-03","IF","SPSF","13461","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","bragai","Ocotea bragai",NA,NA,"J.B.Baitello","353","1990","05","15","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","serra da Cantareira, Pinheirinho","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"38","2019-11-21 10:07:28-03","IBt","SP","263627","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Brotto, ML","Martinelli, G; et al.","11905","1987","11","26","Brasil","Rio de Janeiro","Nova Friburgo","-42.05","-22",NA,"SP054652","SP054652",NA,"Reserva Ecológica de Macaé de Cima, Nascente do Rio das Flores",NA,"2016","10","06",NA,NA,"-42.05","-22","1100","1100",NA,NA,NA,NA
"39","2019-11-21 10:07:28-03","IBt","SP","113888","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Baitello, JB","Braga, B","14","1969","01","16","Brasil","São Paulo",NA,NA,NA,NA,"SP054651","SP054651",NA,"Pinheirinho - Serra da Cantareira",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:07:28-03","IBt","SP","266167","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Baitello, JB","Lima, HC; et al.","3785","1990","06","01","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","SP054653","SP054653","auto","Reserva Ecológica de Macaé de Cima, Sítio Fazenda Velha",NA,"1999","08","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:07:28-03","IBt","SP","384595","S","Plantae",NA,"Lauraceae","Ocotea","bragai","Ocotea bragai","Coe-Teix.","Moraes, PLR","Moraes, PLR; et al.","2415","2001","04","17","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424","15840","SP054655","SP054655","auto","Parque Estadual da Cantareira",NA,"2001","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
