"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","class","order","preparationType","typeStatus"
"51","2021-02-25 10:12:39-03","CVRD","CVRD","13455","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Geovane S. Siqueira","2011","12","Siqueira, G.S.","665","2011","10","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.06875","-19.142333",NA,"Descendo pelo galpão dos tratores, proximo a represa <ll>dwc_commonname:</ll> Canela sassafrás","CVRD013455",NA,NA,"40°04'07,5W","19°08'32,4S","42","42","05",NA,"Magnoliopsida","Laurales",NA,NA
"52","2021-02-25 10:12:39-03","CVRD","CVRD","983","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Leandro C. S. Assis","2011","02","Silva, I.A.","363","1982","11","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD000983","CVRD000983","auto",NA,NA,NA,NA,"10",NA,"Magnoliopsida","Laurales",NA,NA
"53","2021-02-25 10:12:39-03","CVRD","CVRD","15235","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Domingos A. Folli","2015","01","Folli, D.A.","7326","2015","01","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD015235","CVRD015235","auto",NA,NA,"34","34","28",NA,"Magnoliopsida","Laurales",NA,NA
"54","2021-02-25 10:12:39-03","CVRD","CVRD","15161","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Geovane S. Siqueira","2014","11","Siqueira, G.S.","1016","2014","11","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD015161","CVRD015161","auto",NA,NA,"34","34","13",NA,"Magnoliopsida","Laurales",NA,NA
"55","2021-02-25 10:12:39-03","CVRD","CVRD","15449","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","M. C. Vergue","2015","11","P.L.R. Moraes, M.C. Vergne, M.C. Cruz","3750","2014","09","26","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","Árvore de 20 m, inicio de frutificação. <ll>dwc_commonname:</ll> Canela sassafrás","CVRD015449",NA,"auto",NA,NA,NA,NA,"19",NA,"Magnoliopsida","Laurales",NA,NA
"56","2021-02-25 10:12:39-03","CVRD","CVRD","912","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Leandro C. S. Assis","2011","02","Folli, D.A.","378","1982","05","31","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD000912","CVRD000912","auto",NA,NA,NA,NA,"10",NA,"Magnoliopsida","Laurales",NA,NA
"57","2021-02-25 10:12:39-03","CVRD","CVRD","15193","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Domingos A. Folli","2014","12","Folli, D.A.","7313","2014","11","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD015193","CVRD015193","auto",NA,NA,"34","34","01",NA,"Magnoliopsida","Laurales",NA,NA
"58","2021-02-25 10:12:39-03","CVRD","CVRD","616","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Leandro C. S. Assis","2011","02","Folli, D.A.","240","1980","07","11","América do Sul","BRASIL","ES","Linhares","Em frente ao Refeitório.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD000616",NA,"auto",NA,NA,NA,NA,"10",NA,"Magnoliopsida","Laurales",NA,NA
"59","2021-02-25 10:12:39-03","CVRD","CVRD","16612","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Brotto, M.L.","2019","06","Brotto, M.L.","3437","2019","04","03","América do Sul","BRASIL","ES","Linhares","Floresta Ombrófila das Terras Baixas","-40.0722007751465","-19.3910999298096","48094","Árvore com 18 m de altura; frutos verdes. Odor de intensidade moderada e de gosto indistinto ao corte do ritidoma. <ll>dwc_commonname:</ll> Canela sassafrás","CVRD016612",NA,"auto","40,03433 W","19,09364 S","50","50","26",NA,"Magnoliopsida","Laurales",NA,NA
"60","2021-02-25 10:12:39-03","CVRD","CVRD","2524","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Leandro C. S. Assis","2011","02","Folli, D.A.","1082","1990","01","25","América do Sul","BRASIL","ES","Linhares","Próximo a Torre.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela sassafrás","CVRD002524","CVRD002524","auto",NA,NA,NA,NA,"10",NA,"Magnoliopsida","Laurales",NA,NA
"61","2020-09-02 16:30:22-03","Cenargen","CEN","92902","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello",NA,NA,NA,"J. A. M. A. Gomes","26","2004","10","18",NA,"Brasil","SP","CAMPINAS","Bosque dos Jequitibás, coord: -22.801017 N - 47.042331 L - 652 a 681 m de altitude (coordenadas aproximada)","-47.060001373291","-22.8999996185303","23900","Doação Herbário IAC - Instituto Agronômico de Campinas (SP) Projeto Anhumas - Politicas Públicas (FAPESP) IAC 44.913","CEN00092902","CEN00092902","auto",NA,NA,NA,NA,NA,"1",NA,NA,"Exsicatas",NA
"62","2019-11-13 11:21:08-03","USP","SPF","175881","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Assis, LCS","2011","01","Folli, DA","240","1980","07","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175881",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:21:08-03","USP","SPF","175883","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Assis, LCS","2011","01","Silva, IA","363","1982","11","29",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Cinco Folhas km 1,082.","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175883",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:21:08-03","USP","SPF","175882","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Assis, LCS","2011","01","Folli, DA","378","1982","05","31",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Municipal do Canto Grande km 0,057.","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175882",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-01-25 15:41:52-02","IAC","IAC","29235","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","L.C. Bernacci","1994","08","L.C. Bernacci","582","1994","08","08",NA,"Brasil","São Paulo","Campinas","IAC, sede","-47.0608","-22.9056",NA,NA,NA,NA,NA,"-47.0608","-22.9056",NA,NA,"08",NA,NA,NA,NA,NA
"66","2019-01-25 15:41:52-02","IAC","IAC","36923","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","T.D.M. Barbosa","2008","08","F.A.L. Moraes","31","1998","07","21",NA,"Brasil","São Paulo","Campinas","IAC, Av. Barão de Itapura, Parque, a pleno sol","-47.065751","-22.9056",NA,NA,NA,NA,NA,"-47.065751","-22.9056",NA,NA,"21",NA,NA,NA,NA,NA
"67","2019-01-25 15:41:52-02","IAC","IAC","41690","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","J.B. Baitello","2006","01","J.E.A. Bertoni & A. Geremias","513","2001","06","13",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, em frente ao prédio da Seção de Viticultura.","-47.077171","-22.870251",NA,"Passáros se alimentam",NA,NA,NA,"-47.077171","-22.870251",NA,NA,"13",NA,NA,NA,NA,NA
"68","2019-01-25 15:41:52-02","IAC","IAC","44913","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","J.A.M.A. Gomes & J. Pena Filho","2004","10","J.A.M.A. Gomes & J. Pena Filho","26","2004","10","18",NA,"Brasil","São Paulo","Campinas","Bosque dos Jequitibás","-47.042331","-22.801017",NA,"ind. 791 fitossoc.",NA,NA,NA,"-47.042331","-22.801017",NA,NA,"18",NA,NA,NA,NA,NA
"69","2019-01-25 15:41:52-02","IAC","IAC","45762","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","J.A.M.A. Gomes & J. Pena Filho","2005","06","J.A.M.A. Gomes & J. Pena Filho","86","2005","06","30",NA,"Brasil","São Paulo","Campinas","Bosque dos Jequitibás","-47.042331","-22.801017",NA,"ind. 779 fitossoc.",NA,NA,NA,"-47.042331","-22.801017",NA,NA,"30",NA,NA,NA,NA,NA
"70","2019-06-24 08:12:59-03","IAC","IAC","53823","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","J.B. Baitello","2010","03","F.M. Souza & V.L. Santos","1182","2010","02","25",NA,"Brasil","São Paulo","Campinas","Mata de Santa Genebra","-47.0608","-22.9056",NA,"coordenadas do material: 22º48#?#55S e 47º6#?#56W",NA,NA,NA,"-47.0608","-22.9056",NA,NA,"04",NA,NA,NA,NA,NA
"71","2019-01-25 15:41:52-02","IAC","IAC","54877","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","L.C. Bernacci","2014","01","J.E.A. Bertoni & A. Geremias","846","2003","08","13",NA,"Brasil","São Paulo","Campinas",NA,"-47.0608","-22.9056",NA,"Procedência: Centro próximo á seção Botânica",NA,NA,NA,"-47.0608","-22.9056",NA,NA,"13",NA,NA,NA,NA,NA
"72","2020-11-12 17:00:43-03","UEL","FUEL","54376","PreservedSpecimen","Plantae","Tracheophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J.B.Baitello",NA,NA,NA,"Souza, FM; Santos, VL","1182","2010","02","25",NA,"Brasil","São Paulo","Campinas","Mata de Santa Genebra, Trilha Baroni; -22.9056 N; -47.0608 L; (Cordenada: Municípios)","-48.1","-22.815278",NA,NA,"FUEL004416",NA,NA,"-48.1","-22.815278","650","650",NA,NA,NA,"Laurales",NA,NA
"73","2020-08-20 14:57:02-03","UFSC","FLOR","33447","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J.B. Baitello","Baitello, J.B.","2010","03","Souza, F.M.; Santos, V.L.","1182","2010","02","25",NA,"Brasil","São Paulo","Campinas","Mata de Santa Genebra, trilha Baroni.",NA,"-22.815278",NA,"árvore, flor verde, 16m altura. Recebido de SPSF Nª 42838.","FLOR0033447",NA,NA,"47º66'0''W","22º48'55''S",NA,NA,"04",NA,NA,"Laurales",NA,NA
"74","2021-03-04 15:44:06-03","IF","SPSF","51135","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","P.L.R.de Moraes","2015","01","P.L.R.Moraes et al.","4624","2015","01","22","América do Sul","Brasil","ES","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","COLETA: Árvore 18m, frutos em estágio de amadurecimento.;",NA,NA,"auto",NA,NA,NA,NA,"22",NA,"Magnoliopsida","Laurales",NA,NA
"75","2021-03-04 15:44:06-03","IF","SPSF","51132","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","P.L.R.Moraes","2015","01","P.L.R.Moraes et al.","4622","2015","01","22","América do Sul","Brasil","ES","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","COLETA: Árvore de 20m, frutos em estágio final de amadurecimento.;",NA,NA,"auto",NA,NA,NA,NA,"22",NA,"Magnoliopsida","Laurales",NA,NA
"76","2021-03-04 15:44:06-03","IF","SPSF","28034","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,"J.B.Baitello","2001","05","P.L.R.Moraes","2125","2000","03","23","América do Sul","Brasil","SP","Amparo","fazenda Palmital","-46.7599983215332","-22.7000007629395","18036","COLETA: XLS: SPSFAntigo&nf;Mata Primária&nf;Árvore 20m altura; frutos imaturos.;",NA,NA,"auto",NA,NA,NA,NA,"31",NA,"Magnoliopsida","Laurales",NA,NA
"77","2021-03-04 15:44:06-03","IF","SPSF","06219","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,"J.B.Baitello",NA,NA,"B.Costa","1","1963","03","17","América do Sul","Brasil","SP","Araras","Fazenda Santa Cruz","-47.3800010681152","-22.3500003814697","22739","COLETA: XLS: SPSFAntigo&nf;Mata mesófila&nf;Árvore com frutos.;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,"Parátipo"
"78","2021-03-04 15:44:06-03","IF","SPSF","6219","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","J.B.Baitello","1963","05","Benedito, Costa","01","1963","05","17","América do Sul","Brasil","SP","Araras","Faz. Santa Cruz","-47.3800010681152","-22.3500003814697","22739","COLETA: Árvore com frutos;",NA,NA,"auto",NA,NA,NA,NA,"17",NA,"Magnoliopsida","Laurales",NA,"Parátipo"
"79","2021-03-04 15:44:06-03","IF","SPSF","27959","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,NA,NA,NA,"R.Cielo-Filho & E.R.Batista",NA,"1999","10","15","América do Sul","Brasil","SP","Campinas","Distrito de Sousas","-47.060001373291","-22.8999996185303","23900","COLETA: XLS: SPSFAntigo;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA
"80","2021-03-04 15:44:06-03","IF","SPSF","50794","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","J.B.Baitello","2016","08","J.E.A.Bertoni & A.Geremias","513","2001","06","13","América do Sul","Brasil","SP","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303","23900","COLETA: Árvore 8 m, frutos maduros marrons; GEOGRAFIA: Seção de Viticultura;",NA,NA,"auto",NA,NA,NA,NA,"24",NA,"Magnoliopsida","Laurales",NA,NA
"81","2021-03-04 15:44:06-03","IF","SPSF","17561","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,NA,NA,NA,"L.C.Bernacci","582","1994","08","08","América do Sul","Brasil","SP","Campinas","Sede do Instituto Agronomico","-47.060001373291","-22.8999996185303","23900","COLETA: XLS: SPSFAntigo;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA
"82","2021-03-04 15:44:06-03","IF","SPSF","06224","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,"J.B.Baitello","2013","04","B.Costa","s/n","1961","05","17","América do Sul","Brasil","SP","Matão","fazenda Matao","-48.3600006103516","-21.6000003814697","26922","COLETA: XLS: SPSFAntigo;",NA,NA,"auto",NA,NA,NA,NA,"15",NA,"Magnoliopsida","Laurales",NA,NA
"83","2021-03-04 15:44:06-03","IF","SPSF","42838","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","J.B.Baitello","2010","03","F.M.Souza & V.L.Santos","1182","2010","02","25","América do Sul","Brasil","SP","Campinas","mata de Santa Genebra","-47.115556","-22.815278",NA,"COLETA: Árvore 16m; frutos verdes.; GEOGRAFIA: Trilha Baroni.;",NA,NA,NA,NA,NA,NA,NA,"04",NA,"Magnoliopsida","Laurales",NA,NA
"84","2021-03-04 15:44:06-03","IF","SPSF","13184","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","L.C.S.Assis","2010","08","D.A.Folli","240","1980","07","11","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484","22148","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta alta&nf;;",NA,NA,"auto",NA,NA,NA,NA,"30",NA,"Magnoliopsida","Laurales",NA,NA
"85","2021-03-04 15:44:06-03","IF","SPSF","46238","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","J.B.Baitello","2010","03","F.M.Souza & V.L.Santos","1182D","2010","02","25","América do Sul","Brasil","SP","Campinas","mata de Santa Genebra","-47.060001373291","-22.8999996185303","23900","COLETA: Árvore com 16m de altura, frutos verdes imaturos.; GEOGRAFIA: Trilha Baroni 2.;",NA,NA,"auto",NA,NA,NA,NA,"04",NA,"Magnoliopsida","Laurales",NA,NA
"86","2021-03-04 15:44:06-03","IF","SPSF","06216","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,"J.B.Baitello","2014","08","B.Lopes & B.Costa",NA,"1962","07","04","América do Sul","Brasil","SP","Matão","fazenda Palmares","-48.3600006103516","-21.6000003814697","26922","COLETA: XLS: SPSFAntigo&nf;Mata mesófila.&nf;Árvore alta, flores.;",NA,NA,"auto",NA,NA,NA,NA,"15",NA,"Magnoliopsida","Laurales",NA,NA
"87","2021-03-04 15:44:06-03","IF","SPSF","08076","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae",NA,"J.B.Baitello","1964","10","B.Costa & B.Lopes",NA,"1962","07","04","América do Sul","Brasil","SP","Matão","fazenda Palmares","-48.3600006103516","-21.6000003814697","26922","COLETA: XLS: SPSFAntigo;",NA,NA,"auto",NA,NA,NA,NA,"13",NA,"Magnoliopsida","Laurales",NA,"Holótipo"
"88","2021-03-04 15:44:06-03","IF","SPSF","50788","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J. B. Baitello","L.C.Bernacci","2014","01","J.E.A.Bertoni & A. Geremias","846","2003","08","13","América do Sul","Brasil","SP","Ubatuba","IAC","-45.0699996948242","-23.4300003051758","34265","COLETA: Árvore 7 m, frutos jovens; GEOGRAFIA: Próximo à Seção de Botânica;",NA,NA,"auto",NA,NA,NA,NA,"13",NA,"Magnoliopsida","Laurales",NA,NA
"89","2019-11-21 10:07:28-03","IBt","SP","346518","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Brotto, ML","2017","02","Aragaki, S","455","1994","08","19",NA,"Brasil","São Paulo","São Paulo","Parque Municipal Alfredo Volpi","-46.7","-23.583333",NA,NA,"SP054641","SP054641",NA,"-46.7","-23.583333",NA,NA,"07",NA,NA,NA,NA,NA
"90","2019-11-21 10:07:28-03","IBt","SP","291623","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB","2003",NA,"Bernacci, LC","582","1994","08","08",NA,"Brasil","São Paulo","Campinas","Sede do Instituto Agronômico","-47.060001373291","-22.8999996185303","23900",NA,"SP054642","SP054642","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:07:28-03","IBt","SP","75978","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB","1999","08","Costa, B","s.n.","1961","05","07",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697","26922",NA,"SP054643","SP054643","auto",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
