"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"46","2020-12-21 16:14:33-03","MBM","MBM","193658","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Duarte, A.P.; Pereira, E.; Pereira, E.","8923","1965","09","19","Southern America","Brazil","Minas Gerais",NA,NA,NA,"Arbusto, 1 m. Flor alva.","MBM193658",NA,NA,"Gardner","MBM193658","Barroso, G.M.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:14:33-03","MBM","MBM","193659","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Duarte, A.P.","8534","1964","11","22","Southern America","Brazil","Minas Gerais","Couto de Magalhães.",NA,NA,NA,"MBM193659",NA,NA,"Gardner","MBM193659",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:14:33-03","MBM","MBM","19714","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.; Pelanda, P.; Pelanda, P.","27904","1971","11","14","Southern America","Brazil","Minas Gerais","Ribeirão das Pedras.",NA,NA,"Arbusto, 2 m, capítulos creme.; Afloramentos rochosos.","MBM019714",NA,NA,"Gardner","MBM019714","Barroso, G.M.","Diamantina","-43.6002998352051","-18.2493991851807","1200","1200","101169","auto",NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:14:33-03","MBM","MBM","227263","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68151","1998","07","24","Southern America","Brazil","Minas Gerais",NA,NA,NA,"Arbusto, 1,20 m, capítulo creme.; Campo rupestre, solo rochoso.","MBM227263",NA,NA,"Gardner","MBM227263","Robinson, H.","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,"37970","auto",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:14:33-03","MBM","MBM","75506","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","5980","1959","06","07","Southern America","Brazil","Paraná","Rio dos Papagaios.",NA,NA,"Arbusto.; Margem de rio, zona de campo.","MBM075506",NA,NA,"Gardner","MBM075506","Irmão Teodoro Luis","Campo Largo","-49.5283012390137","-25.4585990905762","930","930","53742","auto",NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:14:33-03","MBM","MBM","53328","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","6747","1960","02","23","Southern America","Brazil","Paraná","Rio dos Papagaios.",NA,NA,"Arbusto.; Margens de rio, zona de campo.","MBM053328",NA,NA,"Gardner","MBM053328","Ribas, O.S.","Campo Largo","-49.5283012390137","-25.4585990905762","930","930","53742","auto",NA,"2005","04",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:14:33-03","MBM","MBM","53329","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","6746","1960","02","23","Southern America","Brazil","Paraná","Rio dos Papagaios.",NA,NA,"Arbusto.; Margens de rio, zona de campo.","MBM053329",NA,NA,"Gardner","MBM053329","Ribas, O.S.","Campo Largo","-49.5283012390137","-25.4585990905762","930","930","53742","auto",NA,"2005","04",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:14:33-03","MBM","MBM","185414","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","597","1959","03","29","Southern America","Brazil","Paraná","Rio do Salto",NA,NA,NA,"MBM185414",NA,NA,"Gardner","MBM185414","Luis, T.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:14:33-03","MBM","MBM","75505","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","5597","1959","03","29","Southern America","Brazil","Paraná","Rio do Salto",NA,NA,"Subarbusto 70 cm, capítulos creme, feminino.; Zona de campo, locais com vegetação mais alta, próxima ao rio.","MBM075505",NA,NA,"Gardner","MBM075505","Irmão Teodoro Luis","Palmeira","-50.0064010620117","-25.4293994903564","860","860","35166","auto",NA,"1959",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:14:33-03","MBM","MBM","75507","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","5596","1959","03","29","Southern America","Brazil","Paraná","Rio do Salto",NA,NA,"Subarbusto 70 cm, capítulos creme, masculino.; Zona de campo, locais com vegetação mais alta, próxima ao rio.","MBM075507",NA,NA,"Gardner","MBM075507","Irmão Teodoro Luis","Palmeira","-50.0064010620117","-25.4293994903564","860","860","35166","auto",NA,"1959",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:14:33-03","MBM","MBM","281614","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Ribas, O.S.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","5018","2003","02","20","Southern America","Brazil","Paraná","Faz. Santana",NA,NA,"Subarbusto, 70 cm, capítulos creme.; Campo limpo, seco, afloramentos de arenito.","MBM281614",NA,NA,"Gardner","MBM281614","Ribas, O.S.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2005","04",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:14:33-03","MBM","MBM","228535","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Cervi, A.C.","4074","1993","03","25","Southern America","Brazil","Paraná","Parque Estadual de Vila Velha",NA,NA,"Subarbusto, flores creme.","MBM228535",NA,NA,"Gardner","MBM228535","Cervi, A.C.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1998","06",NA,NA,NA,NA,NA,NA,NA
"58","2015-12-01 17:16:38-02","MNHN","RECOLNAT_MNHN_P","P00755578","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica","isotype","Gardner, G.",NA,"1842",NA,NA,NA,"Brésil",NA,"Minas Geraës","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755578' target='other'> <mi>dwc_moreinfo</mi></a>","P00755578",NA,NA,"Gardner","P00755578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4908",NA,NA,NA
"59","2015-12-01 17:21:26-02","MNHN","RECOLNAT_MNHN_P","P00755579","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica","isotype","Gardner, G.",NA,"1842",NA,NA,NA,"Brésil",NA,"Minas Geraës","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755579' target='other'> <mi>dwc_moreinfo</mi></a>","P00755579",NA,NA,"Gardner","P00755579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4908",NA,NA,NA
"60","2015-10-08 15:08:59-03","MNHN","RECOLNAT_MNHN_P","P02441288","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Riedel, L.",NA,"1824","12",NA,NA,"Brasil",NA,"In loc. humidiasealis pr. Parauna","hb",NA,"Attaché avec P03159759 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441288' target='other'> <mi>dwc_moreinfo</mi></a>","P02441288",NA,NA,"Gardner","P02441288_01","Teles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1145",NA,NA,NA
"61","2015-09-04 05:12:49-03","MNHN","RECOLNAT_MNHN_P","P03158911","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Glaziou, A.",NA,"1892","4","1",NA,"Brasil","Minas Gerais","Brésil. Minas. Entre Biribiry et Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03158911' target='other'> <mi>dwc_moreinfo</mi></a>","P03158911",NA,NA,"Gardner","P03158911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19498",NA,NA,NA
"62","2015-09-04 05:12:49-03","MNHN","RECOLNAT_MNHN_P","P03158913","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Glaziou, A.",NA,"1892","4","1",NA,"Brasil","Minas Gerais","Brésil, Minas, entre Biribiry & Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03158913' target='other'> <mi>dwc_moreinfo</mi></a>","P03158913",NA,NA,"Gardner","P03158913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19498",NA,NA,NA
"63","2015-09-04 05:12:49-03","MNHN","RECOLNAT_MNHN_P","P03158915","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Glaziou, A.",NA,"1892","4","1",NA,"Brasil","Minas Gerais","Brésil, Minas, Entre Biribiry et Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03158915' target='other'> <mi>dwc_moreinfo</mi></a>","P03158915",NA,NA,"Gardner","P03158915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19498",NA,NA,NA
"64","2015-09-04 05:16:57-03","MNHN","RECOLNAT_MNHN_P","P03159759","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Riedel, L.",NA,"1824","12",NA,NA,"Brasil","Minas Gerais","Brasilia. In camp. graminos pr., Tejuco. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,"Attaché avec P02441288 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03159759' target='other'> <mi>dwc_moreinfo</mi></a>","P03159759",NA,NA,"Gardner","P03159759_01 P03159759_02","Teles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1145",NA,NA,NA
"65","2015-09-04 05:12:49-03","MNHN","RECOLNAT_MNHN_P","P03158912","PreservedSpecimen",NA,"Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Mexia, Y.",NA,"1931","5","6",NA,"Brasil","Minas Gerais","Near km 997.5 of railroad. Diamantina, Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,"Plants of Brazil. . Reçu le 5 avril 1984 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03158912' target='other'> <mi>dwc_moreinfo</mi></a>","P03158912",NA,NA,"Gardner","P03158912_01",NA,"Diamantina","-43.6002998352051","-18.2493991851807","1260",NA,"101169","auto",NA,NA,NA,NA,NA,NA,"5772",NA,NA,NA
"66","2020-12-11 11:32:22-03","UFMG","BHCB","171231","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Delfini, C; Romão, GO; Rigon, J","440","2015","05","23","Southern America","Brasil","Minas Gerais","Trevo para Datas, Rodovia Estadual. Cerrado",NA,NA,"Subarbusto, ca. 1m alt., capítulos roxos.","BHCB015762","Dicotyledon",NA,"Gardner",NA,NA,"Gouveia","-44.1575","-18.703278","1343","1343",NA,NA,NA,"2019","03","19","-44.1575","-18.703278",NA,NA,NA,NA
"67","2020-12-11 11:32:22-03","UFMG","BHCB","139883","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Kamino, LHY; Maielo Silva, L","1051","2008","07","02","Southern America","Brasil","Minas Gerais","Santo Antônio do Cruzeiro.",NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,"Conceição do Mato Dentro","-43.552222","-18.808056","700","700",NA,NA,NA,NA,NA,NA,"-43.552222","-18.808056",NA,NA,NA,NA
"68","2020-12-11 11:32:22-03","UFMG","BHCB","144469","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Mota, NFO; Thode, VA; Lu-Irving, P; Toledo, MM","1792","2010","11","15","Southern America","Brasil","Minas Gerais","Distrito de Guinda, Adjacente à estrada Conselheiro Mata - Diamantina",NA,NA,"Arbusto, 50-100cm, capítulos creme; Campos rupestres","BHCB023467","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.693889","-18.263056","1446","1446",NA,NA,NA,"2011","06","28","-43.693889","-18.263056",NA,NA,NA,NA
"69","2020-12-11 11:32:22-03","UFMG","BHCB","144474","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Mota, NFO; Thode, VA; Lu-Irving, P; Toledo, MM","1797","2010","11","15","Southern America","Brasil","Minas Gerais","Guinda, Adjacentes à estrada Conselheiro Mata - Diamantina",NA,NA,"Arbusto 1m de altura. Capítulos cremes; Campos rupestres","BHCB008911","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.693889","-18.263056","1446","1446",NA,NA,NA,"2014",NA,NA,"-43.693889","-18.263056",NA,NA,NA,NA
"70","2020-12-11 11:32:22-03","UFMG","BHCB","200702","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1639","2011","02","20","Southern America","Brasil","Minas Gerais","Guinda., Estrada Guinda-Sopa, ca. 500 m. do perímetro urbano de Guinda.",NA,NA,"Arbusto, ca. 1m. de altura. Folhas verdes, levemente discolares. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.; Campo rupestre. Cerrado.","BHCB200702","Dicotyledon",NA,"Gardner","BHCB200702",NA,"Diamantina","-43.697222","-18.258333","1250","1250",NA,NA,NA,"2011",NA,NA,"-43.697222","-18.258333",NA,NA,NA,NA
"71","2020-12-11 11:32:22-03","UFMG","BHCB","200719","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1640","2011","02","20","Southern America","Brasil","Minas Gerais","Guinda., Estrada Guinda-Sopa, ca. 500 m. do perímetro urbano de Guinda.",NA,NA,"Arbusto, ca. 1 de altura. Folhas verdes, levemmente discolares. Brácteas involcrais verde-claras. Flores creme. Planta estaminada.; Cerrado e campo rupestre.","BHCB200719","Dicotyledon",NA,"Gardner","BHCB200719",NA,"Diamantina","-43.697222","-18.258333","1250","1250",NA,NA,NA,"2011",NA,NA,"-43.697222","-18.258333",NA,NA,NA,NA
"72","2020-12-11 11:32:22-03","UFMG","BHCB","106420","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Silva, IM da","s.n.","1995","08",NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,"Planta masculina","BHCB008909","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:32:22-03","UFMG","BHCB","8065","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Grandi, TSM; et al.","s.n.","1987","01","10","Southern America","Brasil","Minas Gerais","Conselheiro Mata., Estrada entre Diamantina e Conselheiro Mata.",NA,NA,"Subarbusto 1,2m. Planta com cheiro desagradável, polinizada por mosca.; Campo rupestre","BHCB008953","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:32:22-03","UFMG","BHCB","42751","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Paula, LMP de; Chaves, ALF; Nogueira, MM","49","1998","02","18","Southern America","Brasil","Minas Gerais","Gouveia. João Vaz.",NA,NA,"Arbustivo. Planta masculina; Campo rupestre","BHCB008905","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:32:22-03","UFMG","BHCB","171145","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Sakuragui, CM; Souza, VC de","145","1990","08","04","Southern America","Brasil","Minas Gerais","Rodovia Diamantina - Curvelo, Lado Esquerdo da Rodovia. Ca. 4,5km de Diamantina.",NA,NA,"Arbusto de 1,3m de altura, capítulos creme.; Area de campo rupestre e campo arenoso atravessada por riacho.","BHCB015715","Dicotyledon",NA,"Gardner",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2019","03","19",NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:17:59-03","UFPR","UPCB","33554","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Cervi, A.C.","4074","1993","03","25",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,NA,"Subarbusto. Flores creme..",NA,NA,NA,"Gardner",NA,"Cervi, A.C.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1998","06",NA,NA,NA,NA,NA,NA,NA
"77","2020-05-25 15:13:54-03","FSU","FSU","000074650","PreservedSpecimen","Plantae","Compositae","Baccharis","elliptica","Baccharis elliptica",NA,"William R. Anderson","8439",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2012-12-05 14:30:00-02","MO","MOBOT","100447266","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Ilse S. Gottsberger","Gottsberger 14-251085","1985","10","25","South America","Brazil","Minas Gerais","3 km W of Diamantina.",NA,NA,NA,NA,NA,NA,"Gardner",NA,"G. Heiden","Diamantina","-43.6275","-18.2475","1260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2013-05-07 06:03:00-03","MO","MOBOT","3292182","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Ynés Mexia","Mexia 5772","1931","5","6","South America","Brazil","Minas Gerais","Diamantina. Near km. 997.5 of railroad, on overgrown slope",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,"1260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","3292362","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Irwin","Irwin 22074","1969","1","16","South America","Brazil","Minas Gerais","Serra do Espinhaco, Heads cream. Campo. Gallery forest and adjacent cerrado and campo ca. 25 km S.W. of Diamantina on road to Gouveia",NA,NA,NA,NA,NA,NA,"Gardner",NA,"G. Barroso",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","3292488","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Gert G. Hatschbach","Hatschbach 44666","1982","3","13","South America","Brazil","Minas Gerais","Banderinha, 3 km N (mun. Diamantiana)",NA,NA,NA,NA,NA,NA,"Gardner",NA,"G. Hatschbach 6/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-08-27 17:10:00-03","MO","MOBOT","3292620","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"William R. Anderson","Anderson 8439","1973","4","9","South America","Brazil","Minas Gerais","Serra do Espinhaco. 12 km by road W of Diamantina on road to Curvelo, gallery forest, adjacent sedge meadow, and campo sujo and rocky campo on higher drier slopes",NA,NA,NA,NA,NA,NA,"Gardner",NA,"G. M. Barroso",NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-08-28 05:32:00-03","MO","MOBOT","3292732","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Robert M. King|Luther E. Bishop","King 8524","1981","1","17","South America","Brazil","Minas Gerais","62 km Nw of Serro.",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3292861","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Irwin","Irwin 22843","1969","1","28","South America","Brazil","Minas Gerais","Serra do Espinhaco. Commom in cerrado. Gallery forest and adjacent cerrado, ca. 7km N. E. of Diamantina, road to Mendanha.",NA,NA,NA,NA,NA,NA,"Gardner",NA,"G. Barroso",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-08-28 05:32:00-03","MO","MOBOT","3293048","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Robert M. King|Luther E. Bishop","King 8531","1981","1","18","South America","Brazil","Minas Gerais","10 km S of Diamantina fromroad to 8km w",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,"1097.28000000","1219.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-31 08:52:48-03","INPA","INPA","200933","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, GG","68151","1998","07","24","Southern America","Brasil","Minas Gerais","Rod. MG-259, próximo do trevo para Datas.",NA,NA,NA,"INPA0200933","Dicotyledon Asterids","Asterales","Gardner","INPA0200933 INPA0200933_e","Robinson, HE","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,"37970","auto",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-05-23 11:07:44-03","UFLA","ESAL","26645","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"V.C. Souza","12040",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"arbusto; 1m; ;",NA,NA,NA,"Gardner",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-06-10 10:10:13-03","FZB-BH","BHZB","12273","S","Plantae","Asteraceae","Baccharis","ellliptica","Baccharis ellliptica",NA,"Rezende, S.G.","6212","2017","07","10",NA,"Brasil","MG","Estrada próximo a Milho Verde",NA,NA,"com duplicata",NA,NA,NA,NA,NA,NA,"Serro","-43.3793983459473","-18.604700088501","1200","1200","37754","auto",NA,NA,NA,NA,"43°29'29","18°26'91",NA,NA,NA,NA
"89","2021-01-26 14:12:12-03","CPACT","ECT","297","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"D.C.Fonseca; C.C.Moura","44","2014","12","02",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri. Segunda entrada à direita da estrada secundária. Campo rupestre próximo à trilha. Coordenadas geográficas obtidas a partir dos dados de localização, Parque Estadual Biribiri.",NA,NA,NA,"ECT0000297","Embryophyta",NA,"Gardner","ECT0000297","G.Heiden","Diamantina","-43.578611","-18.118889","1095","1095",NA,NA,NA,"2015","01","05","43º34'43''W","18º7'8''S",NA,NA,NA,NA
"90","2021-01-26 14:12:12-03","CPACT","ECT","300","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"G.Heiden; J.R.Pirani | C.M.Siniscalchi | M.F.Devecchi","1640","2011","02","20",NA,"Brasil","Minas Gerais","Guinda. Estrada Guinda-Sopa, ca. 500 m do perímetro urbano de Guinda. Cerrado e campo rupestre.",NA,NA,NA,"ECT0000300","Embryophyta",NA,"Gardner","ECT0000300","G.Heiden","Diamantina","-43.684722","-18.235833","1250","1250",NA,NA,NA,"2011","02","20","43º41'5''W","18º14'9''S",NA,NA,NA,NA
"91","2021-01-26 14:12:12-03","CPACT","ECT","6221","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"G.W.A.Fernandes",NA,"1996","04","01",NA,"Brasil","Minas Gerais","Estrada do Cruzeiro. Coordenadas geográficas obtidas a partir dos dados de localidade.",NA,NA,NA,"ECT0006221","Embryophyta",NA,"Gardner","ECT0006221","G.Heiden","Diamantina","-43.6","-18.249444","1113","1113",NA,NA,NA,"2019","04","01","43º36'W","18º14'58''S",NA,NA,NA,NA
"92","2021-01-26 14:12:12-03","CPACT","ECT","299","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"D.C.Fonseca","39","2014","06","25",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri. Segunda entrada à direita da estrada secundária. Campo rupestre próximo à trilha. Coordenadas geográficas obtidas a partir dos dados de localização, Parque Estadual Biribiri.",NA,NA,NA,"ECT0000299","Embryophyta",NA,"Gardner","ECT0000299","G.Heiden","Diamantina","-43.578611","-18.118889","1095","1095",NA,NA,NA,"2015","01","05","43º34'43''W","18º7'8''S",NA,NA,NA,NA
"93","2021-01-26 14:12:12-03","CPACT","ECT","6269","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"G.W.A.Fernandes",NA,"1995","08","01",NA,"Brasil","Minas Gerais","Coordenadas geográficas obtidas a partir dos dados de localidade.",NA,NA,NA,"ECT0006269","Embryophyta",NA,"Gardner","ECT0006269","G.Heiden","Diamantina","-43.6","-18.249444","1113","1113",NA,NA,NA,"2019","04","02","43º36'W","18º14'58''S",NA,NA,NA,NA
"94","2021-01-26 14:12:12-03","CPACT","ECT","3912","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"B.Loeuille; L.M.Borges | M.T.C.Watanabe","607","2012","04","25",NA,"Brasil","Minas Gerais","Estrada MG 220, Diamantina-Conselheiro Mata, a 4 km da Rodovia BR 367, margem esquerda. Campo rupestre.",NA,NA,NA,"ECT0003912","Embryophyta",NA,"Gardner","ECT0003912","G.Heiden","Diamantina","-43.7125","-18.276111","1405","1405",NA,NA,NA,"2017","10","09","43º42'45''W","18º16'34''S",NA,NA,NA,NA
