"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordedBy","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"117","2020-11-04 11:14:57-03","ESALQ","ESA","69853","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"1995","12","15","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"ESA069853","ESA069853","Kuntz, J.","Silva, J.M. ; Poliquesi C.B.","1611.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"118","2020-11-04 11:14:57-03","ESALQ","ESA","37630","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2013","04","12","1997","12","13","Brasil","São Paulo","Apiaí","-48.8400001525879","-24.5",NA,NA,"ESA037630","ESA037630","Ribeiro, C.","Torezan, J.M. et al.","614.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA
"119","2020-11-04 11:14:57-03","ESALQ","ESA","18043","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"1994","09","27","Brasil","São Paulo","Arandú","-49.0499992370605","-23.1299991607666",NA,NA,"ESA018043",NA,"Kuntz, J.","Tamashiro, J.Y. et al.","647.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17348","auto",NA,NA,NA,NA,NA
"120","2020-11-04 11:14:57-03","ESALQ","ESA","21069","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1994","11","13","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,"ESA021069",NA,"Santos, M.F.","Souza, V.C. et al.","7177.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA
"121","2020-11-04 11:14:57-03","ESALQ","ESA","12661","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1993","11","27","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA012661",NA,"Santos, M.F.","Souza, V.C. et al.","4766.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"122","2020-11-04 11:14:57-03","ESALQ","ESA","25405","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"1994","11","14","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA025405","ESA025405","Kuntz, J.","Souza, V.C. et al.","7362.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"123","2020-11-04 11:14:57-03","ESALQ","ESA","9708","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1993","02","19","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA009708",NA,"Santos, M.F.","Souza, V.C. et al.","3518.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"124","2020-11-04 11:14:57-03","ESALQ","ESA","19240","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1995","02","12","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA019240",NA,"Santos, M.F.","Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","352.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"125","2020-11-04 11:14:57-03","ESALQ","ESA","17120","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1993","02","19","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA017120",NA,"Santos, M.F.","Souza, V.C.","2406.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"126","2020-11-04 11:14:57-03","ESALQ","ESA","21876","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1995","04","13","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758",NA,NA,"ESA021876",NA,"Santos, M.F.","Tamashiro, J.Y. et al.","855.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA,NA
"127","2020-11-04 11:14:57-03","ESALQ","ESA","87936","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"2003","01","24","Brasil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"ESA087936","ESA087936","Kuntz, J.","Lucas, E.J. et al.","71.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:14:57-03","ESALQ","ESA","68688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1970","09","29","Brasil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,NA,"ESA068688","ESA068688","Santos, M.F.","Krieger, L.","9361.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-04 11:14:57-03","ESALQ","ESA","38623","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2013","04","12","1997","12","17","Brasil","São Paulo","Itapeva","-490.416","-24.043","-490,416","-24,043","ESA038623","ESA038623","Ribeiro, C.","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","298.0","Estação ecológica de Itapeva. Cerrado.",NA,NA,"Arbusto de 2,0 m. Frutos imaturos verdes.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:14:56-03","ESALQ","ESA","67336","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berb) Kiaersk.","2011",NA,NA,"1979","10","10","Brasil","Minas Gerais","Rio do Peixe",NA,NA,NA,NA,"ESA067336","ESA067336","Kuntz, J.","Krieger, L.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:14:57-03","ESALQ","ESA","52572","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.","2006","01","01","2004","11","23","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"ESA052572","ESA052572","Sobral, M.","Forzza, R.C. et al.","3649.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"132","2020-11-04 10:56:24-03","ESALQ","ESA","136297","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk","2014",NA,NA,"2013","10","08","Brasil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"ESA136297",NA,"V.C. Moreno","V.S. Moreno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"133","2020-11-04 11:14:57-03","ESALQ","ESA","60703","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1981","11","04","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"ESA060703",NA,"Santos, M.F.","Hatschbach, G.","44316.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"134","2020-11-04 11:14:57-03","ESALQ","ESA","18081","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2013","04","12","1994","11","14","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA018081","ESA018081","Ribeiro, C.","Souza, V.C. et al.","7362.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"135","2020-11-04 11:14:56-03","ESALQ","ESA","11662","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1993","04","21","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA011662",NA,"Santos, M.F.","Souza, V.C. et al.","3268.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"136","2020-11-04 11:14:57-03","ESALQ","ESA","39592","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"1996","12","18","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"ESA039592","ESA039592","Kuntz, J.","Garcia, R.J.F. et al.","931.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"137","2020-11-04 11:14:57-03","ESALQ","ESA","83746","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"2003","02","25","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA083746","ESA083746","Kuntz, J.","Souza, V.C. ; Paula-Souza, J.","29024.0","Parque Estadual Ilha do Cardoso. Floresta de Restinga. Área do Projeto Parcelas Permanentes",NA,NA,"Árvore, ca. 8m alt. Frutos imaturos verdes","Magnoliophyta",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"138","2020-11-04 11:14:57-03","ESALQ","ESA","95428","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg.) Kiaersk.","2011",NA,NA,"2006","07","10","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758",NA,NA,"ESA095428","ESA095428","Kuntz, J.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.","5750.0","Pedra do Bauzinho. Campo de altitude bastante alterado","1875","1875","Arbusto, ca. 2m alt. Frutos imaturos verdes passando a vermelhos","Magnoliophyta",NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA,NA
"139","2020-11-04 11:15:03-03","ESALQ","ESA","94655","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2016",NA,NA,"2006","01","10","Brasil","Minas Gerais","Caeté","-434.044","-194.907","-434,044","-194,907","ESA094655","ESA094655","Lima, D.F.","Souza, V.C.","33805.0","Serra da Piedade. Campo rupestre.",NA,NA,"Arbusto, ca. 1m alt.; flores alvas.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:15:03-03","ESALQ","ESA","87878","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2019",NA,NA,"2003","10","25","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"ESA087878","ESA087878","Santos, M.F.","Lucas, E.J. et al.","113.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"141","2020-11-04 11:15:03-03","ESALQ","ESA","118274","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2019",NA,NA,"1987","09","01","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"ESA118274",NA,"Santos, M.F.","Robim, M.J.","465.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"142","2020-11-04 11:15:03-03","ESALQ","ESA","68733","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,"1970","05","14","Brasil","Minas Gerais","Serra de Ibitipóca",NA,NA,NA,NA,"ESA068733","ESA068733","Sobral, M.","Krieger, L.","8542.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:15:03-03","ESALQ","ESA","31503","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,"1996","01","11","Brasil","Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666","-43,686,556","-19,823,222","ESA031503","ESA031503","Kawasaki, M.L.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10085.0","Serra da Piedade. 19º49'23,6S, 43º41'11,6W. 1520 m.s.m. Campo rupestre.","1520","1520","Arbusto, ca. 1,5 m alt.; folhas jovens ferrugíneas na face inferior; flores alvas.","Magnoliophyta",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"144","2020-11-04 11:15:03-03","ESALQ","ESA","118666","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2019",NA,NA,"1987","09","01","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"ESA118666",NA,"Santos, M.F.","Robim, M.J.","464.0","Parque Estadual",NA,NA,"XLS: SPSFAntigo&nf;Árvore 4-5m altura; casca com pequenas fendas, frutos maduroa vermelhos.; GEOGRAFIA: Região do Barro Preto, estrada para São José dos Alpes;","Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"145","2020-11-04 11:15:03-03","ESALQ","ESA","64476","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,"2000","02","17","Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"ESA064476","ESA064476","Mazine, F.F.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23319.0","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Terreirão. Campo de altitude. 20o24-25'S; 41o49-50'W. 1970-2300msm",NA,NA,"Árvore, ca. 4m alt. Vegetativo. Beira de riacho","Magnoliophyta",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"146","2020-11-04 11:15:03-03","ESALQ","ESA","83102","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2016",NA,NA,"2003","02","24","Brasil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,"ESA083102",NA,"Lima, D.F.","Mazine, F.F.; Vieira, S. ; Romão, G.O.","849.0","Parque Natural do Caraça - Cerrado. Trilha para Cascatona.",NA,NA,"Árvore 4m. Vegetativo. Folhas jovens ferrugíneas. Amostras coletadas para análise macromolecular.","Magnoliophyta",NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA
"147","2021-03-31 13:40:33-03","MN","R","231398","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"2005","04","21","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"R010032340",NA,NA,"Antunes, K. 158; et al.",NA,NA,"1300","1300","Universidade Federal de Juiz de Fora. Herbário CESJ: 43944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-01-14 15:32:11-03","MN","R","9036","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.",NA,NA,NA,"1878","01","28","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000009036","R000009036_001",NA,"Glaziou, A.F.M.","9428",NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-19 10:24:27-03","CPAP","CPAP","25279","PreserverdSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"2011","11","09","Brasil","SC","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"J. C. Melo","Melo, J. C.","1112","parque estadual Acaraí.",NA,NA,"Restinga arbustiva.1,7m.CAP:10cm.",NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"150","2015-07-02 14:03:19-03","JBP","HPL","5604","S","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.","2012","06","11","1999","01","20","Brasil","PR","São João do Triunfo","-50.2972","-25.6833",NA,NA,NA,NA,"V.C. Souza","E.R. Salviani & H. Lorenzi","320","Coletado a aproximadamente 18km de São Matheus.",NA,NA,NA,NA,NA,NA,NA,NA,"20512","auto",NA,NA,NA,NA,NA
"151","2020-06-14 15:15:06-03","FPS","FPS","4402","MachineObservation","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2019","12","28","2019","12","28","Brasil","Santa Catarina","São Bento do Sul","-49.273304","-26.273201","-49.273304","-26.273201","FPS04402,FURB66013","FPS04402_v01 FPS04402_v02 FPS04402_v03 FPS04402_v04 FPS04402_v05 FPS04402_v06 FPS04402_v07 FPS04402_v08 FURB66013","Vieira, F.C.S.","Schwirkowski, P.","3825","Bairro Rio Vermelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 66013","voucher",NA,NA
"152","2019-12-19 08:08:16-03","FPS","FPS","3173","MachineObservation","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2017","12","02","2017","12","02","Brasil","Santa Catarina","São Bento do Sul","-49.417252","-26.221073","-49.417252","-26.221073","FPS03173,FURB57365","FPS03173_v01 FPS03173_v02 FPS03173_v03 FPS03173_v04 FPS03173_v05 FPS03173_v06 FPS03173_v07 FPS03173_v08 FPS03173_v09 FPS03173_v10 FURB57365","Schwirkowski, P.","Schwirkowski, P.","2599","Bairro Cruzeiro. Mata ciliar em frente ao Rancho do Mendonça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 57365","voucher",NA,NA
"153","2019-02-15 11:46:28-02","IPA","IPA","62446","S","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2015","04","28","1995","12","15","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"IPA0062446",NA,"Santos, M.F.","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1611","Zinco",NA,NA,"Árvore 5m; flor alva.; Mata Pluvial.","Plantae",NA,"Southern America",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"154","2019-08-27 13:31:30-03","IAP","PACA-AGP","86459","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O. Berg) Legrand",NA,NA,NA,"2001","03","31","Brasil","PR","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"PACA086459",NA,"M. L. Kawasaki","E. Barbosa","649","Serra da Bocaina, alto do morro",NA,NA,"2,5m de altura e fruto preto. Habitat: matinha nebular Hábito: arbusto","Magnoliophyta","Myrtales",NA,NA,NA,"61623","auto","Magnoliatae",NA,NA,NA,NA
"155","2019-08-27 13:31:30-03","IAP","PACA-AGP","67464","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O. Berg) Legrand","1976",NA,NA,"1974","01","14","Brasil","SC","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"PACA067464",NA,"C. D. Legrand","Bresolin, A.","1087",NA,"500","500","15m de altura e flor branca. Herb. FLOR 3809. Habitat: mata","Magnoliophyta","Myrtales",NA,NA,NA,"23385","auto","Magnoliatae",NA,NA,NA,NA
"156","2019-08-27 13:31:30-03","IAP","PACA-AGP","66955","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O. Berg) Legrand","1971",NA,NA,"1960","12","21","Brasil","SC","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"PACA066955",NA,"C. D. Legrand","Reitz & Klein","10436","Monte Crista","900","900","4m de altura e flor branca. Habitat: matinha Hábito: arvoreta","Magnoliophyta","Myrtales",NA,NA,NA,"22441","auto","Magnoliatae",NA,NA,NA,NA
"157","2019-08-27 13:31:33-03","IAP","PACA-AGP","37272","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O. Berg) Kiaersk.","2011","03",NA,"1947","01","12","Brasil","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"PACA037272",NA,"M.F. Santos","Hatschbach, G.","587","Campininha",NA,NA,"6m de altura e flor branca. Habitat: in silva campestri Fenofase: flor Hábito: árvore","Magnoliophyta","Myrtales",NA,NA,NA,"12577","auto","Magnoliatae",NA,NA,NA,NA
"158","2019-11-29 14:03:38-03","IAP","PACA-AGP","116858","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.","2018","11",NA,"1995","10","28","Brasil","PR","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"PACA116858",NA,"Lannoy, L.C.","Soares-Silva, L.H.","501","Capão perto do Cannyon Guartela",NA,NA,"FUEL 16016&nf;botões florais verdes; máculas laranjas","Magnoliophyta","Myrtales",NA,NA,NA,"56988","auto","Magnoliatae",NA,NA,NA,NA
"159","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054842","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1988","10","27","Brazil","Bahia",NA,"-41.85","-13.4833",NA,NA,NA,NA,"E. Lucas","R.M. Harley; D.J.N. Hind, R. Simao & J.M. Fothergill","al.-25678","Mun: Rio de Contas. 10-13km ao norte da cidade na estrada para o povoado de Mato Grosso.","1120",NA,"Afloramento de quartzito e arenito. Arbusto ramificado ate 1.5m de altura. Frutos negros.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1967","12","4","Brazil","Parana",NA,"-49.9667","-25.1333",NA,NA,NA,NA,"Legrand, 1969","G. Hatschbach","17993","Passo do Pupo (Mun. Ponta Grossa)",NA,NA,"PHOTO-MICH; Arvore do capao, flor alva","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054838","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"2005","12","10","Brazil","Rio Grande do Sul",NA,"-51.183333","-29.166667",NA,NA,NA,NA,"L.R Landrum, 2007","Machado, M.; Aona, L. Y. S.","732","Mun. Caxias do Sul. De Criuva pega-se estrada de terra para Mulada, apos 2.6 km ha uma bifurcacao- dobra- se a esquerda, apos mais 2.5 km chega-se a um camping, dirija-se ate a margem do rio e siga uma trilha a esquerda que margeia o rio seguindo na mesma direcao da correnteza.",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"2003","11","3","Brazil","Parana",NA,"-50.2523","-25.5528",NA,NA,NA,NA,NA,"E. J. Lucas; J. M. de Silva, F. F. Mazine, F. Capello","173","Parana. Mun. Tibagi: Guartela State Park, Canyon de Guartela.","1062",NA,"Shrubby treelet to 4m tall; buds green covered with brown indumentum; DNA; photo; herbarium specimens preserved in alcohol prior to drying","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054839","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1977","11","7","Brazil","Parana",NA,"-49.6667","-25.5833",NA,NA,NA,NA,NA,"L. R. Landrum","2451","Mun. Balsa Nova, road from Balsa Nova to Curitiba.","900",NA,"6 m high.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054840","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1998","1","17","Brazil","Parana","Ponta Grossa","-50.15","-25.0833",NA,NA,NA,NA,"M.L. Kawasaki, 1998.","O.S. Ribas; J. Cordeiro, E. Barbosa","2302","Morro Felpudo, Itaiacoca.",NA,NA,"Arbusto, 2.50m; fruto em fase de maturacao. Comencando a ficar vermelho.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054841","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"2003","11","3","Brazil","Parana","Tibagi","-50.2523","-25.5528",NA,NA,NA,NA,NA,"E. J. Lucas","173","Parque Estadual de Guartela, Canyon de Guartela.","1062",NA,"Shrubby treelet to 4m. Buds green covered with brown indumentum. DNA photo. Preserved in alcohol.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057589","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","Kiaersk.",NA,NA,NA,"1995","6","5","Brazil","Sao Paulo",NA,"-45.17741","-22.614144",NA,NA,NA,NA,"E. Lucas","A. M. Giulietti; L. R. Parra, P. T. Sano, M. Sztutman","1120","Piquete. Margem da estrada Piquete, Campos do Jordao. Sao Francisco dos Campos a 3 km do Posto Rodoviario do entroncamento com a rodovia.",NA,NA,"Arvoreta ca. 3 m alt. sobre solo arenoso. Folhas ligeiramente discolores. Frutos imarturos amarelos e maduros vermelho-vivos.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
