"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"49","2021-01-14 15:31:57-03","MN","R","206558","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Braga, H.N.","2000","01","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","735","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,"Braga, H.N.",NA,"2002",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA
"50","2021-02-08 19:35:00-03","MN","R","39308","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Ule, E.H.G.","1894","10",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","s.n.","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Dewolf Jr., G.P.",NA,"1958","07","19",NA,NA,"57442","auto",NA,NA,NA,NA
"51","2021-01-14 15:31:57-03","MN","R","215551","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pederneiras, L.C.","2008","04","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","415","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"Pederneiras, L.C.",NA,"2008","04","11",NA,NA,"17036","auto",NA,NA,NA,NA
"52","2021-01-14 15:31:57-03","MN","R","215549","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pederneiras, L.C.","2008","04","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","411","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,"Pederneiras, L.C.",NA,"2008","04","11",NA,NA,"17036","auto",NA,NA,NA,NA
"53","2021-01-14 15:31:57-03","MN","R","112172","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lutz, B.M.J.","1931","09","13",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes",NA,NA,NA,NA,NA,NA,"Schott","669","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Machado, A.F.P.",NA,"2011","05","04",NA,NA,"57442","auto",NA,NA,NA,NA
"54","2021-01-17 13:47:25-03","MN","R","39328","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Netto, L.S.M.",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"(Miq.) Miq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:32:01-03","MN","R","201720","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Pinto, G.C.P.","1995","04","30",NA,"Brasil","Bahia","Ilha de Itaparica",NA,NA,NA,NA,NA,NA,"(Miq.) Miq.","14","Itaparica","-38.6786003112793","-12.8882999420166",NA,NA,"Pinto, G.C.P.",NA,"1995","04","30",NA,NA,"8126","auto",NA,NA,NA,NA
"56","2015-07-02 14:03:04-03","JBP","HPL","7604","S","Plantae","Moraceae","Ficus","cf. hirsuta","Ficus cf. hirsuta",NA,"R. Tsuji","2007","02","28",NA,"Brasil","SP","Coletado nas proximidades do município de Pardinho - em área de cerrado.",NA,NA,NA,NA,NA,NA,NA,"1685","Pardinho","-48.37","-23.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14628","auto",NA,NA,NA,NA
"57","2015-07-02 14:03:04-03","JBP","HPL","7603","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R. Tsuji","2007","02","28",NA,"Brasil","SP","Coletado nas proximidades do município de Itaí, em beira de estrada.",NA,NA,NA,NA,NA,NA,NA,"1684","Itaí","-49.09","-23.41",NA,NA,"R. Tsuji",NA,"2007","02","28",NA,NA,"36172","auto",NA,NA,NA,NA
"58","2015-07-02 14:03:04-03","JBP","HPL","9391","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R. Tsuji","2007","09","04",NA,"Brasil","SP","Coletado nas proximidades do município de Pardinho; em beira de estrada asfaltada. (1000m.s.m.)",NA,NA,NA,NA,NA,NA,NA,"2101","Pardinho","-48.37","-23.08",NA,NA,"R. Tsuji",NA,"2007","09","04",NA,NA,"14628","auto",NA,NA,NA,NA
"59","2015-07-02 14:03:04-03","JBP","HPL","7961","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R. Tsuji & A. Campos-Rocha","2007","03","21",NA,"Brasil","SP","Coletado nas proximidades do município de Pardinho, em beira de estrada sentido Rodovia Castelo Branco.",NA,NA,NA,NA,NA,NA,NA,"1849","Pardinho","-48.37","-23.08",NA,NA,"R. Tsuji",NA,"2007","03","21",NA,NA,"14628","auto",NA,NA,NA,NA
"60","2016-02-02 14:38:37-02","BGBM","B","B 10 0000051","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta","holotype",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100000051 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100000051",NA,NA,"Schott",NA,NA,NA,NA,NA,"B100000051","Gordon P. DeWolf, Jr.",NA,"1958","03","19",NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-02-02 14:38:37-02","BGBM","B","B 10 0244646","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"Hb. Spr.; Ficus hirsuta <a href=http://herbarium.bgbm.org/object/B100244646 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244646",NA,NA,"Schott",NA,NA,NA,NA,NA,"B100244646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-17 09:17:18-03","IAP","PACA-AGP","103404","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pessoa, S. V. A.","1993","01","12",NA,"Brasil","RJ","Reserva Biológica Poço das Antas.",NA,NA,"Arbusto 2 m altura; frutos jovens roxo-esverdeados, maduros roxo-nigrescentes.&nf;RB 300203 Habitat: na beira da mata","PACA103404","Magnoliophyta","Urticales","Schott","639","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"Vieira, C. M.",NA,"2004","15",NA,NA,NA,"29995","auto","Magnoliatae",NA,NA,NA
"63","2020-12-20 21:18:31-03","UFV","VIC","47760","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"De Paulo, M.L.","2016","11","12",NA,"Brasil","Rio de Janeiro","Reserva de Tauá, Cerca de 10 cm do deck do lago",NA,NA,"Árvore de aproximadamente 9,5 m, CAP 50 cm;ramificada em troncos desde a base,caule esbranquiçado;ramos terminais pubescentes;brácteas castanhas;peciolo hirsuto branco;sicônio verde claro,com a região de ostiolo castanha,hirsuto e plan","VIC047760",NA,NA,"Schott","s.n.","Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,"VIC047760",NA,NA,NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA
"64","2019-11-21 14:39:59-03","UFJF","CESJ","38791","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.C. Forzza; V.R. Scalon; L.D. Meireles; L. Menini Neto; V.R. Almeida; L.C.S. Assis","2002","09","22","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,NA,"Arvoreta ca 5m alt., em borda de mata. Folhas discolores. Sicônios passados","CESJ038791","Angiosperma",NA,"Schott","2224","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"A.F.P.Machado",NA,"2007","03","19",NA,NA,"11991","auto",NA,NA,NA,NA
"65","2019-11-27 13:50:39-03","UFS","ASE","34134","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Santos, LAS","2014","05","19","Southern America","Brasil","Sergipe",NA,NA,NA,"Árvore com aprox. 7,5m de altura, casca externa cinza e interna verde, fina, áspera, esfoliante, látex branco viscoso. Nº do conglomerado: 146, Coordenadas UTM do Ponto Central: E (709798 m) e N (8785561 m), Número da Subunidade: 3,","ASE0012374","Magnoliophyta",NA,"Schott","1024","Aracaju","-37.071667","-10.911111",NA,"ASE0012374","Silva, ACC",NA,"2015","06","10","-37.071667","-10.911111",NA,NA,NA,NA,NA,NA
"66","2019-11-27 13:50:39-03","UFS","ASE","6457","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Viana, G; S.G.Magalhães","1996","07","25","Southern America","Brasil","Sergipe","Faz. Mãe Luzia",NA,NA,"Árvore ca. 8 m; frutos imaturos verdes.; Árvore ca. 8 m; frutos imaturos verdes.; Mata atlântica","ASE0016872","Magnoliophyta",NA,"(Miq) Miq.","ASE6457","Tomar do Geru","-37.840556","-11.373333",NA,"ASE0016872","Machado, AFP",NA,"2015","08","04","-37.840556","-11.373333",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:35:53-03","UNICAMP","UEC","197004","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Oliveira, MMA","1993","02","17",NA,"Brazil","Espírito Santo",NA,NA,NA,"Epífita; Mata de restinga","UEC141367","Magnoliopsida",NA,"Schott","s.n.","Aracruz","-40.2733001708984","-19.8202991485596",NA,"UEC141367","Pereira, OJ",NA,"1993","02",NA,NA,NA,"37987","auto",NA,NA,NA,NA
"68","2021-03-01 16:35:53-03","UNICAMP","UEC","158730","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Yamamoto, LF","2002","08","08",NA,"Brazil","Minas Gerais","Serra do Lopo, Estrada da Embratel. Borda da estrada.",NA,NA,"Árvore, 10m. Fruto.","UEC013766","Magnoliopsida",NA,"Schott","454","Extrema","-46.3182983398438","-22.854700088501",NA,"UEC013766","Yamamoto, LF",NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA
"69","2021-03-01 16:35:53-03","UNICAMP","UEC","158729","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Yamamoto, LF","2002","09","05",NA,"Brazil","Minas Gerais","Serra do Lopo, Estrada da Serra do Lopo. Borda da estrada.",NA,NA,"10 m. Fruto imaturo.","UEC013763","Magnoliopsida",NA,"Schott","637","Extrema","-46.3182983398438","-22.854700088501","1065","UEC013763","Yamamoto, LF","1065",NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA
"70","2021-03-01 16:35:53-03","UNICAMP","UEC","89784","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Martins, CS","1996","01",NA,NA,"Brazil","São Paulo",NA,NA,NA,"Árvore de 15m alt. Copa com 3m de altura e 7m de largura. Tronco com alguns espinhos e látex.",NA,"Magnoliopsida",NA,"Schott","s.n.","Lençóis Paulista","-48.7999992370605","-22.5900001525879",NA,NA,"Machado, AFP",NA,"2010","01","14",NA,NA,"29915","auto",NA,NA,NA,NA
"71","2020-04-22 16:22:08-03","UFPB","JPB","24913","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Almeida, ACC","1994","12","13","Southern America","Brasil","Bahia","Reserva Florestal Vera Cruz",NA,NA,"; DESC: Frutos pilosos, planta com 12m de altura, produz látex.",NA,"Angiosperma","Dicotyledon","(Miq.) Miq.","107","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"Carauta, JPP",NA,"2001","07",NA,NA,NA,"68835","auto",NA,NA,NA,NA
"72","2020-01-24 17:51:17-03","PUCRS","MPUC","22416","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,NA,"1971","12","10","South America","Brasil","RJ","Restinga da Barra da Tijuca",NA,NA,NA,NA,NA,"Rosales","Schott",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"J.P.P. Carauta",NA,"1983","10","01",NA,NA,"57442","auto","Magnoliopsida",NA,"8050","1"
"73","2019-06-27 10:25:45-03","UFES","VIES","7563","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Fabris, L.C.; Monteiro, M.G.","1993","01","07",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,NA,"VIES007563",NA,NA,"Schott","733","Guarapari","-40.5110015869141","-20.6580009460449",NA,"VIES007563","Fabris, L.C.",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"74","2019-06-27 10:25:45-03","UFES","VIES","7562","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Fabris, L.C.","1992","03","12",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,NA,"VIES007562",NA,NA,"Schott","689","Guarapari","-40.5110015869141","-20.6580009460449",NA,"VIES007562","Fabris, L.C.",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"75","2020-04-27 16:10:40-03","UFES","VIES","5996","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","1991","07","17",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,NA,"VIES005996",NA,NA,"Schott","206","Guarapari","-40.5110015869141","-20.6580009460449",NA,"VIES005996","Carauta, J.P.P.",NA,"1992","03",NA,NA,NA,"28401","auto",NA,NA,NA,NA
"76","2020-04-27 16:10:40-03","UFES","VIES","8419","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","01","07",NA,"Brasil","Espírito Santo","Comboios.",NA,NA,NA,"VIES008419",NA,NA,"Schott","2515","Linhares","-40.0722007751465","-19.3910999298096",NA,"VIES008419","Machado A. F. P",NA,"2014","08","20",NA,NA,"48094","auto",NA,NA,NA,NA
"77","2020-04-27 16:10:40-03","UFES","VIES","18322","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pereira, O.J.","2009","05","14",NA,"Brasil","Espírito Santo","APA Praia Mole.",NA,NA,NA,"VIES018322",NA,NA,"Schott","7808","Serra","-40.3078002929688","-20.1285991668701",NA,"VIES018322","Pereira, O.J.",NA,"2009","05","14",NA,NA,"16451","auto",NA,NA,NA,NA
"78","2020-04-27 16:10:40-03","UFES","VIES","9783","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Zambom, O.","1995","08","17",NA,"Brasil","Espírito Santo","Interlagos.",NA,NA,NA,"VIES009783",NA,NA,"Schott","82","Vila Velha","-40.2924995422363","-20.3297004699707",NA,"VIES009783","Machado, A.F.P.",NA,"2014","08","20",NA,NA,"27156","auto",NA,NA,NA,NA
"79","2020-04-27 16:10:40-03","UFES","VIES","17308","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Gomes, J.M.L.","2008","02","15",NA,"Brasil","Espírito Santo","Duas Barras.",NA,NA,NA,"VIES017308",NA,NA,"Schott","3195","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,"VIES017308","Machado A. F. P",NA,"2014","08","20",NA,NA,"35694","auto",NA,NA,NA,NA
"80","2020-04-27 16:10:40-03","UFES","VIES","7543","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pereira, O.J.; Gomes, J.M.L.","1993","09","27",NA,"Brasil","Espírito Santo","Comboios.",NA,NA,NA,"VIES007543",NA,NA,"Schott","4980","Linhares","-40.0722007751465","-19.3910999298096",NA,"VIES007543","Carauta, J.P.P.",NA,"1994","02",NA,NA,NA,"48094","auto",NA,NA,NA,NA
"81","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","790","PreservedSpecimen","Plantae","Moraceae","Urostigma","hirsutum","Urostigma hirsutum",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce",NA,NA,NA,"BOTUW000790",NA,NA,"Miq.",NA,NA,"-40.533333","-19.866667",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:31:22-03","UFRRJ","RBR","10557","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"L.F.T. Menezes","2002","08","12",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Próximo ao campo de futebol- praioa do kutuca.",NA,NA,NA,"RBR00010557",NA,NA,"Schott","1000","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA
"83","2020-06-29 09:31:22-03","UFRRJ","RBR","10548","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"L.F.T. Menezes","2000","06","12",NA,"Brasil","Rio de Janeiro","'Restinga da Marambaia, Caminho para a lagoa vermelha. Floresta de Restinga.'",NA,NA,NA,"RBR00010548",NA,NA,"Schott","576","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA
"84","2020-06-29 09:31:22-03","UFRRJ","RBR","43220","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"T.P.P. Alverga","2014","04","10",NA,"Brasil","Rio de Janeiro","Marambaia. R21/60.",NA,NA,NA,"RBR00043220",NA,NA,"Schott",NA,"Rio de Janeiro","-43.6025","-23.048611",NA,NA,"T.P.P. Alverga",NA,NA,NA,NA,"43º36'9''W","23º2'55''S",NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:31:22-03","UFRRJ","RBR","44674","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"L.O.L. Pedreira; L.G. Silva","2018","07","24",NA,"Brasil","Rio de Janeiro","Barra da Tijuca. Barra da Tijuca. Ao lado via de acesso ao antigo Clube Ginástico Português. Parque Natural Municipal Marapendi",NA,NA,NA,"RBR00044674",NA,NA,"Schott","46","Rio de Janeiro","-43.438056","-23.015",NA,NA,"L.G. Silva",NA,"2018","07","24","43º26'17''W","23º0'54''S",NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:31:22-03","UFRRJ","RBR","44804","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"N.M. Corrêa; M.M.S. Murakami","2017","09","08",NA,"Brasil","Rio de Janeiro","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à casa do Sr Nickolas Locke.",NA,NA,NA,"RBR00044804",NA,NA,"Schott","226","Cachoeiras de Macacu","-42.746944","-22.425278","95",NA,"N.M. Corrêa","95","2017","12",NA,"42º44'49''W","22º25'31''S",NA,NA,NA,NA,NA,NA
"87","2020-06-29 09:31:22-03","UFRRJ","RBR","46161","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"L.P. Mauad; J.V.R. Gomes","2019","01","24",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"RBR00046161",NA,NA,"Schott","496","São João da Barra","-41.039722","-21.760278",NA,NA,"L.P. Mauad",NA,"2019","03","26","41º2'23''W","21º45'37''S",NA,NA,NA,NA,NA,NA
"88","2013-04-01 09:17:24-03","IPT","BCTW","19766","S","Plantae",NA,"Ficus","hirsuta","Ficus hirsuta",NA,"Lorenzi, H.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"198",NA,NA,NA,NA,NA,"Instituto Plantarum",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"89","2020-12-21 16:35:57-03","MBM","MBM","14326","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Duarte, A.P.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Estrada de Lagoinha",NA,NA,NA,"MBM014326",NA,NA,"Schott","9879","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"MBM014326","Machado, A.F.P.",NA,"2010","01","12",NA,NA,"57442","auto",NA,NA,NA,NA
"90","2020-12-21 16:35:57-03","MBM","MBM","167820","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Amorim, A.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Bahia","Estrada Comandatuba para a praia de Una",NA,NA,NA,"MBM167820",NA,NA,"Schott","487","Una","-39.0752983093262","-15.2932996749878",NA,"MBM167820","Carauta, J.P.",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA
"91","2020-12-21 16:35:57-03","MBM","MBM","313378","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Farney, C.; et al.; et al.","1996","12","17","Southern America","Brazil","Rio de Janeiro","Reserva Ecológica Estadual de Jacarepiá. Área perturbada por tratores em regeneração",NA,NA,"Arvoreta, 5m, folhas verdes discolores, ramos jovens castanho-ferrígeneo, frutos verde","MBM313378",NA,NA,"Schott","3564","Saquarema","-42.5102996826172","-22.9200000762939",NA,"MBM313378","Vianna Filho, M.D.M.",NA,"2009","10","06",NA,NA,"17036","auto",NA,NA,NA,NA
"92","2020-12-21 16:35:57-03","MBM","MBM","422463","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2019","03","28","Southern America","Brazil","Espírito Santo","Estrada para Pedra Lisa",NA,NA,"Árvore com 7 m de altura; sicônio verde-imaturo.; Floresta Ombrófila Densa Montana, estágio médio de sucessão.","MBM422463",NA,NA,"Schott","3279","Cachoeiro de Itapemirim","-41.349444","-20.613611","700",NA,"Barboza, E.","700","2019","06","26","-41.349444","-20.613611",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:35:57-03","MBM","MBM","425403","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Mauad, L.P.; Gomes, J.V.R.; Gomes, J.V.R.","2019","01","21","Southern America","Brazil","Rio de Janeiro","RPPN Fazenda Caruara",NA,NA,"Folhas, ramos e sicônios com tricomas. Altura, 3.5 m; Em área de restinga árborea.","MBM425403",NA,NA,"Schott","496","São João da Barra","-41.039722","-21.760278",NA,NA,"Mauad, L.P.",NA,"2019","03","26","-41.039722","-21.760278",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:35:57-03","MBM","MBM","425626","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pinto, L.J.S.; Queiroz, G.A. de; Queiroz, G.A. de","2017","11","28","Southern America","Brazil","Rio de Janeiro","Reserva Tauá, Limite entre os munícipios de Armação dos Buzios e Cabo Frio",NA,NA,"Árvore, heliófila, lactescente, látex transparente. Folhas cartáceas discolores verdes. Sicônios verdes, estípulas verdes. Altura: 7 m","MBM425626",NA,NA,"Schott","1980","Cabo Frio","-41.996944","-22.753889","7",NA,"Pinto, L.J.S.","7","2017","11","28","-41.996944","-22.753889",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:35:57-03","MBM","MBM","138410","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Carvalho, A.M. de",NA,NA,NA,"Southern America","Brazil","Bahia","Campus da Escola de Agronomia da UFBA",NA,NA,"Arvorezinha ca, ca. 4m de altura crescendo estrangulando palmeira no jardim principal da Escola. Inflorescência verde-amarelados. Látex branco","MBM138410",NA,NA,"Schott","2559","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,"MBM138410","Machado, A.F.P.",NA,"2010","01","12",NA,NA,"14660","auto",NA,NA,NA,NA
"96","2020-12-21 16:35:57-03","MBM","MBM","164376","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Thomas, W.W.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Bahia","14km N de Serra Grande",NA,NA,NA,"MBM164376",NA,NA,"Schott","9455","Itacaré","-38.9967002868652","-14.2775001525879",NA,"MBM164376","Carauta, J.P.",NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA
"97","2020-12-21 16:35:57-03","MBM","MBM","43717","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Duarte, A.P.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Descida do Sumaré para Lagoinha",NA,NA,"Pequena arvoreta casmofita em pampa de encosta velha","MBM043717",NA,NA,"Schott","4905","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"MBM043717","Machado, A.F.P.",NA,"2010","01","12",NA,NA,"57442","auto",NA,NA,NA,NA
"98","2020-12-21 16:35:57-03","MBM","MBM","409997","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lobão, A.Q.","1996","04","27","Southern America","Brazil","Rio de Janeiro","Reserva Ecológica Estadual de Jacarepiá.",NA,NA,"Árvore; ritidoma marrom, piloso; flolhas discolores verdes, com parte ventral pilosa e dorsal lisa; frutos imaturos verdes e maduros vermelhos.; Mata de Restinga.","MBM409997",NA,NA,"Schott","135","Saquarema","-42.5102996826172","-22.9200000762939",NA,"MBM409997","et al.; Machado, A.F.P.",NA,"2007",NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA
"99","2020-12-21 16:35:59-03","MBM","MBM","164377","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Carvalho, A.M. de; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Bahia","20km na rodovia Jacobina - Morro do Chapéu",NA,NA,NA,"MBM164377",NA,NA,"(Miq.) Miq.","2813","Jacobina","-40.5182991027832","-11.1806001663208",NA,"MBM164377","Carauta, J.P.",NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"100","2019-10-24 16:18:04-03","UESC","UESC","6431","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.H.R.Sambuichi","2001","04","25",NA,"Brasil","Bahia",NA,NA,NA,"Floresta higrófila raleada sobre plantação de cacau, cabruca.; Hemiepífita.; Látex branco abundante.","UESC0006431","Angiospermae","Florideophycidae","Vell.","57","Ilhéus","-39.171389","-14.797222",NA,NA,NA,NA,NA,NA,NA,"39W10'17''","14S47'50''",NA,NA,"Dicotyledoneae",NA,NA,NA
"101","2019-10-24 16:18:04-03","UESC","UESC","674","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"André M. de Carvalho","1989","10","26",NA,"Brasil","Bahia",NA,NA,NA,"Arvorezinha com ca. 4m de altura crescendo estrangulando palmeira no jardim principal da escola.; Latex branco","UESC0000674","Angiospermae","Florideophycidae","Schott","2559","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,"J.P.P.Carauta",NA,"1990","06",NA,NA,NA,"14660","auto","Dicotyledoneae",NA,NA,NA
