"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","371874","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","A. F. M. Glaziou","10735","1907",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00371874","NY00371874_01","F. A. Stafleu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02796007","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","A. M. Amorim","4494","2004","12","11","South America","Brazil","Bahia","Una","Reserva Biologica de Una (REBIO), Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Região da Mata Higrófila Sul Baiana. Picada do Rio Maruím.","-39.0833","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317046' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796007","NY02796007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","371876","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","A. P. Duarte","6738","1962","06","05","South America","Brazil","Bahia","Porto Seguro","Km 5 da BR 5","-39.0644","-16.4497","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00371876","NY00371876_01","M. C. Vianna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1921150","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","M. Spolidoro","228","2000","08","15","South America","Brazil","Rio de Janeiro","Valença","Distrito de Barão de Juparanã. Fazenda Santa Monica. Alto do Baeta.","-43.72","-22.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2185023' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921150","NY01921150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1921142","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","O. J. S'Amor","s.n.","1992","03","03","South America","Brazil","Rio de Janeiro","Rio Claro","Sítio Rio Papudo.","-44.1356010437012","-22.7231006622314","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2184985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921142","NY01921142_01",NA,NA,NA,"27045","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1921145","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","C. E. F. Araujo","6","1999","10","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Museu do Açude.","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2185018' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921145","NY01921145_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:52-03","UFRJ","RFA","5619","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","E. Pereira","4441","1958","10","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,"Árvore, flores amarelas","RFA51087",NA,"M.C. Vianna",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:52-03","UFRJ","RFA","17466","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","P. Occhioni","8076","1977","01",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Pedra do Garrafão","-42.9655990600586","-22.4122009277344",NA,"Arvoreta de 6 m altura, flor amarela","RFA51089",NA,"M.C. Vianna",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:52-03","UFRJ","RFA","4064","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,"Arbor","RFA51084",NA,"M.C. Vianna",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:32:52-03","UFRJ","RFA","13162","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","P. Occhioni","5391","1972","12","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Rodovia km 48","-43.2075004577637","-22.9027996063232",NA,"Arvoreta flor amarela","RFA51093",NA,"M.C. Vianna",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:32:52-03","UFRJ","RFA","15587","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","P. Occhioni","6397","1974","10","06",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, prós. Dedo de Deus","-42.9655990600586","-22.4122009277344",NA,"Arbusto 5-6 m, flor amarela","RFA51091",NA,"M.C. Vianna","1000","1000","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:32:52-03","UFRJ","RFA","13957","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","J.G. Kuhlmann",NA,"1926","10","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Pai Ricardo, próximo à sede do Horto Florestal","-43.2075004577637","-22.9027996063232",NA,"Árvore grande de 15-20 m altura e 96 cm diâmetro no tronco a 1 m acima do solo","RFA51086",NA,"J.G. Kuhlmann",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:50:42-03","EAO","IAN","93610","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","Bong.","Glaziou, AFM","10735","1907",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN093610",NA,"Paula, JE de",NA,NA,NA,NA,"1967","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:25:49-03","UFBA","ALCB","86203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Roque, N; Alunos de Botânica III","1915","2008","10","25","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.345278","-13.001389",NA,"ca. 5m alt. Folhas discolores, flores amarelas.","ALCB057175",NA,"Gonçalves, DJP; Shimizu, GH","915","915",NA,NA,"2014","07","-41.345278","-13.001389",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769355","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Ducke A",NA,"1929","01","15","Southern America","Brazil",NA,NA,"Rio de Janeiro ad urbem silva montana inter Alto da Boa Vista et Mesa do Imperador.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769355","NL-U1769355",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769356","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Ducke A",NA,"1925","11","02","Southern America","Brazil",NA,NA,"Rio de Janeiro ad urbem boa vista Chinesa in silois mountains.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769356 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769356","NL-U1769356",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769357","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Ducke A",NA,"1925","11","02","Southern America","Brazil",NA,NA,"Rio de Janeiro ad urbem boa vista Chinesa in silois mountains.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769357","NL-U1769357",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769358","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Porto PC",NA,"1918","11","08","Southern America","Brazil",NA,NA,"Itatiaria mons.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769358 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769358","NL-U1769358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769359","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Duarte de Barros V",NA,"1940","12","17","Southern America","Brazil",NA,NA,"Parque Nacional do Italiaia (spanner) mais ou menos 900 m. Est. do Rio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769359","NL-U1769359",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769360","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Pereira E; Sucre Benjamin D; Duarte AP",NA,"1958","10","30","Southern America","Brazil",NA,NA,"Brasil, estado da Guanabara, Mesa do Imperador.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769360","NL-U1769360",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769361","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Kuhlmann JG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Inerio da Serram Petropolis, do Rio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769361","NL-U1769361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769362","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Kuhlmann JG",NA,"1926","10","08","Southern America","Brazil",NA,NA,"Zata do Pae ricardo, penta da sede, do Honto Florifal, Rio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769362","NL-U1769362",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:20:59-03","ESALQ","ESA","72818","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Krieger, L. et al.",NA,"1988","12","17",NA,"Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"ESA072818","ESA072818","Vianna, M.C.",NA,NA,NA,NA,"1991","01",NA,NA,NA,"01",NA,NA,NA,NA,NA
"34","2020-11-04 11:20:59-03","ESALQ","ESA","125668","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia",NA,"Farney, C.","3102.0","1992","03","23",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,"ESA125668","ESA125668","Vianna, M.C.",NA,NA,"34470","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:33:58-03","MN","R","72829","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"R010053430","R010053430_001 R010053430_002","Vianna, M.C.",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:33:58-03","MN","R","72853","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Glaziou, A.F.M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 4931","R000072853","R000072853_001","Viana, M.C.",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:33:58-03","MN","R","7543","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Glaziou, A.F.M.",NA,"1869","12","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007543","R000007543_001","Viana, M.C.",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:52:07-02","IPA","IPA","2379","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Duarte, A.","s.n.","1951","12","26","Southern America","Brasil","Rio de Janeiro","Petrópolis","subida da Serra da Estrela.","-43.1786003112793","-22.5049991607666",NA,"Árvore pequena.","IPA0002379",NA,"Vianna, M.C.",NA,NA,"36524","auto","1978","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:49:03-03","UFJF","CESJ","72151","PreservedSpecimen","Plantae","Angiosperma",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","J.M.A. Braga; et al.","4535","1997","12","05","América do Sul","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada próxima a Ponte do Maromba.","-44.5633010864258","-22.4960994720459",NA,"Mata densa. Árvore ca. 18m alt., folhas discolores e cartáceas. Flores amarelas. Vários indivíduos observados em flor na paisagem.","CESJ072151",NA,"H.C. Lima; E.F. Negreiros",NA,NA,"19648","auto","2016","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:43:17-03","UNICAMP","UEC","183284","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Duarte, AP","8045","1963","11","12",NA,"Brazil","Bahia","Porto Seguro","Brasil, Estado da Bahia, Porto Seguro, km 5 do ramal da BR05.","-39.023611","-16.323333",NA,"Árvore de grande porte, produz boa madeira.","UEC111853","UEC111853","Vianna, M",NA,NA,NA,NA,"1975","07","-39.023611","-16.323333",NA,"18",NA,NA,NA,NA,NA
"41","2021-03-01 16:43:17-03","UNICAMP","UEC","155598","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","acuminata","laurifolia","Vochysia acuminata laurifolia","(Warm.) Stafleu","Duarte, AP","4259","1951","12","27",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Antiga Guanabara.","-43.2075004577637","-22.9027996063232",NA,"Árvore com mais ou menos de 12 à 15 metro de altura.","UEC055762","UEC055762","Vianna, MC",NA,NA,"57442","auto","1975","07",NA,NA,NA,"22",NA,NA,NA,NA,NA
"42","2021-03-01 16:43:22-03","UNICAMP","UEC","181281","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Pereira, OJ","4176","1992","11","25",NA,"Brazil","Espírito Santo","Conceição da Barra","Área 100 da Aracruz Celulose S.A.","-40.222778","-18.9925",NA,"Planta com 15m de altura. Flor amarelada.; Restinga. Mata periodicamente inundada.","UEC082976","UEC082976","Vianna, MC",NA,NA,NA,NA,"1993",NA,"-40.222778","-18.9925",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:43:22-03","UNICAMP","UEC","181279","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Pereira, OJ","3260","1992","03","27",NA,"Brazil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-40.222778","-18.9925",NA,"Planta com 20 metros de altura.; Mata seca de Restinga.","UEC082974","UEC082974","Shimizu, GH",NA,NA,NA,NA,"2014","06","-40.222778","-18.9925",NA,"24",NA,NA,NA,NA,NA
"44","2021-03-01 16:43:22-03","UNICAMP","UEC","183010","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","laurifolia",NA,"Vochysia laurifolia","Warm.","Hoffmann, JRR; Sanches, CD; Bastos, EB; Gorenstein, MR; Pereira, VF","20843","1994","09","08",NA,"Brazil","São Paulo","Cananéia","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida.","-47.911944","-25.017778",NA,"Árvore, ca. 6m alt.; frutos imaturos verdes.&nf;; Área de mata de restinga com transição para dunas.","UEC104101","UEC104101","Yamamoto, K",NA,NA,NA,NA,"2013",NA,"-47.911944","-25.017778",NA,NA,NA,NA,NA,NA,NA
