"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","class","relatedCatalogItem","sex"
"49","2021-03-01 16:35:53-03","UNICAMP","UEC","89758","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pereira, RAS","3","1996","07","27",NA,"Brazil","Espírito Santo","Lado esquerdo da Estrada da Mantegueira (sentido N - S), cerca de 100m da Estrada do Flamengo.","-40.0722007751465","-19.3910999298096",NA,"Borda de mat ca. 20m, DAP=50cm, raízes estrangulantes, sicônios na fase C.",NA,NA,"Linhares",NA,NA,"(Miq.) Miq.","Pereira, RAS","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:35:53-03","UNICAMP","UEC","67837","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Morais, MD; et al.","29295","1993","11","14",NA,"Brazil","São Paulo","Praia do Tenório","-45.0699996948242","-23.4300003051758",NA,"Árvore 5m",NA,NA,"Ubatuba",NA,NA,"(Miq.) Miq.","Machado, AFP","34265","auto","2010","01",NA,NA,NA,NA,NA,NA,NA
"51","2020-04-22 16:22:08-03","UFPB","JPB","29563","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Barbosa, MR; Lima, R; Lima, IB; Cunha, JP; Pessoa, MC","2415","2002","04","14","Southern America","Brasil","Paraíba","Parque Estadual da Pedra da Boca, Parque Ecológico da Pedra da Boca.","-35.680278","-6.453889",NA,"; DESC: Árvore de copa ampla ca. 6 m de alt., frutos sicônicos globosos imaturos verdes, tornando-se amarelados quando maduros, com látex.",NA,NA,"Araruna","300","300","(Miq.) Miq.","Lima, IB",NA,NA,"2013","03","-35.680278","-6.453889","13",NA,NA,NA,NA
"52","2020-04-22 16:22:08-03","UFPB","JPB","30737","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Lima, JR","JPB30737","2002","05",NA,"Southern America","Brasil","Paraíba","Miramar","-34.836561","-7.122453",NA,NA,NA,NA,"João Pessoa","47","47","(Miq.) Miq.","Lima, IB",NA,NA,"2014","02","-34.836561","-7.122453","02",NA,NA,NA,NA
"53","2020-04-22 16:22:08-03","UFPB","JPB","31867","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pessoa, MC; Lima, JR","33","2003","11","29","Southern America","Brasil","Paraíba","Parque Estadual da Pedra da Boca, Lado direito da Pedra da Boca.","-35.741667","-6.558333",NA,"; DESC: Árvore ca. 5m de alt., frutos sicônios globosos, imaturos verdes.",NA,NA,"Araruna","570","570","(Miq.) Miq.","Lima, IB",NA,NA,"2014","02","-35.741667","-6.558333","12",NA,NA,NA,NA
"54","2020-04-22 16:22:08-03","UFPB","JPB","39167","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Gadelha Neto, PC; Silva, CS","1973","2007","12","17","Southern America","Brasil","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","-34.978633","-6.493619",NA,"; HABITAT: Mata de Restinga.; DESC: Árvore com cerca de 7m de copa densa. Lactescente. Folhas simples, inteiras, glabras. Nervura principal saliente. Fruto sincônio.",NA,NA,"Mataraca",NA,NA,"(Miq.) Miq.","Gadelha Neto, PC",NA,NA,"2008","09","-34.978633","-6.493619","30",NA,NA,NA,NA
"55","2020-04-22 16:22:08-03","UFPB","JPB","49143","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Gadelha Neto, PC; Lima, IB; Pontes, RA; Silva, CS","3121","2011","11","17","Southern America","Brasil","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Substrato arenoso.","-34.976944","-6.502222",NA,"; HABITAT: Restinga arbustiva; DESC: Árvore com cerca de 7m exudando látex branco-leitoso. Folhas simples, coriáceas. Estípulas persistentes. Figos globosos quase sésseis aglomerados na parte superior dos ramos.","JPB0049143",NA,"Mataraca",NA,NA,"(Miq.) Miq.",NA,NA,NA,NA,NA,"-34.976944","-6.502222",NA,NA,NA,NA,NA
"56","2020-04-22 16:22:08-03","UFPB","JPB","54219","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Gadelha Neto, PC; Albuquerque, JV","3599","2013","05","30","Southern America","Brasil","Paraíba","Cachoeira do Ouricuri, Rio Araçagi","-35.585278","-6.892222",NA,"; HABITAT: Mata Ciliar; DESC: Árvore hemiepífita, estranguladora. Látex branco, leitoso. Folhas simples, cartáceas. Lâmina lisa verde-escuro brilhante. Estípulas ferrugíneas persistentes.","JPB0054219",NA,"Pilões","120","120","(Miq.) Miq.","Lima, IB",NA,NA,"2014","02","-35.585278","-6.892222","13",NA,NA,NA,NA
"57","2020-04-22 16:22:08-03","UFPB","JPB","56078","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Lima, IB","1354","2014","03","06","Southern America","Brasil","Paraíba","Bancários, Rua Luiz Prímola da Silva. Praça.","-34.838806","-7.148194",NA,"; DESC: Árvore ca. de 10-20m de altura. Sicônio aos pares. Latex branco. [Photo].[Material Fixado].Fruto na Carpoteca","JPB0056078",NA,"João Pessoa","84","84","(Miq.) Miq.","Lima, IB",NA,NA,"2014","03","-34.838806","-7.148194","10",NA,NA,NA,NA
"58","2020-04-22 16:22:08-03","UFPB","JPB","56079","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Lima, IB","1355","2014","03","06","Southern America","Brasil","Paraíba","Bancários, Rua Waldemar de Mesquita Acioli. Tres ruas.","-34.840472","-7.145167",NA,"; DESC: Árvore ca. de 15-25m de altura. Sicônio aos pares. Latex branco. [Photo].[Material Fixado]. Fruto na Carpoteca","JPB0056079",NA,"João Pessoa","84","84","(Miq.) Miq.","Lima, IB",NA,NA,"2014","03","-34.840472","-7.145167","10",NA,NA,NA,NA
"59","2020-04-22 16:22:08-03","UFPB","JPB","56080","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Lima, IB","1356","2014","03","09","Southern America","Brasil","Paraíba","Tambiá, Rua Eurípides Tavares. Em frente a EMEPA.","-34.875","-7.117306",NA,"; DESC: Árvore ca. de 10-25m de altura. Sicônio aos pares. Latex branco. [Photo].[DNA].[Material Fixado]. Fruto na Carpoteca","JPB0056080",NA,"João Pessoa","76","76","(Miq.) Miq.","Lima, IB",NA,NA,"2014","03","-34.875","-7.117306","10",NA,NA,NA,NA
"60","2020-04-22 16:22:08-03","UFPB","JPB","51851","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Araújo, ND","5","2011","05","19","Southern America","Brasil","Paraíba","Praia Ponta de Campina, Restinga","-34.8339004516602","-6.98111009597778",NA,"; DESC: Látex branco, estípulas persistentes","JPB0051851",NA,"Cabedelo",NA,NA,"(Miq.) Miq.","Souza, PP de","13213","auto","2011","05",NA,NA,"26",NA,NA,NA,NA
"61","2020-04-27 16:10:40-03","UFES","VIES","8426","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2686","1992","02","19",NA,"Brasil","Espírito Santo","Portocel.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES008426","VIES008426","Aracruz",NA,NA,"(Miq.) Miq.","Machado A. F. P","37987","auto","2014","08",NA,NA,"20",NA,NA,NA,NA
"62","2019-12-06 19:29:58-03","UFES","VIES","28742","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Assis, A.M.; Cribari, R.S.; Santos, J.","4540","2018","07","28",NA,"Brasil","Espírito Santo","Restinga entre Marobá e Praia das Neves.","-40.941389","-21.214722",NA,NA,"VIES028742","VIES028742","Presidente Kennedy","7","7","(Miq.) Miq.",NA,NA,NA,NA,NA,"40º56'29''W","21º12'53''S",NA,NA,NA,NA,NA
"63","2020-04-27 16:10:40-03","UFES","VIES","13215","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","França, F.; Melo, E.","1549","1996","01","18",NA,"Brasil","Bahia","Morro do Agenor.","-39.6981010437012","-12.7118997573853",NA,NA,"VIES013215","VIES013215","Itatim",NA,NA,"(Miq.) Miq.","Machado, A.F.P.","24374","auto","2014","08",NA,NA,"21",NA,NA,NA,NA
"64","2019-06-27 10:25:45-03","UFES","VIES","21734","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Manhães, V.C.; Couto, D.R.","135","2008","10","14",NA,"Brasil","Espírito Santo",NA,"-41.5331001281738","-20.763599395752",NA,NA,"VIES021734","VIES021734","Alegre",NA,NA,"(Miq.) Miq.",NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-27 16:10:40-03","UFES","VIES","5428","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","84","1990","12","11",NA,"Brasil","Espírito Santo","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005428","VIES005428","Guarapari",NA,NA,"(Miq.) Miq.","Machado, A.F.P.","28401","auto","2014","08",NA,NA,"20",NA,NA,NA,NA
"66","2019-06-27 10:25:45-03","UFES","VIES","9786","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pereira, O.J.; Fraga, C.N.; Assis, A.M.; Pinheiro, C.S.; Ferraz, I.D. & Dutra, R.L.","5541","1995","10","26",NA,"Brasil","Espírito Santo","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES009786","VIES009786","Linhares",NA,NA,"(Miq.) Miq.",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-04-27 16:10:40-03","UFES","VIES","41488","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Ribeiro, M.; Menezes, L.F.T.; Broggio, I.S; Rocha, T.L.; Giaretta, A.O.; Rossini, J.; Hatum, A.C.C.","216","2010","07","14",NA,"Brasil","Espírito Santo","Reserva Biológica Córrego do Veado. Restinga seca sobre cordão arenoso próximo à foz do Rio Doce. Planície aluvial. Povoação.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES041488","VIES041488","Pinheiros",NA,NA,"(Miq.) Miq.","Menezes, L.F.T.","28525","auto","2010","07",NA,NA,"14",NA,NA,NA,NA
"68","2020-06-29 09:31:22-03","UFRRJ","RBR","24255","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","A.C.C. Moreira","11","2006","06","10",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Estrada da senzala.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00024255",NA,"Mangaratiba",NA,NA,"(Miq.) Miq.",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-06-29 09:31:22-03","UFRRJ","RBR","27634","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","A.S. Afonso","10","2005","08","13",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Floresta inundavel, Lagoa Vermelha.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00027634",NA,"Mangaratiba",NA,NA,"(Miq.) Miq.",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-06-29 09:31:22-03","UFRRJ","RBR","42767","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar R31/70.","-43.526111","-23.046944",NA,NA,"RBR00042767",NA,"Rio de Janeiro",NA,NA,"(Miq.) Miq.","L.H. Soares",NA,NA,NA,NA,"43º31'34''W","23º2'49''S",NA,NA,NA,NA,NA
"71","2020-06-29 09:31:22-03","UFRRJ","RBR","42768","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar R20/4.","-43.61","-23.048056",NA,NA,"RBR00042768",NA,"Itaguaí",NA,NA,"(Miq.) Miq.","T.P.P. Alverga",NA,NA,NA,NA,"43º36'36''W","23º2'53''S",NA,NA,NA,NA,NA
"72","2020-06-29 09:31:22-03","UFRRJ","RBR","43232","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","L.H. Soares",NA,"2014","05","12",NA,"Brasil","Rio de Janeiro","Marambaia. CAEx. R01/79.","-43.615278","-23.0475",NA,NA,"RBR00043232",NA,"Itaguaí",NA,NA,"(Miq.) Miq.","T.P.P. Alverga",NA,NA,NA,NA,"43º36'55''W","23º2'51''S",NA,NA,NA,NA,NA
"73","2020-06-29 09:31:22-03","UFRRJ","RBR","7299","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","L.F.T. Menezes","885","2002","01","03",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Inicio da trilha da gruta santa.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007299",NA,"Mangaratiba",NA,NA,"(Miq.) Miq.",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-21 19:37:28-03","UFC","EAC","31854","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","França, F.; Melo, E.; et al.","s.n.","1996","01","28","Southern America","Brasil","Bahia","Morro do Agenor","-39.766667","-12.7",NA,"Árvore de 15m, copa muito ramificada, folha discolor, sicônio verde com pontuação branca, ápice do sincônio soltando resina avermelhada, escamas persistentes marrom avermelhadas palheaceae.; Mata, interior da mata da base do inselberg","EAC0031854","EAC0031854","Itatim","280","410","(Miq.) Miq.","França, F.",NA,NA,"1997",NA,"-39.766667","-12.7",NA,NA,NA,NA,NA
"75","2021-03-21 19:37:29-03","UFC","EAC","54408","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","noronhae","Ficus noronhae","Miranda, A.M.","4098","2003","06","17","Southern America","Brasil","Pernambuco","Praia do Bode.","-32.4108009338379","-3.84028005599976",NA,"Árvore, 40m, abundante; troco acinzentado; folha coriácea; brácteas amarronzada; sicônio marrom-esverdeado; látex leitoso.","EAC0054408","EAC0054408","Fernando de Noronha",NA,NA,"Oliv.","Miranda, A.M.","8269","auto","2003","06",NA,NA,"17",NA,NA,NA,NA
"76","2020-12-21 16:35:55-03","MBM","MBM","222258","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67434",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rio Santo Antônio","-43.4249992370605","-19.0372009277344",NA,"Pequena árvore com látex alvo. Afloramentos rochosos","MBM222258","MBM222258","Conceição do Mato Dentro",NA,NA,"(Miq.) Miq.","et al.; Carauta, J.P.","60318","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-11-14 12:09:28-02","MNHN","RECOLNAT_MNHN_P","P01059274","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pelissari, G.|Santos, A.|Souza, P.P.|Coelho, V.P.M.|Gaglioti, A.L.|Pederneiras, L.C.",NA,"2010","10","31",NA,"Brasil","Rio de Janeiro","Praça Senador Salgado Filho, aeroporto Santos Dumont","-43.035","-22.91167","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01059274' target='other'> <mi>dwc_moreinfo</mi></a>","P01059274","P01059274_01","Rio de Janeiro",NA,NA,"(Miq.) Miq.",NA,NA,NA,NA,NA,NA,NA,NA,"156",NA,NA,NA
"78","2017-05-31 15:19:43-03","MNHN","RECOLNAT_MNHN_P","P06753035","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Glaziou, A.",NA,"1872","8","23",NA,"Brasil","Rio de Janeiro","Gávea, prés de la mar. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . Reçu le 10 Janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753035' target='other'> <mi>dwc_moreinfo</mi></a>","P06753035","P06753035_01","Rio de Janeiro",NA,NA,"(Miq.) Miq.","Pelissari","57442","auto",NA,NA,NA,NA,NA,"5992",NA,NA,NA
"79","2017-05-31 15:19:43-03","MNHN","RECOLNAT_MNHN_P","P06753036","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Glaziou, A.",NA,"1872","8","23",NA,"Brasil","Rio de Janeiro","Gavea, prés de la mer. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753036' target='other'> <mi>dwc_moreinfo</mi></a>","P06753036","P06753036_01","Rio de Janeiro",NA,NA,"(Miq.) Miq.","Pelissari","57442","auto",NA,NA,NA,NA,NA,"5992",NA,NA,NA
"80","2015-09-05 11:40:27-03","MNHN","RECOLNAT_MNHN_P","P06753037","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Glaziou, A.",NA,"1872","8","23",NA,"Brasil","Rio de Janeiro","Gavea, prés de la mer. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753037' target='other'> <mi>dwc_moreinfo</mi></a>","P06753037","P06753037_01","Rio de Janeiro",NA,NA,"(Miq.) Miq.","Pelissari","57442","auto",NA,NA,NA,NA,NA,"5992",NA,NA,NA
"81","2021-02-11 17:20:30-03","UFPR","UPCB","75665","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","noronhae","Ficus noronhae","Lombardi, J.A.","8025","2011","02","07",NA,"Brasil","Pernambuco","Trilha do Capim-Açu, do começo ao fim","-32.4445","-38.64533",NA,"Amostra em silica. Vegetação arbóreo-arbustiva secundária. Árvore ca. 15m, com látex, folhas cartáceas, inflorescências verde-amareladas.",NA,NA,"Fernando de Noronha","133","208","Oliv","Potascheff, C. M.",NA,NA,"2011","02","-32.444500","-38.64533",NA,NA,NA,NA,NA
"82","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","30069",NA,"Plantae",NA,NA,"Moraceae","Ficus","aff. cyclophylla","Ficus aff. cyclophylla","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3804","2007","04","25",NA,"Brasil","Espírito Santo","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889",NA,"Árvore 13m, fuste 5m, Dap 30cm, frutos verdes, látex branco. Interior de mata.","MBML030069","MBML030069","Rio Bananal","300","300","(Miq.) Miq.","A.F.P. Machado/01-10-2009",NA,NA,NA,NA,"40W24'59","19S14'56",NA,NA,NA,NA,NA
"83","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","35709",NA,"Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","L. Kollmann; & R.L.Kollmann","11312","2008","11","07",NA,"Brasil","Espírito Santo","Praia Grande, Mar Azul","-40.154361","-20.012028",NA,"Arvore 8m, frutos secos, beira mar.","MBML035709","MBML035709","Fundão",NA,NA,"(Miq.) Miq.","L. Kollmann & A.P. Fontana/29-06-2016",NA,NA,NA,NA,"40W9'15,7","20S0'43,3",NA,NA,NA,NA,NA
"84","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","38164",NA,"Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","D.R. Couto; V. Manhães","979","2008","10","15",NA,"Brasil","Espírito Santo","São João do Norte","-41.5331001281738","-20.763599395752",NA,"Árvore, 15 metros com muitas epífitas. Frutos Imaturos verdes com brácteas entre as folhas marrons. Mata ciliar, Barragem de geração PCH Santa Fé.","MBML038164","MBML038164","Alegre","198","198","(Miq.) Miq.","L. Kollmann/29-06-2016","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-01-26 13:56:34-03","IMA","MAC","55291","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","A.M.Miranda","4098","2003","06","17",NA,"Brasil","Pernambuco","Praia do Bode.","-32.685556","-4.400833",NA,"Árvore ca. 4 m. Tronco acinzentado; folhas coráceas, brácteas amarronzadas; sicônio marrom esverdeado; látex leitoso abundante.","MAC0055291",NA,"Ilha de Fernando de noronha",NA,NA,"(Miq.) Miq.","A.F.P.Machado",NA,NA,"2019","10","-32.685556","-4.400833","25",NA,NA,NA,NA
"86","2021-04-07 16:08:49-03","UENF","HUENF","11329","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Haroldo C. de Lima; E.A. Fortes, M.A. Faitainin, H.B.M. Viana, N.B. Neves Neto","8693","2018","07","19",NA,"Brasil","Rio de Janeiro","Estação Estadual Ecológica de Guaxindiba. Módulo Ppbio, Parcela P4, próximo ao piquete 0-10. Estação Estadual Ecológica de Guaxindiba.","-41.083056","-21.386111",NA,"Árvore ca. 20-22 m alt. Tronco com sapopemas (até 4 m alt.), casca lisa e pardacente, DAP ca. 1,1 m. Frutos vinosos. Ocasional. Látex branco. Foto HCL.","HUENF00012176",NA,"São Francisco de Itabapoana","3","3","(Miq.) Miq.","H.C. Lima",NA,NA,NA,NA,"41º4'59''W","21º23'10''S",NA,NA,NA,NA,NA
"87","2021-02-09 10:13:34-03","UENF","HUENF","12164","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","D.R. Couto","5331","2020","09","25",NA,"Brasil","Rio de Janeiro","Barra do Colégio, As margens da estrada municipal 'Ayres Peres', próximo a Cachoeira do Oriente. Vegetação antropizada (pastagem), as margens da estrada.","-41.763333","-21.733056",NA,"Árvore isolada em pastagem, ca. 6 m altura, com copa globosa. Lâmina verde discolor, com nervura central bem evidenciada na face adaxial. Estípulas vinosas, paleáceas. Sicônios verdes com pequenas máculas vinosas, redondos com ápic","HUENF00013017",NA,"São Fidélis","100","100","(Miq.) Miq.","D.R. Couto",NA,NA,"2020","09","41º45'48''W","21º43'59''S","25",NA,NA,NA,NA
"88","2021-02-09 10:13:30-03","UENF","HUENF","11357","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","H.C. de Lima",NA,"2018","07","19",NA,"Brasil","Rio de Janeiro","Próximo ao piquete 0-10, parcela 4. Estação Estadual Ecológica de Guaxindiba.","-40.9613990783691","-21.3019008636475",NA,"Árvore ca.20-22m de altura, tronco com sapopemas (até 4m de altura), casca lisa e pardacenta, DAP ca. 1,1m., frutos vinhosos, ocasional, látex branco , fotos HCL","HUENF00012166",NA,"São Francisco de Itabapoana",NA,NA,"(Miq.) Miq.",NA,"48091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-25 10:13:15-03","CVRD","CVRD","14201","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Siqueira, G.S.","816","2012","11","07","América do Sul","BRASIL","ES",NA,"-40.036111","-19.130778",NA,"<ll>dwc_commonname:</ll> Molembá de barbela","CVRD014201",NA,"Linhares","37","37","(Miq.) Miq.","Geovane S. Siqueira",NA,NA,"2012","11","40°02'10,0W","19°07'50,8S","07",NA,"Magnoliopsida",NA,NA
"90","2021-02-25 10:13:15-03","CVRD","CVRD","13702","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Folli, D.A.","6838","2012","01","12","América do Sul","BRASIL","ES",NA,"-39.911111","-19.185833",NA,"<ll>dwc_commonname:</ll> Molembá de barbela","CVRD013702","CVRD013702","Linhares","38","38","(Miq.) Miq.","Domingos A. Folli",NA,NA,"2012","01","39°54'40W","19°11'09S","12",NA,"Magnoliopsida",NA,NA
"91","2021-02-25 10:13:15-03","CVRD","CVRD","12589","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Siqueira, G.S.","495","2009","10","26","América do Sul","BRASIL","ES",NA,"-39.901003","-19.146881",NA,"<ll>dwc_commonname:</ll> Molembá de barbela","CVRD012589",NA,"Linhares","31","31","(Miq.) Miq.","Geovane S. Siqueira",NA,NA,"2009","10","-39,901003","-19,146881","26",NA,"Magnoliopsida",NA,NA
"92","2021-02-25 10:13:15-03","CVRD","CVRD","10429","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Folli, D.A.","5651","2007","08","06","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Molembá de barbela","CVRD010429",NA,"Linhares",NA,NA,"(Miq.) Miq.","Anderson F. P. Machado","48094","auto","2008","03",NA,NA,"21",NA,"Magnoliopsida",NA,NA
"93","2021-02-25 10:13:15-03","CVRD","CVRD","4950","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Folli, D.A.","2322","1994","06","07","América do Sul","BRASIL","ES","No final da estrada, entrando no Nativo.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Molembá de barbela","CVRD004950","CVRD004950","Linhares",NA,NA,"(Miq.) Miq.","Anderson F. P. Machado","48094","auto","2008","03",NA,NA,"21",NA,"Magnoliopsida",NA,NA
"94","2019-08-02 10:21:40-03","CPATSA","HTSA","5347","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Matos, E.N. de; Vida, G.","753","2011","11","06",NA,"Brasil","Bahia","Ponta do Curral","-39.639722","-13.403333",NA,"Árvore decídua até 20m alt., hemi-epífita, látex branco, estípula terminal avermelhada. Folhas; Floresta.",NA,NA,"Valença",NA,NA,"(Miq.) Miq.","Machado, A.F.P.",NA,NA,NA,NA,"-39.639722","-13.403333",NA,NA,NA,NA,NA
