"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","886478","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","W. W. Thomas","11469","1997","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886478","Magnoliophyta","Myrtales","(Sw.) DC.","Bahia","5.3 km. from Almadina on road to Ibatupã, then left 7.9 km. on road to Serra dos Sete Paus.","-39.6992","-14.7364","NY00886478_01","R. Goldenberg","500","650","Almadina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","522033","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","J. C. Lindeman","1676","1966","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522033","Magnoliophyta","Myrtales","(Sw.) DC.","Paraná","High levee of Rio Piquirí near its mouth",NA,NA,"NY00522033_01","J. C. Lindeman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","522027","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","A. M. V. de Carvalho","4103","1992","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522027","Magnoliophyta","Myrtales","(Sw.) DC.","Bahia","Municipio de Ilhéus/Olivença; nos arredores da Estaçao Hidromineral da Tororomba","-38.999083","-14.9909368","NY00522027_01","J. J. Wurdack",NA,NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1653838","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","M. H. Nee","39636","1990","10","31","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1932819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653838","Magnoliophyta","Myrtales","(Sw.) DC.","Santa Cruz","7 km. N of Buena Vista, N end of Laguna Madrejon [Laguna Candelaria on topographic map].","-63.67","-17.38",NA,NA,"295",NA,"Ichilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01100088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","B. V. Rabelo","278",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100088","Magnoliophyta","Myrtales","(Sw.) DC.","Amapá",NA,NA,NA,"NY01100088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","522013","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","G. Gardner","1010","1837",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522013","Magnoliophyta","Myrtales","(Sw.) DC.","Pernambuco",NA,NA,NA,"NY00522013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281532","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","C. N. Fraga","3117","2010","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1711958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281532","Magnoliophyta","Myrtales","(Sw.) DC.","Amazonas","Bomfim, final da estrada São Francisco, caminhando ca. 2 km em direção da Floresta de Terra Firme.","-68.9461","-3.5008","NY01281532_01","R. Goldenberg","115",NA,"São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01097856","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","N. T. da Silva","57830",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273085' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097856","Magnoliophyta","Myrtales","(Sw.) DC.","Pará",NA,NA,NA,"NY01097856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01097839","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","C. A. Cid Ferreira","3827","1982","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097839","Magnoliophyta","Myrtales","(Sw.) DC.","Amazonas","Rio Solimões, margem direita, estrada de Alvarães para a Vila Nogueira","-64.8041654","-3.2597954","NY01097839_01",NA,NA,NA,"Alvarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02530555","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","N. Ritter","3559","1996","08","14","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2809241' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530555","Magnoliophyta","Myrtales","(Sw.) DC.","Santa Cruz","Parque Nacional Noel Kempff Mercado. The Mauritiella Palm Swamp at Cuatro Vientos.","-61.1169","-14.5211","NY02530555_01",NA,"205",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","755033","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","L. Buscalioni","1381","1899","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755033","Magnoliophyta","Myrtales","(Sw.) DC.","Pará","Rio Tocantins, nella foresta presso Cametã.",NA,NA,"NY00755033_01","R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00924999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","S. L. M. Moore","457","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924999","Magnoliophyta","Myrtales","(Sw.) DC.",NA,"Iter Matogrossense.",NA,NA,"NY00924999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","522038","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","R. M. Harley","17286","1974","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522038","Magnoliophyta","Myrtales","(Sw.) DC.","Bahia","35 km E of Eunápolis on the main road to Porto Seguro","-39.2","-16.42","NY00522038_01","J. J. Wurdack",NA,"100","Santa Cruz Cabrália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 03:34:00-03","NY","NYBG","01421268","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","K. M. Redden","6369","2008","10","11","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1669357' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421268","Magnoliophyta","Myrtales",NA,NA,"CI concession. Essequibo River. River between Lines 5-7","-58.23652778","3.550666667","NY01421268_01","R. Goldenberg","94","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01097871","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","J. M. Pires","513",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273081' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097871","Magnoliophyta","Myrtales","(Sw.) DC.","Pará",NA,NA,NA,"NY01097871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02540427","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","F. A. Michelangeli","1761","2012","03","18","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1835581' target='other'> <mi>dwc_moreinfo</mi></a>","NY02540427","Magnoliophyta","Myrtales","(Sw.) DC.","Amazonas","Carretera de Bagua Chica a Santa María de Nieva, km. 63-64. área Monte Negro","-78.42631","-5.3","NY02540427_01","F. A. Michelangeli","367","367","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 16:44:00-03","NY","NYBG","01100851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","F. A. Michelangeli","578","2000","12","31","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100851","Magnoliophyta","Myrtales",NA,"Sucre","Manacal, Sierra de Paria. 10-13 km al N de la Carretera Nacional. Extremo Oeste de la carretera en Manacal, al comienzo del sendero a Cerro Humo, Santa Isabel, Las Melenas.","-62.6514","10.6725",NA,"F. A. Michelangeli","890","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1653853","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","D. A. Neill","6244","1985","04","06","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1935395' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653853","Magnoliophyta","Myrtales","(Sw.) DC.","Napo","7 km al N de coca. Estacion Experimental de INIAP - Payamino","-77","-0.47",NA,"J. J. Wurdack","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01097863","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","G. T. Prance","16857","1973","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273946' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097863","Magnoliophyta","Myrtales","(Sw.) DC.","Amazonas","El Marco. Disturbed area north of Leticia-Tabatinga road, 300m, from border",NA,NA,"NY01097863_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 03:34:00-03","NY","NYBG","1653852","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","K. M. Redden","2225","2004","03","12","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1935394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653852","Magnoliophyta","Myrtales",NA,"Potaro-Siparuni","Garraway Stream, 102.5 miles on Bartica-Potaro Road","-59.12236111","5.373666667",NA,"F. A. Michelangeli; C. V. Martin","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02425770","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","L. Cayola","3351","2009","07","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712906' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425770","Magnoliophyta","Myrtales","(Sw.) DC.","La Paz","Madidi, Pelechuco, Tanhuara. Parque Nacional Madidi, Pelechuco, Rio Tanhuara, sobre la senda Pelechuco-Amantala.","-68.9456","-14.7458","NY02425770_01",NA,"1804",NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1653832","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","C. E. Cerón Martínez","4136","1988","05","26","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1932812' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653832","Magnoliophyta","Myrtales","(Sw.) DC.","Napo","Parque Nacional Yasuní. Pozo petrolero Daimi 2.","-76.18","-0.92",NA,"J. J. Wurdack","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","522011","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","J. S. Blanchet","s.n.","1831",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522011","Magnoliophyta","Myrtales","(Sw.) DC.","Bahia","In Brasiliae intratropica circa Bahia",NA,NA,"NY00522011_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00925152","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","E. P. Heringer","15096","1975","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925152","Magnoliophyta","Myrtales","(Sw.) DC.","Minas Gerais","Parque Estadual do Rio Doce. Near Casa de Tábua. On peninsula at Lake Helvécio.","-42.6","-19.77","NY00925152_01","J. J. Wurdack","400","400","Marliéria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01097832","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","J. M. Pires","589",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097832","Magnoliophyta","Myrtales","(Sw.) DC.","Pará",NA,NA,NA,"NY01097832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01097846","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","G. T. Prance","10407","1969","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097846","Magnoliophyta","Myrtales","(Sw.) DC.","Amazonas","Basin of Rio Demeni, vicinity of Tototobí","-63.5471213","1.576736","NY01097846_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01100083","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","A. B. Anderson","1141","1984","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272688' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100083","Magnoliophyta","Myrtales","(Sw.) DC.","Pará","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42","NY01100083_01",NA,NA,NA,"Barcarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 01:54:00-03","NY","NYBG","1653850","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","H. D. Clarke","3363","1996","11","19","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1935391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653850","Magnoliophyta","Myrtales",NA,"Upper Takutu-Upper Essequibo","Essequibo R., 0-1 km E of camp on Essequibo, 4 km N of abandoned Konashen Village and Konashen Rapids","-58.62888889","1.589722222",NA,"F. A. Michelangeli; C. V. Martin","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01097836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","B. Maguire","40063",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273133' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097836","Magnoliophyta","Myrtales","(Sw.) DC.","Roraima",NA,NA,NA,"NY01097836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","522014","PreservedSpecimen","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","H. W. Schott","4129",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522014","Magnoliophyta","Myrtales","(Sw.) DC.","Rio de Janeiro","Ad Rio de Janeiro","-43.448386","-22.913514","NY00522014_01",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
