"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00916575","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","W. W. Thomas",NA,NA,NA,"P. L. Krieger","8321","1970","02",NA,"Brazil","Minas Gerais",NA,"Entre Rios de Minas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916575","NY00916575_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","539065","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","W. W. Thomas",NA,NA,NA,"O. dos S. Ribas","1244","1996","02","11","Brazil","Santa Catarina","Campos Novos","Rod. BR-470, Fazenda Carazinho.","-51.2247","-27.4019",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539065","NY00539065_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","818534","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"H. S. Irwin","13844","1966","03","09","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 25 km S. of Cristalina","-47.6","-16.9759",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818534","NY00818534_01","Magnoliophyta","Poales","South America","1150","1150","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","539070","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"K. Mizoguchi","1691","1981","05","30","Brazil","São Paulo","Bastos","Cecao de Gloria.","-47.38","-21.57",NA,NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539070","NY00539070_01","Magnoliophyta","Poales","South America","550","550","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00916582","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","R. Gross",NA,NA,NA,"F. C. Hoehne","17518","1926","04","24","Brazil","Minas Gerais",NA,"Turvo","-44.3093939","-21.7406431",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916582","NY00916582_01","Magnoliophyta","Poales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","818523","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"H. S. Irwin","18697","1968","01","17","Brazil","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818523","NY00818523_01","Magnoliophyta","Poales","South America","1150","1150","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00916584","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"A. F. Regnell","305","1874","01","07","Brazil","Minas Gerais","Caldas",NA,"-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916584","NY00916584_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","539058","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","T. M. Koyama",NA,NA,NA,"R. M. Harley","19983","1977","03","25","Brazil","Bahia",NA,"About 2 km N of the Vila do Rio de Contas in flood plain of the Rio Brumado, with riverine and chiefly weedy herbaceous vegetation. Serra do Rio de Contas.","-41.83","-13.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539058","NY00539058_01","Magnoliophyta","Poales","South America","980","980","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00916576","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","W. W. Thomas",NA,NA,NA,"L. P. Roth","1326","1953","03","27","Brazil","Minas Gerais","Barão de Cocais","Barão de Cocais.","-43.4869","-19.9458",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916576","NY00916576_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00916573","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"T. M. Koyama","13707","1970","02","07","Brazil","Minas Gerais",NA,"Road between Varginha to Eloi Mendes.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916573","NY00916573_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00916569","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"H. S. Irwin","24052","1969","03","08","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","-47.5","-13.89039",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916569","NY00916569_01","Magnoliophyta","Poales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 08:12:00-03","NY","NYBG","539083","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis",NA,"G. Davidse",NA,NA,NA,"E. M. Zardini","24969","1990","12","07","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.","-57.47","-25.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539083",NA,NA,"Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","539082","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"E. Pereira","6413","1961","10","23","Brazil","Rio Grande do Sul",NA,"Margem do Rio Pelotas, Bom Jesus.",NA,NA,NA,NA,"Jardim Botânico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539082","NY00539082_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","539072","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"H. S. Irwin","31022","1971","02","25","Brazil","Bahia",NA,"Wet sand. cut-over gallery, exposed rocks, and adjacent cerrado, Rio Riachao, ca. 27 km N of Seabra, road to Agua de Rega. Serra da Agua de Rega.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539072","NY00539072_01","Magnoliophyta","Poales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","548028","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"G. Gardner","715","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00548028","NY00548028_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1145507","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","M. H. Nee",NA,NA,NA,"R. C. Forzza","4944","2007","11","20","Brazil","Minas Gerais","Botumirim","Serra da Canastra. Alto da serra na trilha São Domingos.","-43.0433","-16.8525",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145507","NY01145507_01","Magnoliophyta","Poales","South America","1323","1323","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00916560","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"P. Clausen","1034",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916560","NY00916560_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","539078","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","W. W. Thomas",NA,NA,NA,"P. L. Krieger","11337","1971","12","21","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539078","NY00539078_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","539084","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","E. R. Guaglianone",NA,NA,NA,"P. Arenas","s.n.","1978","12","24","Paraguay",NA,NA,"Capital, Asunción, Mercado n° 4, Pettirossi.","-56.92","-25.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539084",NA,"Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01174167","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","T. M. Koyama",NA,NA,NA,"G. T. Prance","9166","1969","01","10","Brazil","Roraima",NA,"Dormida, foothills of Serra da Lua.","-60.183333","2.416667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174167","NY01174167_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","539063","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"T. M. Koyama","13821","1970","03","03","Brazil","Paraná","Lapa","Road PR 5.","-49.7156","-25.7697",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539063","NY00539063_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00916585","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","Liene",NA,NA,NA,"A. P. Duarte","504","1946","11","16","Brazil","Minas Gerais","Carandaí","Crespo.","-43.8064","-20.9536",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916585","NY00916585_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00916561","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"P. Clausen","1034",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916561","NY00916561_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 14:23:00-03","NY","NYBG","539085","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis",NA,"G. C. Tucker",NA,NA,NA,"S. G. Beck","13138","1987","02","26","Bolivia","El Beni",NA,"Prov. Yacuma. San Borja 50 Km. hacia San Ignacio de Mojos, Porvenir - Estación Biologica Beni.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539085",NA,NA,"Poales","South America","250","250","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","539081","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","H. M. Longhi-Wagner",NA,NA,NA,"H. M. Longhi-Wagner","2529","1993","04","18","Brazil","Rio Grande do Sul",NA,"Imbé, R. Marau.","-50.125022","-29.962118",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539081","NY00539081_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00916571","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"H. S. Irwin","34002","1972","01","13","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 21 km E. of Pirenópolis.","-48.75395","-15.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916571","NY00916571_01","Magnoliophyta","Poales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","539067","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","W. W. Thomas",NA,NA,NA,"S. Tsugaru","B-2170","1987","11","22","Brazil","São Paulo","Tanabi","Near Cargo do Meio, 50 km NW from Sao José do Rio Preto.","-49.6397","-20.6203",NA,NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539067","NY00539067_01","Magnoliophyta","Poales","South America","500","500","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02479046","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke",NA,NA,NA,NA,"R. M. Harley","21685","1980","04","23","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente, by Correntina. F3.","-44.63","-13.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2692541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02479046","NY02479046_01","Magnoliophyta","Poales","South America","580","580","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00926308","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","M. Alves",NA,NA,NA,"G. G. Hatschbach","30526","1972","10","18","Brazil","Mato Grosso do Sul","Brasilândia","Rio Verde.","-52.0367","-21.2558",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926308","NY00926308_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00916577","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","E. R. Guaglianone",NA,NA,NA,"E. P. Heringer","6093","1981","01","28","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916577","NY00916577_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00916574","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","G. C. Tucker",NA,NA,NA,"T. M. Koyama","13734","1970","02","09","Brazil","Minas Gerais",NA,"Road between Casa Branca and São João de Boa Vista.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916574","NY00916574_01","Magnoliophyta","Poales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
