"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","442123","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","H. C. de Lima","3488","1989","03","06","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442123","NY00442123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","442124","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","M. V. Peron","850","1989","09","14","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites","-42.05","-22","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442124","NY00442124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-11-21 14:37:24-03","UFJF","CESJ","72419","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Hoehne) Chautems","J. Gastin; R.F. Silva; M. Peixoto; A. Chautems","s.n.","2018","11","02","América do Sul","Brasil","Rio de Janeiro","Nova Friburgo","Teodoro de Oliveira, encosta da Serra de Macaé de Cima, acima da represa que abastece a cidade de Nova Friburgo","-42.555417","-22.388722","1229","1229",NA,"Planta com frutos passados e folhas novas brotando no ápice","CESJ072419",NA,"A. Chautems","2018","11","-42.555417","-22.388722",NA,NA,NA,NA,NA
"4","2019-08-20 10:15:44-03","UNICAMP","UEC","104120","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","Perón, M","850","1989","09","14",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de, Sítio Sophronites.","-42.5","-22","1100","1100",NA,"flor, Erva rupícola, freqüente ao longo do riacho. Pedúnculo floral vinoso, cálice verde, corola vermelho-escarlate exteriormente e branco-amarelado interiormente, anteras amareladas.","UEC141492","UEC141492",NA,NA,NA,"-42.5","-22",NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","3185556","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","A. P. Chautems","338","1989","4","8","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Nova Friburgo, Macae de Cima","-42.5","-22.38",NA,NA,NA,NA,"US00317987","US00317987_01",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"6","2021-02-23 13:22:36-03","MN","R-TIPOS","11043","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","Glaziou, A.F.M.","17707","1888","05","04",NA,"Brasil","Rio de Janeiro",NA,"Alto Macaé",NA,NA,NA,NA,NA,NA,"R000011043","R000011043_001","Chautems, A.","2011",NA,NA,NA,NA,NA,"Holotypus de Rechsteineria fruticulosa Glaz. ex Hoehne",NA,NA
"7","2020-05-07 17:14:43-03","IBt","SP","266836","S","Plantae",NA,NA,"Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","Peron, M","850","1989","09","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto"
"8","2020-05-07 17:14:43-03","IBt","SP","266856","S","Plantae",NA,NA,"Gesneriaceae","Vanhouttea","fruticulosa","Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","Lima, HC","3488","1989","03","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto"
