"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","recordNumber","infraspecificEpithet","continentOcean","preparationType","class","relationshipType","relatedCatalogItem","fieldNumber","sex"
"21","2021-03-15 16:37:00-03","NY","NYBG","645659","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"L. Aristeguieta","1958","06",NA,"Venezuela","Miranda",NA,"Bosque de Los Guayabilis 9Arriba de Baruta)",NA,NA,NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645659","NY00645659_01 NY00645659_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"3129",NA,"South America","sheet",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","230333","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","02","01","Bolivia","Santa Cruz","Florida","Bottom of valley of Río Achira and steep slopes above highway from Santa Cruz to Samaipata, near cemetery near Achira.","-63.78","-18.17",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230333","NY00230333_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"48224",NA,"South America","sheet",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645652","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"J. N. Rose","1915",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20145. Flowered and painted Feb 23, 1922 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645652","NY00645652_01 NY00645652_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"43014",NA,"South America","sheet",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3890537","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"M. H. Nee","2000","11","08","Bolivia","Santa Cruz","Cordillera","0.8 km by road W of the highest point on the road from Eytí to the Ipatí-Camiri road","-63.48","-19.85",NA,NA,"1125",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182986' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890537","NY03890537_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"51277","oreophila","South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","645655","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"J. N. Rose","1915",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20400 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645655","NY00645655_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"43058",NA,"South America","sheet",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","645653","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"J. N. Rose","1915",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20145 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645653","NY00645653_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"43014",NA,"South America","sheet",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","645651","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"J. N. Rose","1919",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated from original, Rose 20400. Painted, Oct., 1919 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645651","NY00645651_01 NY00645651_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"43058",NA,"South America","sheet",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3890536","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"I. G. Vargas Caballero","1992","07","07","Bolivia","Santa Cruz","Manuel María Caballero","Parque Nacional Amboro. Cerro Bravo, promixa a las juntas del Río Alizar y Amparo; ca. 20 km al NW de San Juan del Potrero","-64.4","-17.83",NA,NA,"2000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182985' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890536",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"1409","oreophila","South America","sheet",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","645654","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"A. Löfgren","1917",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645654","NY00645654_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"45418",NA,"South America","sheet",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3890534","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"H. S. Irwin","1963","08","24","Suriname",NA,NA,"in forested hillls 3 km south of Juliana Top, 12 km north of Lucie Rivier","-56.5","3.6",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182983' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890534","NY03890534_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"55056","oreophila","South America","sheet",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996980","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","M. Kimnach",NA,NA,NA,"W. R. Anderson","1972","02","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.566908","-19.391522",NA,NA,"1225","1225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996980","NY00996980_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"36209",NA,"South America","sheet",NA,NA,NA,NA,NA
"32","2016-09-29 17:40:00-03","NY","NYBG","645660","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"E. Hassler","1900","11",NA,"Paraguay",NA,NA,"Iter Ad Yerbales Montium Sierra de Maracayú. In altoplanitie et decliviis Sierra de Maracayú",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645660","NY00645660_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"5370",NA,"South America","sheet",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","645649","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"P. K. H. Dusén","1915","09","06","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645649","NY00645649_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","645657","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. A. Steyermark","1966","11","11","Venezuela","Distrito Capital",NA,"On slopes along old road between Portachuelo and Peñita (Petaquire) and Carayaca, between Colonia Tovar-Junquito road and Hacienda El Limon, 6-8 mi. below junction of Junquito-Colonia Tovar road",NA,NA,NA,NA,"1300","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645657","NY00645657_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"97595",NA,"South America","sheet",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","645656","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"J. N. Rose","1915",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20400 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645656","NY00645656_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"43058",NA,"South America","sheet",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996978","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","Salm-Dyck ex Pfeiff.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"H. S. Irwin","1971","01","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, upper shrub covered slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.7263889","-19.83305",NA,NA,"1850","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996978","NY00996978_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"30425",NA,"South America","sheet",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01198204","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa floccosa","Salm-Dyck ex Pfeiff.","S. Lahmeyer",NA,NA,NA,"W. W. Thomas","1994","09","27","Brazil","Bahia","Ilhéus","Cidade de Ilhéus, 3 km N of Rodoviaria, Mata da Esperança, forest N of dam and reservoir.","-39.06917","-14.78194",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=661924' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198204",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"10650","floccosa","South America","fluid-preserved",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02714784","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa floccosa","Salm-Dyck ex Pfeiff.","P. A. Meyers",NA,NA,NA,"J. G. Jardim","1998","04","10","Brazil","Bahia","Jussari","Rod. Jussari/Palmeira, entrada ca. 7,5 km percorrendo mais 1,7 km até a sede da Faz. Teimoso. Serra do Teimoso, Reserva Particular do Patrimônio Natural Serra do Teimoso.","-39.58","-15.17",NA,NA,"300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=661920' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714784","NY02714784_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"1758","floccosa","South America","sheet",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3890545","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"M. H. Nee","1994","07","20","Bolivia","Santa Cruz","Florida","5.5 km (by road) ENE of Samaipata on hwy. to Santa Cruz.","-63.83","-18.17",NA,NA,"1500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182994' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890545","NY03890545_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"45263","oreophila","South America","sheet",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3890529","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"M. H. Nee","1991","12","21","Bolivia","Santa Cruz","Florida","vic. Puente Las Cruces along highway from Santa Cruz to Samaipata, 6 km. W (by air) of Bermejo, along Río Vicoquín","-63.68","-18.13",NA,NA,"1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182978' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890529","NY03890529_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"42244","oreophila","South America","sheet",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3890531","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa oreophila","N.P.Taylor & Zappi",NA,NA,NA,NA,"A. H. Gentry","1985","09","22","Argentina","Salta","Anta","Parque Nacional El Rey, Myrtaceae forest tree plot and trail from Intendencia to Arroyo Aguas Negras","-64.7","-24.58",NA,NA,"950","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182980' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890531","NY03890531_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"51767","oreophila","South America","sheet",NA,NA,NA,NA,NA
