"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","615468","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. L. Kawasaki","P. K. H. Dusén","8319","1909","05","13","South America","Brazil","Paraná",NA,"Alexandra","-48.631716","-25.548936",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615468","NY00615468_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02705669","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg",NA,"M. F. Santos","794","2012","01","10","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biologica de Poço das Antas. Estrada para a barragem de Juturnaiba. Na beira da estrada, no sub-bosque da mata.","-42.32392","-22.5161",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005061' target='other'> <mi>dwc_moreinfo</mi></a>","NY02705669","NY02705669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615487","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","G. G. Hatschbach","62886","1995","07","06","South America","Brazil","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3289","-25.3069",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615487","NY00615487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615482","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","G. G. Hatschbach","G. G. Hatschbach","26870","1971","07","20","South America","Brazil","Paraná","Antonina","Faisqueira","-48.7117","-25.4286",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615482","NY00615482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1145509","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. da C. Souza","R. R. Guedes","2282","1993","02","03","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Trilha do Morro do Calcário, ponto 900. Área P3D. Indivíduo P0367.","-42.283","-22.525",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145509","NY01145509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615557","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","A. M. V. de Carvalho","1009","1981","12","19","South America","Brazil","Bahia","Lençóis","Estrada de Lençois BR 242 5 km ao N de Lençois","-41.3897","-12.5633",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615557","NY00615557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615485","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. L. Kawasaki","L. Riedel","s.n.","1824",NA,NA,"South America","Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615485","NY00615485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615474","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","C. M. D. E. Legrand","R. M. Klein","1216","1955","03","17","South America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615474","NY00615474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615472","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","C. M. D. E. Legrand","R. Reitz","4212","1957","05","25","South America","Brazil","Santa Catarina","Sao Francisco do Sul","Pôrto do Palmital, Garuva, Sao Francisco do Sul","-48.6381","-26.2433","10","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615472","NY00615472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615481","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. L. Kawasaki; B. K. Holst","G. G. Hatschbach","18701","1968","03","09","South America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069","30","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615481","NY00615481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615478","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","G. G. Hatschbach","A. Dziewa","16","1975","08","30","South America","Brazil","Paraná","Morretes","Rio Nhundiaquara","-48.8342","-25.4769",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615478","NY00615478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615486","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","C. M. D. E. Legrand","Claudionor","s.n.","1941","01","17","South America","Brazil","Rio de Janeiro",NA,"Guanabara, Rio de Janeiro, Horto Florestal da Gávea",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615486","NY00615486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615469","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. L. Kawasaki","A. C. Filho","269","1980","07","07","South America","Brazil","São Paulo","Cunha","Cunha, Reserva Florestal","-44.9599990844727","-23.0699996948242","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615469","NY00615469_01","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01195956","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","A. M. Amorim","5847","2006","04","22","South America","Brazil","Minas Gerais",NA,"Santa Maria do Salto, divisa entre Bahia e Minas Gerais, Fazenda Duas Barras, Reserva do Alto Cariri. Trilha da caixa d'agua.","-40.0544","-16.4064","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195956","NY01195956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615484","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. L. Kawasaki","L. R. Landrum","4131","1982","01","14","South America","Brazil","Rio de Janeiro","Niterói","Niteroi, Itapuacu, Falso Pao de Acucar","-43.0225039","-22.9706032",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615484","NY00615484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1182865","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. V. Peron","S. de V. A. Pessôa","569","1991","08","29","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Sítio da Aurora (Serra Queimada).","-42.883","-22.483","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182865","NY01182865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","615467","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","G. M. Barroso","Antenor","s.n.","1927","03","21","South America","Brazil","Rio de Janeiro",NA,"Guanabara, estrada para o Pai Ricardo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615467","NY00615467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00906872","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg",NA,"H. S. Irwin","20919","1968","02","26","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 30km N. of Sêrro on road (MG 2) to Diamantina.","-43.65","-18.53","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906872","NY00906872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615466","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","R. Negrelle","A-649","1993","01","20","South America","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6158","-26.1169",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615466","NY00615466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00907617","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","warmingiana","Marlierea warmingiana","Kiaersk.",NA,"H. S. Irwin","30540","1971","01","16","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","-43.67613","-19.82237","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907617","NY00907617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","25022","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg",NA,"Castro, R de","134","2002","07","20",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"BOTU025022",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","29036","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg",NA,"Campos, M.C.R.","524","2006","05","08",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picimguaba, trilha da casa da farinha",NA,NA,NA,NA,NA,NA,"BOTU029036",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","27264","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","Sobral, M.","Staggemeier, V.G.","72","2006","02","20",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9","-25.05",NA,NA,NA,NA,"BOTU027264",NA,NA,NA,"47°54'w","25°03's","2007","11",NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:38-03","UFRJ","RFA","39405","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","V. G. Staggemeier","72",NA,NA,NA,NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.920833","-25.074444","10","10",NA,"Porte arbóreo apresentando frutos maduros de coloração preta. Fenologia: a floração inicia em janeiro (com pico em fevereiro); a frutificação começa em fevereiro e frutos maduros são encontrados em maior intensidade em maio. Esta exsica","RFA46714",NA,NA,NA,"47º55'15''W","25º4'28''S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:38-03","UFRJ","RFA","16142","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","G.M. Barroso","P. Occhioni","6910","1975","02","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Barreira do Soberbo","-43.2075004577637","-22.9027996063232","600","600",NA,"Arbusto; flor verde","RFA13853",NA,"57442","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:38-03","UFRJ","RFA","39414","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","M. Sobral","V. G. Staggemeier","78","2006","03","20",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.920833","-25.074444","10","10",NA,"Porte arbóreo apresentando flores brancas e frutos maduros de coloração preta; Fenologia: a floração inicia em abril (com pico em maio); a frutificação começa em maio e frutos maduros são encontrados em maior intensidade em outubro. Est","RFA46718",NA,NA,NA,"47º55'15''W","25º4'28''S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:38-03","UFRJ","RFA","39664","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","Marcelo Sousa","Finotti R.; Caruzo J.","114",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515","50","50",NA,"Arvore de 5 metros de altura e PAP de 16cm.","RFA24687",NA,NA,NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:23-03","UFRJ","RFA","9245","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","D. Legrand","G.G. Hatschbach","18491","1968","01","18",NA,"Brasil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076","50","50",NA,"Arvoreta 6 m de altura; flor alvescente","RFA27980",NA,"37295","auto",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:20:23-03","UFRJ","RFA","12354","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","D. Legrand","G.G. Hatschbach","18256","1968","01","06",NA,"Brasil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Árvore 6 m de altura; flor alva, tronco de casca lisa","RFA11614",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:20:23-03","UFRJ","RFA","10471","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","D. Legrand","G.G. Hatschbach","14455","1966","05","25",NA,"Brasil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore ca. 8 m de altura; tronco base 15 cm diâmetro","RFA10389",NA,"30514","auto",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:38-03","UFRJ","RFA","6648","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","D. Legrand","R. Reitz; R. Klein","2055","1954","06","05",NA,"Brasil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385","10","10",NA,"Árvore de 10 m de altura. fruto maduro preto","RFA26504",NA,"27253","auto",NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA
"42","2020-01-20 14:40:43-03","UPM","MACK","1303","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","J. P. Maçaneiro","J. P. Maçaneiro","19","2010","03","23",NA,"Brasil","SC","Blumenau","Parque Natural Municipal São Francisco de Assis, floresta ombrófila densa, ambiente de fundo de vale, muito úmidoao lado de córregos de água.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"34291","auto","S","W","2010","03","23",NA,NA,NA,NA,NA
"43","2019-12-04 15:25:31-03","PUCPR","HUCP","23056","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Marlierea","warmingiana","Marlierea warmingiana","Kierski","Bonaldi, R","Bonaldi, R","521","2012","07","26",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015148","HUCP00015148","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-26 18:08:58-03","CPAN-UFMS","COR","7449","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","Maria L. Kawasaki","P.P. de Oliveira",NA,"1998","02","17",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Reserva Biológica União, Rio das Ostras, Trilha 9. Brejo; ;.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:21:18-03","UFBA","ALCB","108205","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","(Benth.) Barneby & J.W.Grimes",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1283","1997","02","04","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba","-48.745556","-23.311111","300","300",NA,"125 com, 15 m alt. Flores brancas perfumadas.; de encosta, Morro do Corisco.","ALCB058574",NA,NA,NA,"-48.745556","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521847","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","Berg",NA,"Hatschbach GG",NA,"1966","05","25","Southern America","Brazil",NA,NA,"Est Paraná, Mun Morretes, Usina Elétrica Marumbi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521847","NL-L2521847",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521848","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","obscura","Marlierea obscura","Berg",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","01","19","Southern America","Brazil","Paraná",NA,"Est Parana, Mun Antonina, Estr. Serr Cacatu-Serra Negra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521848","NL-L2521848",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
