"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","imagecode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","fieldNumber","preparationType","class","order","individualCount","typeStatus","previousCatalogNumber"
"27","2020-12-11 11:33:18-03","UFMG","BHCB","134264","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Hattori, EKO; Viana, PL; Cardoso, D; Salas, R","982","2009","10","29","Brasil","Minas Gerais","Itacambira","Serra do Resplandecente - Estrada Itacambira-Juram","BHCB031824",NA,"2015","04",NA,"-43.346175","-17.040417",NA,"Subarbusto ereto, ca. 1m, brácteas involucrais verde-claro, corola creme a marrons; Campo rupestre com afloramentos rochosos em meio a solo arenoso",NA,NA,"Dicotyledon","-43.346175","-17.040417","1183","1183","Southern America",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:33:18-03","UFMG","BHCB","134270","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Hattori, EKO; Viana, PL; Cardoso, D; Salas, R","988","2009","10","29","Brasil","Minas Gerais","Itacambira","Serra do Resplandecente - Estrada Itacambira-Juram","BHCB031823",NA,"2015","04",NA,"-43.346464","-17.040364",NA,"Subarbusto ereto, ca. 1 m, brácteas involucrais verdes, corola creme, capítulos senescentes; Campo rupestre com afloramentos rochosos em meio a solo arenoso",NA,NA,"Dicotyledon","-43.346464","-17.040364","1187","1187","Southern America",NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","3070794","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","G. Hatschbach & R. Kummrow","49710","1985","9","15","Brazil","Minas Gerais",NA,"Rod. Guinda-Cons. Mata (mun. Diamantina)","US01674164",NA,NA,NA,NA,NA,NA,NA,NA,"US01674164_01",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Dicotyledonae","Asterales","1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","2775889","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","G. Eiten & L. T. Eiten","11041","1969","3","11","Brazil","Minas Gerais",NA,"Município de Jaboticatubas: Serra do Cipó (along road from village of Almeida to city of Conceicão do Mato Dentro). At km 128 , or 1 km along road north of ''Palácio''","US01674165",NA,NA,NA,NA,"-43.55","-19.28",NA,NA,"US01674165_01",NA,NA,NA,NA,"1250",NA,"South America - Neotropics",NA,NA,"Dicotyledonae","Asterales","1",NA,NA
"31","2021-03-15 18:25:32-03","USP","SPF","207737","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Pirani, JR; Cordeiro, I; Loeuille, B; Keeley, S","6014","2009","07","12","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, APA do Morro da Pereira, rodovia Belo Horizonte - Conceição do Mato Dentro (MG010), Alto do Palácio, elevação próximo à Estátua do Velho Juca.","SPF00207737","Oliveira, CT","2014","04",NA,"-43.533333","-19.25",NA,"Arbusto pouco ramificado, heliófilo, em solo arenoso entre rochas, no campo rupestre. Capítulos com brácteas involucrais verde-acastanhadas e flores alvas.; Campo rupestre, brejo e mata montana.",NA,NA,NA,"-43.533333","-19.25","1230","1230",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 18:25:32-03","USP","SPF","209317","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Antar, GM; Escaramai, M; Kubo, MT; Sano, PT; Baleeiro, P","75","2012","07","05","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha para a Cachoeira da Capivara.","SPF00209317","Oliveira, CT; Antar, GM","2012","08",NA,"-43.521994","-19.226761",NA,"Arbusto ca. 60 cm alt. Caule com tricomas amarronzados. Capítulos alvos.",NA,NA,NA,"-43.521994","-19.226761","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:16:27-03","USP","SPF","221250","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Fraga, CN","3377","2011","06","06","Brasil","Minas Gerais",NA,"Caminho das Tropas.","SPF00221250","Oliveira, CT","2016","09",NA,"-42.893056","-16.553611",NA,NA,NA,NA,NA,"-42.893056","-16.553611","904","904",NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM001009366","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","George Gardner; b.1812; d.1849; Gardner","4871","1840","08",NA,"Brasil",NA,NA,NA,NA,"Walter C. Holmes; b.1944; W.C.Holmes","1981",NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9c2bd343896fb221990fb3e76a884cb7754b92da/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","NHMUK:ecatalogue:608280"
"35","2019-11-01 14:54:17-03","UnB","UB","123031","PreservedSpecimen","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Duarte, AP","8091","1963","06","19","Brasil","Minas Gerais",NA,"Serra do Cipó. Km 16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-27 11:33:30-03","UFU","HUFU","72910","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","252","2016","10","19","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha caminho do mirante 1 para o mirante 2.","HUFU00071779","Castro, M.","2017","03","02","-43.4075012207031","-20.0746994018555","11966","Subarbusto ca. 0,8m de alt. Brácteas involucrais esverdeadas, corola e pápus cremes.; Campo rupestre.","HUFU00071779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-07-03 15:17:16-03","UFU","HUFU","72572","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","141","2016","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Morro da antena de televisão, subida da serra, ca. 7km de Joaquim Felício.","HUFU00069220","Nakajima, J.N.","2019","04",NA,"-44.1721992492676","-17.7574996948242","37503","Subarbusto ca. 1,5 m de alt., capítulos com flores cremes.; Campo rupestre.","HUFU00069220","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-27 11:33:30-03","UFU","HUFU","78403","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Pedrosa, L.G.","454","2018","06","16","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha Pedra do Sal.","HUFU00076987",NA,"2019","06",NA,"-43.5080986022949","-20.2875003814697","44599","Subarbusto, ca. 70 cm. Flores alvas/creme.; Campo de altitude.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-06 11:53:46-03","UFU","HUFU","72845","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Souza V.C.; Souza, J.P.; Romão, G.O. & Araújo, A.O.","25134","2001","07","05","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte-Conceição do Mato Dentro. Próximo à Bifurcação para Morro do Pilar.","HUFU00069797","Nakajima, J.N.",NA,NA,NA,"-43.7144012451172","-19.1688995361328","26557","Subarbusto, papilho alvo.; campo rupestre com mata ciliar no fundo do vale.","HUFU00069797","auto",NA,NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-05-06 11:53:46-03","UFU","HUFU","70686","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","72","2015","06","29","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Conceicao do Mato Dentro, Alto do Palacio.","HUFU00070700","Contro, F.L.","2015","08",NA,"-43.538889","-19.271944",NA,"Subarbusto, 0,5m altura. Bracteas involucrais verde-claras, corola e ramos do estilete brancos; Campo rupestre.","HUFU00070700",NA,NA,"-43.538889","-19.271944","4582","4582",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-05-06 11:53:46-03","UFU","HUFU","70687","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","73","2015","06","29","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Conceicao do Mato Dentro, Alto do Palacio.","HUFU00070518","Contro, F.L.","2015","07",NA,"-43.538889","-19.271944",NA,"Subarbusto, 0,7m altura. Bracteas involucrais verde com apice vinaceo, corola e ramos do estilete brancos; Campo rupestre.",NA,NA,NA,"-43.538889","-19.271944","4582","4582",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-05-06 11:53:46-03","UFU","HUFU","70700","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","86","2015","06","30","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Conceicao do Mato Dentro, aprox. Km 123.","HUFU00070703","Contro, F.L.","2015","08",NA,"-43.501944","-19.223889",NA,"Subarbusto, ate 1m altura. Ramos avermelhados. Bracteas involucrais verde-avermelhadas, corola e ramos do estilete brancos.; Campo rupestre.","HUFU00070703",NA,NA,"-43.501944","-19.223889","1342","1342",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-07-03 15:17:16-03","UFU","HUFU","70728","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","114","2015","07","01","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Morro do Pilar, aprox. Km 205.","HUFU00070524","Nakajima, J.N.","2019","04",NA,NA,NA,NA,"Arbusto, 0,6m altura. Bracteas involucrais verdes com apice avermelhado, corola e ramos do estilete brancos.; Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-05-06 11:53:46-03","UFU","HUFU","70731","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","117","2015","07","01","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Morro do Pilar, aprox. Km 205.","HUFU00070699","Contro, F.L.","2015","07",NA,NA,NA,NA,"Subarbusto, 0,5m altura. Bracteas involucrais verde-claras, corola e ramos do estilete brancos.; Campo rupestre.","HUFU00070699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-05-06 11:53:46-03","UFU","HUFU","70732","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","118","2015","07","01","Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Morro do Pilar, aprox. Km 205.","HUFU00070701","Contro, F.L.","2016","03",NA,NA,NA,NA,"Arbusto, 1m altura. Bracteas involucrais verdes com apice aermelhado, corola e ramos do estilete brancos.; Beira de corrego.","HUFU00070701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-06 11:53:46-03","UFU","HUFU","70986","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Pirani, J.R.; Cordeiro, I.; Leouille, B. & Keeley, S.","6014","2009","07","12","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, APA do Morro da Pedreira, rodovia Belo Horizonte - Conseição do Mato Dentro (MG 010), Alto do Palácio, elevação próximo à Estátua do Velho Juca.","HUFU00070702","Oliveira, C.T.","2014","04",NA,"-43.533333","-19.25",NA,"Arbusto pouco ramificada, heliófilo, Capítulos com brácteas involucrais verde-acastanhadas e flores alvas.; Campo rupestre, brejo e meta montana, em solo arenoso entre rochas.","HUFU00070702",NA,NA,"-43.533333","-19.25","1230","1230",NA,NA,NA,NA,NA,NA,NA,NA
