"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","dayIdentified","class","fieldNumber"
"16","2019-11-13 11:26:03-03","USP","SPF","225898","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Menezes, NL","CFSC6315","1980","07","21",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"SPF00225898",NA,"Chiea, SAC","1990","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"17","2021-03-15 18:28:52-03","USP","SPF","220247","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Escaramai, M","52","2012","07","04",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha do Travessão, acesso pela MG-010 ao lado do córrego Duas Pontinhas.","-43.7144012451172","-19.1688995361328",NA,"Arbusto. Folhas verdes. Flor rosa.; Campo.","SPF00220247",NA,"Pacífico, RB","2016","02",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"18","2019-11-13 11:26:03-03","USP","SPF","225909","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Semir, J","CFSC5607","1979","08","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00225909",NA,"Chiea, SAC","1990","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"19","2019-11-13 11:26:03-03","USP","SPF","225910","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Semir, J","CFSC5716","1979","08","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00225910",NA,"Chiea, SAC","1990","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"20","2019-11-13 11:26:03-03","USP","SPF","73953","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Giulietti, AM","CFSC12492","1991","07","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00073953",NA,"Pacífico, RB","2015","04",NA,NA,"1400","1500","26557","auto",NA,NA,NA,NA
"21","2019-11-13 11:26:03-03","USP","SPF","73969","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Giulietti, AM","CFSC12560","1991","07","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00073969",NA,"Pacífico, RB","2014","07",NA,NA,"1400","1500","26557","auto",NA,NA,NA,NA
"22","2018-04-04 16:36:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana",NA,"Mello Barreto","6745",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","6745"
"23","2015-03-07 08:57:02-03","F","FMNH-SEEDPLANTS","V0159846F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0159846F","V0159846F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"24","2017-12-15 15:51:55-02","UEM","HUEM","24331","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","F.Almeda; A.B.Martins; P.W.Fritsch; R. Belinello","8580","2001","10","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. 20 Km beyond turnoff to Serra Morena off road from Lagoa Santa to Conceição do Mato Dentro. Parque Nacional Serra do Cipó at the Vellozia Gigante site 0.5 Km from main road.","-43.51","-19.248333",NA,"Shrub 0.5m tall. Petals magenta. Large anthers red-maroon; small anthers yellow like appendages. Filaments connective and style red-pink. Uncommon. Campo rupestre surrounded by campo graminoso.",NA,NA,"Ricardo Pacifico","2015","06","-43.51","-19.248333","1276","1276",NA,NA,NA,NA,NA,NA
"25","2019-07-02 15:56:01-03","UEM","HUEM","24873","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Pacifico; A.Carmo","154","2015","04","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Parque Nacional da Serra do Cipó,, base do ICMBio Alto Palácio, campo em área de brejo","-43.531389","-19.259417",NA,"Arbusto, 0,5m de altura, pétalas rosa forte, filetes rosa, estames menores com anteras amarelas, estames maiores com anteras roxas e apêndice do conectivo amarelo, estilete rosa.","HUEM000016719","HUEM000016719","Ricardo Pacifico","2015","04","-43.531389","-19.259417","1361","1361",NA,NA,NA,NA,NA,NA
"26","2020-11-04 17:29:48-03","UEM","HUEM","29828","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Romero, R; Versiane, AFA; Fontelas, JC; Vital, LP; Contro, FL","8627","2015","07","01",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Rodovia para Morro do Pilar,, próximo ao Km 205","-43.483056","-19.226389",NA,"Cerrado; arbusto; ca. 1,5m de alt.; corola de coloração magenta; anteras maiores de coloração vinho e menores de coloração amarela.","HUEM000014586","HUEM000014586","R.Romero","2015","07","-43.483056","-19.226389",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-07-02 15:56:01-03","UEM","HUEM","24778","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","A.M.Giulietti; J.R.Pirani; L.R.Parra; M.T.V.A.Campos; P.T.Sano","s.n.","1991","07","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Serra das Bandei","-43.7144012451172","-19.1688995361328",NA,"Subarbusto, cerca de 40cm de altura, flores róseas, filetes róseos, anteras vináceas e amarelas.","HUEM000014734","HUEM000014734","R.Pacifico","2014","07",NA,NA,"1400","1400","26557","auto",NA,NA,NA,NA
"28","2019-05-06 12:00:41-03","UFU","HUFU","56533","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Silveira, F.","s.n.","2008","07",NA,NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Morro do Pilar",NA,NA,NA,"afloramentos rochosos","HUFU00068084","HUFU00068084","Romero, R.","2010","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-05-06 12:00:41-03","UFU","HUFU","70610","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Romero, R.; Versiane, A.F.A.; Fontelas, J.C.; Vital, L.P. & Contro, F.L.","8627","2015","07","01",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Rodovia para Morro do Pilar, próximo ao Km 205.","-43.483056","-19.226389",NA,"Arbusto, ca. 1,5 m alt. Corola magenta; anteras maiores vináceas, menores amarelas.; Cerrado.","HUFU00068082","HUFU00068082","Romero, R.","2015","07","-43.483056","-19.226389","1165","1165",NA,NA,NA,"01",NA,NA
"30","2019-05-06 12:00:41-03","UFU","HUFU","27133","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Barreto, M.","6745","1933","06","24",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do cipó","-43.8513984680176","-19.7696990966797",NA,"Arbusto, ca. 0,70 m.; Campo.","HUFU00068083","HUFU00068083","Pacifico, Ricardo","2015","07",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA
"31","2021-03-04 15:45:10-03","IF","SPSF","12937","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana",NA,"H.F.Leitão Filho et. al.","17223","1985","06","03","América do Sul","Brasil","MG","Gouvea",NA,NA,NA,NA,"COLETA: Arbusto com 60cm de altura. Flores na cor lilás.; GEOGRAFIA: Campo Rupestre. Estrada Diamantina- Km 98.;",NA,NA,"S.A.C. Chiea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"32","2021-03-04 15:45:10-03","IF","SPSF","12929","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana",NA,"G.J.Sheperd & S.L.Kirzenzaft","10214","1979","07","31","América do Sul","Brasil","MG","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,"COLETA: Arbusto de 1,5m de altura. Flores na cor lilaz, estames na cor vinho e amarelo.;",NA,NA,"S.A.C. Chiea",NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,"Magnoliopsida",NA
"33","2017-09-11 17:11:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Sello, HL","1171",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in monte Itambé prov. Minas Geraes.",NA,NA,NA,NA,NA,"P14P3N0028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-03-01 11:34:13-03","CAS","CAS-BOT","353880","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Almeda, Frank; Martins, A. B.; Fritsch, P. W.; Belinello, R.","8580","2001","10",NA,"South America","Brazil","Minas Gerais",NA,"Minas Gerais: Municipio of Santana do Riacho. Serra do Cipó. 20 km beyond turnoff to Serra Morena off the road from Lagoa Santa to Conceição do Mato Dentro.","-43.5099983215","-19.2483291626",NA,"Shrub 0.5 m tall. Petals magenta. Large anthers red- maroon* small anthers yellow like appendages. Filaments connective and style red-pink. Uncommon.",NA,NA,"R. Pacifico",NA,NA,"43°30'36W","19°14'54S","1276",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"35","2018-05-10 11:36:31-03","CAS","CAS-BOT","587220","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Peel Secor, David","s.n.","1891","1",NA,"South America","Brazil",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"36","2019-11-21 10:10:46-03","IBt","SP","259369","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Shepherd, GJ; Kirszenzaft, SL","10214","1979","07","31",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Estrada Lagoa Santa - Conceição do Mato Dentro, km 169 a ca. 2km de Conceição",NA,NA,NA,NA,NA,NA,"Pacífico, RB","2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:10:46-03","IBt","SP","38265","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Mello Barreto","6745","1933","06","24",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"Barreto, M",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA
"38","2019-11-21 10:10:46-03","IBt","SP","216654","S","Plantae",NA,NA,"Melastomataceae","Trembleya","chamissoana","Trembleya chamissoana","Naudin","Semir, J","CFSC5607","1979","08","15",NA,"Brasil","Minas Gerais","Santana do Riacho","km 137 antigo da rod. Belo Horizonte","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Pacífico, RB","2016","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
